
5 Mot inconnu : GTKam => ====== GTKam ====== | gtkam
87 Typographie : points de suspension. Utilisez le caractère dédié. => Cherchez la séquence //(plug-in-def "/usr/lib/gimp/2.0/plug-ins/gtkam-gimp"//... et remplacez-là celle-ci : | ... => suggestions : ['…']
87 Confusion. Pour un COD, utilisez “la”. Ou, si ce “là” signifie “ici”, ne mettez pas de trait d’union. => Cherchez la séquence //(plug-in-def "/usr/lib/gimp/2.0/plug-ins/gtkam-gimp"//... et remplacez-là celle-ci : | remplacez-là => suggestions : ['remplacez-la', 'remplacez là']

89 Mot inconnu : plug-in-def => (plug-in-def "/usr/lib/gimp/2.0/plug-ins/gtkam-gimp" 1166413437 | plug-in-def
89 Guillemets typographiques fermants. => (plug-in-def "/usr/lib/gimp/2.0/plug-ins/gtkam-gimp" 1166413437 | " => suggestions : ['\xa0»', '”']
89 Formatage des grands nombres. => (plug-in-def "/usr/lib/gimp/2.0/plug-ins/gtkam-gimp" 1166413437 | 1166413437 => suggestions : ['1\xa0166\xa0413\xa0437', '1166\xa0413-437']

90 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     (proc-def "gtkam-capture" 2 |      => suggestions : ['']
90 Mot inconnu : proc-def =>     (proc-def "gtkam-capture" 2 | proc-def
90 Guillemets typographiques ouvrants. =>     (proc-def "gtkam-capture" 2 | " => suggestions : ['«\xa0', '“']
90 Mot inconnu : gtkam-capture =>     (proc-def "gtkam-capture" 2 | gtkam-capture
90 Guillemets typographiques fermants. =>     (proc-def "gtkam-capture" 2 | " => suggestions : ['\xa0»', '”']

91 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>          "Captures images from digital camera" |           => suggestions : ['']
91 Guillemets typographiques ouvrants. =>          "Captures images from digital camera" | " => suggestions : ['«\xa0', '“']
91 Mot inconnu : from =>          "Captures images from digital camera" | from
91 Guillemets typographiques fermants. =>          "Captures images from digital camera" | " => suggestions : ['\xa0»', '”']

92 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>          "Captures images from digital camera" |           => suggestions : ['']
92 Guillemets typographiques ouvrants. =>          "Captures images from digital camera" | " => suggestions : ['«\xa0', '“']
92 Mot inconnu : from =>          "Captures images from digital camera" | from
92 Guillemets typographiques fermants. =>          "Captures images from digital camera" | " => suggestions : ['\xa0»', '”']

93 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>          "Lutz Mueller <lutz@users.sf.net>" |           => suggestions : ['']
93 Guillemets typographiques ouvrants. =>          "Lutz Mueller <lutz@users.sf.net>" | " => suggestions : ['«\xa0', '“']
93 Mot inconnu : Mueller =>          "Lutz Mueller <lutz@users.sf.net>" | mueller

94 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>          "GPL" |           => suggestions : ['']
94 Guillemets typographiques ouvrants. =>          "GPL" | " => suggestions : ['«\xa0', '“']
94 Guillemets typographiques fermants. =>          "GPL" | " => suggestions : ['\xa0»', '”']

95 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>          "0.1.14" |           => suggestions : ['']
95 Guillemets typographiques ouvrants. =>          "0.1.14" | " => suggestions : ['«\xa0', '“']
95 Guillemets typographiques fermants. =>          "0.1.14" | " => suggestions : ['\xa0»', '”']

96 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>          "" |           => suggestions : ['']

97 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>          1 |           => suggestions : ['']

98 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         (menu-path "<Toolbox>/File/Acquire/Capture depuis l'appareil...") |          => suggestions : ['']
98 Mot inconnu : menu-path =>         (menu-path "<Toolbox>/File/Acquire/Capture depuis l'appareil...") | menu-path
98 Mot inconnu : Acquire =>         (menu-path "<Toolbox>/File/Acquire/Capture depuis l'appareil...") | acquire
98 Typographie : points de suspension. Utilisez le caractère dédié. =>         (menu-path "<Toolbox>/File/Acquire/Capture depuis l'appareil...") | ... => suggestions : ['…']
98 Guillemets typographiques fermants. =>         (menu-path "<Toolbox>/File/Acquire/Capture depuis l'appareil...") | " => suggestions : ['\xa0»', '”']

99 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         (icon stock-id -1 "") |          => suggestions : ['']
99 Mot inconnu : icon =>         (icon stock-id -1 "") | icon
99 S’il s’agit de représenter un nombre négatif, utilisez le signe typographique “moins” [1]. S’il s’agit d’une incise, utilisez un tiret demi-cadratin [2] ou un tiret cadratin [3]. =>         (icon stock-id -1 "") | -1 => suggestions : ['−1', '– 1', '— 1']

100 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>          "" |           => suggestions : ['']

101 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>          1 1 |           => suggestions : ['']

102 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         (proc-arg 0 "CaptureType" "Image, Video, Audio") |          => suggestions : ['']
102 Mot inconnu : proc-arg =>         (proc-arg 0 "CaptureType" "Image, Video, Audio") | proc-arg
102 Guillemets typographiques ouvrants. =>         (proc-arg 0 "CaptureType" "Image, Video, Audio") | " => suggestions : ['«\xa0', '“']
102 Mot inconnu : CaptureType =>         (proc-arg 0 "CaptureType" "Image, Video, Audio") | capturetype
102 Guillemets typographiques fermants. =>         (proc-arg 0 "CaptureType" "Image, Video, Audio") | " => suggestions : ['\xa0»', '”']
102 Guillemets typographiques ouvrants. =>         (proc-arg 0 "CaptureType" "Image, Video, Audio") | " => suggestions : ['«\xa0', '“']
102 Mot inconnu : Video =>         (proc-arg 0 "CaptureType" "Image, Video, Audio") | video
102 Guillemets typographiques fermants. =>         (proc-arg 0 "CaptureType" "Image, Video, Audio") | " => suggestions : ['\xa0»', '”']

103 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         (proc-arg 13 "image" "Output image")) |          => suggestions : ['']
103 Mot inconnu : proc-arg =>         (proc-arg 13 "image" "Output image")) | proc-arg
103 Guillemets typographiques ouvrants. =>         (proc-arg 13 "image" "Output image")) | " => suggestions : ['«\xa0', '“']
103 Guillemets typographiques fermants. =>         (proc-arg 13 "image" "Output image")) | " => suggestions : ['\xa0»', '”']
103 Guillemets typographiques ouvrants. =>         (proc-arg 13 "image" "Output image")) | " => suggestions : ['«\xa0', '“']
103 Guillemets typographiques fermants. =>         (proc-arg 13 "image" "Output image")) | " => suggestions : ['\xa0»', '”']

104 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     (proc-def "gtkam-load" 2 |      => suggestions : ['']
104 Mot inconnu : proc-def =>     (proc-def "gtkam-load" 2 | proc-def
104 Guillemets typographiques ouvrants. =>     (proc-def "gtkam-load" 2 | " => suggestions : ['«\xa0', '“']
104 Mot inconnu : gtkam-load =>     (proc-def "gtkam-load" 2 | gtkam-load
104 Guillemets typographiques fermants. =>     (proc-def "gtkam-load" 2 | " => suggestions : ['\xa0»', '”']

105 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>          "Loads files from digital cameras" |           => suggestions : ['']
105 Guillemets typographiques ouvrants. =>          "Loads files from digital cameras" | " => suggestions : ['«\xa0', '“']
105 Mot inconnu : Loads =>          "Loads files from digital cameras" | loads
105 Mot inconnu : from =>          "Loads files from digital cameras" | from
105 Incohérence. Ceci est un verbe à la 2ᵉ personne du singulier. Sujet (“tu” ou “toi qui”) introuvable. =>          "Loads files from digital cameras" | cameras => suggestions : ['camera']
105 Guillemets typographiques fermants. =>          "Loads files from digital cameras" | " => suggestions : ['\xa0»', '”']

106 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>          "Loads files from digital cameras" |           => suggestions : ['']
106 Guillemets typographiques ouvrants. =>          "Loads files from digital cameras" | " => suggestions : ['«\xa0', '“']
106 Mot inconnu : Loads =>          "Loads files from digital cameras" | loads
106 Mot inconnu : from =>          "Loads files from digital cameras" | from
106 Incohérence. Ceci est un verbe à la 2ᵉ personne du singulier. Sujet (“tu” ou “toi qui”) introuvable. =>          "Loads files from digital cameras" | cameras => suggestions : ['camera']
106 Guillemets typographiques fermants. =>          "Loads files from digital cameras" | " => suggestions : ['\xa0»', '”']

107 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>          "Lutz Mueller <lutz@users.sf.net>" |           => suggestions : ['']
107 Guillemets typographiques ouvrants. =>          "Lutz Mueller <lutz@users.sf.net>" | " => suggestions : ['«\xa0', '“']
107 Mot inconnu : Mueller =>          "Lutz Mueller <lutz@users.sf.net>" | mueller

108 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>          "GPL" |           => suggestions : ['']
108 Guillemets typographiques ouvrants. =>          "GPL" | " => suggestions : ['«\xa0', '“']
108 Guillemets typographiques fermants. =>          "GPL" | " => suggestions : ['\xa0»', '”']

109 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>          "0.1.14" |           => suggestions : ['']
109 Guillemets typographiques ouvrants. =>          "0.1.14" | " => suggestions : ['«\xa0', '“']
109 Guillemets typographiques fermants. =>          "0.1.14" | " => suggestions : ['\xa0»', '”']

110 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>          "" |           => suggestions : ['']

111 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>          1 |           => suggestions : ['']

112 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         (menu-path "<Toolbox>/File/Acquire/Chargement depuis l'appareil...") |          => suggestions : ['']
112 Mot inconnu : menu-path =>         (menu-path "<Toolbox>/File/Acquire/Chargement depuis l'appareil...") | menu-path
112 Mot inconnu : Acquire =>         (menu-path "<Toolbox>/File/Acquire/Chargement depuis l'appareil...") | acquire
112 Typographie : points de suspension. Utilisez le caractère dédié. =>         (menu-path "<Toolbox>/File/Acquire/Chargement depuis l'appareil...") | ... => suggestions : ['…']
112 Guillemets typographiques fermants. =>         (menu-path "<Toolbox>/File/Acquire/Chargement depuis l'appareil...") | " => suggestions : ['\xa0»', '”']

113 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         (icon stock-id -1 "") |          => suggestions : ['']
113 Mot inconnu : icon =>         (icon stock-id -1 "") | icon
113 S’il s’agit de représenter un nombre négatif, utilisez le signe typographique “moins” [1]. S’il s’agit d’une incise, utilisez un tiret demi-cadratin [2] ou un tiret cadratin [3]. =>         (icon stock-id -1 "") | -1 => suggestions : ['−1', '– 1', '— 1']

114 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>          "" |           => suggestions : ['']

115 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>          2 1 |           => suggestions : ['']

116 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         (proc-arg 0 "run-mode" "Interactive, non-interactive") |          => suggestions : ['']
116 Mot inconnu : proc-arg =>         (proc-arg 0 "run-mode" "Interactive, non-interactive") | proc-arg
116 Guillemets typographiques ouvrants. =>         (proc-arg 0 "run-mode" "Interactive, non-interactive") | " => suggestions : ['«\xa0', '“']
116 Mot inconnu : run-mode =>         (proc-arg 0 "run-mode" "Interactive, non-interactive") | run-mode
116 Guillemets typographiques fermants. =>         (proc-arg 0 "run-mode" "Interactive, non-interactive") | " => suggestions : ['\xa0»', '”']
116 Guillemets typographiques ouvrants. =>         (proc-arg 0 "run-mode" "Interactive, non-interactive") | " => suggestions : ['«\xa0', '“']
116 Guillemets typographiques fermants. =>         (proc-arg 0 "run-mode" "Interactive, non-interactive") | " => suggestions : ['\xa0»', '”']

117 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         (proc-arg 4 "filename" "The name of the file to load") |          => suggestions : ['']
117 Mot inconnu : proc-arg =>         (proc-arg 4 "filename" "The name of the file to load") | proc-arg
117 Guillemets typographiques ouvrants. =>         (proc-arg 4 "filename" "The name of the file to load") | " => suggestions : ['«\xa0', '“']
117 Mot inconnu : filename =>         (proc-arg 4 "filename" "The name of the file to load") | filename
117 Guillemets typographiques fermants. =>         (proc-arg 4 "filename" "The name of the file to load") | " => suggestions : ['\xa0»', '”']
117 Guillemets typographiques ouvrants. =>         (proc-arg 4 "filename" "The name of the file to load") | " => suggestions : ['«\xa0', '“']
117 Mot inconnu : The =>         (proc-arg 4 "filename" "The name of the file to load") | the
117 Mot inconnu : name =>         (proc-arg 4 "filename" "The name of the file to load") | name
117 Mot inconnu : of =>         (proc-arg 4 "filename" "The name of the file to load") | of
117 Mot inconnu : the =>         (proc-arg 4 "filename" "The name of the file to load") | the
117 Mot inconnu : to =>         (proc-arg 4 "filename" "The name of the file to load") | to
117 Mot inconnu : load =>         (proc-arg 4 "filename" "The name of the file to load") | load
117 Guillemets typographiques fermants. =>         (proc-arg 4 "filename" "The name of the file to load") | " => suggestions : ['\xa0»', '”']

118 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         (proc-arg 13 "image" "Output image"))) |          => suggestions : ['']
118 Mot inconnu : proc-arg =>         (proc-arg 13 "image" "Output image"))) | proc-arg
118 Guillemets typographiques ouvrants. =>         (proc-arg 13 "image" "Output image"))) | " => suggestions : ['«\xa0', '“']
118 Guillemets typographiques fermants. =>         (proc-arg 13 "image" "Output image"))) | " => suggestions : ['\xa0»', '”']
118 Guillemets typographiques ouvrants. =>         (proc-arg 13 "image" "Output image"))) | " => suggestions : ['«\xa0', '“']
118 Guillemets typographiques fermants. =>         (proc-arg 13 "image" "Output image"))) | " => suggestions : ['\xa0»', '”']

121 Accord avec “pièces”. => <note important>Vous devez **remplacer** la partie correspondante au texte, sinon le registre risque de ne plus être valide, et Gimp le recréera de toute pièces, ce qui vous obligera à recommencer.</note> | toute => suggestions : ['toutes']
121 Accord avec “toute” : “pièces” devrait être au féminin singulie => <note important>Vous devez **remplacer** la partie correspondante au texte, sinon le registre risque de ne plus être valide, et Gimp le recréera de toute pièces, ce qui vous obligera à recommencer.</note> | pièces => suggestions : ['pièce']

123 Accord avec la forme verbale “devrait” : “présentes” devrait être au singulier. => Vous relancez Gimp et les entrées de menus devrait être présentes (en français qui plus est). | présentes => suggestions : ['présente']

131 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[http://www.gphoto.org/proj/gtkam/|Site officiel]] |    => suggestions : ['']

132 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[http://www.gphoto.org/|Site du projet gPhoto]] |    => suggestions : ['']
132 Mot inconnu : gPhoto =>   * [[http://www.gphoto.org/|Site du projet gPhoto]] | gphoto

137 Une de ces ponctuations est superflue. => , ...// | , . => suggestions : [',', '.']
137 Typographie : points de suspension. Utilisez le caractère dédié. => , ...// | ... => suggestions : ['…']
