
4 Mot inconnu : ohrrpgce => ======ohrrpgce : framework de jeux video 2D ====== | ohrrpgce
6 Guillemets typographiques ouvrants. => Le OHRRPGCE (Official Hamster Republic Role Playing Game Construction Engine) est un moteur de développement de jeux ,open-source, "Tout-en-un". Il a été conçu pour permettre la création rapide de jeux de rôle 2D. Il a été écrit par James Paige dans QuickBASIC et sorti en 1997, et une communauté de développeurs de jeux amateurs ont créé des milliers de jeux amateur depuis ce temps. En mai 2005, le code source a été publié sous la licence GPL, et il a ensuite été porté à partir QuickBASIC à freeBasic. La communauté est répartie sur deux sites: CastleParadox et SlimeSalad, ce dernier étant ouvert à tous les moteurs de jeux. | " => suggestions : ['«\xa0', '“']
6 Guillemets typographiques fermants. => Le OHRRPGCE (Official Hamster Republic Role Playing Game Construction Engine) est un moteur de développement de jeux ,open-source, "Tout-en-un". Il a été conçu pour permettre la création rapide de jeux de rôle 2D. Il a été écrit par James Paige dans QuickBASIC et sorti en 1997, et une communauté de développeurs de jeux amateurs ont créé des milliers de jeux amateur depuis ce temps. En mai 2005, le code source a été publié sous la licence GPL, et il a ensuite été porté à partir QuickBASIC à freeBasic. La communauté est répartie sur deux sites: CastleParadox et SlimeSalad, ce dernier étant ouvert à tous les moteurs de jeux. | " => suggestions : ['\xa0»', '”']
6 Nombre ordinal. Second : 2ᵈ. Seconde : 2ᵈᵉ. Seconds : 2ᵈˢ. Secondes : 2ᵈᵉˢ. => Le OHRRPGCE (Official Hamster Republic Role Playing Game Construction Engine) est un moteur de développement de jeux ,open-source, "Tout-en-un". Il a été conçu pour permettre la création rapide de jeux de rôle 2D. Il a été écrit par James Paige dans QuickBASIC et sorti en 1997, et une communauté de développeurs de jeux amateurs ont créé des milliers de jeux amateur depuis ce temps. En mai 2005, le code source a été publié sous la licence GPL, et il a ensuite été porté à partir QuickBASIC à freeBasic. La communauté est répartie sur deux sites: CastleParadox et SlimeSalad, ce dernier étant ouvert à tous les moteurs de jeux. | 2d => suggestions : ['2ᵈ']
6 Mot inconnu : QuickBASIC => Le OHRRPGCE (Official Hamster Republic Role Playing Game Construction Engine) est un moteur de développement de jeux ,open-source, "Tout-en-un". Il a été conçu pour permettre la création rapide de jeux de rôle 2D. Il a été écrit par James Paige dans QuickBASIC et sorti en 1997, et une communauté de développeurs de jeux amateurs ont créé des milliers de jeux amateur depuis ce temps. En mai 2005, le code source a été publié sous la licence GPL, et il a ensuite été porté à partir QuickBASIC à freeBasic. La communauté est répartie sur deux sites: CastleParadox et SlimeSalad, ce dernier étant ouvert à tous les moteurs de jeux. | quickbasic
6 Mot inconnu : QuickBASIC => Le OHRRPGCE (Official Hamster Republic Role Playing Game Construction Engine) est un moteur de développement de jeux ,open-source, "Tout-en-un". Il a été conçu pour permettre la création rapide de jeux de rôle 2D. Il a été écrit par James Paige dans QuickBASIC et sorti en 1997, et une communauté de développeurs de jeux amateurs ont créé des milliers de jeux amateur depuis ce temps. En mai 2005, le code source a été publié sous la licence GPL, et il a ensuite été porté à partir QuickBASIC à freeBasic. La communauté est répartie sur deux sites: CastleParadox et SlimeSalad, ce dernier étant ouvert à tous les moteurs de jeux. | quickbasic
6 Mot inconnu : freeBasic => Le OHRRPGCE (Official Hamster Republic Role Playing Game Construction Engine) est un moteur de développement de jeux ,open-source, "Tout-en-un". Il a été conçu pour permettre la création rapide de jeux de rôle 2D. Il a été écrit par James Paige dans QuickBASIC et sorti en 1997, et une communauté de développeurs de jeux amateurs ont créé des milliers de jeux amateur depuis ce temps. En mai 2005, le code source a été publié sous la licence GPL, et il a ensuite été porté à partir QuickBASIC à freeBasic. La communauté est répartie sur deux sites: CastleParadox et SlimeSalad, ce dernier étant ouvert à tous les moteurs de jeux. | freebasic
6 Mot inconnu : CastleParadox => Le OHRRPGCE (Official Hamster Republic Role Playing Game Construction Engine) est un moteur de développement de jeux ,open-source, "Tout-en-un". Il a été conçu pour permettre la création rapide de jeux de rôle 2D. Il a été écrit par James Paige dans QuickBASIC et sorti en 1997, et une communauté de développeurs de jeux amateurs ont créé des milliers de jeux amateur depuis ce temps. En mai 2005, le code source a été publié sous la licence GPL, et il a ensuite été porté à partir QuickBASIC à freeBasic. La communauté est répartie sur deux sites: CastleParadox et SlimeSalad, ce dernier étant ouvert à tous les moteurs de jeux. | castleparadox
6 Mot inconnu : SlimeSalad => Le OHRRPGCE (Official Hamster Republic Role Playing Game Construction Engine) est un moteur de développement de jeux ,open-source, "Tout-en-un". Il a été conçu pour permettre la création rapide de jeux de rôle 2D. Il a été écrit par James Paige dans QuickBASIC et sorti en 1997, et une communauté de développeurs de jeux amateurs ont créé des milliers de jeux amateur depuis ce temps. En mai 2005, le code source a été publié sous la licence GPL, et il a ensuite été porté à partir QuickBASIC à freeBasic. La communauté est répartie sur deux sites: CastleParadox et SlimeSalad, ce dernier étant ouvert à tous les moteurs de jeux. | slimesalad

8 Mot inconnu : OHRRPGCE => Le OHRRPGCE est très simple à utiliser, et de RPG complet peut être faite sans aucun langage de script. HamsterSpeak, le langage de script utilisé pour l'OHR, est extrêmement simple et peut être ramassé sans connaissance préalable de la programmation. Comme il est de très haut niveau et spécialisés, beaucoup de choses qui peut être fait avec elle. systèmes de combat HUD,, les effets spéciaux, menus personnalisés, et des jeux entiers sont quelques-unes des possibilités. | ohrrpgce
8 Mot inconnu : RPG => Le OHRRPGCE est très simple à utiliser, et de RPG complet peut être faite sans aucun langage de script. HamsterSpeak, le langage de script utilisé pour l'OHR, est extrêmement simple et peut être ramassé sans connaissance préalable de la programmation. Comme il est de très haut niveau et spécialisés, beaucoup de choses qui peut être fait avec elle. systèmes de combat HUD,, les effets spéciaux, menus personnalisés, et des jeux entiers sont quelques-unes des possibilités. | rpg
8 Mot inconnu : HamsterSpeak => Le OHRRPGCE est très simple à utiliser, et de RPG complet peut être faite sans aucun langage de script. HamsterSpeak, le langage de script utilisé pour l'OHR, est extrêmement simple et peut être ramassé sans connaissance préalable de la programmation. Comme il est de très haut niveau et spécialisés, beaucoup de choses qui peut être fait avec elle. systèmes de combat HUD,, les effets spéciaux, menus personnalisés, et des jeux entiers sont quelques-unes des possibilités. | hamsterspeak
8 Mot inconnu : OHR => Le OHRRPGCE est très simple à utiliser, et de RPG complet peut être faite sans aucun langage de script. HamsterSpeak, le langage de script utilisé pour l'OHR, est extrêmement simple et peut être ramassé sans connaissance préalable de la programmation. Comme il est de très haut niveau et spécialisés, beaucoup de choses qui peut être fait avec elle. systèmes de combat HUD,, les effets spéciaux, menus personnalisés, et des jeux entiers sont quelques-unes des possibilités. | ohr
8 Après un point, une majuscule est généralement requise. => Le OHRRPGCE est très simple à utiliser, et de RPG complet peut être faite sans aucun langage de script. HamsterSpeak, le langage de script utilisé pour l'OHR, est extrêmement simple et peut être ramassé sans connaissance préalable de la programmation. Comme il est de très haut niveau et spécialisés, beaucoup de choses qui peut être fait avec elle. systèmes de combat HUD,, les effets spéciaux, menus personnalisés, et des jeux entiers sont quelques-unes des possibilités. | systèmes => suggestions : ['Systèmes']
8 Mot inconnu : HUD => Le OHRRPGCE est très simple à utiliser, et de RPG complet peut être faite sans aucun langage de script. HamsterSpeak, le langage de script utilisé pour l'OHR, est extrêmement simple et peut être ramassé sans connaissance préalable de la programmation. Comme il est de très haut niveau et spécialisés, beaucoup de choses qui peut être fait avec elle. systèmes de combat HUD,, les effets spéciaux, menus personnalisés, et des jeux entiers sont quelques-unes des possibilités. | hud
8 Une de ces ponctuations est superflue. => Le OHRRPGCE est très simple à utiliser, et de RPG complet peut être faite sans aucun langage de script. HamsterSpeak, le langage de script utilisé pour l'OHR, est extrêmement simple et peut être ramassé sans connaissance préalable de la programmation. Comme il est de très haut niveau et spécialisés, beaucoup de choses qui peut être fait avec elle. systèmes de combat HUD,, les effets spéciaux, menus personnalisés, et des jeux entiers sont quelques-unes des possibilités. | ,, => suggestions : [',', ',']

13 Mot inconnu : FIXME => FIXME | fixme

23 Mot inconnu : dépot => Dans le dépot il y a également : vikings-of-midgard, et wandering-hamster | dépot
23 Mot inconnu : vikings-of-midgard => Dans le dépot il y a également : vikings-of-midgard, et wandering-hamster | vikings-of-midgard
23 Mot inconnu : wandering-hamster => Dans le dépot il y a également : vikings-of-midgard, et wandering-hamster | wandering-hamster

26 Mot inconnu : FIXME => FIXME | fixme

30 Mot inconnu : FIXME => FIXME | fixme

33 Mot inconnu : développement_de_jeux_vidéo => Des autres IDE pour le [[développement_de_jeux_vidéo]] | développement_de_jeux_vidéo

34 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[http://hamsterrepublic.com/ohrrpgce/|Site officiel]] |    => suggestions : ['']

35 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[http://hamsterrepublic.com/ohrrpgce/HOWTO.html|Tutoriel sur le site officiel]] |    => suggestions : ['']

36 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[http://hamsterrepublic.com/ohrrpgce/Games.html|Liste de jeux]] |    => suggestions : ['']
