
7 Mot inconnu : rdiff-backup => ====== rdiff-backup : Solution de sauvegarde incrémentielle ====== | rdiff-backup
34 Mot inconnu : repertoire => Ici on sauvegarde tout le ''/home/mon_login'' sauf le repertoire ''/home/mon_login/.aMule'' dans le dossier de destination ''/repertoire_de_sauvegarde''. | repertoire
34 Mot inconnu : repertoire_de_sauvegarde => Ici on sauvegarde tout le ''/home/mon_login'' sauf le repertoire ''/home/mon_login/.aMule'' dans le dossier de destination ''/repertoire_de_sauvegarde''. | repertoire_de_sauvegarde
34 Guillemets typographiques fermants. => Ici on sauvegarde tout le ''/home/mon_login'' sauf le repertoire ''/home/mon_login/.aMule'' dans le dossier de destination ''/repertoire_de_sauvegarde''. | '' => suggestions : ['\xa0»', '”']

36 Mot inconnu : repertoire_de_sauvegarde => Si ''/repertoire_de_sauvegarde'' n'est pas vide, un message nous indique qu'il faut utiliser l'option ''​%%--%%force'' et dans ce cas, son contenu est supprimé. Donc attention, dans ce cas, à sauvegarder le contenu de ''/repertoire_de_sauvegarde'' au préalable. | repertoire_de_sauvegarde
36 Guillemets typographiques fermants. => Si ''/repertoire_de_sauvegarde'' n'est pas vide, un message nous indique qu'il faut utiliser l'option ''​%%--%%force'' et dans ce cas, son contenu est supprimé. Donc attention, dans ce cas, à sauvegarder le contenu de ''/repertoire_de_sauvegarde'' au préalable. | '' => suggestions : ['\xa0»', '”']
36 Il manque un espace. => Si ''/repertoire_de_sauvegarde'' n'est pas vide, un message nous indique qu'il faut utiliser l'option ''​%%--%%force'' et dans ce cas, son contenu est supprimé. Donc attention, dans ce cas, à sauvegarder le contenu de ''/repertoire_de_sauvegarde'' au préalable. | force => suggestions : [' force']
36 Guillemets typographiques fermants. => Si ''/repertoire_de_sauvegarde'' n'est pas vide, un message nous indique qu'il faut utiliser l'option ''​%%--%%force'' et dans ce cas, son contenu est supprimé. Donc attention, dans ce cas, à sauvegarder le contenu de ''/repertoire_de_sauvegarde'' au préalable. | '' => suggestions : ['\xa0»', '”']
36 Mot inconnu : repertoire_de_sauvegarde => Si ''/repertoire_de_sauvegarde'' n'est pas vide, un message nous indique qu'il faut utiliser l'option ''​%%--%%force'' et dans ce cas, son contenu est supprimé. Donc attention, dans ce cas, à sauvegarder le contenu de ''/repertoire_de_sauvegarde'' au préalable. | repertoire_de_sauvegarde
36 Guillemets typographiques fermants. => Si ''/repertoire_de_sauvegarde'' n'est pas vide, un message nous indique qu'il faut utiliser l'option ''​%%--%%force'' et dans ce cas, son contenu est supprimé. Donc attention, dans ce cas, à sauvegarder le contenu de ''/repertoire_de_sauvegarde'' au préalable. | '' => suggestions : ['\xa0»', '”']

42 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   rdiff-backup --include /usr/local --include /var --exclude '**' / /backup |    => suggestions : ['']
42 Mot inconnu : rdiff-backup =>   rdiff-backup --include /usr/local --include /var --exclude '**' / /backup | rdiff-backup
42 Mot inconnu : include =>   rdiff-backup --include /usr/local --include /var --exclude '**' / /backup | include
42 Mot inconnu : include =>   rdiff-backup --include /usr/local --include /var --exclude '**' / /backup | include
42 Mot inconnu : exclude =>   rdiff-backup --include /usr/local --include /var --exclude '**' / /backup | exclude
42 Mot inconnu : backup =>   rdiff-backup --include /usr/local --include /var --exclude '**' / /backup | backup

44 Mot inconnu : include-list => Idem, mais la liste des répertoires à sauver dans un fichier nommé include-list.txt qui contient : | include-list
44 Mot inconnu : txt => Idem, mais la liste des répertoires à sauver dans un fichier nommé include-list.txt qui contient : | txt

46 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   /var |    => suggestions : ['']

47 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   /usr/bin/gzip |    => suggestions : ['']

51 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   rdiff-backup --include-globbing-filelist include-list.txt --exclude '**' / /backup |    => suggestions : ['']
51 Mot inconnu : rdiff-backup =>   rdiff-backup --include-globbing-filelist include-list.txt --exclude '**' / /backup | rdiff-backup
51 Mot inconnu : include-globbing-filelist =>   rdiff-backup --include-globbing-filelist include-list.txt --exclude '**' / /backup | include-globbing-filelist
51 Mot inconnu : include-list =>   rdiff-backup --include-globbing-filelist include-list.txt --exclude '**' / /backup | include-list
51 Mot inconnu : txt =>   rdiff-backup --include-globbing-filelist include-list.txt --exclude '**' / /backup | txt
51 Mot inconnu : exclude =>   rdiff-backup --include-globbing-filelist include-list.txt --exclude '**' / /backup | exclude
51 Mot inconnu : backup =>   rdiff-backup --include-globbing-filelist include-list.txt --exclude '**' / /backup | backup

58 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   rdiff-backup --remove-older-than 1W --force /repertoire_de_sauvegarde |    => suggestions : ['']
58 Mot inconnu : rdiff-backup =>   rdiff-backup --remove-older-than 1W --force /repertoire_de_sauvegarde | rdiff-backup
58 Mot inconnu : remove-older-than =>   rdiff-backup --remove-older-than 1W --force /repertoire_de_sauvegarde | remove-older-than
58 Avec une unité de mesure, mettez un espace insécable. =>   rdiff-backup --remove-older-than 1W --force /repertoire_de_sauvegarde | 1w => suggestions : ['1\xa0W']
58 Mot inconnu : repertoire_de_sauvegarde =>   rdiff-backup --remove-older-than 1W --force /repertoire_de_sauvegarde | repertoire_de_sauvegarde

60 Guillemets typographiques ouvrants. => Ici on enlève toutes les modifications enregistrées vieilles de plus d'une semaine. On peut mettre ''D(ay)'',''W(eek)'', ''M(onth)'' et ''Y(ear)''. | '' => suggestions : ['«\xa0', '“']
60 Mot inconnu : ay => Ici on enlève toutes les modifications enregistrées vieilles de plus d'une semaine. On peut mettre ''D(ay)'',''W(eek)'', ''M(onth)'' et ''Y(ear)''. | ay
60 Il manque un espace avant la parenthèse. => Ici on enlève toutes les modifications enregistrées vieilles de plus d'une semaine. On peut mettre ''D(ay)'',''W(eek)'', ''M(onth)'' et ''Y(ear)''. | ( => suggestions : [' (']
60 Mot inconnu : eek => Ici on enlève toutes les modifications enregistrées vieilles de plus d'une semaine. On peut mettre ''D(ay)'',''W(eek)'', ''M(onth)'' et ''Y(ear)''. | eek
60 Guillemets typographiques ouvrants. => Ici on enlève toutes les modifications enregistrées vieilles de plus d'une semaine. On peut mettre ''D(ay)'',''W(eek)'', ''M(onth)'' et ''Y(ear)''. | '' => suggestions : ['«\xa0', '“']
60 Il manque un espace avant la parenthèse. => Ici on enlève toutes les modifications enregistrées vieilles de plus d'une semaine. On peut mettre ''D(ay)'',''W(eek)'', ''M(onth)'' et ''Y(ear)''. | ( => suggestions : [' (']
60 Mot inconnu : onth => Ici on enlève toutes les modifications enregistrées vieilles de plus d'une semaine. On peut mettre ''D(ay)'',''W(eek)'', ''M(onth)'' et ''Y(ear)''. | onth
60 Guillemets typographiques ouvrants. => Ici on enlève toutes les modifications enregistrées vieilles de plus d'une semaine. On peut mettre ''D(ay)'',''W(eek)'', ''M(onth)'' et ''Y(ear)''. | '' => suggestions : ['«\xa0', '“']
60 Il manque un espace avant la parenthèse. => Ici on enlève toutes les modifications enregistrées vieilles de plus d'une semaine. On peut mettre ''D(ay)'',''W(eek)'', ''M(onth)'' et ''Y(ear)''. | ( => suggestions : [' (']
60 Mot inconnu : ear => Ici on enlève toutes les modifications enregistrées vieilles de plus d'une semaine. On peut mettre ''D(ay)'',''W(eek)'', ''M(onth)'' et ''Y(ear)''. | ear

62 Doublon. => S'il il y a plusieurs sauvegardes à supprimer, la commande échoue. C'est pourquoi il faut rajouter le paramètre ''​%%--%%force'' pour ne pas prendre cette erreur en compte et que **rdiff-backup** effectue bien ce qu'on lui demande. | il il => suggestions : ['il']
62 Incohérence avec “il” : “il” devrait être un verbe, un pronom objet, un adverbe de négation, etc. => S'il il y a plusieurs sauvegardes à supprimer, la commande échoue. C'est pourquoi il faut rajouter le paramètre ''​%%--%%force'' pour ne pas prendre cette erreur en compte et que **rdiff-backup** effectue bien ce qu'on lui demande. | il => suggestions : []
62 Il manque un espace. => S'il il y a plusieurs sauvegardes à supprimer, la commande échoue. C'est pourquoi il faut rajouter le paramètre ''​%%--%%force'' pour ne pas prendre cette erreur en compte et que **rdiff-backup** effectue bien ce qu'on lui demande. | force => suggestions : [' force']
62 Guillemets typographiques fermants. => S'il il y a plusieurs sauvegardes à supprimer, la commande échoue. C'est pourquoi il faut rajouter le paramètre ''​%%--%%force'' pour ne pas prendre cette erreur en compte et que **rdiff-backup** effectue bien ce qu'on lui demande. | '' => suggestions : ['\xa0»', '”']
62 Mot inconnu : rdiff-backup => S'il il y a plusieurs sauvegardes à supprimer, la commande échoue. C'est pourquoi il faut rajouter le paramètre ''​%%--%%force'' pour ne pas prendre cette erreur en compte et que **rdiff-backup** effectue bien ce qu'on lui demande. | rdiff-backup

68 Mot inconnu : backup => ==== Tester un backup ==== | backup

70 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   rdiff-backup -r now /repertoire_de_sauvegarde /repertoire_de_restauration |    => suggestions : ['']
70 Mot inconnu : rdiff-backup =>   rdiff-backup -r now /repertoire_de_sauvegarde /repertoire_de_restauration | rdiff-backup
70 Il manque un espace à côté du tiret. =>   rdiff-backup -r now /repertoire_de_sauvegarde /repertoire_de_restauration |  - => suggestions : [' – ', ' — ']
70 Mot inconnu : now =>   rdiff-backup -r now /repertoire_de_sauvegarde /repertoire_de_restauration | now
70 Mot inconnu : repertoire_de_sauvegarde =>   rdiff-backup -r now /repertoire_de_sauvegarde /repertoire_de_restauration | repertoire_de_sauvegarde
70 Mot inconnu : repertoire_de_restauration =>   rdiff-backup -r now /repertoire_de_sauvegarde /repertoire_de_restauration | repertoire_de_restauration

72 Mot inconnu : now => L'option ''-r now'' permet de remettre la version de la sauvegarde la plus récente. On peut remonter dans les sauvegardes, par exemple remettre le repertoire d'il y a 3 jours avec l'option ''-r 3D''. | now
72 Guillemets typographiques fermants. => L'option ''-r now'' permet de remettre la version de la sauvegarde la plus récente. On peut remonter dans les sauvegardes, par exemple remettre le repertoire d'il y a 3 jours avec l'option ''-r 3D''. | '' => suggestions : ['\xa0»', '”']
72 Mot inconnu : repertoire => L'option ''-r now'' permet de remettre la version de la sauvegarde la plus récente. On peut remonter dans les sauvegardes, par exemple remettre le repertoire d'il y a 3 jours avec l'option ''-r 3D''. | repertoire
72 Avec une unité de mesure, mettez un espace insécable. => L'option ''-r now'' permet de remettre la version de la sauvegarde la plus récente. On peut remonter dans les sauvegardes, par exemple remettre le repertoire d'il y a 3 jours avec l'option ''-r 3D''. | 3 jours => suggestions : ['3\xa0jours']
72 Guillemets typographiques fermants. => L'option ''-r now'' permet de remettre la version de la sauvegarde la plus récente. On peut remonter dans les sauvegardes, par exemple remettre le repertoire d'il y a 3 jours avec l'option ''-r 3D''. | '' => suggestions : ['\xa0»', '”']

74 Mot inconnu : Rdiff-backup => <note tip>Rdiff-backup fait une replication parfaite des fichiers dans leur dernière version. Ainsi pour restaurer des données, il suffit de faire ''cp -a /backupDir /restoredDir''</note> | rdiff-backup
74 Mot inconnu : replication => <note tip>Rdiff-backup fait une replication parfaite des fichiers dans leur dernière version. Ainsi pour restaurer des données, il suffit de faire ''cp -a /backupDir /restoredDir''</note> | replication
74 Guillemets typographiques ouvrants. => <note tip>Rdiff-backup fait une replication parfaite des fichiers dans leur dernière version. Ainsi pour restaurer des données, il suffit de faire ''cp -a /backupDir /restoredDir''</note> | '' => suggestions : ['«\xa0', '“']
74 Mot inconnu : cp => <note tip>Rdiff-backup fait une replication parfaite des fichiers dans leur dernière version. Ainsi pour restaurer des données, il suffit de faire ''cp -a /backupDir /restoredDir''</note> | cp
74 Il manque un espace à côté du tiret. => <note tip>Rdiff-backup fait une replication parfaite des fichiers dans leur dernière version. Ainsi pour restaurer des données, il suffit de faire ''cp -a /backupDir /restoredDir''</note> |  - => suggestions : [' – ', ' — ']
74 Mot inconnu : backupDir => <note tip>Rdiff-backup fait une replication parfaite des fichiers dans leur dernière version. Ainsi pour restaurer des données, il suffit de faire ''cp -a /backupDir /restoredDir''</note> | backupdir
74 Mot inconnu : restoredDir => <note tip>Rdiff-backup fait une replication parfaite des fichiers dans leur dernière version. Ainsi pour restaurer des données, il suffit de faire ''cp -a /backupDir /restoredDir''</note> | restoreddir
74 Guillemets typographiques fermants. => <note tip>Rdiff-backup fait une replication parfaite des fichiers dans leur dernière version. Ainsi pour restaurer des données, il suffit de faire ''cp -a /backupDir /restoredDir''</note> | '' => suggestions : ['\xa0»', '”']

82 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    rdiff-backup -l /repertoire_de_sauvegarde |     => suggestions : ['']
82 Mot inconnu : rdiff-backup =>    rdiff-backup -l /repertoire_de_sauvegarde | rdiff-backup
82 Il manque un espace à côté du tiret. =>    rdiff-backup -l /repertoire_de_sauvegarde |  - => suggestions : [' – ', ' — ']
82 Mot inconnu : repertoire_de_sauvegarde =>    rdiff-backup -l /repertoire_de_sauvegarde | repertoire_de_sauvegarde

86 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    rdiff-backup --list-increment-size /repertoire_de_sauvegarde |     => suggestions : ['']
86 Mot inconnu : rdiff-backup =>    rdiff-backup --list-increment-size /repertoire_de_sauvegarde | rdiff-backup
86 Mot inconnu : list-increment-size =>    rdiff-backup --list-increment-size /repertoire_de_sauvegarde | list-increment-size
86 Mot inconnu : repertoire_de_sauvegarde =>    rdiff-backup --list-increment-size /repertoire_de_sauvegarde | repertoire_de_sauvegarde

90 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    rdiff-backup-statistics /repertoire_de_sauvegarde |     => suggestions : ['']
90 Mot inconnu : rdiff-backup-statistics =>    rdiff-backup-statistics /repertoire_de_sauvegarde | rdiff-backup-statistics
90 Mot inconnu : repertoire_de_sauvegarde =>    rdiff-backup-statistics /repertoire_de_sauvegarde | repertoire_de_sauvegarde

93 Mot inconnu : SSH => ==== Sauvegarder sur une machine distante, via SSH ==== | ssh

97 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   /repertoire_de_sauvegarde |    => suggestions : ['']
97 Mot inconnu : repertoire_de_sauvegarde =>   /repertoire_de_sauvegarde | repertoire_de_sauvegarde

101 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   <utilisateur>@<adresse_ip_de_la_machine_distante>::<repertoire_de_sauvegarde_sur_la_machine_distante> |    => suggestions : ['']
101 Une de ces ponctuations est superflue. =>   <utilisateur>@<adresse_ip_de_la_machine_distante>::<repertoire_de_sauvegarde_sur_la_machine_distante> | :: => suggestions : [':', ':']

103 Mot inconnu : SSH => Plus d'infos sur [[SSH|SSH ici]] | ssh
103 Mot inconnu : SSH => Plus d'infos sur [[SSH|SSH ici]] | ssh

118 Mot inconnu : crontab => Pour éditer la crontab, il suffit de faire : | crontab

119 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   crontab -e |    => suggestions : ['']
119 Mot inconnu : crontab =>   crontab -e | crontab
119 Il manque un espace à côté du tiret. =>   crontab -e |  - => suggestions : [' – ', ' — ']

123 Mot inconnu : crontab => On met donc la ligne suivante dans notre crontab : | crontab

124 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   00    20    *    *     *    ~/sauve_mon_dossier.sh |    => suggestions : ['']
124 Espace(s) surnuméraire(s) à supprimer. =>   00    20    *    *     *    ~/sauve_mon_dossier.sh |      => suggestions : [' ']
124 Espace(s) surnuméraire(s) à supprimer. =>   00    20    *    *     *    ~/sauve_mon_dossier.sh |      => suggestions : [' ']
124 Mot inconnu : sauve_mon_dossier =>   00    20    *    *     *    ~/sauve_mon_dossier.sh | sauve_mon_dossier
124 Mot inconnu : sh =>   00    20    *    *     *    ~/sauve_mon_dossier.sh | sh

133 Mot inconnu : sauv_mon_dossier => On édite donc le fichier ''~/sauv_mon_dossier.sh'' avec son éditeur favori et on y insère les lignes suivantes : | sauv_mon_dossier
133 Mot inconnu : sh => On édite donc le fichier ''~/sauv_mon_dossier.sh'' avec son éditeur favori et on y insère les lignes suivantes : | sh
133 Guillemets typographiques fermants. => On édite donc le fichier ''~/sauv_mon_dossier.sh'' avec son éditeur favori et on y insère les lignes suivantes : | '' => suggestions : ['\xa0»', '”']

134 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   #!/bin/sh |    => suggestions : ['']

135 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   nice -n 19 rdiff-backup --exclude /home/login/.aMule /home/login /mnt/save && nice -n 19 rdiff-backup --remove-older-than 1W --force /mnt/save |    => suggestions : ['']
135 Mot inconnu : nice =>   nice -n 19 rdiff-backup --exclude /home/login/.aMule /home/login /mnt/save && nice -n 19 rdiff-backup --remove-older-than 1W --force /mnt/save | nice
135 Il manque un espace à côté du tiret. =>   nice -n 19 rdiff-backup --exclude /home/login/.aMule /home/login /mnt/save && nice -n 19 rdiff-backup --remove-older-than 1W --force /mnt/save |  - => suggestions : [' – ', ' — ']
135 Mot inconnu : rdiff-backup =>   nice -n 19 rdiff-backup --exclude /home/login/.aMule /home/login /mnt/save && nice -n 19 rdiff-backup --remove-older-than 1W --force /mnt/save | rdiff-backup
135 Mot inconnu : exclude =>   nice -n 19 rdiff-backup --exclude /home/login/.aMule /home/login /mnt/save && nice -n 19 rdiff-backup --remove-older-than 1W --force /mnt/save | exclude
135 Mot inconnu : nice =>   nice -n 19 rdiff-backup --exclude /home/login/.aMule /home/login /mnt/save && nice -n 19 rdiff-backup --remove-older-than 1W --force /mnt/save | nice
135 Il manque un espace à côté du tiret. =>   nice -n 19 rdiff-backup --exclude /home/login/.aMule /home/login /mnt/save && nice -n 19 rdiff-backup --remove-older-than 1W --force /mnt/save |  - => suggestions : [' – ', ' — ']
135 Mot inconnu : rdiff-backup =>   nice -n 19 rdiff-backup --exclude /home/login/.aMule /home/login /mnt/save && nice -n 19 rdiff-backup --remove-older-than 1W --force /mnt/save | rdiff-backup
135 Mot inconnu : remove-older-than =>   nice -n 19 rdiff-backup --exclude /home/login/.aMule /home/login /mnt/save && nice -n 19 rdiff-backup --remove-older-than 1W --force /mnt/save | remove-older-than
135 Avec une unité de mesure, mettez un espace insécable. =>   nice -n 19 rdiff-backup --exclude /home/login/.aMule /home/login /mnt/save && nice -n 19 rdiff-backup --remove-older-than 1W --force /mnt/save | 1w => suggestions : ['1\xa0W']

137 Guillemets typographiques ouvrants. => Le ''nice -n 19'' signifie que lorsqu'on lance les commandes, elles s'exécutent avec la priorité la plus petite par rapport aux autres processus, ceci afin d'éviter que l'ordinateur ne se mette à ramer tous les jours à 20h00. | '' => suggestions : ['«\xa0', '“']
137 Mot inconnu : nice => Le ''nice -n 19'' signifie que lorsqu'on lance les commandes, elles s'exécutent avec la priorité la plus petite par rapport aux autres processus, ceci afin d'éviter que l'ordinateur ne se mette à ramer tous les jours à 20h00. | nice
137 Il manque un espace à côté du tiret. => Le ''nice -n 19'' signifie que lorsqu'on lance les commandes, elles s'exécutent avec la priorité la plus petite par rapport aux autres processus, ceci afin d'éviter que l'ordinateur ne se mette à ramer tous les jours à 20h00. |  - => suggestions : [' – ', ' — ']
137 Guillemets typographiques fermants. => Le ''nice -n 19'' signifie que lorsqu'on lance les commandes, elles s'exécutent avec la priorité la plus petite par rapport aux autres processus, ceci afin d'éviter que l'ordinateur ne se mette à ramer tous les jours à 20h00. | '' => suggestions : ['\xa0»', '”']

140 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   chmod +x ~/sauv_mon_dossier.sh |    => suggestions : ['']
140 Mot inconnu : chmod =>   chmod +x ~/sauv_mon_dossier.sh | chmod
140 Mot inconnu : sauv_mon_dossier =>   chmod +x ~/sauv_mon_dossier.sh | sauv_mon_dossier
140 Mot inconnu : sh =>   chmod +x ~/sauv_mon_dossier.sh | sh

143 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   ~/sauve_mon_dossier.sh |    => suggestions : ['']
143 Mot inconnu : sauve_mon_dossier =>   ~/sauve_mon_dossier.sh | sauve_mon_dossier
143 Mot inconnu : sh =>   ~/sauve_mon_dossier.sh | sh

145 Mot inconnu : rdiff-backup => Normalement **rdiff-backup** se lance, fait sa sauvegarde et vous informe ensuite qu'il a ou non supprimé les sauvegardes plus vieilles d'une semaine. | rdiff-backup

153 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo chown -R votre_nom.users $HOME/* && chmod u+r -R $HOME/* |    => suggestions : ['']
153 Mot inconnu : sudo =>   sudo chown -R votre_nom.users $HOME/* && chmod u+r -R $HOME/* | sudo
153 Mot inconnu : chown =>   sudo chown -R votre_nom.users $HOME/* && chmod u+r -R $HOME/* | chown
153 Il manque un espace à côté du tiret. =>   sudo chown -R votre_nom.users $HOME/* && chmod u+r -R $HOME/* |  - => suggestions : [' – ', ' — ']
153 Mot inconnu : votre_nom =>   sudo chown -R votre_nom.users $HOME/* && chmod u+r -R $HOME/* | votre_nom
153 Mot inconnu : users =>   sudo chown -R votre_nom.users $HOME/* && chmod u+r -R $HOME/* | users
153 Mot inconnu : chmod =>   sudo chown -R votre_nom.users $HOME/* && chmod u+r -R $HOME/* | chmod
153 Il manque un espace à côté du tiret. =>   sudo chown -R votre_nom.users $HOME/* && chmod u+r -R $HOME/* |  - => suggestions : [' – ', ' — ']

155 Guillemets typographiques ouvrants. => * Dans le cas d'une utilisation simultanée de "max-file-size" et "exclude" il faut mettre "exclude" en premier sinon il sera ignoré. Par exemple : | " => suggestions : ['«\xa0', '“']
155 Mot inconnu : max-file-size => * Dans le cas d'une utilisation simultanée de "max-file-size" et "exclude" il faut mettre "exclude" en premier sinon il sera ignoré. Par exemple : | max-file-size
155 Guillemets typographiques fermants. => * Dans le cas d'une utilisation simultanée de "max-file-size" et "exclude" il faut mettre "exclude" en premier sinon il sera ignoré. Par exemple : | " => suggestions : ['\xa0»', '”']
155 Guillemets typographiques ouvrants. => * Dans le cas d'une utilisation simultanée de "max-file-size" et "exclude" il faut mettre "exclude" en premier sinon il sera ignoré. Par exemple : | " => suggestions : ['«\xa0', '“']
155 Mot inconnu : exclude => * Dans le cas d'une utilisation simultanée de "max-file-size" et "exclude" il faut mettre "exclude" en premier sinon il sera ignoré. Par exemple : | exclude
155 Guillemets typographiques fermants. => * Dans le cas d'une utilisation simultanée de "max-file-size" et "exclude" il faut mettre "exclude" en premier sinon il sera ignoré. Par exemple : | " => suggestions : ['\xa0»', '”']
155 Guillemets typographiques ouvrants. => * Dans le cas d'une utilisation simultanée de "max-file-size" et "exclude" il faut mettre "exclude" en premier sinon il sera ignoré. Par exemple : | " => suggestions : ['«\xa0', '“']
155 Mot inconnu : exclude => * Dans le cas d'une utilisation simultanée de "max-file-size" et "exclude" il faut mettre "exclude" en premier sinon il sera ignoré. Par exemple : | exclude
155 Guillemets typographiques fermants. => * Dans le cas d'une utilisation simultanée de "max-file-size" et "exclude" il faut mettre "exclude" en premier sinon il sera ignoré. Par exemple : | " => suggestions : ['\xa0»', '”']

156 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   rdiff-backup /home --max-file-size 1000 --exclude /home/me repertoire_de_sauvegarde |    => suggestions : ['']
156 Mot inconnu : rdiff-backup =>   rdiff-backup /home --max-file-size 1000 --exclude /home/me repertoire_de_sauvegarde | rdiff-backup
156 Mot inconnu : max-file-size =>   rdiff-backup /home --max-file-size 1000 --exclude /home/me repertoire_de_sauvegarde | max-file-size
156 Mot inconnu : exclude =>   rdiff-backup /home --max-file-size 1000 --exclude /home/me repertoire_de_sauvegarde | exclude
156 Mot inconnu : repertoire_de_sauvegarde =>   rdiff-backup /home --max-file-size 1000 --exclude /home/me repertoire_de_sauvegarde | repertoire_de_sauvegarde

158 Mot inconnu : exclude => ne prendra pas en compte "--exclude /home/me". Par contre : | exclude

159 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   rdiff-backup /home --exclude /home/me --max-file-size 1000 repertoire_de_sauvegarde |    => suggestions : ['']
