
3 Mot inconnu : beta => ====== Installer la version beta de fl_Teachertool ====== | beta
65 Mot inconnu : last =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | last
65 Mot inconnu : line =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | line
65 Mot inconnu : and =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | and
65 Mot inconnu : the =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | the
65 Mot inconnu : letter =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | letter
65 Guillemets typographiques ouvrants. =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | " => suggestions : ['«\xa0', '“']
65 Guillemets typographiques fermants. =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | " => suggestions : ['\xa0»', '”']
65 Mot inconnu : then =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | then
65 Mot inconnu : the =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | the
65 Mot inconnu : above =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | above
65 Mot inconnu : line =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | line
65 Mot inconnu : then =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | then
65 Mot inconnu : the =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | the
65 Mot inconnu : key =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | key
65 Mot inconnu : Now =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | now

66 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>       :wq and hit <enter>. This saves and exits. Alternatively, you can set the EDITOR environment variable to a different text editor. nano is a friendly editor: |        => suggestions : ['']
66 Mot inconnu : wq =>       :wq and hit <enter>. This saves and exits. Alternatively, you can set the EDITOR environment variable to a different text editor. nano is a friendly editor: | wq
66 Mot inconnu : and =>       :wq and hit <enter>. This saves and exits. Alternatively, you can set the EDITOR environment variable to a different text editor. nano is a friendly editor: | and
66 Mot inconnu : This =>       :wq and hit <enter>. This saves and exits. Alternatively, you can set the EDITOR environment variable to a different text editor. nano is a friendly editor: | this
66 Mot inconnu : saves =>       :wq and hit <enter>. This saves and exits. Alternatively, you can set the EDITOR environment variable to a different text editor. nano is a friendly editor: | saves
66 Mot inconnu : and =>       :wq and hit <enter>. This saves and exits. Alternatively, you can set the EDITOR environment variable to a different text editor. nano is a friendly editor: | and
66 Mot inconnu : Alternatively =>       :wq and hit <enter>. This saves and exits. Alternatively, you can set the EDITOR environment variable to a different text editor. nano is a friendly editor: | alternatively
66 Mot inconnu : you =>       :wq and hit <enter>. This saves and exits. Alternatively, you can set the EDITOR environment variable to a different text editor. nano is a friendly editor: | you
66 Mot inconnu : can =>       :wq and hit <enter>. This saves and exits. Alternatively, you can set the EDITOR environment variable to a different text editor. nano is a friendly editor: | can
66 Mot inconnu : the =>       :wq and hit <enter>. This saves and exits. Alternatively, you can set the EDITOR environment variable to a different text editor. nano is a friendly editor: | the
66 Mot inconnu : EDITOR =>       :wq and hit <enter>. This saves and exits. Alternatively, you can set the EDITOR environment variable to a different text editor. nano is a friendly editor: | editor
66 Mot inconnu : environment =>       :wq and hit <enter>. This saves and exits. Alternatively, you can set the EDITOR environment variable to a different text editor. nano is a friendly editor: | environment
66 Mot inconnu : to =>       :wq and hit <enter>. This saves and exits. Alternatively, you can set the EDITOR environment variable to a different text editor. nano is a friendly editor: | to
66 Mot inconnu : different =>       :wq and hit <enter>. This saves and exits. Alternatively, you can set the EDITOR environment variable to a different text editor. nano is a friendly editor: | different
66 Mot inconnu : text =>       :wq and hit <enter>. This saves and exits. Alternatively, you can set the EDITOR environment variable to a different text editor. nano is a friendly editor: | text
66 Mot inconnu : editor =>       :wq and hit <enter>. This saves and exits. Alternatively, you can set the EDITOR environment variable to a different text editor. nano is a friendly editor: | editor
66 Mot inconnu : nano =>       :wq and hit <enter>. This saves and exits. Alternatively, you can set the EDITOR environment variable to a different text editor. nano is a friendly editor: | nano
66 Mot inconnu : is =>       :wq and hit <enter>. This saves and exits. Alternatively, you can set the EDITOR environment variable to a different text editor. nano is a friendly editor: | is
66 Mot inconnu : friendly =>       :wq and hit <enter>. This saves and exits. Alternatively, you can set the EDITOR environment variable to a different text editor. nano is a friendly editor: | friendly
66 Mot inconnu : editor =>       :wq and hit <enter>. This saves and exits. Alternatively, you can set the EDITOR environment variable to a different text editor. nano is a friendly editor: | editor

67 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>       export EDITOR=/usr/bin/nano; visudo |        => suggestions : ['']
67 Mot inconnu : EDITOR =>       export EDITOR=/usr/bin/nano; visudo | editor
67 Mot inconnu : visudo =>       export EDITOR=/usr/bin/nano; visudo | visudo

68 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    6. If your fellow teachers are not comfortable typing "sudo /usr/sbin/fl_teachertool" then add an alias in file .bashrc (notice it starts with a period) in the home directory of the people who will run the program. |     => suggestions : ['']
68 Mot inconnu : your =>    6. If your fellow teachers are not comfortable typing "sudo /usr/sbin/fl_teachertool" then add an alias in file .bashrc (notice it starts with a period) in the home directory of the people who will run the program. | your
68 Mot inconnu : fellow =>    6. If your fellow teachers are not comfortable typing "sudo /usr/sbin/fl_teachertool" then add an alias in file .bashrc (notice it starts with a period) in the home directory of the people who will run the program. | fellow
68 Mot inconnu : teachers =>    6. If your fellow teachers are not comfortable typing "sudo /usr/sbin/fl_teachertool" then add an alias in file .bashrc (notice it starts with a period) in the home directory of the people who will run the program. | teachers
68 Mot inconnu : not =>    6. If your fellow teachers are not comfortable typing "sudo /usr/sbin/fl_teachertool" then add an alias in file .bashrc (notice it starts with a period) in the home directory of the people who will run the program. | not
68 Mot inconnu : comfortable =>    6. If your fellow teachers are not comfortable typing "sudo /usr/sbin/fl_teachertool" then add an alias in file .bashrc (notice it starts with a period) in the home directory of the people who will run the program. | comfortable
68 Mot inconnu : typing =>    6. If your fellow teachers are not comfortable typing "sudo /usr/sbin/fl_teachertool" then add an alias in file .bashrc (notice it starts with a period) in the home directory of the people who will run the program. | typing
68 Guillemets typographiques ouvrants. =>    6. If your fellow teachers are not comfortable typing "sudo /usr/sbin/fl_teachertool" then add an alias in file .bashrc (notice it starts with a period) in the home directory of the people who will run the program. | " => suggestions : ['«\xa0', '“']
68 Mot inconnu : sudo =>    6. If your fellow teachers are not comfortable typing "sudo /usr/sbin/fl_teachertool" then add an alias in file .bashrc (notice it starts with a period) in the home directory of the people who will run the program. | sudo
68 Mot inconnu : then =>    6. If your fellow teachers are not comfortable typing "sudo /usr/sbin/fl_teachertool" then add an alias in file .bashrc (notice it starts with a period) in the home directory of the people who will run the program. | then
