
5 Mot inconnu : Wammu [[7:12]] => ====== Wammu et Gammu ====== <|> wammu
5 Mot inconnu : Gammu [[16:21]] => ====== Wammu et Gammu ====== <|> gammu

7 Mot inconnu : Wammu [[2:7]] => //Wammu// et //Gammu// sont des logiciels libres qui permettent la gestion de nombreux téléphones portables. <|> wammu
7 Mot inconnu : Gammu [[15:20]] => //Wammu// et //Gammu// sont des logiciels libres qui permettent la gestion de nombreux téléphones portables. <|> gammu
13 Typographie : points de suspension. Utilisez le caractère dédié. [[52:55]] =>   * la création de sauvegardes (messages, répertoire...) ; <|> ... => suggestions : ['…']

18 Mot inconnu : Gammu [[29:34]] => Notez, pour information, que Gammu est un outil en ligne de commande et que Wammu en est simplement l'interface graphique. Ce dernier est ainsi plus facile d'utilisation, mais il peut parfois se passer plusieurs mois avant qu'il n'intègre les dernières fonctionnalités apparues dans Gammu. <|> gammu
18 Mot inconnu : Wammu [[76:81]] => Notez, pour information, que Gammu est un outil en ligne de commande et que Wammu en est simplement l'interface graphique. Ce dernier est ainsi plus facile d'utilisation, mais il peut parfois se passer plusieurs mois avant qu'il n'intègre les dernières fonctionnalités apparues dans Gammu. <|> wammu
18 Mot inconnu : Gammu [[283:288]] => Notez, pour information, que Gammu est un outil en ligne de commande et que Wammu en est simplement l'interface graphique. Ce dernier est ainsi plus facile d'utilisation, mais il peut parfois se passer plusieurs mois avant qu'il n'intègre les dernières fonctionnalités apparues dans Gammu. <|> gammu

24 Mot inconnu : Wammu [[2:7]] => //Wammu// et //Gammu// n'ont pas besoin d'être installés simultanément, ils ne possèdent que quelques bibliothèques communes. <|> wammu
24 Mot inconnu : Gammu [[15:20]] => //Wammu// et //Gammu// n'ont pas besoin d'être installés simultanément, ils ne possèdent que quelques bibliothèques communes. <|> gammu

26 Mot inconnu : Wammu [[10:15]] => ==== Pour Wammu, l'interface graphique ==== <|> wammu

39 Mot inconnu : Gammu [[10:15]] => ==== Pour Gammu, l'outil en ligne de commande ==== <|> gammu

54 Mot inconnu : Wammu [[47:52]] => Cette méthode de configuration est commune à //Wammu// et //Gammu//. <|> wammu
54 Mot inconnu : Gammu [[60:65]] => Cette méthode de configuration est commune à //Wammu// et //Gammu//. <|> gammu

56 Mot inconnu : Wammu [[36:41]] => <note>Notez que, si vous utilisez //Wammu//, celui-ci possède un module de configuration automatique (voir partie suivante).</note> <|> wammu

58 Espace(s) en fin de ligne à supprimer. [[148:149]] => Une base de données recensant les configurations nécessaires pour plusieurs centaines de téléphones est maintenue et alimentée par les utilisateurs.  <|>   => suggestions : ['']

63 Mot inconnu : Wammu [[96:101]] => Une fois votre configuration sauvegardée, votre portable devrait être prêt à fonctionner avec //Wammu// ou //Gammu// ! <|> wammu
63 Mot inconnu : Gammu [[109:114]] => Une fois votre configuration sauvegardée, votre portable devrait être prêt à fonctionner avec //Wammu// ou //Gammu// ! <|> gammu

77 Il manque un espace. [[88:90]] => Le port que vous devrez saisir dans votre fichier de configuration est, ici, « 00:15:DE:29:05:81 ». <|> 29 => suggestions : [' 29']

92 Mot inconnu : UDEV [[94:98]] => La solution pour configurer de façon certaine le nom du périphérique dans /dev est d'utiliser UDEV. Pour cela créer une règles dans « /etc/udev/rules.d/ » qui s'appliquera à chaque connexion du périphérique USB. Les règles UDEV prennent en compte différentes informations sur le périhérique USB (constructeur, numéro de série etc.) et peuvent créer le périphérique dans « /dev ». Des scripts peuvent même être lancés au moment de la connexion du périphérique. <|> udev
92 Accord de nombre erroné : « règles » devrait être au singulier. [[120:126]] => La solution pour configurer de façon certaine le nom du périphérique dans /dev est d'utiliser UDEV. Pour cela créer une règles dans « /etc/udev/rules.d/ » qui s'appliquera à chaque connexion du périphérique USB. Les règles UDEV prennent en compte différentes informations sur le périhérique USB (constructeur, numéro de série etc.) et peuvent créer le périphérique dans « /dev ». Des scripts peuvent même être lancés au moment de la connexion du périphérique. <|> règles => suggestions : ['règle', 'réglée']
92 Mot inconnu : UDEV [[223:227]] => La solution pour configurer de façon certaine le nom du périphérique dans /dev est d'utiliser UDEV. Pour cela créer une règles dans « /etc/udev/rules.d/ » qui s'appliquera à chaque connexion du périphérique USB. Les règles UDEV prennent en compte différentes informations sur le périhérique USB (constructeur, numéro de série etc.) et peuvent créer le périphérique dans « /dev ». Des scripts peuvent même être lancés au moment de la connexion du périphérique. <|> udev
92 Mot inconnu : périhérique [[279:290]] => La solution pour configurer de façon certaine le nom du périphérique dans /dev est d'utiliser UDEV. Pour cela créer une règles dans « /etc/udev/rules.d/ » qui s'appliquera à chaque connexion du périphérique USB. Les règles UDEV prennent en compte différentes informations sur le périhérique USB (constructeur, numéro de série etc.) et peuvent créer le périphérique dans « /dev ». Des scripts peuvent même être lancés au moment de la connexion du périphérique. <|> périhérique
92 Avant « etc. », il faut mettre une virgule. [[325:330]] => La solution pour configurer de façon certaine le nom du périphérique dans /dev est d'utiliser UDEV. Pour cela créer une règles dans « /etc/udev/rules.d/ » qui s'appliquera à chaque connexion du périphérique USB. Les règles UDEV prennent en compte différentes informations sur le périhérique USB (constructeur, numéro de série etc.) et peuvent créer le périphérique dans « /dev ». Des scripts peuvent même être lancés au moment de la connexion du périphérique. <|>  etc. => suggestions : [', etc.']

113 Mot inconnu : Wammu [[2:7]] => //Wammu// inclus un utilitaire qui permet de compléter facilement cette base de données en lui envoyant vos réglages et la listes des fonctionnalités supportées par votre téléphone. Vous le trouverez dans //Aide → Retour d'expérience//. <|> wammu

115 Mot inconnu : Wammu [[6:11]] => ===== Wammu : l'interface graphique ===== <|> wammu

121 Mot inconnu : Wammu [[29:34]] => Lors du premier lancement de Wammu, un assistant de connexion apparaitra (sinon, vous le trouverez dans le menu //Wammu → Assistant recherche téléphone//). <|> wammu
121 Mot inconnu : Wammu [[114:119]] => Lors du premier lancement de Wammu, un assistant de connexion apparaitra (sinon, vous le trouverez dans le menu //Wammu → Assistant recherche téléphone//). <|> wammu

124 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). [[0:1]] =>   <|>   => suggestions : ['']

128 Mot inconnu : Wammu [[94:99]] => Il vous est fortement recommandé de désactiver l'écran de veille pendant votre utilisation de Wammu/Gammu, car celui-ci risque d'interrompre la connexion, occasionnant ainsi des pertes de données. <|> wammu
128 Mot inconnu : Gammu [[100:105]] => Il vous est fortement recommandé de désactiver l'écran de veille pendant votre utilisation de Wammu/Gammu, car celui-ci risque d'interrompre la connexion, occasionnant ainsi des pertes de données. <|> gammu

155 Il manque un espace avant la parenthèse. [[13:14]] => Ça fonctionne((https://stackoverflow.com/questions/13967428/importerror-no-module-named-six/51019124#51019124)). <|> ( => suggestions : [' (']

156 Mot inconnu : Gammu [[6:11]] => ===== Gammu : utilisation en commande ===== <|> gammu
198 Mot inconnu : gammu-smsd [[22:32]] => Prérequis : zenity et gammu-smsd installés, téléphone connecté et configuré dans Gammu. <|> gammu-smsd
198 Mot inconnu : Gammu [[81:86]] => Prérequis : zenity et gammu-smsd installés, téléphone connecté et configuré dans Gammu. <|> gammu

243 Mot inconnu : Upload [[4:10]] => === Upload d'application Java === <|> upload
245 Mot inconnu : Vidance [[69:76]] => L'application prise en exemple ici est composée de deux fichiers : **Vidance.jar** et **Vidance.jad** <|> vidance
245 Il manque un espace. [[77:80]] => L'application prise en exemple ici est composée de deux fichiers : **Vidance.jar** et **Vidance.jad** <|> jar => suggestions : [' jar']
245 Mot inconnu : Vidance [[88:95]] => L'application prise en exemple ici est composée de deux fichiers : **Vidance.jar** et **Vidance.jad** <|> vidance
245 Mot inconnu : jad [[96:99]] => L'application prise en exemple ici est composée de deux fichiers : **Vidance.jar** et **Vidance.jad** <|> jad

260 Mot inconnu : Alcatel [[2:9]] => | Alcatel       | OT 708              | 8.04 LTS         | Tout O.K, Bluetooth, envoi, récéption, todo, appels... | <|> alcatel
290 Mot inconnu : reception [[106:115]] => | Samsung       | SGH-E950            | 9.10             | USB : Informations, Contacts, Messages ( envoi/reception) | <|> reception
291 Mot inconnu : SGH-u600 [[18:26]] => | Samsung       | SGH-u600            | 9.04             | USB : contacts et envoi messages seulement / En bluetooth rien ne marche | <|> sgh-u600
292 Mot inconnu : S5600 [[18:23]] => | Samsung       | S5600 (Player Star) | 11.04            | Bluetooth : contacts - messages | <|> s5600
292 Mot inconnu : Player [[25:31]] => | Samsung       | S5600 (Player Star) | 11.04            | Bluetooth : contacts - messages | <|> player
292 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) [[79:82]] => | Samsung       | S5600 (Player Star) | 11.04            | Bluetooth : contacts - messages | <|>  -  => suggestions : [' – ', ' — ', ' − ']
293 Mot inconnu : B2100 [[18:23]] => | Samsung       | B2100 | 10.04            | USB, Messages ( envoi/reception) - (autres fonctionnalités non testées)  | <|> b2100
293 Pas d’espace après ce signe. [[59:61]] => | Samsung       | B2100 | 10.04            | USB, Messages ( envoi/reception) - (autres fonctionnalités non testées)  | <|> (  => suggestions : ['(']
293 Mot inconnu : reception [[67:76]] => | Samsung       | B2100 | 10.04            | USB, Messages ( envoi/reception) - (autres fonctionnalités non testées)  | <|> reception
293 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) [[77:80]] => | Samsung       | B2100 | 10.04            | USB, Messages ( envoi/reception) - (autres fonctionnalités non testées)  | <|>  -  => suggestions : [' – ', ' — ', ' − ']
294 Mot inconnu : GT-C3322 [[18:26]] => | Samsung       | GT-C3322            | 12.04             | Bluetooth et USB : Informations, Appels, Contacts , Messages | <|> gt-c3322
294 Pas d’espace avant une virgule. [[109:111]] => | Samsung       | GT-C3322            | 12.04             | Bluetooth et USB : Informations, Appels, Contacts , Messages | <|>  , => suggestions : [',']
295 Mot inconnu : SM-G900F [[18:26]] => | Samsung       | SM-G900F            | 14.04 (x64)           | USB : Informations uniquement. Le reste ne marche pas. | <|> sm-g900f
295 Mot inconnu : x64 [[47:50]] => | Samsung       | SM-G900F            | 14.04 (x64)           | USB : Informations uniquement. Le reste ne marche pas. | <|> x64
297 Mot inconnu : c510 [[18:22]] => | Sony Ericsson | c510                | 12.04 LTS         | Bluetooth: Aucun soucis rencontré | <|> c510
297 Accord de nombre erroné : « soucis » devrait être au singulier. [[77:83]] => | Sony Ericsson | c510                | 12.04 LTS         | Bluetooth: Aucun soucis rencontré | <|> soucis => suggestions : ['souci']
298 Mot inconnu : c902 [[18:22]] => | Sony Ericsson | c902                | 8.04 LTS         | USB : Info, TODO, Envoi SMS, Envoi Fichier (Long), Contact téléphone. Marche pas : Appels | <|> c902
298 Mot inconnu : TODO [[71:75]] => | Sony Ericsson | c902                | 8.04 LTS         | USB : Info, TODO, Envoi SMS, Envoi Fichier (Long), Contact téléphone. Marche pas : Appels | <|> todo
299 Mot inconnu : G705 [[18:22]] => | Sony Ericsson | G705                | 8.10             | USB : Aucun soucis | <|> g705
299 Accord de nombre erroné : « soucis » devrait être au singulier. [[71:77]] => | Sony Ericsson | G705                | 8.10             | USB : Aucun soucis | <|> soucis => suggestions : ['souci']
300 Mot inconnu : J10i2 [[18:23]] => | Sony Ericsson | J10i2 (ELM)     | 12.04  LTS           | USB : Info, envoi SMS  | <|> j10i2
301 Mot inconnu : k310i [[18:23]] => | Sony Ericsson | k310i               | 8.10             | USB | <|> k310i
302 Mot inconnu : k530i [[18:23]] => | Sony Ericsson | k530i               | 8.04 LTS         | USB : Info, Contacts, Appels, Messages, envoi SMS | <|> k530i
303 Mot inconnu : k600i [[18:23]] => | Sony Ericsson | k600i               | 8.04 LTS         | | <|> k600i
304 Mot inconnu : k608i [[18:23]] => | Sony Ericsson | k608i               | 8.04 LTS         | | <|> k608i
305 Mot inconnu : k610i [[18:23]] => | Sony Ericsson | k610i               | 7.10             | | <|> k610i
306 Mot inconnu : k700i [[18:23]] => | Sony Ericsson | k700i               | Debian Jessie (8)             | USB => SMS ok | <|> k700i
306 Mot inconnu : ok [[83:85]] => | Sony Ericsson | k700i               | Debian Jessie (8)             | USB => SMS ok | <|> ok
307 Mot inconnu : k750i [[18:23]] => | Sony Ericsson | k750i               | 7.10             | | <|> k750i
308 Mot inconnu : k750i [[18:23]] => | Sony Ericsson | k750i               | 8.10             | USB / Gammu: 1.26.1, Wammu: 0.30.1, python-gammu: 1.26.1 => souci à l'import et la création des messages | <|> k750i
308 Mot inconnu : Gammu [[65:70]] => | Sony Ericsson | k750i               | 8.10             | USB / Gammu: 1.26.1, Wammu: 0.30.1, python-gammu: 1.26.1 => souci à l'import et la création des messages | <|> gammu
308 Mot inconnu : Wammu [[80:85]] => | Sony Ericsson | k750i               | 8.10             | USB / Gammu: 1.26.1, Wammu: 0.30.1, python-gammu: 1.26.1 => souci à l'import et la création des messages | <|> wammu
308 Mot inconnu : python-gammu [[95:107]] => | Sony Ericsson | k750i               | 8.10             | USB / Gammu: 1.26.1, Wammu: 0.30.1, python-gammu: 1.26.1 => souci à l'import et la création des messages | <|> python-gammu
309 Mot inconnu : k770i [[18:23]] => | Sony Ericsson | k770i               | 8.10             | USB : Aucun soucis | <|> k770i
309 Accord de nombre erroné : « soucis » devrait être au singulier. [[71:77]] => | Sony Ericsson | k770i               | 8.10             | USB : Aucun soucis | <|> soucis => suggestions : ['souci']
310 Mot inconnu : k800i [[18:23]] => | Sony Ericsson | k800i               | 8.10             | Connexion bien plus stable en USB | <|> k800i
311 Mot inconnu : k850i [[18:23]] => | Sony Ericsson | k850i               | 9.04             | Connexion bluetooth, tout marche bien | <|> k850i
312 Mot inconnu : k810i [[18:23]] => | Sony Ericsson | k810i               | 7.10             | | <|> k810i
313 Mot inconnu : v600i [[18:23]] => | Sony Ericsson | v600i               | 9.10, 12.04 LTS, 12.10  | USB / Bluetooth : pas de souci | <|> v600i
314 Mot inconnu : v640i [[18:23]] => | Sony Ericsson | v640i               | 7.10             | clé bluetooth Trust | <|> v640i
315 Mot inconnu : s500i [[18:23]] => | Sony Ericsson | s500i               | 10.10            | USB, Bluetooth | <|> s500i
316 Mot inconnu : w300i [[18:23]] => | Sony Ericsson | w300i               | 7.10, 8.10       | Clé bluetooth trust + USB  | <|> w300i
317 Mot inconnu : w380i [[18:23]] => | Sony Ericsson | w380i               | FIXME            | | <|> w380i
318 Mot inconnu : w395i [[18:23]] => | Sony Ericsson | w395i               | 9.04, 9.10       | Tout fonctionne | <|> w395i
319 Mot inconnu : w500i [[18:23]] => | Sony Ericsson | w500i               | 7.04             | | <|> w500i
320 Mot inconnu : w580i [[18:23]] => | Sony Ericsson | w580i               | 8.04 LTS, 9.10, 10.10 | USB, Bluetooth | <|> w580i
321 Mot inconnu : w660i [[18:23]] => | Sony Ericsson | w660i               | 8.04 LTS, 9.04, 9.10  | USB, Bluetooth | <|> w660i
322 Mot inconnu : w710i [[18:23]] => | Sony Ericsson | w710i               | 8.04 LTS         | USB | <|> w710i
323 Mot inconnu : w715 [[18:22]] => | Sony Ericsson | w715                | 9.10             | Bluetooth, tout fonctionne | <|> w715
324 Mot inconnu : w810i [[18:23]] => | Sony Ericsson | w810i               | 8.04 LTS         | USB: Info, TODO, Envoi SMS/Fichier\\ BT/Wammu: Contacts, SMS, Calendrier (TODO => bug) | <|> w810i
324 Mot inconnu : TODO [[70:74]] => | Sony Ericsson | w810i               | 8.04 LTS         | USB: Info, TODO, Envoi SMS/Fichier\\ BT/Wammu: Contacts, SMS, Calendrier (TODO => bug) | <|> todo
324 Mot inconnu : Wammu [[99:104]] => | Sony Ericsson | w810i               | 8.04 LTS         | USB: Info, TODO, Envoi SMS/Fichier\\ BT/Wammu: Contacts, SMS, Calendrier (TODO => bug) | <|> wammu
324 Mot inconnu : TODO [[133:137]] => | Sony Ericsson | w810i               | 8.04 LTS         | USB: Info, TODO, Envoi SMS/Fichier\\ BT/Wammu: Contacts, SMS, Calendrier (TODO => bug) | <|> todo
325 Mot inconnu : w850i [[18:23]] => | Sony Ericsson | w850i               | 9.04             | USB : Aucun soucis | <|> w850i
325 Accord de nombre erroné : « soucis » devrait être au singulier. [[71:77]] => | Sony Ericsson | w850i               | 9.04             | USB : Aucun soucis | <|> soucis => suggestions : ['souci']
326 Mot inconnu : w900i [[18:23]] => | Sony Ericsson | w900i               | 12.04 LTS             | Bluetooth, tout fonctionne | <|> w900i
327 Mot inconnu : z530i [[18:23]] => | Sony Ericsson | z530i               | 7.04             | | <|> z530i
328 Mot inconnu : z550i [[18:23]] => | Sony Ericsson | z550i               | 9.10, 10.04 LTS  | Bluetooth sous 9.10 : Ok.\\ USB sous 10.04 LTS : Aucun soucis | <|> z550i
328 Mot inconnu : Ok [[81:83]] => | Sony Ericsson | z550i               | 9.10, 10.04 LTS  | Bluetooth sous 9.10 : Ok.\\ USB sous 10.04 LTS : Aucun soucis | <|> ok
328 Accord de nombre erroné : « soucis » devrait être au singulier. [[114:120]] => | Sony Ericsson | z550i               | 9.10, 10.04 LTS  | Bluetooth sous 9.10 : Ok.\\ USB sous 10.04 LTS : Aucun soucis | <|> soucis => suggestions : ['souci']

330 Mot inconnu : Motorola [[2:10]] => | Motorola      | L6                  | 9.10             | USB : parfait | <|> motorola
330 Mot inconnu : L6 [[18:20]] => | Motorola      | L6                  | 9.10             | USB : parfait | <|> l6

331 Mot inconnu : Motorola [[2:10]] => | Motorola      | V220                | 10.04 LTS, 11.04 | Envoi de SMS fonctionnel (USB) | <|> motorola
331 Mot inconnu : V220 [[18:22]] => | Motorola      | V220                | 10.04 LTS, 11.04 | Envoi de SMS fonctionnel (USB) | <|> v220

333 Mot inconnu : LG [[2:4]] => | LG            | GT540               | 10.04 LTS        | USB: Info, contacts, messages, pas de souci | <|> lg
333 Mot inconnu : GT540 [[18:23]] => | LG            | GT540               | 10.04 LTS        | USB: Info, contacts, messages, pas de souci | <|> gt540

335 Mot inconnu : ZTE [[2:5]] => | ZTE            | Cute               | 13.04            | Bluetooth: contacts, messages  | <|> zte
335 Mot inconnu : Cute [[19:23]] => | ZTE            | Cute               | 13.04            | Bluetooth: contacts, messages  | <|> cute
339 Mot inconnu : E160-E220-E372 [[14:28]] => | Huawei    | E160-E220-E372  | 20.04           | Clef USB 3G+ de SFR, utile pour la récup des SMS de SFR (config manuelle : port « /dev/ttyUSB1 » mode « at11520 ») | <|> e160-e220-e372
339 Mot inconnu : at11520 [[154:161]] => | Huawei    | E160-E220-E372  | 20.04           | Clef USB 3G+ de SFR, utile pour la récup des SMS de SFR (config manuelle : port « /dev/ttyUSB1 » mode « at11520 ») | <|> at11520
341 Mot inconnu : GT-C3322 [[13:21]] => | Samsung  | GT-C3322  | 12.04 LTS  | tout fonctionne :) | tout fonctionne :)  <|> gt-c3322
341 Espace(s) en fin de ligne à supprimer. [[77:78]] => | Samsung  | GT-C3322  | 12.04 LTS  | tout fonctionne :) | tout fonctionne :)  <|>   => suggestions : ['']

342 Mot inconnu : ZTE [[2:5]] => | ZTE  | K3565-Z  | 12.04 LTS  | Clef USB 3G+ SFR - tout fonctionne  | tout fonctionne  <|> zte
342 Mot inconnu : K3565-Z [[9:16]] => | ZTE  | K3565-Z  | 12.04 LTS  | Clef USB 3G+ SFR - tout fonctionne  | tout fonctionne  <|> k3565-z
342 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) [[49:52]] => | ZTE  | K3565-Z  | 12.04 LTS  | Clef USB 3G+ SFR - tout fonctionne  | tout fonctionne  <|>  -  => suggestions : [' – ', ' — ', ' − ']
342 Espace(s) en fin de ligne à supprimer. [[86:87]] => | ZTE  | K3565-Z  | 12.04 LTS  | Clef USB 3G+ SFR - tout fonctionne  | tout fonctionne  <|>   => suggestions : ['']
