
5 Mot inconnu : Freebox => ====== Booster le wifi de la Freebox Revolution ====== | freebox
41 Mot inconnu : chipsets => À la date du 30 avril 2020, la Freebox Revolution embarque 2 chipsets Wifi. Une à 2.4 Ghz et l'autre à 5 Ghz. \\ Muni d'une antenne Wifi 1200ac, il est possible d'utiliser la fréquence 5 Ghz sur le PC et la box. \\ Malheureusement, le dongle Google Chromecast utilise un smartphone comme télécommande. Les téléphones portables sont encore majoritairement équipés de chipsets 2.4 Ghz. Cette limitation matérielle oblige à une compatibilité descendante à 2.4 Ghz pour le streaming sans fils, bien que la box et le Chromecast soient équipés de chipsets à la norme 1200ac. \\ | chipsets
41 Mot inconnu : Ghz => À la date du 30 avril 2020, la Freebox Revolution embarque 2 chipsets Wifi. Une à 2.4 Ghz et l'autre à 5 Ghz. \\ Muni d'une antenne Wifi 1200ac, il est possible d'utiliser la fréquence 5 Ghz sur le PC et la box. \\ Malheureusement, le dongle Google Chromecast utilise un smartphone comme télécommande. Les téléphones portables sont encore majoritairement équipés de chipsets 2.4 Ghz. Cette limitation matérielle oblige à une compatibilité descendante à 2.4 Ghz pour le streaming sans fils, bien que la box et le Chromecast soient équipés de chipsets à la norme 1200ac. \\ | ghz
41 Mot inconnu : Ghz => À la date du 30 avril 2020, la Freebox Revolution embarque 2 chipsets Wifi. Une à 2.4 Ghz et l'autre à 5 Ghz. \\ Muni d'une antenne Wifi 1200ac, il est possible d'utiliser la fréquence 5 Ghz sur le PC et la box. \\ Malheureusement, le dongle Google Chromecast utilise un smartphone comme télécommande. Les téléphones portables sont encore majoritairement équipés de chipsets 2.4 Ghz. Cette limitation matérielle oblige à une compatibilité descendante à 2.4 Ghz pour le streaming sans fils, bien que la box et le Chromecast soient équipés de chipsets à la norme 1200ac. \\ | ghz
41 Mot inconnu : Chromecast => À la date du 30 avril 2020, la Freebox Revolution embarque 2 chipsets Wifi. Une à 2.4 Ghz et l'autre à 5 Ghz. \\ Muni d'une antenne Wifi 1200ac, il est possible d'utiliser la fréquence 5 Ghz sur le PC et la box. \\ Malheureusement, le dongle Google Chromecast utilise un smartphone comme télécommande. Les téléphones portables sont encore majoritairement équipés de chipsets 2.4 Ghz. Cette limitation matérielle oblige à une compatibilité descendante à 2.4 Ghz pour le streaming sans fils, bien que la box et le Chromecast soient équipés de chipsets à la norme 1200ac. \\ | chromecast
41 Mot inconnu : chipsets => À la date du 30 avril 2020, la Freebox Revolution embarque 2 chipsets Wifi. Une à 2.4 Ghz et l'autre à 5 Ghz. \\ Muni d'une antenne Wifi 1200ac, il est possible d'utiliser la fréquence 5 Ghz sur le PC et la box. \\ Malheureusement, le dongle Google Chromecast utilise un smartphone comme télécommande. Les téléphones portables sont encore majoritairement équipés de chipsets 2.4 Ghz. Cette limitation matérielle oblige à une compatibilité descendante à 2.4 Ghz pour le streaming sans fils, bien que la box et le Chromecast soient équipés de chipsets à la norme 1200ac. \\ | chipsets

42 Mot inconnu : Ghz => En connexion fibre grande agglomération, on obtient des débits 2.4 Ghz compris entre 3200 et 5200 Mb/s. (Débits moyens observés avec 2 ordinateurs, un Chromecast et 2 smartphones connectés soit en CPL, soit en Wifi). | ghz
42 Si “Mb/s” est une unité de mesure, il manque un espace insécable. Si le nombre se rapporte au mot suivant, c’est aussi valable. => En connexion fibre grande agglomération, on obtient des débits 2.4 Ghz compris entre 3200 et 5200 Mb/s. (Débits moyens observés avec 2 ordinateurs, un Chromecast et 2 smartphones connectés soit en CPL, soit en Wifi). | 5200 mb/s => suggestions : ['5\xa0200\xa0Mb/s']
42 Mot inconnu : Mb => En connexion fibre grande agglomération, on obtient des débits 2.4 Ghz compris entre 3200 et 5200 Mb/s. (Débits moyens observés avec 2 ordinateurs, un Chromecast et 2 smartphones connectés soit en CPL, soit en Wifi). | mb
42 Mot inconnu : Chromecast => En connexion fibre grande agglomération, on obtient des débits 2.4 Ghz compris entre 3200 et 5200 Mb/s. (Débits moyens observés avec 2 ordinateurs, un Chromecast et 2 smartphones connectés soit en CPL, soit en Wifi). | chromecast
42 Mot inconnu : CPL => En connexion fibre grande agglomération, on obtient des débits 2.4 Ghz compris entre 3200 et 5200 Mb/s. (Débits moyens observés avec 2 ordinateurs, un Chromecast et 2 smartphones connectés soit en CPL, soit en Wifi). | cpl

46 Mot inconnu : FreeBox => Rendez sur votre interface de connexion de la FreeBox Server | freebox
46 Mot inconnu : Server => Rendez sur votre interface de connexion de la FreeBox Server | server

49 Mot inconnu : WiFI => Vous verrez un rapide aperçu du statut de votre carte WiFI de la FreeBox Server. | wifi
49 Mot inconnu : FreeBox => Vous verrez un rapide aperçu du statut de votre carte WiFI de la FreeBox Server. | freebox
