7 Mot inconnu : logitechquickcammessengerrefresh2007oem => {{ :logitechquickcammessengerrefresh2007oem.jpg?x75 |Messenger Refresh 2007}}
7 Il manque un espace insécable. => {{ :logitechquickcammessengerrefresh2007oem.jpg?x75 |Messenger Refresh 2007}}
7 Il manque un espace. => {{ :logitechquickcammessengerrefresh2007oem.jpg?x75 |Messenger Refresh 2007}}
7 Mot inconnu : x75 => {{ :logitechquickcammessengerrefresh2007oem.jpg?x75 |Messenger Refresh 2007}}
7 Mot inconnu : Messenger => {{ :logitechquickcammessengerrefresh2007oem.jpg?x75 |Messenger Refresh 2007}}
7 Mot inconnu : Refresh => {{ :logitechquickcammessengerrefresh2007oem.jpg?x75 |Messenger Refresh 2007}}

11 Espace(s) en fin de ligne à supprimer. => **Légende :**  

13 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   *{{icons:icon-ubuntu.png|Fonctionne immédiatement}} : Fonctionne immédiatement
13 Mot inconnu : icons =>   *{{icons:icon-ubuntu.png|Fonctionne immédiatement}} : Fonctionne immédiatement
13 Il manque un espace. =>   *{{icons:icon-ubuntu.png|Fonctionne immédiatement}} : Fonctionne immédiatement
13 Mot inconnu : icon-ubuntu =>   *{{icons:icon-ubuntu.png|Fonctionne immédiatement}} : Fonctionne immédiatement
13 Il manque un espace insécable. =>   *{{icons:icon-ubuntu.png|Fonctionne immédiatement}} : Fonctionne immédiatement

14 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   *{{icons:important.png|Fonctionne après config}} : Fonctionne après quelques manipulations  
14 Mot inconnu : icons =>   *{{icons:important.png|Fonctionne après config}} : Fonctionne après quelques manipulations  
14 Il manque un espace. =>   *{{icons:important.png|Fonctionne après config}} : Fonctionne après quelques manipulations  
14 Il manque un espace insécable. =>   *{{icons:important.png|Fonctionne après config}} : Fonctionne après quelques manipulations  
14 Espace(s) en fin de ligne à supprimer. =>   *{{icons:important.png|Fonctionne après config}} : Fonctionne après quelques manipulations  

15 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   *{{icons:process-stop.png?36|Ne fonctionne pas}} : Ne fonctionne pas
15 Mot inconnu : icons =>   *{{icons:process-stop.png?36|Ne fonctionne pas}} : Ne fonctionne pas
15 Il manque un espace. =>   *{{icons:process-stop.png?36|Ne fonctionne pas}} : Ne fonctionne pas
15 Il manque un espace insécable. =>   *{{icons:process-stop.png?36|Ne fonctionne pas}} : Ne fonctionne pas
15 Il manque un espace. =>   *{{icons:process-stop.png?36|Ne fonctionne pas}} : Ne fonctionne pas
15 Il manque un espace insécable. =>   *{{icons:process-stop.png?36|Ne fonctionne pas}} : Ne fonctionne pas

16 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   *{{icons:icon-support.png|Pas testé}} : Pas d'informations disponibles
16 Mot inconnu : icons =>   *{{icons:icon-support.png|Pas testé}} : Pas d'informations disponibles
16 Il manque un espace. =>   *{{icons:icon-support.png|Pas testé}} : Pas d'informations disponibles
16 Mot inconnu : icon-support =>   *{{icons:icon-support.png|Pas testé}} : Pas d'informations disponibles
16 Il manque un espace insécable. =>   *{{icons:icon-support.png|Pas testé}} : Pas d'informations disponibles

17 Mot inconnu : Aiptek => ===== Webcams du constructeur Aiptek =====

19 Mot inconnu : lsusb => ^ Constructeur ^ Modèle ^ Prise en charge ^ Version ^ Commande lsusb ^ Commentaire ^

20 Mot inconnu : Aiptek => | Aiptek | PocketDVII 1.3 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:0104| pilote gspca |
28 Il manque un espace. => | Aiptek | Slim 3200 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2022| pilote gspca |
28 Mot inconnu : gspca => | Aiptek | Slim 3200 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2022| pilote gspca |

29 Mot inconnu : Aiptek => | Aiptek | DV3500 Mpeg4 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2024| pilote gspca |
29 Mot inconnu : DV3500 => | Aiptek | DV3500 Mpeg4 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2024| pilote gspca |
29 Mot inconnu : Mpeg4 => | Aiptek | DV3500 Mpeg4 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2024| pilote gspca |
29 Mot inconnu : icons => | Aiptek | DV3500 Mpeg4 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2024| pilote gspca |
29 Il manque un espace. => | Aiptek | DV3500 Mpeg4 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2024| pilote gspca |
29 Mot inconnu : icon-ubuntu => | Aiptek | DV3500 Mpeg4 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2024| pilote gspca |
29 Mot inconnu : ca => | Aiptek | DV3500 Mpeg4 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2024| pilote gspca |
29 Il manque un espace. => | Aiptek | DV3500 Mpeg4 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2024| pilote gspca |
29 Mot inconnu : gspca => | Aiptek | DV3500 Mpeg4 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2024| pilote gspca |

30 Mot inconnu : Aiptek => | Aiptek | PocketCam4M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2028| pilote gspca |
30 Mot inconnu : PocketCam4M => | Aiptek | PocketCam4M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2028| pilote gspca |
30 Mot inconnu : icons => | Aiptek | PocketCam4M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2028| pilote gspca |
30 Il manque un espace. => | Aiptek | PocketCam4M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2028| pilote gspca |
30 Mot inconnu : icon-ubuntu => | Aiptek | PocketCam4M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2028| pilote gspca |
30 Mot inconnu : ca => | Aiptek | PocketCam4M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2028| pilote gspca |
30 Il manque un espace. => | Aiptek | PocketCam4M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2028| pilote gspca |
30 Mot inconnu : gspca => | Aiptek | PocketCam4M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2028| pilote gspca |

31 Mot inconnu : Aiptek => | Aiptek | PocketDV4100M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2040| pilote gspca |
31 Mot inconnu : PocketDV4100M => | Aiptek | PocketDV4100M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2040| pilote gspca |
31 Mot inconnu : icons => | Aiptek | PocketDV4100M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2040| pilote gspca |
31 Il manque un espace. => | Aiptek | PocketDV4100M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2040| pilote gspca |
31 Mot inconnu : icon-ubuntu => | Aiptek | PocketDV4100M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2040| pilote gspca |
31 Mot inconnu : ca => | Aiptek | PocketDV4100M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2040| pilote gspca |
31 Il manque un espace. => | Aiptek | PocketDV4100M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2040| pilote gspca |
31 Mot inconnu : gspca => | Aiptek | PocketDV4100M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2040| pilote gspca |

32 Mot inconnu : Aiptek => | Aiptek | PocketDV5100 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2042| pilote gspca |
32 Mot inconnu : PocketDV5100 => | Aiptek | PocketDV5100 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2042| pilote gspca |
32 Mot inconnu : icons => | Aiptek | PocketDV5100 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2042| pilote gspca |
32 Il manque un espace. => | Aiptek | PocketDV5100 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2042| pilote gspca |
32 Mot inconnu : icon-ubuntu => | Aiptek | PocketDV5100 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2042| pilote gspca |
32 Mot inconnu : ca => | Aiptek | PocketDV5100 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2042| pilote gspca |
32 Il manque un espace. => | Aiptek | PocketDV5100 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2042| pilote gspca |
32 Mot inconnu : gspca => | Aiptek | PocketDV5100 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2042| pilote gspca |

33 Mot inconnu : Aiptek => | Aiptek | PocketDV5300 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2060| pilote gspca |
33 Mot inconnu : PocketDV5300 => | Aiptek | PocketDV5300 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2060| pilote gspca |
33 Mot inconnu : icons => | Aiptek | PocketDV5300 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2060| pilote gspca |
33 Il manque un espace. => | Aiptek | PocketDV5300 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2060| pilote gspca |
33 Mot inconnu : icon-ubuntu => | Aiptek | PocketDV5300 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2060| pilote gspca |
33 Mot inconnu : ca => | Aiptek | PocketDV5300 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2060| pilote gspca |
33 Il manque un espace. => | Aiptek | PocketDV5300 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2060| pilote gspca |
33 Mot inconnu : gspca => | Aiptek | PocketDV5300 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2060| pilote gspca |

35 Mot inconnu : Aver => ===== Webcams du constructeur Aver =====

37 Mot inconnu : lsusb => ^ Constructeur ^ Modèle ^ Prise en charge ^ Version ^ Commande lsusb ^ Commentaire ^

38 Mot inconnu : Aver => | Aver | AVerVision U50 | {{icons:important.png|Fonctionne après config}} | 20.04 | 2574:1001 Azurewave USB2.0 HD UVC WebCam| Ne fonctionne que sur port USB2 et (pas sur USB 3) avec le pilote v4v1 (et pas v4l2). Il faut donc lancer un logiciel comme cheese avec un prefixe comme celui ci ''LD_PRELOAD=/usr/lib/x86_64-linux-gnu/libv4l/v4l1compat.so'' ou créer un lanceur contenant :  **sh -c 'LD_PRELOAD=/usr/lib/x86_64-linux-gnu/libv4l/v4l1compat.so /usr/bin/cheese' "$@"**. Voir la documentation sur [[v4l1|Faire fonctionner sa webcam avec V4L1]] |
38 Mot inconnu : AVerVision => | Aver | AVerVision U50 | {{icons:important.png|Fonctionne après config}} | 20.04 | 2574:1001 Azurewave USB2.0 HD UVC WebCam| Ne fonctionne que sur port USB2 et (pas sur USB 3) avec le pilote v4v1 (et pas v4l2). Il faut donc lancer un logiciel comme cheese avec un prefixe comme celui ci ''LD_PRELOAD=/usr/lib/x86_64-linux-gnu/libv4l/v4l1compat.so'' ou créer un lanceur contenant :  **sh -c 'LD_PRELOAD=/usr/lib/x86_64-linux-gnu/libv4l/v4l1compat.so /usr/bin/cheese' "$@"**. Voir la documentation sur [[v4l1|Faire fonctionner sa webcam avec V4L1]] |
38 Mot inconnu : U50 => | Aver | AVerVision U50 | {{icons:important.png|Fonctionne après config}} | 20.04 | 2574:1001 Azurewave USB2.0 HD UVC WebCam| Ne fonctionne que sur port USB2 et (pas sur USB 3) avec le pilote v4v1 (et pas v4l2). Il faut donc lancer un logiciel comme cheese avec un prefixe comme celui ci ''LD_PRELOAD=/usr/lib/x86_64-linux-gnu/libv4l/v4l1compat.so'' ou créer un lanceur contenant :  **sh -c 'LD_PRELOAD=/usr/lib/x86_64-linux-gnu/libv4l/v4l1compat.so /usr/bin/cheese' "$@"**. Voir la documentation sur [[v4l1|Faire fonctionner sa webcam avec V4L1]] |
