
40 Mot inconnu : node => Se connecter à votre interface (node) : | node
85 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * Opennet FNP : **xxxxx**/UDP (communication entre les noeuds ; vous voudrez sans doute ouvrir ce port dans votre firewall) |      => suggestions : ['']
85 Mot inconnu : Opennet =>     * Opennet FNP : **xxxxx**/UDP (communication entre les noeuds ; vous voudrez sans doute ouvrir ce port dans votre firewall) | opennet
85 Mot inconnu : FNP =>     * Opennet FNP : **xxxxx**/UDP (communication entre les noeuds ; vous voudrez sans doute ouvrir ce port dans votre firewall) | fnp
85 Mot inconnu : xxxxx =>     * Opennet FNP : **xxxxx**/UDP (communication entre les noeuds ; vous voudrez sans doute ouvrir ce port dans votre firewall) | xxxxx
85 Mot inconnu : UDP =>     * Opennet FNP : **xxxxx**/UDP (communication entre les noeuds ; vous voudrez sans doute ouvrir ce port dans votre firewall) | udp
85 Mot inconnu : noeuds =>     * Opennet FNP : **xxxxx**/UDP (communication entre les noeuds ; vous voudrez sans doute ouvrir ce port dans votre firewall) | noeuds
85 Mot inconnu : firewall =>     * Opennet FNP : **xxxxx**/UDP (communication entre les noeuds ; vous voudrez sans doute ouvrir ce port dans votre firewall) | firewall

86 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * FProxy: 8888/TCP (cette interface web) |      => suggestions : ['']
86 Mot inconnu : FProxy =>     * FProxy: 8888/TCP (cette interface web) | fproxy
86 Mot inconnu : TCP =>     * FProxy: 8888/TCP (cette interface web) | tcp

87 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * FCP : 9481/TCP (pour les clients comme Frost et Thaw) |      => suggestions : ['']
87 Mot inconnu : FCP =>     * FCP : 9481/TCP (pour les clients comme Frost et Thaw) | fcp
87 Mot inconnu : TCP =>     * FCP : 9481/TCP (pour les clients comme Frost et Thaw) | tcp
87 Mot inconnu : Frost =>     * FCP : 9481/TCP (pour les clients comme Frost et Thaw) | frost
87 Mot inconnu : Thaw =>     * FCP : 9481/TCP (pour les clients comme Frost et Thaw) | thaw

88 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * TMCI: 2323/TCP (interface simple en ligne de commande, à la telnet) |      => suggestions : ['']
88 Mot inconnu : TMCI =>     * TMCI: 2323/TCP (interface simple en ligne de commande, à la telnet) | tmci
88 Mot inconnu : TCP =>     * TMCI: 2323/TCP (interface simple en ligne de commande, à la telnet) | tcp
88 Mot inconnu : telnet =>     * TMCI: 2323/TCP (interface simple en ligne de commande, à la telnet) | telnet

91 Mot inconnu : udp => Ouvrir le port udp correspondant (**xxxxx** dans l'exemple) et éventuellement le router vers votre machine. | udp
91 Mot inconnu : xxxxx => Ouvrir le port udp correspondant (**xxxxx** dans l'exemple) et éventuellement le router vers votre machine. | xxxxx

98 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * Le bloc "Mes amis" liste tous les nœuds que le vôtre connaît ainsi que l'état de la connexion. |      => suggestions : ['']
98 Guillemets typographiques ouvrants. =>     * Le bloc "Mes amis" liste tous les nœuds que le vôtre connaît ainsi que l'état de la connexion. | " => suggestions : ['«\xa0', '“']
98 Guillemets typographiques fermants. =>     * Le bloc "Mes amis" liste tous les nœuds que le vôtre connaît ainsi que l'état de la connexion. | " => suggestions : ['\xa0»', '”']

99 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * Le bloc "Ma Référence" contient le bloc de texte qui identifie votre nœud et permettra à un autre de se connecter à lui. vous devez donner ce bloc de texte à la personne avec qui vous voulez vous connecter. |      => suggestions : ['']
99 Guillemets typographiques ouvrants. =>     * Le bloc "Ma Référence" contient le bloc de texte qui identifie votre nœud et permettra à un autre de se connecter à lui. vous devez donner ce bloc de texte à la personne avec qui vous voulez vous connecter. | " => suggestions : ['«\xa0', '“']
99 Guillemets typographiques fermants. =>     * Le bloc "Ma Référence" contient le bloc de texte qui identifie votre nœud et permettra à un autre de se connecter à lui. vous devez donner ce bloc de texte à la personne avec qui vous voulez vous connecter. | " => suggestions : ['\xa0»', '”']
99 Après un point, une majuscule est généralement requise. =>     * Le bloc "Ma Référence" contient le bloc de texte qui identifie votre nœud et permettra à un autre de se connecter à lui. vous devez donner ce bloc de texte à la personne avec qui vous voulez vous connecter. | vous => suggestions : ['Vous']

101 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * Le bloc "Ajouter un noeud" permet d'ajouter à votre nœud la référence d'un autre soit en faisant un copier/coller, soit en donnant l'URL d'un fichier qui la contient, soit en lui donnant directement ce fichier. |      => suggestions : ['']
101 Guillemets typographiques ouvrants. =>     * Le bloc "Ajouter un noeud" permet d'ajouter à votre nœud la référence d'un autre soit en faisant un copier/coller, soit en donnant l'URL d'un fichier qui la contient, soit en lui donnant directement ce fichier. | " => suggestions : ['«\xa0', '“']
101 Mot inconnu : noeud =>     * Le bloc "Ajouter un noeud" permet d'ajouter à votre nœud la référence d'un autre soit en faisant un copier/coller, soit en donnant l'URL d'un fichier qui la contient, soit en lui donnant directement ce fichier. | noeud
101 Guillemets typographiques fermants. =>     * Le bloc "Ajouter un noeud" permet d'ajouter à votre nœud la référence d'un autre soit en faisant un copier/coller, soit en donnant l'URL d'un fichier qui la contient, soit en lui donnant directement ce fichier. | " => suggestions : ['\xa0»', '”']
101 Copier-coller pour la verbe ou l’action, copié-collé (et ses variantes) pour ce qui est copié-collé. =>     * Le bloc "Ajouter un noeud" permet d'ajouter à votre nœud la référence d'un autre soit en faisant un copier/coller, soit en donnant l'URL d'un fichier qui la contient, soit en lui donnant directement ce fichier. | copier/coller => suggestions : ['copier-coller', 'copié-collé', 'copiée-collée', 'copiés-collés', 'copiées-collées']

103 Mot inconnu : noeud => Pour établir une connexion avec quelqu'un, vous devez lui donner votre référence et ajouter la sienne à votre noeud. Le plus simple est de faire un copier-coller de votre référence sur http://dark-code.bulix.org et de noter l'adresse de la page obtenue. Vous pourrez ainsi donner un lien simple plutôt qu'un bloc de code indigeste. | noeud
105 Guillemets typographiques ouvrants. => Faire un copier coller de « Ma référence » (dans l'onglet "Amis") sur http://dark-code.bulix.org | " => suggestions : ['«\xa0', '“']
105 Accord de nombre erroné avec “onglet” : “Amis” devrait être au singulier. => Faire un copier coller de « Ma référence » (dans l'onglet "Amis") sur http://dark-code.bulix.org | amis => suggestions : ['Ami']
105 Guillemets typographiques fermants. => Faire un copier coller de « Ma référence » (dans l'onglet "Amis") sur http://dark-code.bulix.org | " => suggestions : ['\xa0»', '”']

115 Mot inconnu : Freenet => Si vous ne connaissez personne utilisant Freenet, le mode opennet se chargera de vous connecter à des inconnus. Il est inutile de se connecter Darknet à des inconnus : cela n'améliore ni la sécurité, ni les performances, et cela nuit au réseau. | freenet
115 Mot inconnu : opennet => Si vous ne connaissez personne utilisant Freenet, le mode opennet se chargera de vous connecter à des inconnus. Il est inutile de se connecter Darknet à des inconnus : cela n'améliore ni la sécurité, ni les performances, et cela nuit au réseau. | opennet

122 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   bash /[chemin_du_dossier]/Freenet/run.sh stop |    => suggestions : ['']
122 Mot inconnu : bash =>   bash /[chemin_du_dossier]/Freenet/run.sh stop | bash
122 Mot inconnu : chemin_du_dossier =>   bash /[chemin_du_dossier]/Freenet/run.sh stop | chemin_du_dossier
122 Mot inconnu : Freenet =>   bash /[chemin_du_dossier]/Freenet/run.sh stop | freenet
122 Mot inconnu : run =>   bash /[chemin_du_dossier]/Freenet/run.sh stop | run
122 Mot inconnu : sh =>   bash /[chemin_du_dossier]/Freenet/run.sh stop | sh

123 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo update-rc.d freenet-new remove |    => suggestions : ['']
123 Mot inconnu : sudo =>   sudo update-rc.d freenet-new remove | sudo
123 Mot inconnu : update-rc =>   sudo update-rc.d freenet-new remove | update-rc
123 Mot inconnu : freenet-new =>   sudo update-rc.d freenet-new remove | freenet-new
123 Mot inconnu : remove =>   sudo update-rc.d freenet-new remove | remove

125 Mot inconnu : Freenet => *Vérifiez le chemin d'installation de Freenet | freenet
