
5 Mot inconnu : Disk => ====== Sauvegarde avec Disk Archive (DAR) ====== | disk
54 Dialogues et énumérations : il faut tiret cadratin [1] ou demi-cadratin [2] suivi d’un espace insécable. => -y : spécifie le type de compression bzip2. | - => suggestions : ['—\xa0', '–\xa0']
54 Mot inconnu : bzip2 => -y : spécifie le type de compression bzip2. | bzip2

56 Dialogues et énumérations : il faut tiret cadratin [1] ou demi-cadratin [2] suivi d’un espace insécable. => -m 150 : signifie que les fichiers de moins de 150 octets ne sont pas compressés. | - => suggestions : ['—\xa0', '–\xa0']

58 Dialogues et énumérations : il faut tiret cadratin [1] ou demi-cadratin [2] suivi d’un espace insécable. => -P chemin : défini les chemins des répertoires à ne pas prendre en compte dans l'archive. | - => suggestions : ['—\xa0', '–\xa0']

60 Dialogues et énumérations : il faut tiret cadratin [1] ou demi-cadratin [2] suivi d’un espace insécable. => -X *.iso : défini les type de fichiers à exclure, ici les fichiers avec l'extension .iso. | - => suggestions : ['—\xa0', '–\xa0']
60 Mot inconnu : iso => -X *.iso : défini les type de fichiers à exclure, ici les fichiers avec l'extension .iso. | iso
60 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => -X *.iso : défini les type de fichiers à exclure, ici les fichiers avec l'extension .iso. |  . => suggestions : ['. ', '.']
60 Mot inconnu : iso => -X *.iso : défini les type de fichiers à exclure, ici les fichiers avec l'extension .iso. | iso

62 Dialogues et énumérations : il faut tiret cadratin [1] ou demi-cadratin [2] suivi d’un espace insécable. => -Z *.jpg : défini les type de fichiers à ne pas compresser. | - => suggestions : ['—\xa0', '–\xa0']

66 Le participe passé devrait être au masculin singulier. => Ce type de sauvegarde permet de sauver les fichiers qui ont changés depuis la dernière sauvegarde complète. | changés => suggestions : ['changé']

74 Dialogues et énumérations : il faut tiret cadratin [1] ou demi-cadratin [2] suivi d’un espace insécable. => -c  "/home/famille/dar_backups/diff_backup_`date -I`" : défini le nom de l'archive différentielle. La "commande" `date -I` permet d'ajouter la date dans le nom du fichier. Le nom des fichiers produit est du type suivant : diff_backup_2007-01-13.1.dar | - => suggestions : ['—\xa0', '–\xa0']
74 Espace(s) surnuméraire(s) à supprimer. => -c  "/home/famille/dar_backups/diff_backup_`date -I`" : défini le nom de l'archive différentielle. La "commande" `date -I` permet d'ajouter la date dans le nom du fichier. Le nom des fichiers produit est du type suivant : diff_backup_2007-01-13.1.dar |    => suggestions : [' ']
74 Il manque un espace à côté du tiret. => -c  "/home/famille/dar_backups/diff_backup_`date -I`" : défini le nom de l'archive différentielle. La "commande" `date -I` permet d'ajouter la date dans le nom du fichier. Le nom des fichiers produit est du type suivant : diff_backup_2007-01-13.1.dar |  - => suggestions : [' – ', ' — ']
74 Guillemets typographiques ouvrants. => -c  "/home/famille/dar_backups/diff_backup_`date -I`" : défini le nom de l'archive différentielle. La "commande" `date -I` permet d'ajouter la date dans le nom du fichier. Le nom des fichiers produit est du type suivant : diff_backup_2007-01-13.1.dar | " => suggestions : ['«\xa0', '“']
74 Guillemets typographiques fermants. => -c  "/home/famille/dar_backups/diff_backup_`date -I`" : défini le nom de l'archive différentielle. La "commande" `date -I` permet d'ajouter la date dans le nom du fichier. Le nom des fichiers produit est du type suivant : diff_backup_2007-01-13.1.dar | " => suggestions : ['\xa0»', '”']
74 Il manque un espace à côté du tiret. => -c  "/home/famille/dar_backups/diff_backup_`date -I`" : défini le nom de l'archive différentielle. La "commande" `date -I` permet d'ajouter la date dans le nom du fichier. Le nom des fichiers produit est du type suivant : diff_backup_2007-01-13.1.dar |  - => suggestions : [' – ', ' — ']
74 Mot inconnu : diff_backup_2007-01-13 => -c  "/home/famille/dar_backups/diff_backup_`date -I`" : défini le nom de l'archive différentielle. La "commande" `date -I` permet d'ajouter la date dans le nom du fichier. Le nom des fichiers produit est du type suivant : diff_backup_2007-01-13.1.dar | diff_backup_2007-01-13
74 Mot inconnu : dar => -c  "/home/famille/dar_backups/diff_backup_`date -I`" : défini le nom de l'archive différentielle. La "commande" `date -I` permet d'ajouter la date dans le nom du fichier. Le nom des fichiers produit est du type suivant : diff_backup_2007-01-13.1.dar | dar

76 Dialogues et énumérations : il faut tiret cadratin [1] ou demi-cadratin [2] suivi d’un espace insécable. => -A "/home/famille/dar_backups/full_backup" : ce paramètre est important, il permet d'indiquer le nom de l'archive de référence.  | - => suggestions : ['—\xa0', '–\xa0']
76 Espace(s) en fin de ligne à supprimer. => -A "/home/famille/dar_backups/full_backup" : ce paramètre est important, il permet d'indiquer le nom de l'archive de référence.  |   => suggestions : ['']

79 Espace(s) surnuméraire(s) à supprimer. => ===== Restauration d'une archive  DAR ===== |    => suggestions : [' ']
79 Mot inconnu : DAR => ===== Restauration d'une archive  DAR ===== | dar

82 Avant « etc. », il faut mettre une virgule. => Ainsi, pour un projet comportant 3 fichiers etc.1.dar etc.2.dar et etc.3.dar, sa restauration se notera : |  etc. => suggestions : [', etc.']
82 Mot inconnu : dar => Ainsi, pour un projet comportant 3 fichiers etc.1.dar etc.2.dar et etc.3.dar, sa restauration se notera : | dar
82 Mot inconnu : dar => Ainsi, pour un projet comportant 3 fichiers etc.1.dar etc.2.dar et etc.3.dar, sa restauration se notera : | dar
82 Avant « etc. », il faut mettre une virgule. => Ainsi, pour un projet comportant 3 fichiers etc.1.dar etc.2.dar et etc.3.dar, sa restauration se notera : |  etc. => suggestions : [', etc.']
82 Mot inconnu : dar => Ainsi, pour un projet comportant 3 fichiers etc.1.dar etc.2.dar et etc.3.dar, sa restauration se notera : | dar

84 Typographie : points de suspension. Utilisez le caractère dédié. => (dans cet exemple, on suppose que vous êtes dans le dossier contenant la trame et que vous vous attribuiez les bons droits d'accès et de copie...) | ... => suggestions : ['…']

86 Dialogues et énumérations : il faut tiret cadratin [1] ou demi-cadratin [2] suivi d’un espace insécable. => -v : actionne le mode verbose, DAR fournit des indications sur ce qu'il fait en particulier la liste des fichiers qu'il restaure. | - => suggestions : ['—\xa0', '–\xa0']
86 Mot inconnu : verbose => -v : actionne le mode verbose, DAR fournit des indications sur ce qu'il fait en particulier la liste des fichiers qu'il restaure. | verbose
86 Mot inconnu : DAR => -v : actionne le mode verbose, DAR fournit des indications sur ce qu'il fait en particulier la liste des fichiers qu'il restaure. | dar

88 Dialogues et énumérations : il faut tiret cadratin [1] ou demi-cadratin [2] suivi d’un espace insécable. => -x : indique que l'on veut extraire l'archive "etc" | - => suggestions : ['—\xa0', '–\xa0']
88 Guillemets typographiques ouvrants. => -x : indique que l'on veut extraire l'archive "etc" | " => suggestions : ['«\xa0', '“']
88 Guillemets typographiques fermants. => -x : indique que l'on veut extraire l'archive "etc" | " => suggestions : ['\xa0»', '”']

90 Dialogues et énumérations : il faut tiret cadratin [1] ou demi-cadratin [2] suivi d’un espace insécable. => -R  /etc : indique l'arborescence où restaurer, ici on restaure dans le répertoire /etc et tous les sous répertoires. | - => suggestions : ['—\xa0', '–\xa0']
90 Espace(s) surnuméraire(s) à supprimer. => -R  /etc : indique l'arborescence où restaurer, ici on restaure dans le répertoire /etc et tous les sous répertoires. |    => suggestions : [' ']
90 Il manque probablement un trait d’union. => -R  /etc : indique l'arborescence où restaurer, ici on restaure dans le répertoire /etc et tous les sous répertoires. | sous répertoires => suggestions : ['sous-répertoires']

92 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * D'autres options sont disponibles (liste non exhaustive) : |    => suggestions : ['']

94 Dialogues et énumérations : il faut tiret cadratin [1] ou demi-cadratin [2] suivi d’un espace insécable. => -n : permet de répondre automatiquement et négativement à une action utilisateur de réécriture. | - => suggestions : ['—\xa0', '–\xa0']
94 Accord de genre erroné : « une action » est féminin, « utilisateur » est masculin. => -n : permet de répondre automatiquement et négativement à une action utilisateur de réécriture. | utilisateur => suggestions : ['utilisatrice']

96 Dialogues et énumérations : il faut tiret cadratin [1] ou demi-cadratin [2] suivi d’un espace insécable. => -w : permet de répondre automatiquement et positivement à une action utilisateur de réécriture. | - => suggestions : ['—\xa0', '–\xa0']
96 Accord de genre erroné : « une action » est féminin, « utilisateur » est masculin. => -w : permet de répondre automatiquement et positivement à une action utilisateur de réécriture. | utilisateur => suggestions : ['utilisatrice']

98 Dialogues et énumérations : il faut tiret cadratin [1] ou demi-cadratin [2] suivi d’un espace insécable. => -r : ne restaure que les fichiers absents ou plus récents. | - => suggestions : ['—\xa0', '–\xa0']

100 Dialogues et énumérations : il faut tiret cadratin [1] ou demi-cadratin [2] suivi d’un espace insécable. => -f : ne restaure pas la structure des dossiers (intéressant pour la récupération de fichiers indépendants) | - => suggestions : ['—\xa0', '–\xa0']

102 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Examiner une archive sans la décompresser : |    => suggestions : ['']

106 Dialogues et énumérations : il faut tiret cadratin [1] ou demi-cadratin [2] suivi d’un espace insécable. => -v actionne le mode verbose | - => suggestions : ['—\xa0', '–\xa0']
106 Mot inconnu : verbose => -v actionne le mode verbose | verbose

108 Dialogues et énumérations : il faut tiret cadratin [1] ou demi-cadratin [2] suivi d’un espace insécable. => -t : supprime l'action utilisateur de demande de continuation (après une vérification de la non-corruption de l'archive ainsi qu'une brève étude statistique du document.) | - => suggestions : ['—\xa0', '–\xa0']
108 Accord de genre erroné avec “utilisateur”. => -t : supprime l'action utilisateur de demande de continuation (après une vérification de la non-corruption de l'archive ainsi qu'une brève étude statistique du document.) | action => suggestions : []
108 Accord de genre erroné entre “action” et “utilisateur”. => -t : supprime l'action utilisateur de demande de continuation (après une vérification de la non-corruption de l'archive ainsi qu'une brève étude statistique du document.) | utilisateur => suggestions : ['utilisatrice']

113 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * restaurer un fichier unique : |    => suggestions : ['']
117 Confusion. La conjonction “ou” signale une alternative. Pour évoquer un lieu, un temps ou une situation, écrivez “où”. => Ce dernier point peut être relativement salvateur : imaginons le cas ou votre sauvegarde de votre /etc comporte des erreurs dans un fichiers de config. Pourquoi ? Tout simplement parce qu'elle se passait juste au moment ou vous étiez en train de le trifouiller. Vu que vous êtes organisé, vous avez d'autres sauvegardes sous le coude mais celles-ci sont bien trop anciennes pour vous intéresser sauf... votre fichier de config bien sûr !! | ou => suggestions : ['où']
117 Accord de nombre erroné : « fichiers » devrait être au singulier. => Ce dernier point peut être relativement salvateur : imaginons le cas ou votre sauvegarde de votre /etc comporte des erreurs dans un fichiers de config. Pourquoi ? Tout simplement parce qu'elle se passait juste au moment ou vous étiez en train de le trifouiller. Vu que vous êtes organisé, vous avez d'autres sauvegardes sous le coude mais celles-ci sont bien trop anciennes pour vous intéresser sauf... votre fichier de config bien sûr !! | fichiers => suggestions : ['fichier']
117 Confusion. La conjonction “ou” signale une alternative. Pour évoquer un lieu, un temps ou une situation, écrivez “où”. => Ce dernier point peut être relativement salvateur : imaginons le cas ou votre sauvegarde de votre /etc comporte des erreurs dans un fichiers de config. Pourquoi ? Tout simplement parce qu'elle se passait juste au moment ou vous étiez en train de le trifouiller. Vu que vous êtes organisé, vous avez d'autres sauvegardes sous le coude mais celles-ci sont bien trop anciennes pour vous intéresser sauf... votre fichier de config bien sûr !! | ou => suggestions : ['où']
117 Typographie : points de suspension. Utilisez le caractère dédié. => Ce dernier point peut être relativement salvateur : imaginons le cas ou votre sauvegarde de votre /etc comporte des erreurs dans un fichiers de config. Pourquoi ? Tout simplement parce qu'elle se passait juste au moment ou vous étiez en train de le trifouiller. Vu que vous êtes organisé, vous avez d'autres sauvegardes sous le coude mais celles-ci sont bien trop anciennes pour vous intéresser sauf... votre fichier de config bien sûr !! | ... => suggestions : ['…']

118 Avant « etc. », il faut mettre une virgule. => Cet exemple peut-être aussi vrai pour un fichier personnel tout simple etc. |  etc. => suggestions : [', etc.']

123 Mot inconnu : anacron => ==== Automatisation des tâches avec anacron ==== | anacron

129 Mot inconnu : anacrontab => Une fois le script créé il suffit de compléter le fichier anacrontab. Le fichier se trouve dans /etc et se nomme anacrontab. Le format d'entrée se présente comme suit  | anacrontab
129 Mot inconnu : anacrontab => Une fois le script créé il suffit de compléter le fichier anacrontab. Le fichier se trouve dans /etc et se nomme anacrontab. Le format d'entrée se présente comme suit  | anacrontab
129 Espace(s) en fin de ligne à supprimer. => Une fois le script créé il suffit de compléter le fichier anacrontab. Le fichier se trouve dans /etc et se nomme anacrontab. Le format d'entrée se présente comme suit  |   => suggestions : ['']

131 Espace(s) surnuméraire(s) à supprimer. => période  délai  identification de la tâche commande  script à exécuter |    => suggestions : [' ']
131 Espace(s) surnuméraire(s) à supprimer. => période  délai  identification de la tâche commande  script à exécuter |    => suggestions : [' ']
131 Espace(s) surnuméraire(s) à supprimer. => période  délai  identification de la tâche commande  script à exécuter |    => suggestions : [' ']

133 Mot inconnu : diff_backup => Par exemple pour exécuter diff_backup.sh (sauvegarde différentielle) tous les jours on ajoute la ligne suivante dans le fichier. | diff_backup
133 Mot inconnu : sh => Par exemple pour exécuter diff_backup.sh (sauvegarde différentielle) tous les jours on ajoute la ligne suivante dans le fichier. | sh

140 S’il s’agit de la préposition « à », il faut accentuer la majuscule. => A noter que les tâches sont exécutées avec les [[sudo|droits root]]. | a => suggestions : ['À']
140 Mot inconnu : sudo => A noter que les tâches sont exécutées avec les [[sudo|droits root]]. | sudo
140 Mot inconnu : root => A noter que les tâches sont exécutées avec les [[sudo|droits root]]. | root

143 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']
149 Mot inconnu : Novotni31 => // Contributeur : Novotni31, [[utilisateurs:MulX]] // | novotni31
