
4 Mot inconnu : FreeSpace => ====== FreeSpace ====== | freespace
24 Mot inconnu : SCP => Les projets FreeSpace SCP (moteur), FreeSpace Upgrade (graphismes), et de nombreux mods sont centralisés sur: https://www.hard-light.net/ | scp
24 Mot inconnu : FreeSpace => Les projets FreeSpace SCP (moteur), FreeSpace Upgrade (graphismes), et de nombreux mods sont centralisés sur: https://www.hard-light.net/ | freespace

28 Mot inconnu : FreeSpace => Pour pouvoir jouer à FreeSpace, il faut que l'**[[accélération graphique]]** soit active.\\ | freespace

35 Si vous parlez de la langue, pas de majuscule. => **Petit détail**, le jeu est en Anglais, mais une traduction (plutôt un sous titrage français, les voix restant en Anglais) existe ! | anglais => suggestions : ['anglais']
35 Il manque probablement un trait d’union. => **Petit détail**, le jeu est en Anglais, mais une traduction (plutôt un sous titrage français, les voix restant en Anglais) existe ! | sous titrage => suggestions : ['sous-titrage']
35 Si vous parlez de la langue, pas de majuscule. => **Petit détail**, le jeu est en Anglais, mais une traduction (plutôt un sous titrage français, les voix restant en Anglais) existe ! | anglais => suggestions : ['anglais']

38 Typographie : points de suspension. Utilisez le caractère dédié. => Parce que les installeurs ont tendance à accommoder le dossier d'installation à leur sauce, et même si le jeu fonctionne, quand on veut modifier l'installation après coup, le résultat peut être surprenant... | ... => suggestions : ['…']

43 Mot inconnu : nautilus => Lorsqu'il est expliqué qu'il faut créer un dossier, décompresser ou déplacer un fichier, chacun peut le faire de la manière qu'il préfère ([[nautilus]], dolfin, konqueror, ou encore ligne de com'). | nautilus
43 Mot inconnu : dolfin => Lorsqu'il est expliqué qu'il faut créer un dossier, décompresser ou déplacer un fichier, chacun peut le faire de la manière qu'il préfère ([[nautilus]], dolfin, konqueror, ou encore ligne de com'). | dolfin
43 Mot inconnu : konqueror => Lorsqu'il est expliqué qu'il faut créer un dossier, décompresser ou déplacer un fichier, chacun peut le faire de la manière qu'il préfère ([[nautilus]], dolfin, konqueror, ou encore ligne de com'). | konqueror

44 Mot inconnu : Ubuntero => Même l'Ubuntero débutant doit pouvoir suivre ce tuto (il doit juste se souvenir d'une chose: **$HOME = /home/son_nom_d'utilisateur/**). | ubuntero
44 Guillemets typographiques ouvrants. => Même l'Ubuntero débutant doit pouvoir suivre ce tuto (il doit juste se souvenir d'une chose: **$HOME = /home/son_nom_d'utilisateur/**). | ' => suggestions : ['“', '‘', '‹']

46 Mot inconnu : fs2_open => //Il semble être possible de récupérer l'avancement d'une précédente installation du jeu, en n'effaçant pas le fichier de configuration "$HOME/.fs2_open". | fs2_open
46 Guillemets typographiques fermants. => //Il semble être possible de récupérer l'avancement d'une précédente installation du jeu, en n'effaçant pas le fichier de configuration "$HOME/.fs2_open". | " => suggestions : ['\xa0»', '”']

51 Mot inconnu : FreeSpace => //L'installation minimale décrite ci-dessous permet de profiter de FreeSpace 2 SCP. Celà dit il est préférable de réaliser une installation plus complète (FreeSpace 2 + FreeSpace Port et Silent Threat) qui permet de se plonger pleinement dans l'univers FreeSpace et de découvrir le scénario dans l'ordre chronologique.// | freespace
51 Mot inconnu : SCP => //L'installation minimale décrite ci-dessous permet de profiter de FreeSpace 2 SCP. Celà dit il est préférable de réaliser une installation plus complète (FreeSpace 2 + FreeSpace Port et Silent Threat) qui permet de se plonger pleinement dans l'univers FreeSpace et de découvrir le scénario dans l'ordre chronologique.// | scp
51 Mot inconnu : Celà => //L'installation minimale décrite ci-dessous permet de profiter de FreeSpace 2 SCP. Celà dit il est préférable de réaliser une installation plus complète (FreeSpace 2 + FreeSpace Port et Silent Threat) qui permet de se plonger pleinement dans l'univers FreeSpace et de découvrir le scénario dans l'ordre chronologique.// | celà
51 Mot inconnu : FreeSpace => //L'installation minimale décrite ci-dessous permet de profiter de FreeSpace 2 SCP. Celà dit il est préférable de réaliser une installation plus complète (FreeSpace 2 + FreeSpace Port et Silent Threat) qui permet de se plonger pleinement dans l'univers FreeSpace et de découvrir le scénario dans l'ordre chronologique.// | freespace
51 Mot inconnu : FreeSpace => //L'installation minimale décrite ci-dessous permet de profiter de FreeSpace 2 SCP. Celà dit il est préférable de réaliser une installation plus complète (FreeSpace 2 + FreeSpace Port et Silent Threat) qui permet de se plonger pleinement dans l'univers FreeSpace et de découvrir le scénario dans l'ordre chronologique.// | freespace
51 Mot inconnu : Silent => //L'installation minimale décrite ci-dessous permet de profiter de FreeSpace 2 SCP. Celà dit il est préférable de réaliser une installation plus complète (FreeSpace 2 + FreeSpace Port et Silent Threat) qui permet de se plonger pleinement dans l'univers FreeSpace et de découvrir le scénario dans l'ordre chronologique.// | silent
51 Mot inconnu : Threat => //L'installation minimale décrite ci-dessous permet de profiter de FreeSpace 2 SCP. Celà dit il est préférable de réaliser une installation plus complète (FreeSpace 2 + FreeSpace Port et Silent Threat) qui permet de se plonger pleinement dans l'univers FreeSpace et de découvrir le scénario dans l'ordre chronologique.// | threat
51 Mot inconnu : FreeSpace => //L'installation minimale décrite ci-dessous permet de profiter de FreeSpace 2 SCP. Celà dit il est préférable de réaliser une installation plus complète (FreeSpace 2 + FreeSpace Port et Silent Threat) qui permet de se plonger pleinement dans l'univers FreeSpace et de découvrir le scénario dans l'ordre chronologique.// | freespace

62 Mot inconnu : nightly => <note warning>Il est fortement recommandé d'utiliser la version stable 3.6.12 (disponible sur [[https://www.hard-light.net/forums/index.php?topic=70692.0|cette page]]) plutôt que d'utiliser les nightly build, puisqu'ils peuvent comporter des bugs non résolus. De plus, la version 3.6.12 est requise pour jouer en mode multi-joueurs.</note> | nightly

64 Accord de genre erroné : « le jeu » est masculin, « décrite » est féminin. => **D'abord, l'exécutable** pour **Linux (32bits uniquement, sinon, suivez la procédure pour compiler le jeu décrite au paragraphe suivant)**.\\ | décrite => suggestions : ['décrit']

68 Mot inconnu : Jaunty => **Si vous disposez d'une version de Linux adaptée à une architecture différente de la version 32bits**, ou si vous souhaitez disposer de la toute //dernière version de l'exécutable//, il vous faudra récupérer le code source et le compiler vous-mêmes. [testé sur Ubuntu Jaunty 32 et **64bits**]\\ | jaunty
69 Mot inconnu : readline5-dev => Cette procédure nécessite l'utilisation de la console, de [[apt://subversion|SVN]], et la compilation nécessite des dépendances, dont la première est [[apt://build-essential|build-essential]]. Installez aussi [[apt://libreadline5-dev|libreadline5-dev]] pour éviter des éreurs étranges à la compilation.\\ | readline5-dev
69 Mot inconnu : éreurs => Cette procédure nécessite l'utilisation de la console, de [[apt://subversion|SVN]], et la compilation nécessite des dépendances, dont la première est [[apt://build-essential|build-essential]]. Installez aussi [[apt://libreadline5-dev|libreadline5-dev]] pour éviter des éreurs étranges à la compilation.\\ | éreurs

75 S’il s’agit de la préposition « à », il faut accentuer la majuscule. => A ce stade, le script autogen a du renvoyer des erreurs: il manque des dépendances, pour chacune des dépendances manquantes, cherchez dans synaptic le nom de la bibliothèque manquante renvoyé par autogen, et installez la version ayant le suffixe "-dev". Relancez autogen et répétez la procédure jusqu'à ce qu'il vous confirme que vous avez tout le nécessaire pour compiler le jeu ! Quand vous en arrivez là, faites simplement: | a => suggestions : ['À']
75 Mot inconnu : autogen => A ce stade, le script autogen a du renvoyer des erreurs: il manque des dépendances, pour chacune des dépendances manquantes, cherchez dans synaptic le nom de la bibliothèque manquante renvoyé par autogen, et installez la version ayant le suffixe "-dev". Relancez autogen et répétez la procédure jusqu'à ce qu'il vous confirme que vous avez tout le nécessaire pour compiler le jeu ! Quand vous en arrivez là, faites simplement: | autogen
75 Participe passé de devoir : “dû”. => A ce stade, le script autogen a du renvoyer des erreurs: il manque des dépendances, pour chacune des dépendances manquantes, cherchez dans synaptic le nom de la bibliothèque manquante renvoyé par autogen, et installez la version ayant le suffixe "-dev". Relancez autogen et répétez la procédure jusqu'à ce qu'il vous confirme que vous avez tout le nécessaire pour compiler le jeu ! Quand vous en arrivez là, faites simplement: | du => suggestions : ['dû']
75 Incohérence avec “du” : “renvoyer” est un verbe. => A ce stade, le script autogen a du renvoyer des erreurs: il manque des dépendances, pour chacune des dépendances manquantes, cherchez dans synaptic le nom de la bibliothèque manquante renvoyé par autogen, et installez la version ayant le suffixe "-dev". Relancez autogen et répétez la procédure jusqu'à ce qu'il vous confirme que vous avez tout le nécessaire pour compiler le jeu ! Quand vous en arrivez là, faites simplement: | renvoyer => suggestions : ['renvoyées', 'renvoyés', 'renvoyé', 'renvoyée']
75 Mot inconnu : synaptic => A ce stade, le script autogen a du renvoyer des erreurs: il manque des dépendances, pour chacune des dépendances manquantes, cherchez dans synaptic le nom de la bibliothèque manquante renvoyé par autogen, et installez la version ayant le suffixe "-dev". Relancez autogen et répétez la procédure jusqu'à ce qu'il vous confirme que vous avez tout le nécessaire pour compiler le jeu ! Quand vous en arrivez là, faites simplement: | synaptic
75 Mot inconnu : autogen => A ce stade, le script autogen a du renvoyer des erreurs: il manque des dépendances, pour chacune des dépendances manquantes, cherchez dans synaptic le nom de la bibliothèque manquante renvoyé par autogen, et installez la version ayant le suffixe "-dev". Relancez autogen et répétez la procédure jusqu'à ce qu'il vous confirme que vous avez tout le nécessaire pour compiler le jeu ! Quand vous en arrivez là, faites simplement: | autogen
75 Mot inconnu : dev => A ce stade, le script autogen a du renvoyer des erreurs: il manque des dépendances, pour chacune des dépendances manquantes, cherchez dans synaptic le nom de la bibliothèque manquante renvoyé par autogen, et installez la version ayant le suffixe "-dev". Relancez autogen et répétez la procédure jusqu'à ce qu'il vous confirme que vous avez tout le nécessaire pour compiler le jeu ! Quand vous en arrivez là, faites simplement: | dev
75 Guillemets typographiques fermants. => A ce stade, le script autogen a du renvoyer des erreurs: il manque des dépendances, pour chacune des dépendances manquantes, cherchez dans synaptic le nom de la bibliothèque manquante renvoyé par autogen, et installez la version ayant le suffixe "-dev". Relancez autogen et répétez la procédure jusqu'à ce qu'il vous confirme que vous avez tout le nécessaire pour compiler le jeu ! Quand vous en arrivez là, faites simplement: | " => suggestions : ['\xa0»', '”']
75 Mot inconnu : autogen => A ce stade, le script autogen a du renvoyer des erreurs: il manque des dépendances, pour chacune des dépendances manquantes, cherchez dans synaptic le nom de la bibliothèque manquante renvoyé par autogen, et installez la version ayant le suffixe "-dev". Relancez autogen et répétez la procédure jusqu'à ce qu'il vous confirme que vous avez tout le nécessaire pour compiler le jeu ! Quand vous en arrivez là, faites simplement: | autogen

80 Mot inconnu : CDs => <note>Une version commerciale (d'origine, en 3 CDs, ou chez Good Old Games, elle coûte $5,99, moins en €):\\ | cds
80 Mot inconnu : Old => <note>Une version commerciale (d'origine, en 3 CDs, ou chez Good Old Games, elle coûte $5,99, moins en €):\\ | old
80 Mot inconnu : Games => <note>Une version commerciale (d'origine, en 3 CDs, ou chez Good Old Games, elle coûte $5,99, moins en €):\\ | games

83 Mot inconnu : Wine => C'est un peu plus complexe qu'avec la version préparée, il faut l'installer via Wine, les outils Linux natifs étant incapables d'extraire un des fichiers compressés d'installation.\\ | wine

84 Mot inconnu : FreeSpace => Ensuite, il faut trouver les fichiers, dans le répertoire d'installation de FreeSpace 2 dans Wine (sur le C:/ virtuel):\\ | freespace
84 Mot inconnu : Wine => Ensuite, il faut trouver les fichiers, dans le répertoire d'installation de FreeSpace 2 dans Wine (sur le C:/ virtuel):\\ | wine

86 Mot inconnu : smarty_fs2 => smarty_fs2.vp\\ | smarty_fs2
86 Mot inconnu : vp => smarty_fs2.vp\\ | vp

87 Mot inconnu : sparky_fs2 => sparky_fs2.vp\\ | sparky_fs2
87 Mot inconnu : vp => sparky_fs2.vp\\ | vp

88 Mot inconnu : sparky_hi_fs2 => sparky_hi_fs2.vp\\ | sparky_hi_fs2
88 Mot inconnu : vp => sparky_hi_fs2.vp\\ | vp

89 Mot inconnu : stu_fs2 => stu_fs2.vp\\ | stu_fs2
89 Mot inconnu : vp => stu_fs2.vp\\ | vp

90 Mot inconnu : tango1_fs2 => tango1_fs2.vp\\ | tango1_fs2
90 Mot inconnu : vp => tango1_fs2.vp\\ | vp

91 Mot inconnu : tango2_fs2 => tango2_fs2.vp\\ | tango2_fs2
91 Mot inconnu : vp => tango2_fs2.vp\\ | vp

92 Mot inconnu : tango3_fs2 => tango3_fs2.vp\\ | tango3_fs2
92 Mot inconnu : vp => tango3_fs2.vp\\ | vp

94 Mot inconnu : fs2_open => Peut-être y aura-t-il des majuscules dans ces noms, il faut tout renommer (mettre en minuscules) pour que ça soit conforme au moteur fs2_open, et tout copier dans un dossier nommé "data".\\ | fs2_open
94 Guillemets typographiques ouvrants. => Peut-être y aura-t-il des majuscules dans ces noms, il faut tout renommer (mettre en minuscules) pour que ça soit conforme au moteur fs2_open, et tout copier dans un dossier nommé "data".\\ | " => suggestions : ['«\xa0', '“']
94 Guillemets typographiques fermants. => Peut-être y aura-t-il des majuscules dans ces noms, il faut tout renommer (mettre en minuscules) pour que ça soit conforme au moteur fs2_open, et tout copier dans un dossier nommé "data".\\ | " => suggestions : ['\xa0»', '”']

104 Mot inconnu : modmap => [Ce fichier est adapté à un clavier d'ordinateur de bureau, avec pavé numérique. Il fonctionne avec un clavier d'ordinateur portable, mais un nouveau modmap spécial pour ordinateur portable serait une bonne idée.] | modmap

106 S’il s’agit de la préposition « à », il faut accentuer la majuscule. => A ce stade, on pourrait déjà commencer à installer FreeSpace 2, et le résultat serait presque identique à la version commerciale d'origine.\\ | a => suggestions : ['À']
106 Mot inconnu : FreeSpace => A ce stade, on pourrait déjà commencer à installer FreeSpace 2, et le résultat serait presque identique à la version commerciale d'origine.\\ | freespace

107 Guillemets typographiques ouvrants. => Cependant le résultat fait "mal aux yeux", c'est très moche, les graphismes ont mal vieilli.\\ | " => suggestions : ['«\xa0', '“']
107 Guillemets typographiques fermants. => Cependant le résultat fait "mal aux yeux", c'est très moche, les graphismes ont mal vieilli.\\ | " => suggestions : ['\xa0»', '”']

108 Mot inconnu : FreeSpace => On va donc remplacer ces vieux graphismes par ceux développés par le //FreeSpace Upgrade Project//, qui sont, eux, largement à la hauteur des jeux récents. | freespace
108 Mot inconnu : Project => On va donc remplacer ces vieux graphismes par ceux développés par le //FreeSpace Upgrade Project//, qui sont, eux, largement à la hauteur des jeux récents. | project

110 Guillemets typographiques ouvrants. => **Pour cela on télécharge les fameux "media VPs"** (.vp est l'extension habituelle des paquets de données compressées utilisés par le moteur de FreeSpace 2) améliorés.\\ | " => suggestions : ['«\xa0', '“']
110 Mot inconnu : VPs => **Pour cela on télécharge les fameux "media VPs"** (.vp est l'extension habituelle des paquets de données compressées utilisés par le moteur de FreeSpace 2) améliorés.\\ | vps
110 Guillemets typographiques fermants. => **Pour cela on télécharge les fameux "media VPs"** (.vp est l'extension habituelle des paquets de données compressées utilisés par le moteur de FreeSpace 2) améliorés.\\ | " => suggestions : ['\xa0»', '”']
110 Mot inconnu : vp => **Pour cela on télécharge les fameux "media VPs"** (.vp est l'extension habituelle des paquets de données compressées utilisés par le moteur de FreeSpace 2) améliorés.\\ | vp
110 Mot inconnu : FreeSpace => **Pour cela on télécharge les fameux "media VPs"** (.vp est l'extension habituelle des paquets de données compressées utilisés par le moteur de FreeSpace 2) améliorés.\\ | freespace

111 Guillemets typographiques ouvrants. => //Les "media VPs" version 3.6.10 réactualisés le 12 aout 2009// sont disponibles ici (tous réunis en une seule archive):\\ | " => suggestions : ['«\xa0', '“']
111 Mot inconnu : VPs => //Les "media VPs" version 3.6.10 réactualisés le 12 aout 2009// sont disponibles ici (tous réunis en une seule archive):\\ | vps
111 Guillemets typographiques fermants. => //Les "media VPs" version 3.6.10 réactualisés le 12 aout 2009// sont disponibles ici (tous réunis en une seule archive):\\ | " => suggestions : ['\xa0»', '”']

114 Typographie : points de suspension. Utilisez le caractère dédié. => //Sachez (si vous êtes curieux et que vous avez jeté un œil sur le contenu des archives) que l'archive qui contient le script lanceur comprend aussi un autre script qui se chargera de faire comprendre à l'exécutable qu'il doit utiliser ces améliorations graphiques...// | ... => suggestions : ['…']

116 Incohérence probable avec “si” : “souhaitez” ne devrait pas être une forme verbale conjuguée. => **Si souhaitez utiliser le jeu traduit en Français**, téléchargez ceci:\\ | souhaitez => suggestions : ['souhaitée', 'souhaité', 'souhaitées', 'souhaités']
116 Si vous parlez de la langue, pas de majuscule. => **Si souhaitez utiliser le jeu traduit en Français**, téléchargez ceci:\\ | français => suggestions : ['français']
118 Typographie : points de suspension. Utilisez le caractère dédié. => <note warning>ATTENTION: Les menus traduits sont moins beaux que les originaux, il arrive que le texte dépasse...\\ | ... => suggestions : ['…']

119 Guillemets typographiques ouvrants. => [Les "media VPs" récents présentent les textes des briefings en couleurs ce qui n'est pas le cas avec la traduction. Une amélioration de la traduction est en cours.] | " => suggestions : ['«\xa0', '“']
119 Mot inconnu : VPs => [Les "media VPs" récents présentent les textes des briefings en couleurs ce qui n'est pas le cas avec la traduction. Une amélioration de la traduction est en cours.] | vps
119 Guillemets typographiques fermants. => [Les "media VPs" récents présentent les textes des briefings en couleurs ce qui n'est pas le cas avec la traduction. Une amélioration de la traduction est en cours.] | " => suggestions : ['\xa0»', '”']

