
5 Mot inconnu : OpenVPN => ====== Client OpenVPN ====== | openvpn
70 Mot inconnu : Meerkat => Depuis Maverick Meerkat (10.10), il faut activer la compression LZO dans les paramètres avancés, sinon vous ne pourrez pas avoir accès à Internet, quand bien même vous seriez connecté à votre VPN. | meerkat
70 Mot inconnu : LZO => Depuis Maverick Meerkat (10.10), il faut activer la compression LZO dans les paramètres avancés, sinon vous ne pourrez pas avoir accès à Internet, quand bien même vous seriez connecté à votre VPN. | lzo

73 Mot inconnu : kvpnc => ==== Avec kvpnc ==== | kvpnc

75 Mot inconnu : Kvpnc => Kvpnc est une interface graphique très complète pour gérer de nombreux types de VPN. Elle vous permettra de configurer presque aussi finement votre configuration qu'en éditant à la main le fichier de configuration. Il prend notament en charge les scripts up et down qui peuvent être nécessaires dans certains cas et permet même d'en générer automatiquement.  | kvpnc
75 Mot inconnu : notament => Kvpnc est une interface graphique très complète pour gérer de nombreux types de VPN. Elle vous permettra de configurer presque aussi finement votre configuration qu'en éditant à la main le fichier de configuration. Il prend notament en charge les scripts up et down qui peuvent être nécessaires dans certains cas et permet même d'en générer automatiquement.  | notament
75 Mot inconnu : up => Kvpnc est une interface graphique très complète pour gérer de nombreux types de VPN. Elle vous permettra de configurer presque aussi finement votre configuration qu'en éditant à la main le fichier de configuration. Il prend notament en charge les scripts up et down qui peuvent être nécessaires dans certains cas et permet même d'en générer automatiquement.  | up
75 Mot inconnu : down => Kvpnc est une interface graphique très complète pour gérer de nombreux types de VPN. Elle vous permettra de configurer presque aussi finement votre configuration qu'en éditant à la main le fichier de configuration. Il prend notament en charge les scripts up et down qui peuvent être nécessaires dans certains cas et permet même d'en générer automatiquement.  | down
75 Espace(s) en fin de ligne à supprimer. => Kvpnc est une interface graphique très complète pour gérer de nombreux types de VPN. Elle vous permettra de configurer presque aussi finement votre configuration qu'en éditant à la main le fichier de configuration. Il prend notament en charge les scripts up et down qui peuvent être nécessaires dans certains cas et permet même d'en générer automatiquement.  |   => suggestions : ['']

77 Mot inconnu : Kvpnc => Kvpnc permet en outre d'exporter un profile vpn en fichier de configuration pour une utilisation indépendante. | kvpnc
77 Mot inconnu : vpn => Kvpnc permet en outre d'exporter un profile vpn en fichier de configuration pour une utilisation indépendante. | vpn

79 Mot inconnu : gopenvpn => ==== Avec gopenvpn ==== | gopenvpn

81 Mot inconnu : gopenvpn => Si vous voulez utiliser une interface graphique simple, légère, uniquement pour la connexion et la déconnexion et non pour la configuration de votre VPN, gopenvpn est probablement fait pour vous. Il s'agit d'un petit programme se mettant dans le //tray// d'Ubuntu et qui lit les fichiers de configurations openvpn situés dans /etc/openvpn. | gopenvpn
81 Mot inconnu : tray => Si vous voulez utiliser une interface graphique simple, légère, uniquement pour la connexion et la déconnexion et non pour la configuration de votre VPN, gopenvpn est probablement fait pour vous. Il s'agit d'un petit programme se mettant dans le //tray// d'Ubuntu et qui lit les fichiers de configurations openvpn situés dans /etc/openvpn. | tray
81 Mot inconnu : openvpn => Si vous voulez utiliser une interface graphique simple, légère, uniquement pour la connexion et la déconnexion et non pour la configuration de votre VPN, gopenvpn est probablement fait pour vous. Il s'agit d'un petit programme se mettant dans le //tray// d'Ubuntu et qui lit les fichiers de configurations openvpn situés dans /etc/openvpn. | openvpn

83 Mot inconnu : Jaunty => Il existe un paquet binaire pour Jaunty (9.04), malheureusement, pour les versions plus récentes l'installation nécessite de passer par les sources, voici la marche à suivre : | jaunty

96 Mot inconnu : Unity => Si vous utilisez Unity, il vous faudra ajouter l'icône de tray de gopenvpn à la liste blanche : | unity
96 Mot inconnu : tray => Si vous utilisez Unity, il vous faudra ajouter l'icône de tray de gopenvpn à la liste blanche : | tray
96 Mot inconnu : gopenvpn => Si vous utilisez Unity, il vous faudra ajouter l'icône de tray de gopenvpn à la liste blanche : | gopenvpn

107 Mot inconnu : vpn => Il y a certaines options qui vont vous permettre de définir la table de routage pour votre connexion en fonction de ce que vous donnera le serveur vpn. | vpn

109 Mot inconnu : vpn => Classiquement, on aime bien utiliser la passerelle du vpn uniquement pour les ressources du réseau auquel on accède via le vpn uniquement et non pour tout internet. | vpn
109 Mot inconnu : vpn => Classiquement, on aime bien utiliser la passerelle du vpn uniquement pour les ressources du réseau auquel on accède via le vpn uniquement et non pour tout internet. | vpn

111 Mot inconnu : vpn => Le serveur vpn peut envoyer certaines directives de routage, qui peuvent être suivies ou non. //A priori// openvpn ne les suit pas sans qu'on le lui demande, network-manager-openvpn semble les suivre et kvpnc se comporte plutôt comme openvpn. | vpn
111 Mot inconnu : openvpn => Le serveur vpn peut envoyer certaines directives de routage, qui peuvent être suivies ou non. //A priori// openvpn ne les suit pas sans qu'on le lui demande, network-manager-openvpn semble les suivre et kvpnc se comporte plutôt comme openvpn. | openvpn
111 Mot inconnu : network-manager-openvpn => Le serveur vpn peut envoyer certaines directives de routage, qui peuvent être suivies ou non. //A priori// openvpn ne les suit pas sans qu'on le lui demande, network-manager-openvpn semble les suivre et kvpnc se comporte plutôt comme openvpn. | network-manager-openvpn
111 Mot inconnu : kvpnc => Le serveur vpn peut envoyer certaines directives de routage, qui peuvent être suivies ou non. //A priori// openvpn ne les suit pas sans qu'on le lui demande, network-manager-openvpn semble les suivre et kvpnc se comporte plutôt comme openvpn. | kvpnc
111 Mot inconnu : openvpn => Le serveur vpn peut envoyer certaines directives de routage, qui peuvent être suivies ou non. //A priori// openvpn ne les suit pas sans qu'on le lui demande, network-manager-openvpn semble les suivre et kvpnc se comporte plutôt comme openvpn. | openvpn

117 Mot inconnu : openvpn => Il est à noter que dans le fichier de configuration d'openvpn, il existe des variables qui permettent de faire les routes facilement, en particulier on notera les variables **vpn_gateway** et **net_gateway** qui sont respectivement les passerelles du vpn et celle de la connexion initiale. | openvpn
117 Mot inconnu : vpn_gateway => Il est à noter que dans le fichier de configuration d'openvpn, il existe des variables qui permettent de faire les routes facilement, en particulier on notera les variables **vpn_gateway** et **net_gateway** qui sont respectivement les passerelles du vpn et celle de la connexion initiale. | vpn_gateway
117 Mot inconnu : net_gateway => Il est à noter que dans le fichier de configuration d'openvpn, il existe des variables qui permettent de faire les routes facilement, en particulier on notera les variables **vpn_gateway** et **net_gateway** qui sont respectivement les passerelles du vpn et celle de la connexion initiale. | net_gateway
117 Mot inconnu : vpn => Il est à noter que dans le fichier de configuration d'openvpn, il existe des variables qui permettent de faire les routes facilement, en particulier on notera les variables **vpn_gateway** et **net_gateway** qui sont respectivement les passerelles du vpn et celle de la connexion initiale. | vpn

119 Mot inconnu : traffic => Ainsi pour diriger le traffic destiné au vpn par la passerelle du vpn, on pourra rentrer un  | traffic
119 Mot inconnu : vpn => Ainsi pour diriger le traffic destiné au vpn par la passerelle du vpn, on pourra rentrer un  | vpn
119 Mot inconnu : vpn => Ainsi pour diriger le traffic destiné au vpn par la passerelle du vpn, on pourra rentrer un  | vpn
119 Espace(s) en fin de ligne à supprimer. => Ainsi pour diriger le traffic destiné au vpn par la passerelle du vpn, on pourra rentrer un  |   => suggestions : ['']

122 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  (en général les vpn sont configurés de telle sorte que 10.0.0.0 255.0.0.0 soit le réseau auquel on accède) |   => suggestions : ['']
122 Mot inconnu : vpn =>  (en général les vpn sont configurés de telle sorte que 10.0.0.0 255.0.0.0 soit le réseau auquel on accède) | vpn

129 Mot inconnu : openvpn => Si l'on veut passer des paramètres optionnels à openvpn, on doit alors spécifier aussi l'option **%%--%%config** devant le nom du fichier de configuration. Parmi les option utiles, on remarquera **%%--%%auth-user-pass** qui permet de donner un fichier contenant le nom d'utilisateur et le mot de passe, ce qui permet de ne pas avoir à rentrer ces derniers à l'invite de commande, et donc de lancer plus facilement openvpn en tâche de fond. | openvpn
129 Il manque un espace. => Si l'on veut passer des paramètres optionnels à openvpn, on doit alors spécifier aussi l'option **%%--%%config** devant le nom du fichier de configuration. Parmi les option utiles, on remarquera **%%--%%auth-user-pass** qui permet de donner un fichier contenant le nom d'utilisateur et le mot de passe, ce qui permet de ne pas avoir à rentrer ces derniers à l'invite de commande, et donc de lancer plus facilement openvpn en tâche de fond. | config => suggestions : [' config']
129 Accord de nombre erroné : « option » devrait être au pluriel. => Si l'on veut passer des paramètres optionnels à openvpn, on doit alors spécifier aussi l'option **%%--%%config** devant le nom du fichier de configuration. Parmi les option utiles, on remarquera **%%--%%auth-user-pass** qui permet de donner un fichier contenant le nom d'utilisateur et le mot de passe, ce qui permet de ne pas avoir à rentrer ces derniers à l'invite de commande, et donc de lancer plus facilement openvpn en tâche de fond. | option => suggestions : ['options']
129 Il manque un espace. => Si l'on veut passer des paramètres optionnels à openvpn, on doit alors spécifier aussi l'option **%%--%%config** devant le nom du fichier de configuration. Parmi les option utiles, on remarquera **%%--%%auth-user-pass** qui permet de donner un fichier contenant le nom d'utilisateur et le mot de passe, ce qui permet de ne pas avoir à rentrer ces derniers à l'invite de commande, et donc de lancer plus facilement openvpn en tâche de fond. | auth-user-pass => suggestions : [' auth-user-pass']
129 Mot inconnu : auth-user-pass => Si l'on veut passer des paramètres optionnels à openvpn, on doit alors spécifier aussi l'option **%%--%%config** devant le nom du fichier de configuration. Parmi les option utiles, on remarquera **%%--%%auth-user-pass** qui permet de donner un fichier contenant le nom d'utilisateur et le mot de passe, ce qui permet de ne pas avoir à rentrer ces derniers à l'invite de commande, et donc de lancer plus facilement openvpn en tâche de fond. | auth-user-pass
129 Mot inconnu : openvpn => Si l'on veut passer des paramètres optionnels à openvpn, on doit alors spécifier aussi l'option **%%--%%config** devant le nom du fichier de configuration. Parmi les option utiles, on remarquera **%%--%%auth-user-pass** qui permet de donner un fichier contenant le nom d'utilisateur et le mot de passe, ce qui permet de ne pas avoir à rentrer ces derniers à l'invite de commande, et donc de lancer plus facilement openvpn en tâche de fond. | openvpn

131 Mot inconnu : openvpn => On notera qu'il faut les droits d'administration pour se connecter, ce qui est normal car openvpn va créer une interface réseau virtuelle, la configurer avec ifconfig et changer les tables de rout | openvpn
131 Mot inconnu : ifconfig => On notera qu'il faut les droits d'administration pour se connecter, ce qui est normal car openvpn va créer une interface réseau virtuelle, la configurer avec ifconfig et changer les tables de rout | ifconfig
131 Mot inconnu : rout => On notera qu'il faut les droits d'administration pour se connecter, ce qui est normal car openvpn va créer une interface réseau virtuelle, la configurer avec ifconfig et changer les tables de rout | rout

133 Mot inconnu : network-manager => Avec network-manager, on évite d'avoir son mot de passe à rentrer, ce plugin reposant sur un démon lancé au démarrage avec les privilèges d'administration. | network-manager

135 Mot inconnu : kvpnc => Avec kvpnc, votre mot de passe est demandé au lancement de l'application. | kvpnc

142 Écriture invariable. Utilisez un point médian. => Le serveur VPN peut se déconnecter intempestivement, ceci est gênant pour les clients VPN, lors de téléchargement de torrent(s) par exemple. Plusieurs solutions existent de type programme (vpnautoconnect) ou scripts | torrent(s) => suggestions : ['torrent·s']
142 Mot inconnu : vpnautoconnect => Le serveur VPN peut se déconnecter intempestivement, ceci est gênant pour les clients VPN, lors de téléchargement de torrent(s) par exemple. Plusieurs solutions existent de type programme (vpnautoconnect) ou scripts | vpnautoconnect

143 Espace(s) surnuméraire(s) à supprimer. => En voici un basé sur la publication    [[https://ubuntuforums.org/showthread.php?t=1941380&page=2]] |      => suggestions : [' ']
