
5 Mot inconnu : Gtranslator => ====== Gtranslator ====== | gtranslator
31 Mot inconnu : Language-Team => "Language-Team: GNOME French Team <gnomefr@traduc.org>\n" | language-team
31 Mot inconnu : Team => "Language-Team: GNOME French Team <gnomefr@traduc.org>\n" | team
31 Guillemets typographiques fermants. => "Language-Team: GNOME French Team <gnomefr@traduc.org>\n" | " => suggestions : ['\xa0»', '”']

32 Guillemets typographiques ouvrants. => "MIME-Version: 1.0\n" | " => suggestions : ['«\xa0', '“']
32 Guillemets typographiques fermants. => "MIME-Version: 1.0\n" | " => suggestions : ['\xa0»', '”']

33 Guillemets typographiques ouvrants. => "Content-Type: text/plain; charset=UTF-8\n" | " => suggestions : ['«\xa0', '“']
33 Mot inconnu : text => "Content-Type: text/plain; charset=UTF-8\n" | text
33 Mot inconnu : charset => "Content-Type: text/plain; charset=UTF-8\n" | charset
33 Guillemets typographiques fermants. => "Content-Type: text/plain; charset=UTF-8\n" | " => suggestions : ['\xa0»', '”']

34 Guillemets typographiques ouvrants. => "Content-Transfer-Encoding: 8bit\n" | " => suggestions : ['«\xa0', '“']
34 Mot inconnu : Content-Transfer-Encoding => "Content-Transfer-Encoding: 8bit\n" | content-transfer-encoding
34 Guillemets typographiques fermants. => "Content-Transfer-Encoding: 8bit\n" | " => suggestions : ['\xa0»', '”']
36 Mot inconnu : src => #: src/ui.c:31 | src
36 Mot inconnu : ui => #: src/ui.c:31 | ui
36 Il manque un espace. => #: src/ui.c:31 | 31 => suggestions : [' 31']

37 Mot inconnu : fuzzy => #, fuzzy | fuzzy

38 Mot inconnu : msgid => msgid "_New" | msgid
38 Guillemets typographiques ouvrants. => msgid "_New" | " => suggestions : ['«\xa0', '“']
38 Mot inconnu : _New => msgid "_New" | _new
38 Guillemets typographiques fermants. => msgid "_New" | " => suggestions : ['\xa0»', '”']

39 Mot inconnu : msgstr => msgstr "_Nouveau" | msgstr
39 Guillemets typographiques ouvrants. => msgstr "_Nouveau" | " => suggestions : ['«\xa0', '“']
39 Mot inconnu : _Nouveau => msgstr "_Nouveau" | _nouveau
39 Guillemets typographiques fermants. => msgstr "_Nouveau" | " => suggestions : ['\xa0»', '”']

45 Mot inconnu : gtranslator => Le développement du logiciel gtranslator est porté par le projet Gnome.  | gtranslator
45 Espace(s) en fin de ligne à supprimer. => Le développement du logiciel gtranslator est porté par le projet Gnome.  |   => suggestions : ['']

49 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

51 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

55 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[wp>Gtranslator| Article Wikipedia]] (en). |    => suggestions : ['']
55 Mot inconnu : Gtranslator =>   * [[wp>Gtranslator| Article Wikipedia]] (en). | gtranslator
55 Mot inconnu : Wikipedia =>   * [[wp>Gtranslator| Article Wikipedia]] (en). | wikipedia
58 Il manque un espace. => //Contributeurs: [[utilisateurs:phetu]] | phetu => suggestions : [' phetu']

59 Une de ces ponctuations est superflue. => , ...// | , . => suggestions : [',', '.']
59 Typographie : points de suspension. Utilisez le caractère dédié. => , ...// | ... => suggestions : ['…']
