
5 Mot inconnu : GConf => ====== Éditeur de configuration GConf ====== <|> gconf

13 Mot inconnu : FIXME => FIXME **Gconf-editor** est toujours présents dans les dépôts Universe sous Bionic Beaver 18.04.1 FIXME <|> fixme
13 Mot inconnu : Gconf-editor => FIXME **Gconf-editor** est toujours présents dans les dépôts Universe sous Bionic Beaver 18.04.1 FIXME <|> gconf-editor
13 Accord avec la forme verbale “est” : “présents” devrait être au singulier. => FIXME **Gconf-editor** est toujours présents dans les dépôts Universe sous Bionic Beaver 18.04.1 FIXME <|> présents => suggestions : ['présent']
13 Mot inconnu : Universe => FIXME **Gconf-editor** est toujours présents dans les dépôts Universe sous Bionic Beaver 18.04.1 FIXME <|> universe
13 Mot inconnu : FIXME => FIXME **Gconf-editor** est toujours présents dans les dépôts Universe sous Bionic Beaver 18.04.1 FIXME <|> fixme

59 Guillemets typographiques ouvrants. => Il peut arriver, suite à une maladresse ou un bricolage hasardeux, qu'un utilisateur "perde" son tableau de bord ou qu'il soit totalement désordonné. \\ Pour le retrouver ou simplement remettre les paramètres d'origine, il est conseillé de fermer la session de l'utilisateur pour lequel on veut restaurer le tableau de bord, puis choisir "xterm" comme type de session sur l'écran de login (au lieu de GNOME ou "par défaut"). <|> " => suggestions : ['«\xa0', '“']
59 Guillemets typographiques fermants. => Il peut arriver, suite à une maladresse ou un bricolage hasardeux, qu'un utilisateur "perde" son tableau de bord ou qu'il soit totalement désordonné. \\ Pour le retrouver ou simplement remettre les paramètres d'origine, il est conseillé de fermer la session de l'utilisateur pour lequel on veut restaurer le tableau de bord, puis choisir "xterm" comme type de session sur l'écran de login (au lieu de GNOME ou "par défaut"). <|> " => suggestions : ['\xa0»', '”']
59 Guillemets typographiques ouvrants. => Il peut arriver, suite à une maladresse ou un bricolage hasardeux, qu'un utilisateur "perde" son tableau de bord ou qu'il soit totalement désordonné. \\ Pour le retrouver ou simplement remettre les paramètres d'origine, il est conseillé de fermer la session de l'utilisateur pour lequel on veut restaurer le tableau de bord, puis choisir "xterm" comme type de session sur l'écran de login (au lieu de GNOME ou "par défaut"). <|> " => suggestions : ['«\xa0', '“']
59 Mot inconnu : xterm => Il peut arriver, suite à une maladresse ou un bricolage hasardeux, qu'un utilisateur "perde" son tableau de bord ou qu'il soit totalement désordonné. \\ Pour le retrouver ou simplement remettre les paramètres d'origine, il est conseillé de fermer la session de l'utilisateur pour lequel on veut restaurer le tableau de bord, puis choisir "xterm" comme type de session sur l'écran de login (au lieu de GNOME ou "par défaut"). <|> xterm
59 Guillemets typographiques fermants. => Il peut arriver, suite à une maladresse ou un bricolage hasardeux, qu'un utilisateur "perde" son tableau de bord ou qu'il soit totalement désordonné. \\ Pour le retrouver ou simplement remettre les paramètres d'origine, il est conseillé de fermer la session de l'utilisateur pour lequel on veut restaurer le tableau de bord, puis choisir "xterm" comme type de session sur l'écran de login (au lieu de GNOME ou "par défaut"). <|> " => suggestions : ['\xa0»', '”']
59 Guillemets typographiques ouvrants. => Il peut arriver, suite à une maladresse ou un bricolage hasardeux, qu'un utilisateur "perde" son tableau de bord ou qu'il soit totalement désordonné. \\ Pour le retrouver ou simplement remettre les paramètres d'origine, il est conseillé de fermer la session de l'utilisateur pour lequel on veut restaurer le tableau de bord, puis choisir "xterm" comme type de session sur l'écran de login (au lieu de GNOME ou "par défaut"). <|> " => suggestions : ['«\xa0', '“']
59 Guillemets typographiques fermants. => Il peut arriver, suite à une maladresse ou un bricolage hasardeux, qu'un utilisateur "perde" son tableau de bord ou qu'il soit totalement désordonné. \\ Pour le retrouver ou simplement remettre les paramètres d'origine, il est conseillé de fermer la session de l'utilisateur pour lequel on veut restaurer le tableau de bord, puis choisir "xterm" comme type de session sur l'écran de login (au lieu de GNOME ou "par défaut"). <|> " => suggestions : ['\xa0»', '”']
62 Mot inconnu : gconf =>   * ~/.gconf/apps/panel <|> gconf
62 Mot inconnu : apps =>   * ~/.gconf/apps/panel <|> apps
63 Mot inconnu : gnome2 =>   * ~/.gnome2/panel2.d <|> gnome2
63 Mot inconnu : panel2 =>   * ~/.gnome2/panel2.d <|> panel2

69 Confusion. Ce chien, ce chat… Se demander, se croire… => Une fois fait, il suffit de se déconnecter/reconnecter. Le système ne retrouvera plus de configuration à la prochaine ouverture de session de l'utilisateur et la reconstruira depuis les paramètres système avec les "réglages d'usine". <|> se => suggestions : ['ce']
69 Incohérence avec « se » : « déconnecter » devrait être un verbe. => Une fois fait, il suffit de se déconnecter/reconnecter. Le système ne retrouvera plus de configuration à la prochaine ouverture de session de l'utilisateur et la reconstruira depuis les paramètres système avec les "réglages d'usine". <|> déconnecter => suggestions : ['déconnecte', 'déconnectais', 'déconnectez', 'déconnecter', 'déconnectaient', 'déconnectait']
69 Guillemets typographiques ouvrants. => Une fois fait, il suffit de se déconnecter/reconnecter. Le système ne retrouvera plus de configuration à la prochaine ouverture de session de l'utilisateur et la reconstruira depuis les paramètres système avec les "réglages d'usine". <|> " => suggestions : ['«\xa0', '“']
69 Guillemets typographiques fermants. => Une fois fait, il suffit de se déconnecter/reconnecter. Le système ne retrouvera plus de configuration à la prochaine ouverture de session de l'utilisateur et la reconstruira depuis les paramètres système avec les "réglages d'usine". <|> " => suggestions : ['\xa0»', '”']

71 Mot inconnu : gconf-editor => Pour un réglage plus fin, vous pouvez utiliser la commande **gconf-editor**, puis parcourir l'arborescence jusqu'à **apps/panel/general** pour modifier la clé **toplevel_id_list**. Là vous pouvez supprimer précisément le tableau de bord qui vous pose problème. <|> gconf-editor
71 Mot inconnu : apps => Pour un réglage plus fin, vous pouvez utiliser la commande **gconf-editor**, puis parcourir l'arborescence jusqu'à **apps/panel/general** pour modifier la clé **toplevel_id_list**. Là vous pouvez supprimer précisément le tableau de bord qui vous pose problème. <|> apps
71 Mot inconnu : general => Pour un réglage plus fin, vous pouvez utiliser la commande **gconf-editor**, puis parcourir l'arborescence jusqu'à **apps/panel/general** pour modifier la clé **toplevel_id_list**. Là vous pouvez supprimer précisément le tableau de bord qui vous pose problème. <|> general
71 Mot inconnu : toplevel_id_list => Pour un réglage plus fin, vous pouvez utiliser la commande **gconf-editor**, puis parcourir l'arborescence jusqu'à **apps/panel/general** pour modifier la clé **toplevel_id_list**. Là vous pouvez supprimer précisément le tableau de bord qui vous pose problème. <|> toplevel_id_list

73 Mot inconnu : LTS => <note tip>Utilisé avec succès sous 10.04 LTS (lucid).</note> <|> lts
73 Mot inconnu : lucid => <note tip>Utilisé avec succès sous 10.04 LTS (lucid).</note> <|> lucid

77 Mot inconnu : gconf => Il peut être utile (pour un script ou autre) de manipuler les paramètres de gconf en ligne de commande. <|> gconf

84 Mot inconnu : wallpaper => Obtenir le chemin du wallpaper <|> wallpaper
87 Mot inconnu : Rhythmbox => Cocher une case : Afficher Rhythmbox par défaut <|> rhythmbox

98 Mot inconnu : apps => | apps     | pour les applications                        | <|> apps
98 Espace(s) surnuméraire(s) à supprimer. => | apps     | pour les applications                        | <|>       => suggestions : [' ']
98 Espace(s) surnuméraire(s) à supprimer. => | apps     | pour les applications                        | <|>                          => suggestions : [' ']

99 Mot inconnu : desktop => | desktop  | pour le bureau                               | <|> desktop
99 Espace(s) surnuméraire(s) à supprimer. => | desktop  | pour le bureau                               | <|>    => suggestions : [' ']
99 Espace(s) surnuméraire(s) à supprimer. => | desktop  | pour le bureau                               | <|>                                 => suggestions : [' ']

100 Espace(s) surnuméraire(s) à supprimer. => | GNOME    | pour les différentes langues de GNOME        | <|>      => suggestions : [' ']
100 Espace(s) surnuméraire(s) à supprimer. => | GNOME    | pour les différentes langues de GNOME        | <|>          => suggestions : [' ']

101 Mot inconnu : schemas => | schemas  | pour les différentes valeurs des paramètres  | <|> schemas
101 Espace(s) surnuméraire(s) à supprimer. => | schemas  | pour les différentes valeurs des paramètres  | <|>    => suggestions : [' ']
101 Espace(s) surnuméraire(s) à supprimer. => | schemas  | pour les différentes valeurs des paramètres  | <|>    => suggestions : [' ']

102 Mot inconnu : system => | system   | pour le système                              | <|> system
102 Espace(s) surnuméraire(s) à supprimer. => | system   | pour le système                              | <|>     => suggestions : [' ']
102 Espace(s) surnuméraire(s) à supprimer. => | system   | pour le système                              | <|>                                => suggestions : [' ']

113 Mot inconnu : Metacity => === Metacity : le gestionnaire de fenêtres === <|> metacity

122 Il manque un espace. => //Voir aussi **[[tutoriel:comment_deplacer_boutons_minimiser_maximiser_fermer|Comment modifier l'emplacement des boutons « minimiser », « maximiser » et « fermer » des fenêtres ?]]**// <|> comment_deplacer_boutons_minimiser_maximiser_fermer => suggestions : [' comment_deplacer_boutons_minimiser_maximiser_fermer']
122 Mot inconnu : comment_deplacer_boutons_minimiser_maximiser_fermer => //Voir aussi **[[tutoriel:comment_deplacer_boutons_minimiser_maximiser_fermer|Comment modifier l'emplacement des boutons « minimiser », « maximiser » et « fermer » des fenêtres ?]]**// <|> comment_deplacer_boutons_minimiser_maximiser_fermer

128 Mot inconnu : metacity => Cette option permet de rendre metacity moins gourmand, en désactivant quelques effets graphiques des actions déplacer, minimiser, maximiser. <|> metacity

132 Mot inconnu : panel_0 => Les paramètres de configuration des tableaux de bord sont vous en conviendrez assez limités quand on sait qu'on peut les placer presque n'importe où. (dans les clés, "**panel_0**" représente le tableau de bord que l'on modifie, ce nom dépend donc de ce que vous avez fait de vos tableaux de bord d'origine, si vous en avez rajouté, enlevé, ...) <|> panel_0
132 Une de ces ponctuations est superflue. => Les paramètres de configuration des tableaux de bord sont vous en conviendrez assez limités quand on sait qu'on peut les placer presque n'importe où. (dans les clés, "**panel_0**" représente le tableau de bord que l'on modifie, ce nom dépend donc de ce que vous avez fait de vos tableaux de bord d'origine, si vous en avez rajouté, enlevé, ...) <|> , . => suggestions : [',', '.']
132 Typographie : points de suspension. Utilisez le caractère dédié. => Les paramètres de configuration des tableaux de bord sont vous en conviendrez assez limités quand on sait qu'on peut les placer presque n'importe où. (dans les clés, "**panel_0**" représente le tableau de bord que l'on modifie, ce nom dépend donc de ce que vous avez fait de vos tableaux de bord d'origine, si vous en avez rajouté, enlevé, ...) <|> ... => suggestions : ['…']

136 Espace(s) surnuméraire(s) à supprimer. => ^ Paramètres             ^ Clés                                            ^ Valeurs              ^ <|>               => suggestions : [' ']
136 Espace(s) surnuméraire(s) à supprimer. => ^ Paramètres             ^ Clés                                            ^ Valeurs              ^ <|>                                              => suggestions : [' ']
136 Espace(s) surnuméraire(s) à supprimer. => ^ Paramètres             ^ Clés                                            ^ Valeurs              ^ <|>                => suggestions : [' ']

137 Espace(s) surnuméraire(s) à supprimer. => | Animation              | /apps/panel/toplevels/panel_0/enable_animations | vrai ou faux         | <|>                => suggestions : [' ']
175 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => === Nautilus - Mode spatial === <|>  -  => suggestions : [' – ', ' — ', ' − ']

181 Mot inconnu : Nautilus => === Nautilus - Configuration du bureau === <|> nautilus
181 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => === Nautilus - Configuration du bureau === <|>  -  => suggestions : [' – ', ' — ', ' − ']

190 Guillemets typographiques ouvrants. => Les noms donnés sont des noms par défaut, mais vous pouvez les changer directement sur le Bureau en cliquant sur les icônes avec le bouton droit et en choisissant "Renommer..."\\ <|> " => suggestions : ['«\xa0', '“']
190 Typographie : points de suspension. Utilisez le caractère dédié. => Les noms donnés sont des noms par défaut, mais vous pouvez les changer directement sur le Bureau en cliquant sur les icônes avec le bouton droit et en choisissant "Renommer..."\\ <|> ... => suggestions : ['…']
190 Guillemets typographiques fermants. => Les noms donnés sont des noms par défaut, mais vous pouvez les changer directement sur le Bureau en cliquant sur les icônes avec le bouton droit et en choisissant "Renommer..."\\ <|> " => suggestions : ['\xa0»', '”']

191 Guillemets typographiques ouvrants. => Autre particularité, l'icône "documents" ne s'affichera que si vous avez un dossier **"Documents"** dans votre dossier personnel. <|> " => suggestions : ['«\xa0', '“']
191 Guillemets typographiques fermants. => Autre particularité, l'icône "documents" ne s'affichera que si vous avez un dossier **"Documents"** dans votre dossier personnel. <|> " => suggestions : ['\xa0»', '”']
191 Guillemets typographiques ouvrants. => Autre particularité, l'icône "documents" ne s'affichera que si vous avez un dossier **"Documents"** dans votre dossier personnel. <|> " => suggestions : ['«\xa0', '“']
191 Guillemets typographiques fermants. => Autre particularité, l'icône "documents" ne s'affichera que si vous avez un dossier **"Documents"** dans votre dossier personnel. <|> " => suggestions : ['\xa0»', '”']
193 Mot inconnu : DVDROM => Au même endroit vous pouvez aussi définir si vous voulez arrêter d'afficher les **Volumes Montés** (CDROM, DVDROM, ...) automatiquement sur le Bureau, en décochant la case. <|> dvdrom
193 Une de ces ponctuations est superflue. => Au même endroit vous pouvez aussi définir si vous voulez arrêter d'afficher les **Volumes Montés** (CDROM, DVDROM, ...) automatiquement sur le Bureau, en décochant la case. <|> , . => suggestions : [',', '.']
193 Typographie : points de suspension. Utilisez le caractère dédié. => Au même endroit vous pouvez aussi définir si vous voulez arrêter d'afficher les **Volumes Montés** (CDROM, DVDROM, ...) automatiquement sur le Bureau, en décochant la case. <|> ... => suggestions : ['…']

201 Mot inconnu : Nautilus => === Nautilus - Graveur de CD === <|> nautilus
201 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => === Nautilus - Graveur de CD === <|>  -  => suggestions : [' – ', ' — ', ' − ']

203 Mot inconnu : Nautilus => Si vous voulez utiliser Nautilus pour graver des CDs, il suffit de cocher ces deux clés : <|> nautilus
203 Mot inconnu : CDs => Si vous voulez utiliser Nautilus pour graver des CDs, il suffit de cocher ces deux clés : <|> cds
210 Pas d’espace avant ce signe. =>   * [[http://library.gnome.org/users/user-guide/| Guide d'utilisation du bureau ]] (fr) <|>  ] => suggestions : [']']
211 Mot inconnu : IRC =>   * [[https://wiki.ubuntu.com/MeetingLogs/devweek0901/UnderstandGNOME|Semaine de développeur, 19 janvier 2009 -- Comprendre les technologies GNOME]] (en) Discussion IRC de présentation de l'utilisation de gconf en ligne de commande <|> irc
211 Mot inconnu : gconf =>   * [[https://wiki.ubuntu.com/MeetingLogs/devweek0901/UnderstandGNOME|Semaine de développeur, 19 janvier 2009 -- Comprendre les technologies GNOME]] (en) Discussion IRC de présentation de l'utilisation de gconf en ligne de commande <|> gconf
