
4 Mot inconnu : Wmii => ====== Wmii ====== | wmii
50 Conjugaison erronée. Accord avec « tout ». Le verbe devrait être à la 3ᵉ personne du singulier. => Tout d'abord sachez que la touche alt est la touche par défaut qu'utilise WMII. Elle est ce qu'on appel la MODKEY. Nous verrons un peu plus loin comment la modifier ;-) | sachez => suggestions : []
50 Mot inconnu : alt => Tout d'abord sachez que la touche alt est la touche par défaut qu'utilise WMII. Elle est ce qu'on appel la MODKEY. Nous verrons un peu plus loin comment la modifier ;-) | alt
50 Mot inconnu : WMII => Tout d'abord sachez que la touche alt est la touche par défaut qu'utilise WMII. Elle est ce qu'on appel la MODKEY. Nous verrons un peu plus loin comment la modifier ;-) | wmii
50 Incohérence avec “on” : “appel” devrait être un verbe, un pronom objet, un adverbe de négation, etc. => Tout d'abord sachez que la touche alt est la touche par défaut qu'utilise WMII. Elle est ce qu'on appel la MODKEY. Nous verrons un peu plus loin comment la modifier ;-) | appel => suggestions : ['appelle']
50 Mot inconnu : MODKEY => Tout d'abord sachez que la touche alt est la touche par défaut qu'utilise WMII. Elle est ce qu'on appel la MODKEY. Nous verrons un peu plus loin comment la modifier ;-) | modkey

56 Espace(s) surnuméraire(s) à supprimer. => ==== Sélection et déplacement des fenêtres  ==== |    => suggestions : [' ']

65 Mot inconnu : pad => Les chiffres n'utilisent pas le pad numérique mais les touches du haut du clavier. | pad

72 Mot inconnu : Wmii => Dans Wmii les fenêtres sont placés dans des colonnes distinctes, les colonnes sont redimensionnables et chaque colonne possède son propre mode d'agencement. | wmii

79 Mot inconnu : Wmii => Des programmes tels que GIMP demandent une séparation entre les différentes fenêtres, et Wmii a prévu cet effet et nous à préparé des raccourcis adaptés. | wmii
79 Confusion probable : “à” est une préposition. Pour le verbe “avoir”, écrivez “a”. => Des programmes tels que GIMP demandent une séparation entre les différentes fenêtres, et Wmii a prévu cet effet et nous à préparé des raccourcis adaptés. | à => suggestions : ['a']

91 Mot inconnu : wmii => Puis vous pouvez vous amuser à modifier le fichier de configuration de wmii : | wmii
97 Mot inconnu : keys => ==== Changer les //Mod keys// ==== | keys

98 Mot inconnu : wmii => Dans wmii, les raccourcis sont caractérisés par "MODKEY" + "touche", mais si on veux par exemple que la MODKEY ne soit pas alt mais bien la touche windows ? | wmii
98 Guillemets typographiques ouvrants. => Dans wmii, les raccourcis sont caractérisés par "MODKEY" + "touche", mais si on veux par exemple que la MODKEY ne soit pas alt mais bien la touche windows ? | " => suggestions : ['«\xa0', '“']
98 Mot inconnu : MODKEY => Dans wmii, les raccourcis sont caractérisés par "MODKEY" + "touche", mais si on veux par exemple que la MODKEY ne soit pas alt mais bien la touche windows ? | modkey
98 Guillemets typographiques fermants. => Dans wmii, les raccourcis sont caractérisés par "MODKEY" + "touche", mais si on veux par exemple que la MODKEY ne soit pas alt mais bien la touche windows ? | " => suggestions : ['\xa0»', '”']
98 Guillemets typographiques ouvrants. => Dans wmii, les raccourcis sont caractérisés par "MODKEY" + "touche", mais si on veux par exemple que la MODKEY ne soit pas alt mais bien la touche windows ? | " => suggestions : ['«\xa0', '“']
98 Guillemets typographiques fermants. => Dans wmii, les raccourcis sont caractérisés par "MODKEY" + "touche", mais si on veux par exemple que la MODKEY ne soit pas alt mais bien la touche windows ? | " => suggestions : ['\xa0»', '”']
98 Conjugaison erronée. Accord avec “on”. Le verbe devrait être à la 3ᵉ personne du singulier. => Dans wmii, les raccourcis sont caractérisés par "MODKEY" + "touche", mais si on veux par exemple que la MODKEY ne soit pas alt mais bien la touche windows ? | veux => suggestions : ['veut']
98 Mot inconnu : MODKEY => Dans wmii, les raccourcis sont caractérisés par "MODKEY" + "touche", mais si on veux par exemple que la MODKEY ne soit pas alt mais bien la touche windows ? | modkey
98 Mot inconnu : alt => Dans wmii, les raccourcis sont caractérisés par "MODKEY" + "touche", mais si on veux par exemple que la MODKEY ne soit pas alt mais bien la touche windows ? | alt

99 Mot inconnu : wmiirc => Dans le fichier wmiirc : | wmiirc

103 Mot inconnu : keys => vous pourrez trouver les variables des //hot keys// à modifier : | keys

114 Mot inconnu : wmiirc => Ce code toujours dans le wmiirc modifiera le comportement de la barre de //status// pour y afficher la date, la charge processeur, et la batterie de votre portable. | wmiirc

121 Accord de genre erroné : « une barre » est féminin, « épuré » est masculin. => Pour une barre plus épuré vous pouvez utiliser ce code : | épuré => suggestions : ['épurée']

144 Mot inconnu : ip => On a ainsi dans l'ordre température, rotations par minute du ventilateur, ip, état de la batterie, charge du processeur, date, heure. | ip
145 Mot inconnu : lm-sensors => il faut installer apt://lm-sensors, et apt://links | lm-sensors

150 Mot inconnu : wmii-3 => ==== Le répertoire ~/.wmii-3.5/ ==== | wmii-3

152 Accord de nombre erroné : « script » devrait être au pluriel. => Dans ce répertoire vous pourrez mettre vos script et vos programmes qui s'afficheront automatiquement grâce au raccourci Ctrl+a (le menu d'actions) | script => suggestions : ['scripts']

160 Mot inconnu : wmiirc => Ensuite ajoutez ces lignes dans le fichier wmiirc, avant la fonction eventStuff(): | wmiirc
160 Mot inconnu : eventStuff => Ensuite ajoutez ces lignes dans le fichier wmiirc, avant la fonction eventStuff(): | eventstuff

168 Mot inconnu : autostart => Une fois que notre mini environnement est prêt nous pouvons remplir autostart.sh ! | autostart
168 Mot inconnu : sh => Une fois que notre mini environnement est prêt nous pouvons remplir autostart.sh ! | sh

176 Mot inconnu : wmiirc => Dans le fichier wmiirc, rien ne vous empêche de dispatcher des appels de programmes/scripts à différents endroits si vous voulez par exemple exécuter quelque chose avant que WMII ne continue. Ca fait g33k, mais c'est bien :D | wmiirc
176 Mot inconnu : WMII => Dans le fichier wmiirc, rien ne vous empêche de dispatcher des appels de programmes/scripts à différents endroits si vous voulez par exemple exécuter quelque chose avant que WMII ne continue. Ca fait g33k, mais c'est bien :D | wmii
176 Mot inconnu : Ca => Dans le fichier wmiirc, rien ne vous empêche de dispatcher des appels de programmes/scripts à différents endroits si vous voulez par exemple exécuter quelque chose avant que WMII ne continue. Ca fait g33k, mais c'est bien :D | ca
176 Mot inconnu : g33k => Dans le fichier wmiirc, rien ne vous empêche de dispatcher des appels de programmes/scripts à différents endroits si vous voulez par exemple exécuter quelque chose avant que WMII ne continue. Ca fait g33k, mais c'est bien :D | g33k

179 Mot inconnu : MODKEY => Il suffit de maintenir la touche MODKEY enfoncée en mode flottant (Shift + MODKEY + Espace) et déplacer la fenêtre à la souris. | modkey
179 Mot inconnu : Shift => Il suffit de maintenir la touche MODKEY enfoncée en mode flottant (Shift + MODKEY + Espace) et déplacer la fenêtre à la souris. | shift
179 Mot inconnu : MODKEY => Il suffit de maintenir la touche MODKEY enfoncée en mode flottant (Shift + MODKEY + Espace) et déplacer la fenêtre à la souris. | modkey

182 Conjugaison erronée. Ce verbe devrait être à la 3ᵉ personne. => Faites pareil que pour le déplacement sauf que cette fois cliquez sur le bouton droit de la souris. | cliquez => suggestions : ['cliquent']

185 Mot inconnu : MODKEY => Pour obtenir l'aide officiel vous pouvez à tout moment appuyer sur MODKEY + a et sélectionner //welcome//, un texte d'aide en anglais va s'afficher. | modkey
185 Mot inconnu : welcome => Pour obtenir l'aide officiel vous pouvez à tout moment appuyer sur MODKEY + a et sélectionner //welcome//, un texte d'aide en anglais va s'afficher. | welcome

188 Mot inconnu : feh => === Méthode avec feh === | feh

192 Mot inconnu : fehbg => Créez un fichier //.fehbg// dans votre répertoire personnel. | fehbg

204 Mot inconnu : Methode => ===Methode avec nitrogen=== | methode
204 Mot inconnu : nitrogen => ===Methode avec nitrogen=== | nitrogen

205 Mot inconnu : methode => Cette methode a pour mérite d'utiliser un programme qui permet de changer le fond d'écran avec une [[https://fr.wikipedia.org/wiki/Environnement_graphique|GUI]], facilement. | methode

209 Mot inconnu : wmii-3 => Ajoutez cette ligne dans ~/.wmii-3.5/wmiirc (au début du fichier) : | wmii-3
209 Mot inconnu : wmiirc => Ajoutez cette ligne dans ~/.wmii-3.5/wmiirc (au début du fichier) : | wmiirc
216 Mot inconnu : rxvt-unicode => Afin de profiter de son beau fond d'écran, on peut rendre les terminaux plus ou moins transparents. Pour cela, il faut installer [[apt://rxvt-unicode]], un terminal très léger. Puis de modifier la ligne WMII_TERM, par exemple ainsi : | rxvt-unicode
216 Mot inconnu : WMII_TERM => Afin de profiter de son beau fond d'écran, on peut rendre les terminaux plus ou moins transparents. Pour cela, il faut installer [[apt://rxvt-unicode]], un terminal très léger. Puis de modifier la ligne WMII_TERM, par exemple ainsi : | wmii_term

222 Accord de genre erroné : « une durée » est féminin, « déterminé » est masculin. => On peut rajouter un fond d'écran dynamique qui change selon une durée déterminé avec [[apt://qiv]] | déterminé => suggestions : ['déterminée']
222 Mot inconnu : qiv => On peut rajouter un fond d'écran dynamique qui change selon une durée déterminé avec [[apt://qiv]] | qiv

224 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Il suffit de modifier son fichier .wmii-3.5/wmiirc en commentant la ligne présente par défaut dans wmii concernant le fond d'écran (xsetroot ...) et en rajoutant une ligne pour qiv. Par exemple : |  . => suggestions : ['. ', '.']
224 Mot inconnu : wmii-3 => Il suffit de modifier son fichier .wmii-3.5/wmiirc en commentant la ligne présente par défaut dans wmii concernant le fond d'écran (xsetroot ...) et en rajoutant une ligne pour qiv. Par exemple : | wmii-3
224 Mot inconnu : wmiirc => Il suffit de modifier son fichier .wmii-3.5/wmiirc en commentant la ligne présente par défaut dans wmii concernant le fond d'écran (xsetroot ...) et en rajoutant une ligne pour qiv. Par exemple : | wmiirc
224 Mot inconnu : wmii => Il suffit de modifier son fichier .wmii-3.5/wmiirc en commentant la ligne présente par défaut dans wmii concernant le fond d'écran (xsetroot ...) et en rajoutant une ligne pour qiv. Par exemple : | wmii
224 Mot inconnu : xsetroot => Il suffit de modifier son fichier .wmii-3.5/wmiirc en commentant la ligne présente par défaut dans wmii concernant le fond d'écran (xsetroot ...) et en rajoutant une ligne pour qiv. Par exemple : | xsetroot
224 Typographie : points de suspension. Utilisez le caractère dédié. => Il suffit de modifier son fichier .wmii-3.5/wmiirc en commentant la ligne présente par défaut dans wmii concernant le fond d'écran (xsetroot ...) et en rajoutant une ligne pour qiv. Par exemple : | ... => suggestions : ['…']
224 Mot inconnu : qiv => Il suffit de modifier son fichier .wmii-3.5/wmiirc en commentant la ligne présente par défaut dans wmii concernant le fond d'écran (xsetroot ...) et en rajoutant une ligne pour qiv. Par exemple : | qiv

231 Mot inconnu : qiv => Ici la commande qiv place les images du répertoire /home/user/images/fonds\ d\'écrans/ et de ses sous-repertoires (-r) en fond d'écran centré (x), redimensionne les images qui dépassent la taille de l'écran (t), produit un diaporama (s pour slideshow) d'une durée (d) de 900 secondes (15 minutes). On peut modifier cette durée sans limitation. | qiv
231 Mot inconnu : sous-repertoires => Ici la commande qiv place les images du répertoire /home/user/images/fonds\ d\'écrans/ et de ses sous-repertoires (-r) en fond d'écran centré (x), redimensionne les images qui dépassent la taille de l'écran (t), produit un diaporama (s pour slideshow) d'une durée (d) de 900 secondes (15 minutes). On peut modifier cette durée sans limitation. | sous-repertoires
231 Mot inconnu : slideshow => Ici la commande qiv place les images du répertoire /home/user/images/fonds\ d\'écrans/ et de ses sous-repertoires (-r) en fond d'écran centré (x), redimensionne les images qui dépassent la taille de l'écran (t), produit un diaporama (s pour slideshow) d'une durée (d) de 900 secondes (15 minutes). On peut modifier cette durée sans limitation. | slideshow

233 Mot inconnu : qiv => Pour plus d'options voir le man de qiv. | qiv

236 Mot inconnu : wmii => Il existe une grande variété de scripts pour wmii, sans compter ceux que l'on peut programmer soi-même, car il accepte les langages python, ruby, bash, tcl,  etc.. Il est donc très flexible, les thèmes aussi sont entièrement modifiables, mais doivent être tous faits à la main. | wmii
236 Mot inconnu : ruby => Il existe une grande variété de scripts pour wmii, sans compter ceux que l'on peut programmer soi-même, car il accepte les langages python, ruby, bash, tcl,  etc.. Il est donc très flexible, les thèmes aussi sont entièrement modifiables, mais doivent être tous faits à la main. | ruby
236 Mot inconnu : tcl => Il existe une grande variété de scripts pour wmii, sans compter ceux que l'on peut programmer soi-même, car il accepte les langages python, ruby, bash, tcl,  etc.. Il est donc très flexible, les thèmes aussi sont entièrement modifiables, mais doivent être tous faits à la main. | tcl
236 Espace(s) surnuméraire(s) à supprimer. => Il existe une grande variété de scripts pour wmii, sans compter ceux que l'on peut programmer soi-même, car il accepte les langages python, ruby, bash, tcl,  etc.. Il est donc très flexible, les thèmes aussi sont entièrement modifiables, mais doivent être tous faits à la main. |    => suggestions : [' ']
236 Typographie : un ou trois points ? => Il existe une grande variété de scripts pour wmii, sans compter ceux que l'on peut programmer soi-même, car il accepte les langages python, ruby, bash, tcl,  etc.. Il est donc très flexible, les thèmes aussi sont entièrement modifiables, mais doivent être tous faits à la main. | .. => suggestions : ['…', '.']
