
6 Mot inconnu : gscan2pdf => ====== gscan2pdf ====== | gscan2pdf
41 Accord de genre erroné : « ROC » est masculin. =>    * **il est possible de réaliser directement la ROC sur le document scanné** : Menu "Fichier --> Scanner", puis, dans l'onglet "Options de la page", cocher la case "Effectuer la reconnaissance optique de caractères sur les pages scannées", sélectionner "Tesseract" comme moteur de reconnaissance optique de caractères et sélectionner la langue qui sera utilisée pour le post-traitement de la ROC. Dans l'onglet "Scan Options", il faut chercher les options permettant d'obtenir le meilleur résultat de ROC en fonction de votre document. Pour du texte imprimé en noir et blanc avec des polices de 10 à 12, le mode "Noir et blanc" associé à une résolution de 300 ppi semble convenir. | la => suggestions : ['le']
41 Guillemets typographiques ouvrants. =>    * **il est possible de réaliser directement la ROC sur le document scanné** : Menu "Fichier --> Scanner", puis, dans l'onglet "Options de la page", cocher la case "Effectuer la reconnaissance optique de caractères sur les pages scannées", sélectionner "Tesseract" comme moteur de reconnaissance optique de caractères et sélectionner la langue qui sera utilisée pour le post-traitement de la ROC. Dans l'onglet "Scan Options", il faut chercher les options permettant d'obtenir le meilleur résultat de ROC en fonction de votre document. Pour du texte imprimé en noir et blanc avec des polices de 10 à 12, le mode "Noir et blanc" associé à une résolution de 300 ppi semble convenir. | " => suggestions : ['«\xa0', '“']
41 Guillemets typographiques fermants. =>    * **il est possible de réaliser directement la ROC sur le document scanné** : Menu "Fichier --> Scanner", puis, dans l'onglet "Options de la page", cocher la case "Effectuer la reconnaissance optique de caractères sur les pages scannées", sélectionner "Tesseract" comme moteur de reconnaissance optique de caractères et sélectionner la langue qui sera utilisée pour le post-traitement de la ROC. Dans l'onglet "Scan Options", il faut chercher les options permettant d'obtenir le meilleur résultat de ROC en fonction de votre document. Pour du texte imprimé en noir et blanc avec des polices de 10 à 12, le mode "Noir et blanc" associé à une résolution de 300 ppi semble convenir. | " => suggestions : ['\xa0»', '”']
41 Guillemets typographiques ouvrants. =>    * **il est possible de réaliser directement la ROC sur le document scanné** : Menu "Fichier --> Scanner", puis, dans l'onglet "Options de la page", cocher la case "Effectuer la reconnaissance optique de caractères sur les pages scannées", sélectionner "Tesseract" comme moteur de reconnaissance optique de caractères et sélectionner la langue qui sera utilisée pour le post-traitement de la ROC. Dans l'onglet "Scan Options", il faut chercher les options permettant d'obtenir le meilleur résultat de ROC en fonction de votre document. Pour du texte imprimé en noir et blanc avec des polices de 10 à 12, le mode "Noir et blanc" associé à une résolution de 300 ppi semble convenir. | " => suggestions : ['«\xa0', '“']
41 Guillemets typographiques fermants. =>    * **il est possible de réaliser directement la ROC sur le document scanné** : Menu "Fichier --> Scanner", puis, dans l'onglet "Options de la page", cocher la case "Effectuer la reconnaissance optique de caractères sur les pages scannées", sélectionner "Tesseract" comme moteur de reconnaissance optique de caractères et sélectionner la langue qui sera utilisée pour le post-traitement de la ROC. Dans l'onglet "Scan Options", il faut chercher les options permettant d'obtenir le meilleur résultat de ROC en fonction de votre document. Pour du texte imprimé en noir et blanc avec des polices de 10 à 12, le mode "Noir et blanc" associé à une résolution de 300 ppi semble convenir. | " => suggestions : ['\xa0»', '”']
41 Guillemets typographiques ouvrants. =>    * **il est possible de réaliser directement la ROC sur le document scanné** : Menu "Fichier --> Scanner", puis, dans l'onglet "Options de la page", cocher la case "Effectuer la reconnaissance optique de caractères sur les pages scannées", sélectionner "Tesseract" comme moteur de reconnaissance optique de caractères et sélectionner la langue qui sera utilisée pour le post-traitement de la ROC. Dans l'onglet "Scan Options", il faut chercher les options permettant d'obtenir le meilleur résultat de ROC en fonction de votre document. Pour du texte imprimé en noir et blanc avec des polices de 10 à 12, le mode "Noir et blanc" associé à une résolution de 300 ppi semble convenir. | " => suggestions : ['«\xa0', '“']
41 Guillemets typographiques fermants. =>    * **il est possible de réaliser directement la ROC sur le document scanné** : Menu "Fichier --> Scanner", puis, dans l'onglet "Options de la page", cocher la case "Effectuer la reconnaissance optique de caractères sur les pages scannées", sélectionner "Tesseract" comme moteur de reconnaissance optique de caractères et sélectionner la langue qui sera utilisée pour le post-traitement de la ROC. Dans l'onglet "Scan Options", il faut chercher les options permettant d'obtenir le meilleur résultat de ROC en fonction de votre document. Pour du texte imprimé en noir et blanc avec des polices de 10 à 12, le mode "Noir et blanc" associé à une résolution de 300 ppi semble convenir. | " => suggestions : ['\xa0»', '”']
41 Guillemets typographiques ouvrants. =>    * **il est possible de réaliser directement la ROC sur le document scanné** : Menu "Fichier --> Scanner", puis, dans l'onglet "Options de la page", cocher la case "Effectuer la reconnaissance optique de caractères sur les pages scannées", sélectionner "Tesseract" comme moteur de reconnaissance optique de caractères et sélectionner la langue qui sera utilisée pour le post-traitement de la ROC. Dans l'onglet "Scan Options", il faut chercher les options permettant d'obtenir le meilleur résultat de ROC en fonction de votre document. Pour du texte imprimé en noir et blanc avec des polices de 10 à 12, le mode "Noir et blanc" associé à une résolution de 300 ppi semble convenir. | " => suggestions : ['«\xa0', '“']
41 Guillemets typographiques fermants. =>    * **il est possible de réaliser directement la ROC sur le document scanné** : Menu "Fichier --> Scanner", puis, dans l'onglet "Options de la page", cocher la case "Effectuer la reconnaissance optique de caractères sur les pages scannées", sélectionner "Tesseract" comme moteur de reconnaissance optique de caractères et sélectionner la langue qui sera utilisée pour le post-traitement de la ROC. Dans l'onglet "Scan Options", il faut chercher les options permettant d'obtenir le meilleur résultat de ROC en fonction de votre document. Pour du texte imprimé en noir et blanc avec des polices de 10 à 12, le mode "Noir et blanc" associé à une résolution de 300 ppi semble convenir. | " => suggestions : ['\xa0»', '”']
41 Accord de genre erroné : « ROC » est masculin. =>    * **il est possible de réaliser directement la ROC sur le document scanné** : Menu "Fichier --> Scanner", puis, dans l'onglet "Options de la page", cocher la case "Effectuer la reconnaissance optique de caractères sur les pages scannées", sélectionner "Tesseract" comme moteur de reconnaissance optique de caractères et sélectionner la langue qui sera utilisée pour le post-traitement de la ROC. Dans l'onglet "Scan Options", il faut chercher les options permettant d'obtenir le meilleur résultat de ROC en fonction de votre document. Pour du texte imprimé en noir et blanc avec des polices de 10 à 12, le mode "Noir et blanc" associé à une résolution de 300 ppi semble convenir. | la => suggestions : ['le']
41 Guillemets typographiques ouvrants. =>    * **il est possible de réaliser directement la ROC sur le document scanné** : Menu "Fichier --> Scanner", puis, dans l'onglet "Options de la page", cocher la case "Effectuer la reconnaissance optique de caractères sur les pages scannées", sélectionner "Tesseract" comme moteur de reconnaissance optique de caractères et sélectionner la langue qui sera utilisée pour le post-traitement de la ROC. Dans l'onglet "Scan Options", il faut chercher les options permettant d'obtenir le meilleur résultat de ROC en fonction de votre document. Pour du texte imprimé en noir et blanc avec des polices de 10 à 12, le mode "Noir et blanc" associé à une résolution de 300 ppi semble convenir. | " => suggestions : ['«\xa0', '“']
41 Guillemets typographiques fermants. =>    * **il est possible de réaliser directement la ROC sur le document scanné** : Menu "Fichier --> Scanner", puis, dans l'onglet "Options de la page", cocher la case "Effectuer la reconnaissance optique de caractères sur les pages scannées", sélectionner "Tesseract" comme moteur de reconnaissance optique de caractères et sélectionner la langue qui sera utilisée pour le post-traitement de la ROC. Dans l'onglet "Scan Options", il faut chercher les options permettant d'obtenir le meilleur résultat de ROC en fonction de votre document. Pour du texte imprimé en noir et blanc avec des polices de 10 à 12, le mode "Noir et blanc" associé à une résolution de 300 ppi semble convenir. | " => suggestions : ['\xa0»', '”']
41 Guillemets typographiques ouvrants. =>    * **il est possible de réaliser directement la ROC sur le document scanné** : Menu "Fichier --> Scanner", puis, dans l'onglet "Options de la page", cocher la case "Effectuer la reconnaissance optique de caractères sur les pages scannées", sélectionner "Tesseract" comme moteur de reconnaissance optique de caractères et sélectionner la langue qui sera utilisée pour le post-traitement de la ROC. Dans l'onglet "Scan Options", il faut chercher les options permettant d'obtenir le meilleur résultat de ROC en fonction de votre document. Pour du texte imprimé en noir et blanc avec des polices de 10 à 12, le mode "Noir et blanc" associé à une résolution de 300 ppi semble convenir. | " => suggestions : ['«\xa0', '“']
41 Guillemets typographiques fermants. =>    * **il est possible de réaliser directement la ROC sur le document scanné** : Menu "Fichier --> Scanner", puis, dans l'onglet "Options de la page", cocher la case "Effectuer la reconnaissance optique de caractères sur les pages scannées", sélectionner "Tesseract" comme moteur de reconnaissance optique de caractères et sélectionner la langue qui sera utilisée pour le post-traitement de la ROC. Dans l'onglet "Scan Options", il faut chercher les options permettant d'obtenir le meilleur résultat de ROC en fonction de votre document. Pour du texte imprimé en noir et blanc avec des polices de 10 à 12, le mode "Noir et blanc" associé à une résolution de 300 ppi semble convenir. | " => suggestions : ['\xa0»', '”']
41 Mot inconnu : ppi =>    * **il est possible de réaliser directement la ROC sur le document scanné** : Menu "Fichier --> Scanner", puis, dans l'onglet "Options de la page", cocher la case "Effectuer la reconnaissance optique de caractères sur les pages scannées", sélectionner "Tesseract" comme moteur de reconnaissance optique de caractères et sélectionner la langue qui sera utilisée pour le post-traitement de la ROC. Dans l'onglet "Scan Options", il faut chercher les options permettant d'obtenir le meilleur résultat de ROC en fonction de votre document. Pour du texte imprimé en noir et blanc avec des polices de 10 à 12, le mode "Noir et blanc" associé à une résolution de 300 ppi semble convenir. | ppi

43 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    * **on peut aussi réaliser de la ROC sur des fichiers déjà enregistrés** au format TIFF (TIF), PNG, JPEG (JPG), ou image PDF... Pour cela : Menu "Fichier --> Importer", sélectionner le fichier et valider. Bien que tesseract ne puisse opérer directement que sur des fichiers au format TIFF (TIF), gscan2pdf permet de réaliser la reconnaissance optique de caractères avec tesseract sur des fichiers  aux formats PNG, JPEG (JPG)... (pour permettre cela, gscan2pdf utilise imagemagick pour convertir temporairement au format TIFF les fichiers ayant d'autres extensions). |     => suggestions : ['']
43 Majuscule en début de phrase, sauf éventuellement lors d’une énumération. =>    * **on peut aussi réaliser de la ROC sur des fichiers déjà enregistrés** au format TIFF (TIF), PNG, JPEG (JPG), ou image PDF... Pour cela : Menu "Fichier --> Importer", sélectionner le fichier et valider. Bien que tesseract ne puisse opérer directement que sur des fichiers au format TIFF (TIF), gscan2pdf permet de réaliser la reconnaissance optique de caractères avec tesseract sur des fichiers  aux formats PNG, JPEG (JPG)... (pour permettre cela, gscan2pdf utilise imagemagick pour convertir temporairement au format TIFF les fichiers ayant d'autres extensions). | on => suggestions : ['On']
43 Accord de genre erroné : « ROC » est masculin. =>    * **on peut aussi réaliser de la ROC sur des fichiers déjà enregistrés** au format TIFF (TIF), PNG, JPEG (JPG), ou image PDF... Pour cela : Menu "Fichier --> Importer", sélectionner le fichier et valider. Bien que tesseract ne puisse opérer directement que sur des fichiers au format TIFF (TIF), gscan2pdf permet de réaliser la reconnaissance optique de caractères avec tesseract sur des fichiers  aux formats PNG, JPEG (JPG)... (pour permettre cela, gscan2pdf utilise imagemagick pour convertir temporairement au format TIFF les fichiers ayant d'autres extensions). | la => suggestions : ['le']
43 Mot inconnu : TIFF =>    * **on peut aussi réaliser de la ROC sur des fichiers déjà enregistrés** au format TIFF (TIF), PNG, JPEG (JPG), ou image PDF... Pour cela : Menu "Fichier --> Importer", sélectionner le fichier et valider. Bien que tesseract ne puisse opérer directement que sur des fichiers au format TIFF (TIF), gscan2pdf permet de réaliser la reconnaissance optique de caractères avec tesseract sur des fichiers  aux formats PNG, JPEG (JPG)... (pour permettre cela, gscan2pdf utilise imagemagick pour convertir temporairement au format TIFF les fichiers ayant d'autres extensions). | tiff
43 Mot inconnu : JPEG =>    * **on peut aussi réaliser de la ROC sur des fichiers déjà enregistrés** au format TIFF (TIF), PNG, JPEG (JPG), ou image PDF... Pour cela : Menu "Fichier --> Importer", sélectionner le fichier et valider. Bien que tesseract ne puisse opérer directement que sur des fichiers au format TIFF (TIF), gscan2pdf permet de réaliser la reconnaissance optique de caractères avec tesseract sur des fichiers  aux formats PNG, JPEG (JPG)... (pour permettre cela, gscan2pdf utilise imagemagick pour convertir temporairement au format TIFF les fichiers ayant d'autres extensions). | jpeg
43 Typographie : points de suspension. Utilisez le caractère dédié. =>    * **on peut aussi réaliser de la ROC sur des fichiers déjà enregistrés** au format TIFF (TIF), PNG, JPEG (JPG), ou image PDF... Pour cela : Menu "Fichier --> Importer", sélectionner le fichier et valider. Bien que tesseract ne puisse opérer directement que sur des fichiers au format TIFF (TIF), gscan2pdf permet de réaliser la reconnaissance optique de caractères avec tesseract sur des fichiers  aux formats PNG, JPEG (JPG)... (pour permettre cela, gscan2pdf utilise imagemagick pour convertir temporairement au format TIFF les fichiers ayant d'autres extensions). | ... => suggestions : ['…']
43 Guillemets typographiques ouvrants. =>    * **on peut aussi réaliser de la ROC sur des fichiers déjà enregistrés** au format TIFF (TIF), PNG, JPEG (JPG), ou image PDF... Pour cela : Menu "Fichier --> Importer", sélectionner le fichier et valider. Bien que tesseract ne puisse opérer directement que sur des fichiers au format TIFF (TIF), gscan2pdf permet de réaliser la reconnaissance optique de caractères avec tesseract sur des fichiers  aux formats PNG, JPEG (JPG)... (pour permettre cela, gscan2pdf utilise imagemagick pour convertir temporairement au format TIFF les fichiers ayant d'autres extensions). | " => suggestions : ['«\xa0', '“']
43 Guillemets typographiques fermants. =>    * **on peut aussi réaliser de la ROC sur des fichiers déjà enregistrés** au format TIFF (TIF), PNG, JPEG (JPG), ou image PDF... Pour cela : Menu "Fichier --> Importer", sélectionner le fichier et valider. Bien que tesseract ne puisse opérer directement que sur des fichiers au format TIFF (TIF), gscan2pdf permet de réaliser la reconnaissance optique de caractères avec tesseract sur des fichiers  aux formats PNG, JPEG (JPG)... (pour permettre cela, gscan2pdf utilise imagemagick pour convertir temporairement au format TIFF les fichiers ayant d'autres extensions). | " => suggestions : ['\xa0»', '”']
43 Mot inconnu : TIFF =>    * **on peut aussi réaliser de la ROC sur des fichiers déjà enregistrés** au format TIFF (TIF), PNG, JPEG (JPG), ou image PDF... Pour cela : Menu "Fichier --> Importer", sélectionner le fichier et valider. Bien que tesseract ne puisse opérer directement que sur des fichiers au format TIFF (TIF), gscan2pdf permet de réaliser la reconnaissance optique de caractères avec tesseract sur des fichiers  aux formats PNG, JPEG (JPG)... (pour permettre cela, gscan2pdf utilise imagemagick pour convertir temporairement au format TIFF les fichiers ayant d'autres extensions). | tiff
43 Mot inconnu : gscan2pdf =>    * **on peut aussi réaliser de la ROC sur des fichiers déjà enregistrés** au format TIFF (TIF), PNG, JPEG (JPG), ou image PDF... Pour cela : Menu "Fichier --> Importer", sélectionner le fichier et valider. Bien que tesseract ne puisse opérer directement que sur des fichiers au format TIFF (TIF), gscan2pdf permet de réaliser la reconnaissance optique de caractères avec tesseract sur des fichiers  aux formats PNG, JPEG (JPG)... (pour permettre cela, gscan2pdf utilise imagemagick pour convertir temporairement au format TIFF les fichiers ayant d'autres extensions). | gscan2pdf
43 Espace(s) surnuméraire(s) à supprimer. =>    * **on peut aussi réaliser de la ROC sur des fichiers déjà enregistrés** au format TIFF (TIF), PNG, JPEG (JPG), ou image PDF... Pour cela : Menu "Fichier --> Importer", sélectionner le fichier et valider. Bien que tesseract ne puisse opérer directement que sur des fichiers au format TIFF (TIF), gscan2pdf permet de réaliser la reconnaissance optique de caractères avec tesseract sur des fichiers  aux formats PNG, JPEG (JPG)... (pour permettre cela, gscan2pdf utilise imagemagick pour convertir temporairement au format TIFF les fichiers ayant d'autres extensions). |    => suggestions : [' ']
43 Mot inconnu : JPEG =>    * **on peut aussi réaliser de la ROC sur des fichiers déjà enregistrés** au format TIFF (TIF), PNG, JPEG (JPG), ou image PDF... Pour cela : Menu "Fichier --> Importer", sélectionner le fichier et valider. Bien que tesseract ne puisse opérer directement que sur des fichiers au format TIFF (TIF), gscan2pdf permet de réaliser la reconnaissance optique de caractères avec tesseract sur des fichiers  aux formats PNG, JPEG (JPG)... (pour permettre cela, gscan2pdf utilise imagemagick pour convertir temporairement au format TIFF les fichiers ayant d'autres extensions). | jpeg
43 Typographie : points de suspension. Utilisez le caractère dédié. =>    * **on peut aussi réaliser de la ROC sur des fichiers déjà enregistrés** au format TIFF (TIF), PNG, JPEG (JPG), ou image PDF... Pour cela : Menu "Fichier --> Importer", sélectionner le fichier et valider. Bien que tesseract ne puisse opérer directement que sur des fichiers au format TIFF (TIF), gscan2pdf permet de réaliser la reconnaissance optique de caractères avec tesseract sur des fichiers  aux formats PNG, JPEG (JPG)... (pour permettre cela, gscan2pdf utilise imagemagick pour convertir temporairement au format TIFF les fichiers ayant d'autres extensions). | ... => suggestions : ['…']
43 Mot inconnu : gscan2pdf =>    * **on peut aussi réaliser de la ROC sur des fichiers déjà enregistrés** au format TIFF (TIF), PNG, JPEG (JPG), ou image PDF... Pour cela : Menu "Fichier --> Importer", sélectionner le fichier et valider. Bien que tesseract ne puisse opérer directement que sur des fichiers au format TIFF (TIF), gscan2pdf permet de réaliser la reconnaissance optique de caractères avec tesseract sur des fichiers  aux formats PNG, JPEG (JPG)... (pour permettre cela, gscan2pdf utilise imagemagick pour convertir temporairement au format TIFF les fichiers ayant d'autres extensions). | gscan2pdf
43 Mot inconnu : imagemagick =>    * **on peut aussi réaliser de la ROC sur des fichiers déjà enregistrés** au format TIFF (TIF), PNG, JPEG (JPG), ou image PDF... Pour cela : Menu "Fichier --> Importer", sélectionner le fichier et valider. Bien que tesseract ne puisse opérer directement que sur des fichiers au format TIFF (TIF), gscan2pdf permet de réaliser la reconnaissance optique de caractères avec tesseract sur des fichiers  aux formats PNG, JPEG (JPG)... (pour permettre cela, gscan2pdf utilise imagemagick pour convertir temporairement au format TIFF les fichiers ayant d'autres extensions). | imagemagick
43 Mot inconnu : TIFF =>    * **on peut aussi réaliser de la ROC sur des fichiers déjà enregistrés** au format TIFF (TIF), PNG, JPEG (JPG), ou image PDF... Pour cela : Menu "Fichier --> Importer", sélectionner le fichier et valider. Bien que tesseract ne puisse opérer directement que sur des fichiers au format TIFF (TIF), gscan2pdf permet de réaliser la reconnaissance optique de caractères avec tesseract sur des fichiers  aux formats PNG, JPEG (JPG)... (pour permettre cela, gscan2pdf utilise imagemagick pour convertir temporairement au format TIFF les fichiers ayant d'autres extensions). | tiff

45 Accord de genre erroné : « ROC » est masculin. => <note>Le choix de la langue est très important pour obtenir une ROC de meilleure qualité. Veillez à sélectionner la langue correspondant à votre texte. Les noms des langues sont explicites dans la liste déroulante, sauf une : si vous avez installé tesseract-ocr-deu-f (vieil allemand), il apparait dans la liste seulement par la lettre "**f**"... à ne pas confondre avec "**français**", sinon  vous aurez des surprises ;-)</note> | une => suggestions : ['un']
45 Mot inconnu : tesseract-ocr-deu-f => <note>Le choix de la langue est très important pour obtenir une ROC de meilleure qualité. Veillez à sélectionner la langue correspondant à votre texte. Les noms des langues sont explicites dans la liste déroulante, sauf une : si vous avez installé tesseract-ocr-deu-f (vieil allemand), il apparait dans la liste seulement par la lettre "**f**"... à ne pas confondre avec "**français**", sinon  vous aurez des surprises ;-)</note> | tesseract-ocr-deu-f
45 Typographie : points de suspension. Utilisez le caractère dédié. => <note>Le choix de la langue est très important pour obtenir une ROC de meilleure qualité. Veillez à sélectionner la langue correspondant à votre texte. Les noms des langues sont explicites dans la liste déroulante, sauf une : si vous avez installé tesseract-ocr-deu-f (vieil allemand), il apparait dans la liste seulement par la lettre "**f**"... à ne pas confondre avec "**français**", sinon  vous aurez des surprises ;-)</note> | ... => suggestions : ['…']
45 Espace(s) surnuméraire(s) à supprimer. => <note>Le choix de la langue est très important pour obtenir une ROC de meilleure qualité. Veillez à sélectionner la langue correspondant à votre texte. Les noms des langues sont explicites dans la liste déroulante, sauf une : si vous avez installé tesseract-ocr-deu-f (vieil allemand), il apparait dans la liste seulement par la lettre "**f**"... à ne pas confondre avec "**français**", sinon  vous aurez des surprises ;-)</note> |    => suggestions : [' ']

47 Accord de genre erroné : « ROC » est masculin. => **Le résultat de la ROC apparait dans l'onglet 'OCR Output' de la fenêtre gscan2pdf.** Si rien n'apparait dans cette zone, ou seulement quelques caractères sans rapport avec le texte à reconnaître, c'est que la ROC n'a pas fonctionné. Cela peut provenir d'une résolution trop faible du document d'origine ou d'une trop mauvaise qualité de ce document. Selon le mode d'installation de tesseract que vous avez utilisé, certains formats de fichier ne seront pas ou mal reconnus si vous n'utilisez pas au préalable la fonction "unpaper" (outil --> nettoyer (clean up)) de gscan2pdf. | la => suggestions : ['le']
47 Guillemets typographiques ouvrants. => **Le résultat de la ROC apparait dans l'onglet 'OCR Output' de la fenêtre gscan2pdf.** Si rien n'apparait dans cette zone, ou seulement quelques caractères sans rapport avec le texte à reconnaître, c'est que la ROC n'a pas fonctionné. Cela peut provenir d'une résolution trop faible du document d'origine ou d'une trop mauvaise qualité de ce document. Selon le mode d'installation de tesseract que vous avez utilisé, certains formats de fichier ne seront pas ou mal reconnus si vous n'utilisez pas au préalable la fonction "unpaper" (outil --> nettoyer (clean up)) de gscan2pdf. | ' => suggestions : ['“', '‘', '‹']
47 Mot inconnu : OCR => **Le résultat de la ROC apparait dans l'onglet 'OCR Output' de la fenêtre gscan2pdf.** Si rien n'apparait dans cette zone, ou seulement quelques caractères sans rapport avec le texte à reconnaître, c'est que la ROC n'a pas fonctionné. Cela peut provenir d'une résolution trop faible du document d'origine ou d'une trop mauvaise qualité de ce document. Selon le mode d'installation de tesseract que vous avez utilisé, certains formats de fichier ne seront pas ou mal reconnus si vous n'utilisez pas au préalable la fonction "unpaper" (outil --> nettoyer (clean up)) de gscan2pdf. | ocr
47 Guillemets typographiques fermants. => **Le résultat de la ROC apparait dans l'onglet 'OCR Output' de la fenêtre gscan2pdf.** Si rien n'apparait dans cette zone, ou seulement quelques caractères sans rapport avec le texte à reconnaître, c'est que la ROC n'a pas fonctionné. Cela peut provenir d'une résolution trop faible du document d'origine ou d'une trop mauvaise qualité de ce document. Selon le mode d'installation de tesseract que vous avez utilisé, certains formats de fichier ne seront pas ou mal reconnus si vous n'utilisez pas au préalable la fonction "unpaper" (outil --> nettoyer (clean up)) de gscan2pdf. | ' => suggestions : ['”', '’', '›']
