
5 Mot inconnu : SparkleShare => ====== SparkleShare ====== | sparkleshare
46 Erreur d’accord probable avec « les deux ». => <note tip>Github et Gitorious sont tout les deux des solutions d'hébergement de projets qui fournissent un espace gratuit pour les projets libres ou open source. L'équipe de SparkleShare recommande d'utiliser un de ces services si l'on souhaite travailler sur un projet de ce type ou si l'on souhaite tester SparkleShare avant avant de mettre en place son propre serveur. Attention, avec les comptes gratuits de ces services tout ce qui est hébergé est public sur le site web, faites attention à ce qui vous y mettez.</note> | tout => suggestions : ['tous']
46 Mot inconnu : SparkleShare => <note tip>Github et Gitorious sont tout les deux des solutions d'hébergement de projets qui fournissent un espace gratuit pour les projets libres ou open source. L'équipe de SparkleShare recommande d'utiliser un de ces services si l'on souhaite travailler sur un projet de ce type ou si l'on souhaite tester SparkleShare avant avant de mettre en place son propre serveur. Attention, avec les comptes gratuits de ces services tout ce qui est hébergé est public sur le site web, faites attention à ce qui vous y mettez.</note> | sparkleshare
46 Mot inconnu : SparkleShare => <note tip>Github et Gitorious sont tout les deux des solutions d'hébergement de projets qui fournissent un espace gratuit pour les projets libres ou open source. L'équipe de SparkleShare recommande d'utiliser un de ces services si l'on souhaite travailler sur un projet de ce type ou si l'on souhaite tester SparkleShare avant avant de mettre en place son propre serveur. Attention, avec les comptes gratuits de ces services tout ce qui est hébergé est public sur le site web, faites attention à ce qui vous y mettez.</note> | sparkleshare
46 Doublon. => <note tip>Github et Gitorious sont tout les deux des solutions d'hébergement de projets qui fournissent un espace gratuit pour les projets libres ou open source. L'équipe de SparkleShare recommande d'utiliser un de ces services si l'on souhaite travailler sur un projet de ce type ou si l'on souhaite tester SparkleShare avant avant de mettre en place son propre serveur. Attention, avec les comptes gratuits de ces services tout ce qui est hébergé est public sur le site web, faites attention à ce qui vous y mettez.</note> | avant avant => suggestions : ['avant']

49 Mot inconnu : SparkleShare => ==== Utiliser SparkleShare avec Gitorious ==== | sparkleshare
49 Mot inconnu : Gitorious => ==== Utiliser SparkleShare avec Gitorious ==== | gitorious

51 Mot inconnu : Gitorious => === Créer un compte Gitorious === | gitorious

54 Guillemets typographiques ouvrants. => Depuis le "Dashboard", cliquez sur "Create a new project". Remplissez les champs requis. Après ça, Gitorious vous demandera de créer un dépôt. Par la suite on se référera au nom de ce dépôt comme le Nom du Dossier à synchroniser. | " => suggestions : ['«\xa0', '“']
54 Mot inconnu : Dashboard => Depuis le "Dashboard", cliquez sur "Create a new project". Remplissez les champs requis. Après ça, Gitorious vous demandera de créer un dépôt. Par la suite on se référera au nom de ce dépôt comme le Nom du Dossier à synchroniser. | dashboard
54 Guillemets typographiques fermants. => Depuis le "Dashboard", cliquez sur "Create a new project". Remplissez les champs requis. Après ça, Gitorious vous demandera de créer un dépôt. Par la suite on se référera au nom de ce dépôt comme le Nom du Dossier à synchroniser. | " => suggestions : ['\xa0»', '”']
54 Guillemets typographiques ouvrants. => Depuis le "Dashboard", cliquez sur "Create a new project". Remplissez les champs requis. Après ça, Gitorious vous demandera de créer un dépôt. Par la suite on se référera au nom de ce dépôt comme le Nom du Dossier à synchroniser. | " => suggestions : ['«\xa0', '“']
54 Mot inconnu : Create => Depuis le "Dashboard", cliquez sur "Create a new project". Remplissez les champs requis. Après ça, Gitorious vous demandera de créer un dépôt. Par la suite on se référera au nom de ce dépôt comme le Nom du Dossier à synchroniser. | create
54 Mot inconnu : project => Depuis le "Dashboard", cliquez sur "Create a new project". Remplissez les champs requis. Après ça, Gitorious vous demandera de créer un dépôt. Par la suite on se référera au nom de ce dépôt comme le Nom du Dossier à synchroniser. | project
54 Guillemets typographiques fermants. => Depuis le "Dashboard", cliquez sur "Create a new project". Remplissez les champs requis. Après ça, Gitorious vous demandera de créer un dépôt. Par la suite on se référera au nom de ce dépôt comme le Nom du Dossier à synchroniser. | " => suggestions : ['\xa0»', '”']
54 Mot inconnu : Gitorious => Depuis le "Dashboard", cliquez sur "Create a new project". Remplissez les champs requis. Après ça, Gitorious vous demandera de créer un dépôt. Par la suite on se référera au nom de ce dépôt comme le Nom du Dossier à synchroniser. | gitorious

56 Mot inconnu : Gitorious => Maintenant il va falloir téléverser votre clé d'authentification pour que Gitorious puisse reconnaître votre ordinateur. SparkleShare en a déjà créé une si vous avez bien rempli toutes les informations dans la première fenêtre de démarrage: nom et adresse courriel. Vous pouvez la trouver dans le dossier de configuration de SparkleShare: ~/.config/sparkleshare , elle est de la forme sparkleshare.<votre courriel>.key.pub . Copiez le contenu de ce fichier. | gitorious
56 Mot inconnu : SparkleShare => Maintenant il va falloir téléverser votre clé d'authentification pour que Gitorious puisse reconnaître votre ordinateur. SparkleShare en a déjà créé une si vous avez bien rempli toutes les informations dans la première fenêtre de démarrage: nom et adresse courriel. Vous pouvez la trouver dans le dossier de configuration de SparkleShare: ~/.config/sparkleshare , elle est de la forme sparkleshare.<votre courriel>.key.pub . Copiez le contenu de ce fichier. | sparkleshare
56 Mot inconnu : SparkleShare => Maintenant il va falloir téléverser votre clé d'authentification pour que Gitorious puisse reconnaître votre ordinateur. SparkleShare en a déjà créé une si vous avez bien rempli toutes les informations dans la première fenêtre de démarrage: nom et adresse courriel. Vous pouvez la trouver dans le dossier de configuration de SparkleShare: ~/.config/sparkleshare , elle est de la forme sparkleshare.<votre courriel>.key.pub . Copiez le contenu de ce fichier. | sparkleshare
56 Mot inconnu : sparkleshare => Maintenant il va falloir téléverser votre clé d'authentification pour que Gitorious puisse reconnaître votre ordinateur. SparkleShare en a déjà créé une si vous avez bien rempli toutes les informations dans la première fenêtre de démarrage: nom et adresse courriel. Vous pouvez la trouver dans le dossier de configuration de SparkleShare: ~/.config/sparkleshare , elle est de la forme sparkleshare.<votre courriel>.key.pub . Copiez le contenu de ce fichier. | sparkleshare
56 Pas d’espace avant une virgule. => Maintenant il va falloir téléverser votre clé d'authentification pour que Gitorious puisse reconnaître votre ordinateur. SparkleShare en a déjà créé une si vous avez bien rempli toutes les informations dans la première fenêtre de démarrage: nom et adresse courriel. Vous pouvez la trouver dans le dossier de configuration de SparkleShare: ~/.config/sparkleshare , elle est de la forme sparkleshare.<votre courriel>.key.pub . Copiez le contenu de ce fichier. |  , => suggestions : [',']
56 Mot inconnu : sparkleshare => Maintenant il va falloir téléverser votre clé d'authentification pour que Gitorious puisse reconnaître votre ordinateur. SparkleShare en a déjà créé une si vous avez bien rempli toutes les informations dans la première fenêtre de démarrage: nom et adresse courriel. Vous pouvez la trouver dans le dossier de configuration de SparkleShare: ~/.config/sparkleshare , elle est de la forme sparkleshare.<votre courriel>.key.pub . Copiez le contenu de ce fichier. | sparkleshare
56 Mot inconnu : key => Maintenant il va falloir téléverser votre clé d'authentification pour que Gitorious puisse reconnaître votre ordinateur. SparkleShare en a déjà créé une si vous avez bien rempli toutes les informations dans la première fenêtre de démarrage: nom et adresse courriel. Vous pouvez la trouver dans le dossier de configuration de SparkleShare: ~/.config/sparkleshare , elle est de la forme sparkleshare.<votre courriel>.key.pub . Copiez le contenu de ce fichier. | key
56 Pas d’espace avant un point. => Maintenant il va falloir téléverser votre clé d'authentification pour que Gitorious puisse reconnaître votre ordinateur. SparkleShare en a déjà créé une si vous avez bien rempli toutes les informations dans la première fenêtre de démarrage: nom et adresse courriel. Vous pouvez la trouver dans le dossier de configuration de SparkleShare: ~/.config/sparkleshare , elle est de la forme sparkleshare.<votre courriel>.key.pub . Copiez le contenu de ce fichier. |  . => suggestions : ['.']

58 Guillemets typographiques ouvrants. => Retournez au "Dashboard" de Gitorious, cliquez sur "Manage SSH Keys", puis "Add SSH Key", collez le contenu du fichier dans la zone de texte et sauvegardez, via le bouton "Save". | " => suggestions : ['«\xa0', '“']
58 Mot inconnu : Dashboard => Retournez au "Dashboard" de Gitorious, cliquez sur "Manage SSH Keys", puis "Add SSH Key", collez le contenu du fichier dans la zone de texte et sauvegardez, via le bouton "Save". | dashboard
58 Guillemets typographiques fermants. => Retournez au "Dashboard" de Gitorious, cliquez sur "Manage SSH Keys", puis "Add SSH Key", collez le contenu du fichier dans la zone de texte et sauvegardez, via le bouton "Save". | " => suggestions : ['\xa0»', '”']
58 Mot inconnu : Gitorious => Retournez au "Dashboard" de Gitorious, cliquez sur "Manage SSH Keys", puis "Add SSH Key", collez le contenu du fichier dans la zone de texte et sauvegardez, via le bouton "Save". | gitorious
58 Guillemets typographiques ouvrants. => Retournez au "Dashboard" de Gitorious, cliquez sur "Manage SSH Keys", puis "Add SSH Key", collez le contenu du fichier dans la zone de texte et sauvegardez, via le bouton "Save". | " => suggestions : ['«\xa0', '“']
58 Mot inconnu : SSH => Retournez au "Dashboard" de Gitorious, cliquez sur "Manage SSH Keys", puis "Add SSH Key", collez le contenu du fichier dans la zone de texte et sauvegardez, via le bouton "Save". | ssh
58 Mot inconnu : Keys => Retournez au "Dashboard" de Gitorious, cliquez sur "Manage SSH Keys", puis "Add SSH Key", collez le contenu du fichier dans la zone de texte et sauvegardez, via le bouton "Save". | keys
58 Guillemets typographiques fermants. => Retournez au "Dashboard" de Gitorious, cliquez sur "Manage SSH Keys", puis "Add SSH Key", collez le contenu du fichier dans la zone de texte et sauvegardez, via le bouton "Save". | " => suggestions : ['\xa0»', '”']
58 Guillemets typographiques ouvrants. => Retournez au "Dashboard" de Gitorious, cliquez sur "Manage SSH Keys", puis "Add SSH Key", collez le contenu du fichier dans la zone de texte et sauvegardez, via le bouton "Save". | " => suggestions : ['«\xa0', '“']
58 Mot inconnu : Add => Retournez au "Dashboard" de Gitorious, cliquez sur "Manage SSH Keys", puis "Add SSH Key", collez le contenu du fichier dans la zone de texte et sauvegardez, via le bouton "Save". | add
58 Mot inconnu : SSH => Retournez au "Dashboard" de Gitorious, cliquez sur "Manage SSH Keys", puis "Add SSH Key", collez le contenu du fichier dans la zone de texte et sauvegardez, via le bouton "Save". | ssh
58 Mot inconnu : Key => Retournez au "Dashboard" de Gitorious, cliquez sur "Manage SSH Keys", puis "Add SSH Key", collez le contenu du fichier dans la zone de texte et sauvegardez, via le bouton "Save". | key
58 Guillemets typographiques fermants. => Retournez au "Dashboard" de Gitorious, cliquez sur "Manage SSH Keys", puis "Add SSH Key", collez le contenu du fichier dans la zone de texte et sauvegardez, via le bouton "Save". | " => suggestions : ['\xa0»', '”']
58 Guillemets typographiques ouvrants. => Retournez au "Dashboard" de Gitorious, cliquez sur "Manage SSH Keys", puis "Add SSH Key", collez le contenu du fichier dans la zone de texte et sauvegardez, via le bouton "Save". | " => suggestions : ['«\xa0', '“']
58 Mot inconnu : Save => Retournez au "Dashboard" de Gitorious, cliquez sur "Manage SSH Keys", puis "Add SSH Key", collez le contenu du fichier dans la zone de texte et sauvegardez, via le bouton "Save". | save
58 Guillemets typographiques fermants. => Retournez au "Dashboard" de Gitorious, cliquez sur "Manage SSH Keys", puis "Add SSH Key", collez le contenu du fichier dans la zone de texte et sauvegardez, via le bouton "Save". | " => suggestions : ['\xa0»', '”']

63 Mot inconnu : SparkleShare => Maintenant nous pouvons dire à SparkleShare de synchroniser ce dossier. Cliquez sur l'icône de SparkleShare dans la zone de notification puis sur "Ajouter un dossier distant...". Sélectionnez Gitorious comme serveur et entrez les noms du projet et du dossier dans l'entrée en bas à droite de la fenêtre. | sparkleshare
63 Mot inconnu : SparkleShare => Maintenant nous pouvons dire à SparkleShare de synchroniser ce dossier. Cliquez sur l'icône de SparkleShare dans la zone de notification puis sur "Ajouter un dossier distant...". Sélectionnez Gitorious comme serveur et entrez les noms du projet et du dossier dans l'entrée en bas à droite de la fenêtre. | sparkleshare
63 Guillemets typographiques ouvrants. => Maintenant nous pouvons dire à SparkleShare de synchroniser ce dossier. Cliquez sur l'icône de SparkleShare dans la zone de notification puis sur "Ajouter un dossier distant...". Sélectionnez Gitorious comme serveur et entrez les noms du projet et du dossier dans l'entrée en bas à droite de la fenêtre. | " => suggestions : ['«\xa0', '“']
63 Typographie : points de suspension. Utilisez le caractère dédié. => Maintenant nous pouvons dire à SparkleShare de synchroniser ce dossier. Cliquez sur l'icône de SparkleShare dans la zone de notification puis sur "Ajouter un dossier distant...". Sélectionnez Gitorious comme serveur et entrez les noms du projet et du dossier dans l'entrée en bas à droite de la fenêtre. | ... => suggestions : ['…']
63 Guillemets typographiques fermants. => Maintenant nous pouvons dire à SparkleShare de synchroniser ce dossier. Cliquez sur l'icône de SparkleShare dans la zone de notification puis sur "Ajouter un dossier distant...". Sélectionnez Gitorious comme serveur et entrez les noms du projet et du dossier dans l'entrée en bas à droite de la fenêtre. | " => suggestions : ['\xa0»', '”']
63 Mot inconnu : Gitorious => Maintenant nous pouvons dire à SparkleShare de synchroniser ce dossier. Cliquez sur l'icône de SparkleShare dans la zone de notification puis sur "Ajouter un dossier distant...". Sélectionnez Gitorious comme serveur et entrez les noms du projet et du dossier dans l'entrée en bas à droite de la fenêtre. | gitorious

65 Guillemets typographiques ouvrants. => Maintenant cliquez sur "Synchronisez" ! | " => suggestions : ['«\xa0', '“']
65 Guillemets typographiques fermants. => Maintenant cliquez sur "Synchronisez" ! | " => suggestions : ['\xa0»', '”']

67 Mot inconnu : Gitorious => === Ajouter des collaborateurs dans Gitorious === | gitorious

69 Mot inconnu : Gitorious => Vos collaborateurs doivent créer un compte et ajouter leur clé d'authentification comme décrit plus haut, mais peuvent passer l'étape de création de projet. Après cette étape vous pouvez facilement ajouter les personnes depuis l'interface web de Gitorious. | gitorious

71 Mot inconnu : Gitorious => Dans Gitorious, aller à "Teams" et cliquez sur "Create a new team". Cela devrait être simple. Vous êtes face à la page de gestion de l'équipe (team). Là vous pouvez ajouter des membres. Cliquez sur "Add new member" pour rechercher vos collaborateurs par leur nom et ajoutez le collaborateur désiré à l'équipe. | gitorious
71 Guillemets typographiques ouvrants. => Dans Gitorious, aller à "Teams" et cliquez sur "Create a new team". Cela devrait être simple. Vous êtes face à la page de gestion de l'équipe (team). Là vous pouvez ajouter des membres. Cliquez sur "Add new member" pour rechercher vos collaborateurs par leur nom et ajoutez le collaborateur désiré à l'équipe. | " => suggestions : ['«\xa0', '“']
71 Mot inconnu : Teams => Dans Gitorious, aller à "Teams" et cliquez sur "Create a new team". Cela devrait être simple. Vous êtes face à la page de gestion de l'équipe (team). Là vous pouvez ajouter des membres. Cliquez sur "Add new member" pour rechercher vos collaborateurs par leur nom et ajoutez le collaborateur désiré à l'équipe. | teams
71 Guillemets typographiques fermants. => Dans Gitorious, aller à "Teams" et cliquez sur "Create a new team". Cela devrait être simple. Vous êtes face à la page de gestion de l'équipe (team). Là vous pouvez ajouter des membres. Cliquez sur "Add new member" pour rechercher vos collaborateurs par leur nom et ajoutez le collaborateur désiré à l'équipe. | " => suggestions : ['\xa0»', '”']
71 Guillemets typographiques ouvrants. => Dans Gitorious, aller à "Teams" et cliquez sur "Create a new team". Cela devrait être simple. Vous êtes face à la page de gestion de l'équipe (team). Là vous pouvez ajouter des membres. Cliquez sur "Add new member" pour rechercher vos collaborateurs par leur nom et ajoutez le collaborateur désiré à l'équipe. | " => suggestions : ['«\xa0', '“']
71 Mot inconnu : Create => Dans Gitorious, aller à "Teams" et cliquez sur "Create a new team". Cela devrait être simple. Vous êtes face à la page de gestion de l'équipe (team). Là vous pouvez ajouter des membres. Cliquez sur "Add new member" pour rechercher vos collaborateurs par leur nom et ajoutez le collaborateur désiré à l'équipe. | create
71 Mot inconnu : team => Dans Gitorious, aller à "Teams" et cliquez sur "Create a new team". Cela devrait être simple. Vous êtes face à la page de gestion de l'équipe (team). Là vous pouvez ajouter des membres. Cliquez sur "Add new member" pour rechercher vos collaborateurs par leur nom et ajoutez le collaborateur désiré à l'équipe. | team
71 Guillemets typographiques fermants. => Dans Gitorious, aller à "Teams" et cliquez sur "Create a new team". Cela devrait être simple. Vous êtes face à la page de gestion de l'équipe (team). Là vous pouvez ajouter des membres. Cliquez sur "Add new member" pour rechercher vos collaborateurs par leur nom et ajoutez le collaborateur désiré à l'équipe. | " => suggestions : ['\xa0»', '”']
71 Mot inconnu : team => Dans Gitorious, aller à "Teams" et cliquez sur "Create a new team". Cela devrait être simple. Vous êtes face à la page de gestion de l'équipe (team). Là vous pouvez ajouter des membres. Cliquez sur "Add new member" pour rechercher vos collaborateurs par leur nom et ajoutez le collaborateur désiré à l'équipe. | team
71 Guillemets typographiques ouvrants. => Dans Gitorious, aller à "Teams" et cliquez sur "Create a new team". Cela devrait être simple. Vous êtes face à la page de gestion de l'équipe (team). Là vous pouvez ajouter des membres. Cliquez sur "Add new member" pour rechercher vos collaborateurs par leur nom et ajoutez le collaborateur désiré à l'équipe. | " => suggestions : ['«\xa0', '“']
71 Mot inconnu : Add => Dans Gitorious, aller à "Teams" et cliquez sur "Create a new team". Cela devrait être simple. Vous êtes face à la page de gestion de l'équipe (team). Là vous pouvez ajouter des membres. Cliquez sur "Add new member" pour rechercher vos collaborateurs par leur nom et ajoutez le collaborateur désiré à l'équipe. | add
71 Mot inconnu : member => Dans Gitorious, aller à "Teams" et cliquez sur "Create a new team". Cela devrait être simple. Vous êtes face à la page de gestion de l'équipe (team). Là vous pouvez ajouter des membres. Cliquez sur "Add new member" pour rechercher vos collaborateurs par leur nom et ajoutez le collaborateur désiré à l'équipe. | member
71 Guillemets typographiques fermants. => Dans Gitorious, aller à "Teams" et cliquez sur "Create a new team". Cela devrait être simple. Vous êtes face à la page de gestion de l'équipe (team). Là vous pouvez ajouter des membres. Cliquez sur "Add new member" pour rechercher vos collaborateurs par leur nom et ajoutez le collaborateur désiré à l'équipe. | " => suggestions : ['\xa0»', '”']

77 Guillemets typographiques ouvrants. => <note important>Il faudrait compléter en ajoutant une partie "utilisation de SparkleShare avec Github", et une autre "Partage de fichier".</note> | " => suggestions : ['«\xa0', '“']
77 Mot inconnu : SparkleShare => <note important>Il faudrait compléter en ajoutant une partie "utilisation de SparkleShare avec Github", et une autre "Partage de fichier".</note> | sparkleshare
77 Mot inconnu : Github => <note important>Il faudrait compléter en ajoutant une partie "utilisation de SparkleShare avec Github", et une autre "Partage de fichier".</note> | github
77 Guillemets typographiques fermants. => <note important>Il faudrait compléter en ajoutant une partie "utilisation de SparkleShare avec Github", et une autre "Partage de fichier".</note> | " => suggestions : ['\xa0»', '”']
77 Guillemets typographiques ouvrants. => <note important>Il faudrait compléter en ajoutant une partie "utilisation de SparkleShare avec Github", et une autre "Partage de fichier".</note> | " => suggestions : ['«\xa0', '“']
77 Guillemets typographiques fermants. => <note important>Il faudrait compléter en ajoutant une partie "utilisation de SparkleShare avec Github", et une autre "Partage de fichier".</note> | " => suggestions : ['\xa0»', '”']

81 Mot inconnu : SparkleShare => La réponse dépend de la taille du disque dur de votre ordinateur. SparkleShare lui même ne met pas de limite à l'espace disque, la taille des fichiers, ou le nombre de fichiers stockés. Les services comme Github ou Gitorious peuvent en mettre, mais en utilisant leur propre serveur la seule limite est la taille des disques durs du serveur et des clients. | sparkleshare
81 Il manque un trait d’union si “même” se rapporte à “lui”. => La réponse dépend de la taille du disque dur de votre ordinateur. SparkleShare lui même ne met pas de limite à l'espace disque, la taille des fichiers, ou le nombre de fichiers stockés. Les services comme Github ou Gitorious peuvent en mettre, mais en utilisant leur propre serveur la seule limite est la taille des disques durs du serveur et des clients. | lui même => suggestions : ['lui-même']
81 Mot inconnu : Github => La réponse dépend de la taille du disque dur de votre ordinateur. SparkleShare lui même ne met pas de limite à l'espace disque, la taille des fichiers, ou le nombre de fichiers stockés. Les services comme Github ou Gitorious peuvent en mettre, mais en utilisant leur propre serveur la seule limite est la taille des disques durs du serveur et des clients. | github
81 Mot inconnu : Gitorious => La réponse dépend de la taille du disque dur de votre ordinateur. SparkleShare lui même ne met pas de limite à l'espace disque, la taille des fichiers, ou le nombre de fichiers stockés. Les services comme Github ou Gitorious peuvent en mettre, mais en utilisant leur propre serveur la seule limite est la taille des disques durs du serveur et des clients. | gitorious

83 Mot inconnu : SparkleShare => Pour connaître l'espace utilisé par SparkleShare sur votre ordinateur il faut cliquer sur l'icône de SparkleShare dans la zone de notification. | sparkleshare
83 Mot inconnu : SparkleShare => Pour connaître l'espace utilisé par SparkleShare sur votre ordinateur il faut cliquer sur l'icône de SparkleShare dans la zone de notification. | sparkleshare

87 Mot inconnu : SparkleShare => SparkleShare ne pose aucune limite au nombre de personnes qui peuvent travailler sur le même projet. | sparkleshare

89 Conjugaison erronée. Accord avec “on”. Le verbe devrait être à la 3ᵉ personne du singulier. => ==== Peut on travailler sur plusieurs projets en même temps? ==== | travailler => suggestions : ['travailla', 'travaillait', 'travaille']

91 Mot inconnu : SparkleShare => SparkleShare ne limite pas le nombre de projets sur lesquels pour pouvez travailler en même temps. | sparkleshare
91 Ceci est un verbe à la 2ᵉ personne du pluriel. Sujet (“vous” ou équivalent) introuvable. => SparkleShare ne limite pas le nombre de projets sur lesquels pour pouvez travailler en même temps. | pouvez => suggestions : ['peuvent']

99 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **(en)** [[http://sparkleshare.org]] |    => suggestions : ['']

100 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **(fr)** Discussion "[[https://forum.ubuntu-fr.org/viewtopic.php?id=448809|SparkleShare, alternative libre a Dropbox]]" sur le forum ubuntu-fr |    => suggestions : ['']
100 Mot inconnu : SparkleShare =>   * **(fr)** Discussion "[[https://forum.ubuntu-fr.org/viewtopic.php?id=448809|SparkleShare, alternative libre a Dropbox]]" sur le forum ubuntu-fr | sparkleshare
100 Mot inconnu : Dropbox =>   * **(fr)** Discussion "[[https://forum.ubuntu-fr.org/viewtopic.php?id=448809|SparkleShare, alternative libre a Dropbox]]" sur le forum ubuntu-fr | dropbox
100 Mot inconnu : ubuntu-fr =>   * **(fr)** Discussion "[[https://forum.ubuntu-fr.org/viewtopic.php?id=448809|SparkleShare, alternative libre a Dropbox]]" sur le forum ubuntu-fr | ubuntu-fr
