
3 Mot inconnu : Eclipsetrader => ====== Eclipsetrader ====== | eclipsetrader
46 S’il s’agit de la préposition « à », il faut accentuer la majuscule. => Ensuite ajoutez la valeur à votre liste de favoris: File/New/Security. Entrez le code, nom et la devise de l'action ou de l'indice que vous voulez suivre. A l'étape suivante, entrez de nouveau le code et choisissez Yahoo!Finance comme fournisseur de données. Passez la troisième étape sans rien écrire. A la quatrième étape faites la même chose qu'à la deuxième. Paramétrez selon vos goûts la dernière et faites "finish". | a => suggestions : ['À']
46 Mot inconnu : Yahoo => Ensuite ajoutez la valeur à votre liste de favoris: File/New/Security. Entrez le code, nom et la devise de l'action ou de l'indice que vous voulez suivre. A l'étape suivante, entrez de nouveau le code et choisissez Yahoo!Finance comme fournisseur de données. Passez la troisième étape sans rien écrire. A la quatrième étape faites la même chose qu'à la deuxième. Paramétrez selon vos goûts la dernière et faites "finish". | yahoo
46 Il manque un espace. => Ensuite ajoutez la valeur à votre liste de favoris: File/New/Security. Entrez le code, nom et la devise de l'action ou de l'indice que vous voulez suivre. A l'étape suivante, entrez de nouveau le code et choisissez Yahoo!Finance comme fournisseur de données. Passez la troisième étape sans rien écrire. A la quatrième étape faites la même chose qu'à la deuxième. Paramétrez selon vos goûts la dernière et faites "finish". | finance => suggestions : [' Finance']
46 S’il s’agit de la préposition « à », il faut accentuer la majuscule. => Ensuite ajoutez la valeur à votre liste de favoris: File/New/Security. Entrez le code, nom et la devise de l'action ou de l'indice que vous voulez suivre. A l'étape suivante, entrez de nouveau le code et choisissez Yahoo!Finance comme fournisseur de données. Passez la troisième étape sans rien écrire. A la quatrième étape faites la même chose qu'à la deuxième. Paramétrez selon vos goûts la dernière et faites "finish". | a => suggestions : ['À']
46 Guillemets typographiques ouvrants. => Ensuite ajoutez la valeur à votre liste de favoris: File/New/Security. Entrez le code, nom et la devise de l'action ou de l'indice que vous voulez suivre. A l'étape suivante, entrez de nouveau le code et choisissez Yahoo!Finance comme fournisseur de données. Passez la troisième étape sans rien écrire. A la quatrième étape faites la même chose qu'à la deuxième. Paramétrez selon vos goûts la dernière et faites "finish". | " => suggestions : ['«\xa0', '“']
46 Guillemets typographiques fermants. => Ensuite ajoutez la valeur à votre liste de favoris: File/New/Security. Entrez le code, nom et la devise de l'action ou de l'indice que vous voulez suivre. A l'étape suivante, entrez de nouveau le code et choisissez Yahoo!Finance comme fournisseur de données. Passez la troisième étape sans rien écrire. A la quatrième étape faites la même chose qu'à la deuxième. Paramétrez selon vos goûts la dernière et faites "finish". | " => suggestions : ['\xa0»', '”']

48 Guillemets typographiques ouvrants. => Votre valeur est maintenant dans le menu "Security" (par défaut à gauche). Vous pouvez la glisser-déposer vers vos feuilles de suivi. | " => suggestions : ['«\xa0', '“']
48 Mot inconnu : Security => Votre valeur est maintenant dans le menu "Security" (par défaut à gauche). Vous pouvez la glisser-déposer vers vos feuilles de suivi. | security
48 Guillemets typographiques fermants. => Votre valeur est maintenant dans le menu "Security" (par défaut à gauche). Vous pouvez la glisser-déposer vers vos feuilles de suivi. | " => suggestions : ['\xa0»', '”']
48 Accord de genre erroné : « glisser-déposer » est masculin. => Votre valeur est maintenant dans le menu "Security" (par défaut à gauche). Vous pouvez la glisser-déposer vers vos feuilles de suivi. | la => suggestions : ['le']

52 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[http://eclipsetrader.sourceforge.net/|Le site officiel]] |    => suggestions : ['']

53 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[http://eclipsetrader.sourceforge.net/downloads.php|La page des téléchargements]] |    => suggestions : ['']
57 Il manque un espace. => //Contributeurs: Commandant [[utilisateurs:loack]]// | loack => suggestions : [' loack']
