1 Mot inconnu : Millien => Par [[http://forum.ubuntu-fr.org/profile.php?id=7116|Marc Millien]] | millien

2 Mot inconnu : Fluxbox => ====== Installation de Fluxbox à partir des sources ====== | fluxbox
66 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   Type=Application |    => suggestions : ['']

67 Mot inconnu : Fluxbox => -> Fluxbox.desktop | fluxbox
67 Mot inconnu : desktop => -> Fluxbox.desktop | desktop

71 Guillemets fermants. => Les fichiers de configuration se trouvent dans votre répertoire personnel dans le dossier ".fluxbox". |  " => suggestions : ['\xa0»', '”']
71 Mot inconnu : fluxbox => Les fichiers de configuration se trouvent dans votre répertoire personnel dans le dossier ".fluxbox". | fluxbox
71 Guillemets typographiques fermants. => Les fichiers de configuration se trouvent dans votre répertoire personnel dans le dossier ".fluxbox". | " => suggestions : ['\xa0»', '”']

73 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Changer la transparence se fait par la modification des valeurs "alpha" directement depuis l'interface graphique ou bien en éditant le fichier init que vous trouverez dans le dossier .fluxbox de votre home | -  => suggestions : ['—\xa0', '–\xa0']
73 Guillemets typographiques ouvrants. => - Changer la transparence se fait par la modification des valeurs "alpha" directement depuis l'interface graphique ou bien en éditant le fichier init que vous trouverez dans le dossier .fluxbox de votre home | " => suggestions : ['«\xa0', '“']
73 Guillemets typographiques fermants. => - Changer la transparence se fait par la modification des valeurs "alpha" directement depuis l'interface graphique ou bien en éditant le fichier init que vous trouverez dans le dossier .fluxbox de votre home | " => suggestions : ['\xa0»', '”']
73 Mot inconnu : init => - Changer la transparence se fait par la modification des valeurs "alpha" directement depuis l'interface graphique ou bien en éditant le fichier init que vous trouverez dans le dossier .fluxbox de votre home | init
73 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => - Changer la transparence se fait par la modification des valeurs "alpha" directement depuis l'interface graphique ou bien en éditant le fichier init que vous trouverez dans le dossier .fluxbox de votre home |  . => suggestions : ['. ', '.']
73 Mot inconnu : fluxbox => - Changer la transparence se fait par la modification des valeurs "alpha" directement depuis l'interface graphique ou bien en éditant le fichier init que vous trouverez dans le dossier .fluxbox de votre home | fluxbox

75 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Pour changer le fond il faut éditer le fichier init en ajoutant (ou modifiant) la ligne suivante: | -  => suggestions : ['—\xa0', '–\xa0']
75 Mot inconnu : init => - Pour changer le fond il faut éditer le fichier init en ajoutant (ou modifiant) la ligne suivante: | init
76 Espace(s) surnuméraire(s) à supprimer. => session.screen0.rootCommand:    fbsetbg -c ~/.fluxbox/fonds/shilpa64.jpg |      => suggestions : [' ']
76 Mot inconnu : fbsetbg => session.screen0.rootCommand:    fbsetbg -c ~/.fluxbox/fonds/shilpa64.jpg | fbsetbg
76 Il manque un espace à côté du tiret. => session.screen0.rootCommand:    fbsetbg -c ~/.fluxbox/fonds/shilpa64.jpg |  - => suggestions : [' – ', ' — ']
76 Mot inconnu : fluxbox => session.screen0.rootCommand:    fbsetbg -c ~/.fluxbox/fonds/shilpa64.jpg | fluxbox
76 Mot inconnu : shilpa64 => session.screen0.rootCommand:    fbsetbg -c ~/.fluxbox/fonds/shilpa64.jpg | shilpa64

78 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Pour créer votre menu (clic droit) ça se passe dans le fichier menu dans le dossier ".fluxbox". | -  => suggestions : ['—\xa0', '–\xa0']
78 Guillemets fermants. => - Pour créer votre menu (clic droit) ça se passe dans le fichier menu dans le dossier ".fluxbox". |  " => suggestions : ['\xa0»', '”']
78 Mot inconnu : fluxbox => - Pour créer votre menu (clic droit) ça se passe dans le fichier menu dans le dossier ".fluxbox". | fluxbox
78 Guillemets typographiques fermants. => - Pour créer votre menu (clic droit) ça se passe dans le fichier menu dans le dossier ".fluxbox". | " => suggestions : ['\xa0»', '”']

80 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Enfin pour mettre en place des raccourcis claviers le fichier à éditer est le fichier "keys". | -  => suggestions : ['—\xa0', '–\xa0']
80 Guillemets typographiques ouvrants. => - Enfin pour mettre en place des raccourcis claviers le fichier à éditer est le fichier "keys". | " => suggestions : ['«\xa0', '“']
80 Mot inconnu : keys => - Enfin pour mettre en place des raccourcis claviers le fichier à éditer est le fichier "keys". | keys
80 Guillemets typographiques fermants. => - Enfin pour mettre en place des raccourcis claviers le fichier à éditer est le fichier "keys". | " => suggestions : ['\xa0»', '”']

82 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Le script "startup" contient les applications qui se lanceront au démarrage. | -  => suggestions : ['—\xa0', '–\xa0']
82 Guillemets typographiques ouvrants. => - Le script "startup" contient les applications qui se lanceront au démarrage. | " => suggestions : ['«\xa0', '“']
82 Guillemets typographiques fermants. => - Le script "startup" contient les applications qui se lanceront au démarrage. | " => suggestions : ['\xa0»', '”']

88 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   gnome-volume-manager & |    => suggestions : ['']

89 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   gkrellm & |    => suggestions : ['']
89 Mot inconnu : gkrellm =>   gkrellm & | gkrellm

90 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   gaim & |    => suggestions : ['']
90 Mot inconnu : gaim =>   gaim & | gaim

91 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   bbrun & |    => suggestions : ['']
91 Mot inconnu : bbrun =>   bbrun & | bbrun

92 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   exec /usr/local/bin/fluxbox -log ~/.fluxbox/log |    => suggestions : ['']
92 Mot inconnu : exec =>   exec /usr/local/bin/fluxbox -log ~/.fluxbox/log | exec
92 Il manque un espace à côté du tiret. =>   exec /usr/local/bin/fluxbox -log ~/.fluxbox/log |  - => suggestions : [' – ', ' — ']
92 Mot inconnu : fluxbox =>   exec /usr/local/bin/fluxbox -log ~/.fluxbox/log | fluxbox

95 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   [begin] (Applications) |    => suggestions : ['']
95 Mot inconnu : begin =>   [begin] (Applications) | begin

96 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   [exec] (Rox) {/usr/bin/rox-filer} </usr/share/pixmaps/konqueror.xpm> |    => suggestions : ['']
96 Mot inconnu : exec =>   [exec] (Rox) {/usr/bin/rox-filer} </usr/share/pixmaps/konqueror.xpm> | exec
96 Mot inconnu : Rox =>   [exec] (Rox) {/usr/bin/rox-filer} </usr/share/pixmaps/konqueror.xpm> | rox

97 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   [exec] (Gaim) {/usr/bin/gaim} </usr/share/pixmaps/gaim-menu.xpm> |    => suggestions : ['']
97 Mot inconnu : exec =>   [exec] (Gaim) {/usr/bin/gaim} </usr/share/pixmaps/gaim-menu.xpm> | exec
97 Mot inconnu : Gaim =>   [exec] (Gaim) {/usr/bin/gaim} </usr/share/pixmaps/gaim-menu.xpm> | gaim

98 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   [exec] (XMMS) {xmms} </usr/share/pixmaps/xmms.xpm> |    => suggestions : ['']
98 Mot inconnu : exec =>   [exec] (XMMS) {xmms} </usr/share/pixmaps/xmms.xpm> | exec
98 Mot inconnu : XMMS =>   [exec] (XMMS) {xmms} </usr/share/pixmaps/xmms.xpm> | xmms
98 Mot inconnu : xmms =>   [exec] (XMMS) {xmms} </usr/share/pixmaps/xmms.xpm> | xmms

99 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   [exec] (Gkrellm) {gkrellm} </usr/share/pixmaps/gkrellm.xpm> |    => suggestions : ['']
99 Mot inconnu : exec =>   [exec] (Gkrellm) {gkrellm} </usr/share/pixmaps/gkrellm.xpm> | exec
99 Mot inconnu : Gkrellm =>   [exec] (Gkrellm) {gkrellm} </usr/share/pixmaps/gkrellm.xpm> | gkrellm
99 Mot inconnu : gkrellm =>   [exec] (Gkrellm) {gkrellm} </usr/share/pixmaps/gkrellm.xpm> | gkrellm

100 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   [exec] (Amarok) {amarok} </usr/share/pixmaps/amarok.xpm> |    => suggestions : ['']
100 Mot inconnu : exec =>   [exec] (Amarok) {amarok} </usr/share/pixmaps/amarok.xpm> | exec
100 Mot inconnu : Amarok =>   [exec] (Amarok) {amarok} </usr/share/pixmaps/amarok.xpm> | amarok
100 Mot inconnu : amarok =>   [exec] (Amarok) {amarok} </usr/share/pixmaps/amarok.xpm> | amarok

101 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   [exec] (Capture) {/usr/bin/gnome-screenshot} </usr/share/gnome-app-install/icons/ksnapshot.xpm> |    => suggestions : ['']
101 Mot inconnu : exec =>   [exec] (Capture) {/usr/bin/gnome-screenshot} </usr/share/gnome-app-install/icons/ksnapshot.xpm> | exec

102 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   [exec] (Epiphany) {epiphany} </usr/share/gnome-app-install/icons/galeon.xpm> |    => suggestions : ['']
102 Mot inconnu : exec =>   [exec] (Epiphany) {epiphany} </usr/share/gnome-app-install/icons/galeon.xpm> | exec
102 Mot inconnu : Epiphany =>   [exec] (Epiphany) {epiphany} </usr/share/gnome-app-install/icons/galeon.xpm> | epiphany
102 Mot inconnu : epiphany =>   [exec] (Epiphany) {epiphany} </usr/share/gnome-app-install/icons/galeon.xpm> | epiphany

103 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   [exec] (Gnome Terminal) {/usr/bin/gnome-terminal} </usr/share/pixmaps/gnome-terminal.xpm> |    => suggestions : ['']
103 Mot inconnu : exec =>   [exec] (Gnome Terminal) {/usr/bin/gnome-terminal} </usr/share/pixmaps/gnome-terminal.xpm> | exec

104 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     [submenu] (Son) {} |      => suggestions : ['']
104 Mot inconnu : submenu =>     [submenu] (Son) {} | submenu

105 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         [exec] (XMMS) {xmms} </usr/share/pixmaps/xmms.xpm> |          => suggestions : ['']
105 Mot inconnu : exec =>         [exec] (XMMS) {xmms} </usr/share/pixmaps/xmms.xpm> | exec
105 Mot inconnu : XMMS =>         [exec] (XMMS) {xmms} </usr/share/pixmaps/xmms.xpm> | xmms
105 Mot inconnu : xmms =>         [exec] (XMMS) {xmms} </usr/share/pixmaps/xmms.xpm> | xmms

106 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         [exec] (Amarok) {amarok} </usr/share/pixmaps/amarok.xpm> |          => suggestions : ['']
106 Mot inconnu : exec =>         [exec] (Amarok) {amarok} </usr/share/pixmaps/amarok.xpm> | exec
106 Mot inconnu : Amarok =>         [exec] (Amarok) {amarok} </usr/share/pixmaps/amarok.xpm> | amarok
106 Mot inconnu : amarok =>         [exec] (Amarok) {amarok} </usr/share/pixmaps/amarok.xpm> | amarok

107 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     [end] |      => suggestions : ['']
107 Mot inconnu : end =>     [end] | end

108 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     [submenu] (Vidéo) {} |      => suggestions : ['']
108 Mot inconnu : submenu =>     [submenu] (Vidéo) {} | submenu

109 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         [exec] (Totem) {totem} <> |          => suggestions : ['']
109 Mot inconnu : exec =>         [exec] (Totem) {totem} <> | exec

110 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         [exec] (VLC) {vlc} </usr/share/vlc/wxvlc.xpm> |          => suggestions : ['']
110 Mot inconnu : exec =>         [exec] (VLC) {vlc} </usr/share/vlc/wxvlc.xpm> | exec
110 Mot inconnu : VLC =>         [exec] (VLC) {vlc} </usr/share/vlc/wxvlc.xpm> | vlc
110 Mot inconnu : vlc =>         [exec] (VLC) {vlc} </usr/share/vlc/wxvlc.xpm> | vlc

111 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     [end] |      => suggestions : ['']
111 Mot inconnu : end =>     [end] | end

112 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     [submenu] (Image) {} |      => suggestions : ['']
112 Mot inconnu : submenu =>     [submenu] (Image) {} | submenu

113 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         [exec] (KimDaBa) {/usr/bin/kimdaba} <> |          => suggestions : ['']
113 Mot inconnu : exec =>         [exec] (KimDaBa) {/usr/bin/kimdaba} <> | exec
113 Mot inconnu : KimDaBa =>         [exec] (KimDaBa) {/usr/bin/kimdaba} <> | kimdaba

114 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         [exec] (The GIMP) {/usr/bin/gimp-2.2} <> |          => suggestions : ['']
114 Mot inconnu : exec =>         [exec] (The GIMP) {/usr/bin/gimp-2.2} <> | exec
114 Mot inconnu : The =>         [exec] (The GIMP) {/usr/bin/gimp-2.2} <> | the
114 S’il s’agit de représenter un nombre négatif, utilisez le signe typographique “moins” [1]. S’il s’agit d’une incise, utilisez un tiret demi-cadratin [2] ou un tiret cadratin [3]. =>         [exec] (The GIMP) {/usr/bin/gimp-2.2} <> | -2 => suggestions : ['−2', '– 2', '— 2']

