
4 Mot inconnu : Nexuiz => ====== Nexuiz - Xonotic ====== | nexuiz
42 Guillemets typographiques ouvrants. => Le jeu s'installe avec une résolution par défaut de 1024x768. Seulement si vous avez une résolution plus petite en largeur ou en hauteur, exemple 1280x720, le jeu ne voudra pas se lancer. Une solution simple existe. Il suffit soit de changer sa résolution en 1024x768 ou plus grande, de démarrer le jeu et d'aller dans "settings" pour mettre la même résolution que vous avez exemple 1280x720 puis de fermer le jeu et de remettre la résolution que vous aviez. Et là vous pourrez démarrer le jeu sans problème.   | " => suggestions : ['«\xa0', '“']
42 Mot inconnu : settings => Le jeu s'installe avec une résolution par défaut de 1024x768. Seulement si vous avez une résolution plus petite en largeur ou en hauteur, exemple 1280x720, le jeu ne voudra pas se lancer. Une solution simple existe. Il suffit soit de changer sa résolution en 1024x768 ou plus grande, de démarrer le jeu et d'aller dans "settings" pour mettre la même résolution que vous avez exemple 1280x720 puis de fermer le jeu et de remettre la résolution que vous aviez. Et là vous pourrez démarrer le jeu sans problème.   | settings
42 Guillemets typographiques fermants. => Le jeu s'installe avec une résolution par défaut de 1024x768. Seulement si vous avez une résolution plus petite en largeur ou en hauteur, exemple 1280x720, le jeu ne voudra pas se lancer. Une solution simple existe. Il suffit soit de changer sa résolution en 1024x768 ou plus grande, de démarrer le jeu et d'aller dans "settings" pour mettre la même résolution que vous avez exemple 1280x720 puis de fermer le jeu et de remettre la résolution que vous aviez. Et là vous pourrez démarrer le jeu sans problème.   | " => suggestions : ['\xa0»', '”']
42 Signe de multiplication typographique. => Le jeu s'installe avec une résolution par défaut de 1024x768. Seulement si vous avez une résolution plus petite en largeur ou en hauteur, exemple 1280x720, le jeu ne voudra pas se lancer. Une solution simple existe. Il suffit soit de changer sa résolution en 1024x768 ou plus grande, de démarrer le jeu et d'aller dans "settings" pour mettre la même résolution que vous avez exemple 1280x720 puis de fermer le jeu et de remettre la résolution que vous aviez. Et là vous pourrez démarrer le jeu sans problème.   | 1280x720 => suggestions : ['1280\xa0×\xa0720']
42 Mot inconnu : x720 => Le jeu s'installe avec une résolution par défaut de 1024x768. Seulement si vous avez une résolution plus petite en largeur ou en hauteur, exemple 1280x720, le jeu ne voudra pas se lancer. Une solution simple existe. Il suffit soit de changer sa résolution en 1024x768 ou plus grande, de démarrer le jeu et d'aller dans "settings" pour mettre la même résolution que vous avez exemple 1280x720 puis de fermer le jeu et de remettre la résolution que vous aviez. Et là vous pourrez démarrer le jeu sans problème.   | x720
42 Espace(s) en fin de ligne à supprimer. => Le jeu s'installe avec une résolution par défaut de 1024x768. Seulement si vous avez une résolution plus petite en largeur ou en hauteur, exemple 1280x720, le jeu ne voudra pas se lancer. Une solution simple existe. Il suffit soit de changer sa résolution en 1024x768 ou plus grande, de démarrer le jeu et d'aller dans "settings" pour mettre la même résolution que vous avez exemple 1280x720 puis de fermer le jeu et de remettre la résolution que vous aviez. Et là vous pourrez démarrer le jeu sans problème.   |    => suggestions : ['']

46 Mot inconnu : F10 => **La touche F10** utilisable à tout moment ! | f10

48 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

50 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

55 Mot inconnu : Xonotic => =====Xonotic===== | xonotic

67 Mot inconnu : FIXME => FIXME | fixme

83 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  Le salon #xonotic.pickup accueille quant à lui de nombreux joueurs actifs, et vous permet de les affronter ;-) : |   => suggestions : ['']
83 Il manque un espace. =>  Le salon #xonotic.pickup accueille quant à lui de nombreux joueurs actifs, et vous permet de les affronter ;-) : | pickup => suggestions : [' pickup']

98 Pas d’espace avant une virgule. Un espace après. => Pour mettre à jour le jeu ,il vous suffira d'entrer la commande |  , => suggestions : [', ']

101 Mot inconnu : compiz => ===Bug compiz=== | compiz

102 Accord de nombre erroné : « jeux » devrait être au singulier. => Si vous avez votre écran raccourci en haut et en bas dans ce jeux et d'autres, c'est à cause de compiz, il faut le désactiver. Pour ce faire, vous pouvez tout simplement modifier le script de lancement et rajouter | jeux => suggestions : ['jeu']
102 Mot inconnu : compiz => Si vous avez votre écran raccourci en haut et en bas dans ce jeux et d'autres, c'est à cause de compiz, il faut le désactiver. Pour ce faire, vous pouvez tout simplement modifier le script de lancement et rajouter | compiz

106 Mot inconnu : Maps => ===Maps entièrement noires=== | maps

107 Mot inconnu : maps => Lors de parties en ligne, si certaines maps vous apparaissent entièrement noires, assurez-vous d'avoir installé le paquet **[[apt>libcurl]]**. | maps
107 Mot inconnu : libcurl => Lors de parties en ligne, si certaines maps vous apparaissent entièrement noires, assurez-vous d'avoir installé le paquet **[[apt>libcurl]]**. | libcurl

110 Forme interrogative ? Mettez un trait d’union. => On peut dans ce jeu activer la 3D stéréoscopique (avec les lunettes), pour cela rendez vous dans l'onglet autre du panneau des préférences, vous y trouverez le bouton paramètres avancées, il ne vous reste plus qu'à régler les paramètre r_stéréo_ selon votre besoin.</note>  | rendez vous => suggestions : ['rendez-vous']
110 Mot inconnu : r_stéréo_ => On peut dans ce jeu activer la 3D stéréoscopique (avec les lunettes), pour cela rendez vous dans l'onglet autre du panneau des préférences, vous y trouverez le bouton paramètres avancées, il ne vous reste plus qu'à régler les paramètre r_stéréo_ selon votre besoin.</note>  | r_stéréo_
110 Espace(s) en fin de ligne à supprimer. => On peut dans ce jeu activer la 3D stéréoscopique (avec les lunettes), pour cela rendez vous dans l'onglet autre du panneau des préférences, vous y trouverez le bouton paramètres avancées, il ne vous reste plus qu'à régler les paramètre r_stéréo_ selon votre besoin.</note>  |   => suggestions : ['']
117 Mot inconnu : Kmeleon => //Contributeurs : [[utilisateurs:_Enchained]], Kmeleon, gobgab//, [[utilisateurs:SpiKe]]. | kmeleon
117 Mot inconnu : gobgab => //Contributeurs : [[utilisateurs:_Enchained]], Kmeleon, gobgab//, [[utilisateurs:SpiKe]]. | gobgab
