2 Mot inconnu : Xenial => {{tag>Xenial apt gestionnaire_de_paquets }}
2 Mot inconnu : apt => {{tag>Xenial apt gestionnaire_de_paquets }}
2 Mot inconnu : gestionnaire_de_paquets => {{tag>Xenial apt gestionnaire_de_paquets }}

6 Mot inconnu : apt-file => ====== apt-file ======

7 Mot inconnu : dpkg => **Apt-file** permet de retrouver à quel //paquet// appartient un //fichier//. Cette commande peut s'avérer pratique dans bien des cas, notamment lors de la recherche d'un fichier contenu dans des paquets non installés. La commande renvoie également le chemin ou va être stocké le fichier. Selon l'option utilisée il est proche de la commande [[:dpkg#lister|dpkg -S]].
7 Mot inconnu : dpkg => **Apt-file** permet de retrouver à quel //paquet// appartient un //fichier//. Cette commande peut s'avérer pratique dans bien des cas, notamment lors de la recherche d'un fichier contenu dans des paquets non installés. La commande renvoie également le chemin ou va être stocké le fichier. Selon l'option utilisée il est proche de la commande [[:dpkg#lister|dpkg -S]].
7 Il manque un espace à côté du tiret. => **Apt-file** permet de retrouver à quel //paquet// appartient un //fichier//. Cette commande peut s'avérer pratique dans bien des cas, notamment lors de la recherche d'un fichier contenu dans des paquets non installés. La commande renvoie également le chemin ou va être stocké le fichier. Selon l'option utilisée il est proche de la commande [[:dpkg#lister|dpkg -S]].

10 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  

11 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Disposer des [[:sudo|droits d'administration]].
23 Guillemets typographiques fermants. =>   * <code>apt-file search <nomdefichier></code>Cherche si un paquet (pas forcément installé) contient les fichiers dont le nom contient la chaîne spécifiée.Si ''apt-file search nomdefichier'' affiche trop d'entrées, essayez ''apt-file search nomdefichier | grep -w nomdefichier'' (qui ne vous donnera que les fichiers contenant le nom du fichier comme un seul mot) ou des variantes du genre ''apt-file search filename | grep /bin/'' où seuls les fichiers situés dans les répertoires comme ''/bin'' ou ''/usr/bin'' seront listés, utile, quand on cherche un exécutable uniquement).
23 Guillemets typographiques ouvrants. =>   * <code>apt-file search <nomdefichier></code>Cherche si un paquet (pas forcément installé) contient les fichiers dont le nom contient la chaîne spécifiée.Si ''apt-file search nomdefichier'' affiche trop d'entrées, essayez ''apt-file search nomdefichier | grep -w nomdefichier'' (qui ne vous donnera que les fichiers contenant le nom du fichier comme un seul mot) ou des variantes du genre ''apt-file search filename | grep /bin/'' où seuls les fichiers situés dans les répertoires comme ''/bin'' ou ''/usr/bin'' seront listés, utile, quand on cherche un exécutable uniquement).
23 Mot inconnu : apt-file =>   * <code>apt-file search <nomdefichier></code>Cherche si un paquet (pas forcément installé) contient les fichiers dont le nom contient la chaîne spécifiée.Si ''apt-file search nomdefichier'' affiche trop d'entrées, essayez ''apt-file search nomdefichier | grep -w nomdefichier'' (qui ne vous donnera que les fichiers contenant le nom du fichier comme un seul mot) ou des variantes du genre ''apt-file search filename | grep /bin/'' où seuls les fichiers situés dans les répertoires comme ''/bin'' ou ''/usr/bin'' seront listés, utile, quand on cherche un exécutable uniquement).
23 Mot inconnu : search =>   * <code>apt-file search <nomdefichier></code>Cherche si un paquet (pas forcément installé) contient les fichiers dont le nom contient la chaîne spécifiée.Si ''apt-file search nomdefichier'' affiche trop d'entrées, essayez ''apt-file search nomdefichier | grep -w nomdefichier'' (qui ne vous donnera que les fichiers contenant le nom du fichier comme un seul mot) ou des variantes du genre ''apt-file search filename | grep /bin/'' où seuls les fichiers situés dans les répertoires comme ''/bin'' ou ''/usr/bin'' seront listés, utile, quand on cherche un exécutable uniquement).
23 Mot inconnu : nomdefichier =>   * <code>apt-file search <nomdefichier></code>Cherche si un paquet (pas forcément installé) contient les fichiers dont le nom contient la chaîne spécifiée.Si ''apt-file search nomdefichier'' affiche trop d'entrées, essayez ''apt-file search nomdefichier | grep -w nomdefichier'' (qui ne vous donnera que les fichiers contenant le nom du fichier comme un seul mot) ou des variantes du genre ''apt-file search filename | grep /bin/'' où seuls les fichiers situés dans les répertoires comme ''/bin'' ou ''/usr/bin'' seront listés, utile, quand on cherche un exécutable uniquement).
23 Mot inconnu : grep =>   * <code>apt-file search <nomdefichier></code>Cherche si un paquet (pas forcément installé) contient les fichiers dont le nom contient la chaîne spécifiée.Si ''apt-file search nomdefichier'' affiche trop d'entrées, essayez ''apt-file search nomdefichier | grep -w nomdefichier'' (qui ne vous donnera que les fichiers contenant le nom du fichier comme un seul mot) ou des variantes du genre ''apt-file search filename | grep /bin/'' où seuls les fichiers situés dans les répertoires comme ''/bin'' ou ''/usr/bin'' seront listés, utile, quand on cherche un exécutable uniquement).
23 Il manque un espace à côté du tiret. =>   * <code>apt-file search <nomdefichier></code>Cherche si un paquet (pas forcément installé) contient les fichiers dont le nom contient la chaîne spécifiée.Si ''apt-file search nomdefichier'' affiche trop d'entrées, essayez ''apt-file search nomdefichier | grep -w nomdefichier'' (qui ne vous donnera que les fichiers contenant le nom du fichier comme un seul mot) ou des variantes du genre ''apt-file search filename | grep /bin/'' où seuls les fichiers situés dans les répertoires comme ''/bin'' ou ''/usr/bin'' seront listés, utile, quand on cherche un exécutable uniquement).
23 Mot inconnu : nomdefichier =>   * <code>apt-file search <nomdefichier></code>Cherche si un paquet (pas forcément installé) contient les fichiers dont le nom contient la chaîne spécifiée.Si ''apt-file search nomdefichier'' affiche trop d'entrées, essayez ''apt-file search nomdefichier | grep -w nomdefichier'' (qui ne vous donnera que les fichiers contenant le nom du fichier comme un seul mot) ou des variantes du genre ''apt-file search filename | grep /bin/'' où seuls les fichiers situés dans les répertoires comme ''/bin'' ou ''/usr/bin'' seront listés, utile, quand on cherche un exécutable uniquement).
23 Guillemets typographiques fermants. =>   * <code>apt-file search <nomdefichier></code>Cherche si un paquet (pas forcément installé) contient les fichiers dont le nom contient la chaîne spécifiée.Si ''apt-file search nomdefichier'' affiche trop d'entrées, essayez ''apt-file search nomdefichier | grep -w nomdefichier'' (qui ne vous donnera que les fichiers contenant le nom du fichier comme un seul mot) ou des variantes du genre ''apt-file search filename | grep /bin/'' où seuls les fichiers situés dans les répertoires comme ''/bin'' ou ''/usr/bin'' seront listés, utile, quand on cherche un exécutable uniquement).
23 Guillemets typographiques ouvrants. =>   * <code>apt-file search <nomdefichier></code>Cherche si un paquet (pas forcément installé) contient les fichiers dont le nom contient la chaîne spécifiée.Si ''apt-file search nomdefichier'' affiche trop d'entrées, essayez ''apt-file search nomdefichier | grep -w nomdefichier'' (qui ne vous donnera que les fichiers contenant le nom du fichier comme un seul mot) ou des variantes du genre ''apt-file search filename | grep /bin/'' où seuls les fichiers situés dans les répertoires comme ''/bin'' ou ''/usr/bin'' seront listés, utile, quand on cherche un exécutable uniquement).
23 Mot inconnu : apt-file =>   * <code>apt-file search <nomdefichier></code>Cherche si un paquet (pas forcément installé) contient les fichiers dont le nom contient la chaîne spécifiée.Si ''apt-file search nomdefichier'' affiche trop d'entrées, essayez ''apt-file search nomdefichier | grep -w nomdefichier'' (qui ne vous donnera que les fichiers contenant le nom du fichier comme un seul mot) ou des variantes du genre ''apt-file search filename | grep /bin/'' où seuls les fichiers situés dans les répertoires comme ''/bin'' ou ''/usr/bin'' seront listés, utile, quand on cherche un exécutable uniquement).
23 Mot inconnu : search =>   * <code>apt-file search <nomdefichier></code>Cherche si un paquet (pas forcément installé) contient les fichiers dont le nom contient la chaîne spécifiée.Si ''apt-file search nomdefichier'' affiche trop d'entrées, essayez ''apt-file search nomdefichier | grep -w nomdefichier'' (qui ne vous donnera que les fichiers contenant le nom du fichier comme un seul mot) ou des variantes du genre ''apt-file search filename | grep /bin/'' où seuls les fichiers situés dans les répertoires comme ''/bin'' ou ''/usr/bin'' seront listés, utile, quand on cherche un exécutable uniquement).
23 Mot inconnu : filename =>   * <code>apt-file search <nomdefichier></code>Cherche si un paquet (pas forcément installé) contient les fichiers dont le nom contient la chaîne spécifiée.Si ''apt-file search nomdefichier'' affiche trop d'entrées, essayez ''apt-file search nomdefichier | grep -w nomdefichier'' (qui ne vous donnera que les fichiers contenant le nom du fichier comme un seul mot) ou des variantes du genre ''apt-file search filename | grep /bin/'' où seuls les fichiers situés dans les répertoires comme ''/bin'' ou ''/usr/bin'' seront listés, utile, quand on cherche un exécutable uniquement).
23 Mot inconnu : grep =>   * <code>apt-file search <nomdefichier></code>Cherche si un paquet (pas forcément installé) contient les fichiers dont le nom contient la chaîne spécifiée.Si ''apt-file search nomdefichier'' affiche trop d'entrées, essayez ''apt-file search nomdefichier | grep -w nomdefichier'' (qui ne vous donnera que les fichiers contenant le nom du fichier comme un seul mot) ou des variantes du genre ''apt-file search filename | grep /bin/'' où seuls les fichiers situés dans les répertoires comme ''/bin'' ou ''/usr/bin'' seront listés, utile, quand on cherche un exécutable uniquement).

27 Il manque un espace insécable. => //Contributeurs : [[utilisateurs:ste]],  [[utilisateurs:mydjey]].//
27 Il manque un espace. => //Contributeurs : [[utilisateurs:ste]],  [[utilisateurs:mydjey]].//
27 Mot inconnu : ste => //Contributeurs : [[utilisateurs:ste]],  [[utilisateurs:mydjey]].//
27 Espace(s) surnuméraire(s) à supprimer. => //Contributeurs : [[utilisateurs:ste]],  [[utilisateurs:mydjey]].//
27 Il manque un espace. => //Contributeurs : [[utilisateurs:ste]],  [[utilisateurs:mydjey]].//
27 Mot inconnu : mydjey => //Contributeurs : [[utilisateurs:ste]],  [[utilisateurs:mydjey]].//
