2 Mot inconnu : Xenial => {{tag>Xenial console}}

4 Il manque un espace. => {{ :applications:byobu.png?70}}
4 Mot inconnu : byobu => {{ :applications:byobu.png?70}}
4 Mot inconnu : png => {{ :applications:byobu.png?70}}
4 Il manque un espace insécable. => {{ :applications:byobu.png?70}}
4 Il manque un espace. => {{ :applications:byobu.png?70}}

5 Mot inconnu : Byobu => ====== Byobu Window Manager ======
5 Mot inconnu : Window => ====== Byobu Window Manager ======

7 Mot inconnu : Byobu => **Byobu** est une couche d'amélioration à [[:screen|GNU Screen]], le multiplexeur de terminaux en mode texte. Byobu permet l'affichage d'informations système et de notifications sur deux lignes dans le bas d'une session de terminal.
7 Mot inconnu : screen => **Byobu** est une couche d'amélioration à [[:screen|GNU Screen]], le multiplexeur de terminaux en mode texte. Byobu permet l'affichage d'informations système et de notifications sur deux lignes dans le bas d'une session de terminal.
7 Mot inconnu : Screen => **Byobu** est une couche d'amélioration à [[:screen|GNU Screen]], le multiplexeur de terminaux en mode texte. Byobu permet l'affichage d'informations système et de notifications sur deux lignes dans le bas d'une session de terminal.
7 Mot inconnu : Byobu => **Byobu** est une couche d'amélioration à [[:screen|GNU Screen]], le multiplexeur de terminaux en mode texte. Byobu permet l'affichage d'informations système et de notifications sur deux lignes dans le bas d'une session de terminal.

9 Il manque un espace. => {{applications:byobu_xenial.png|Le menu obtenu avec la touche F9}}
9 Mot inconnu : byobu_xenial => {{applications:byobu_xenial.png|Le menu obtenu avec la touche F9}}
9 Mot inconnu : png => {{applications:byobu_xenial.png|Le menu obtenu avec la touche F9}}
9 Mot inconnu : F9 => {{applications:byobu_xenial.png|Le menu obtenu avec la touche F9}}

11 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  

12 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Disposer des [[:sudo|droits d'administration]].
12 Mot inconnu : sudo =>   * Disposer des [[:sudo|droits d'administration]].

13 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Disposer d'une connexion à Internet configurée et activée.

15 Il manque un espace. => Pour installer ce logiciel, il suffit d'[[:tutoriel:comment_installer_un_paquet|installer les paquets]] **[[apt>byobu]]**.
15 Mot inconnu : comment_installer_un_paquet => Pour installer ce logiciel, il suffit d'[[:tutoriel:comment_installer_un_paquet|installer les paquets]] **[[apt>byobu]]**.
15 Mot inconnu : apt => Pour installer ce logiciel, il suffit d'[[:tutoriel:comment_installer_un_paquet|installer les paquets]] **[[apt>byobu]]**.
15 Mot inconnu : byobu => Pour installer ce logiciel, il suffit d'[[:tutoriel:comment_installer_un_paquet|installer les paquets]] **[[apt>byobu]]**.

19 Mot inconnu : unity => Lancez l'application via le [[:unity#tableau_de_bord_dash|tableau de bord]] (Unity) ou via le [[:terminal]] (toutes versions d'Ubuntu) avec la [[:commande_shell|commande]] suivante :
19 Mot inconnu : Unity => Lancez l'application via le [[:unity#tableau_de_bord_dash|tableau de bord]] (Unity) ou via le [[:terminal]] (toutes versions d'Ubuntu) avec la [[:commande_shell|commande]] suivante :
19 Mot inconnu : commande_shell => Lancez l'application via le [[:unity#tableau_de_bord_dash|tableau de bord]] (Unity) ou via le [[:terminal]] (toutes versions d'Ubuntu) avec la [[:commande_shell|commande]] suivante :
19 Il manque un espace insécable. => Lancez l'application via le [[:unity#tableau_de_bord_dash|tableau de bord]] (Unity) ou via le [[:terminal]] (toutes versions d'Ubuntu) avec la [[:commande_shell|commande]] suivante :

20 Mot inconnu : byobu => <code>byobu</code>

21 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   

22 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   

23 Typographie des composés chimiques. => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>
23 Mot inconnu : F2 => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>
23 Mot inconnu : F3 => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>
23 Mot inconnu : F4 => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>
23 Mot inconnu : byobu => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>
23 Mot inconnu : PuTTY => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>
23 Guillemets typographiques ouvrants. => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>
23 Mot inconnu : Xterm => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>
23 Mot inconnu : R6 => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>
23 Guillemets typographiques fermants. => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>
23 Guillemets typographiques ouvrants. => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>
23 Mot inconnu : Keyboard => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>
23 Guillemets typographiques fermants. => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>
23 Guillemets typographiques ouvrants. => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>
23 Guillemets typographiques fermants. => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>

25 Il manque un espace insécable. => Vous pouvez aussi utiliser l'[[alias]] suivant :

26 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   alias Byobu='byobu -A -D -RR -fa -h 150000 -l -O -U'
26 Mot inconnu : Byobu =>   alias Byobu='byobu -A -D -RR -fa -h 150000 -l -O -U'
26 Mot inconnu : byobu =>   alias Byobu='byobu -A -D -RR -fa -h 150000 -l -O -U'
26 Il manque un espace à côté du tiret. =>   alias Byobu='byobu -A -D -RR -fa -h 150000 -l -O -U'
26 Mot inconnu : RR =>   alias Byobu='byobu -A -D -RR -fa -h 150000 -l -O -U'
26 Formatage des grands nombres. =>   alias Byobu='byobu -A -D -RR -fa -h 150000 -l -O -U'
26 Il manque un espace à côté du tiret. =>   alias Byobu='byobu -A -D -RR -fa -h 150000 -l -O -U'
26 Guillemets typographiques fermants. =>   alias Byobu='byobu -A -D -RR -fa -h 150000 -l -O -U'

30 Le verbe devrait être à l’infinitif. => Certains des raccourcis clavier suivants peuvent sembler ne pas fonctionner selon l'émulateur de [[terminal]] utilisé.

31 Mot inconnu : apt => Par exemple, **[[apt>gnome-terminal]]** utilise déjà **F12**.
31 Mot inconnu : F12 => Par exemple, **[[apt>gnome-terminal]]** utilise déjà **F12**.

32 Mot inconnu : Byobu => La plupart de ces logiciels acceptent de re-configurer leurs raccourcis clavier, il est donc possible de libérer les touches utilisées par Byobu.

35 Écriture invariable. Utilisez un point médian. => ^ Touche(s) ^ Résultat ^

36 Typographie des composés chimiques. => |  **F2**  | Créer une nouvelle fenêtre de terminal (nouvel onglet) | 
71 Guillemets typographiques ouvrants. =>   * **(en)** [[http://manpages.ubuntu.com/manpages/focal/en/man1/byobu.1.html|La documentation de Byobu]], //aussi accessible par le terminal par la commande// ''man byobu''
71 Mot inconnu : byobu =>   * **(en)** [[http://manpages.ubuntu.com/manpages/focal/en/man1/byobu.1.html|La documentation de Byobu]], //aussi accessible par le terminal par la commande// ''man byobu''
71 Guillemets typographiques fermants. =>   * **(en)** [[http://manpages.ubuntu.com/manpages/focal/en/man1/byobu.1.html|La documentation de Byobu]], //aussi accessible par le terminal par la commande// ''man byobu''

72 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **(en)** [[http://blog.dustinkirkland.com/search/label/Byobu|Un blog sur Byobu]]
72 Mot inconnu : Byobu =>   * **(en)** [[http://blog.dustinkirkland.com/search/label/Byobu|Un blog sur Byobu]]

76 Il manque un espace insécable. => //Contributeur principal : [[:utilisateurs:Gemnoc]], [[:utilisateurs:Kaffee]], [[:utilisateurs:Naereen]].//
76 Il manque un espace. => //Contributeur principal : [[:utilisateurs:Gemnoc]], [[:utilisateurs:Kaffee]], [[:utilisateurs:Naereen]].//
76 Mot inconnu : Gemnoc => //Contributeur principal : [[:utilisateurs:Gemnoc]], [[:utilisateurs:Kaffee]], [[:utilisateurs:Naereen]].//
76 Il manque un espace. => //Contributeur principal : [[:utilisateurs:Gemnoc]], [[:utilisateurs:Kaffee]], [[:utilisateurs:Naereen]].//
76 Mot inconnu : Kaffee => //Contributeur principal : [[:utilisateurs:Gemnoc]], [[:utilisateurs:Kaffee]], [[:utilisateurs:Naereen]].//
76 Il manque un espace. => //Contributeur principal : [[:utilisateurs:Gemnoc]], [[:utilisateurs:Kaffee]], [[:utilisateurs:Naereen]].//
76 Mot inconnu : Naereen => //Contributeur principal : [[:utilisateurs:Gemnoc]], [[:utilisateurs:Kaffee]], [[:utilisateurs:Naereen]].//
