2 Mot inconnu : Groovy => {{tag>Focal Groovy éditeur_de_texte console}}
2 Mot inconnu : éditeur_de_texte => {{tag>Focal Groovy éditeur_de_texte console}}

8 Mot inconnu : nano => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Mot inconnu : ctrl-q => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Guillemets typographiques fermants. => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Guillemets typographiques ouvrants. => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Mot inconnu : ctrl-z => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Guillemets typographiques fermants. => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Guillemets typographiques ouvrants. => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Mot inconnu : ctrl-y => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Guillemets typographiques fermants. => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Mot inconnu : nano => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Mot inconnu : vim => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Il manque un espace avant la parenthèse. => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Il manque un espace insécable. => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Il manque un espace insécable. => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Typographie : points de suspension. Utilisez le caractère dédié. => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Mot inconnu : vim => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.

14 Mot inconnu : Groovy => <note important>**Micro** est dans les dépôts officiels d'[[Focal|Ubuntu 20.04]] et [[Groovy|20.10]]. Toutefois, **il n'y est pas à jour** (''v2.0.1'' et ''v2.0.6'' respectivement, MAJ à ''v2.0.8'').</note>
14 Mot inconnu : v2 => <note important>**Micro** est dans les dépôts officiels d'[[Focal|Ubuntu 20.04]] et [[Groovy|20.10]]. Toutefois, **il n'y est pas à jour** (''v2.0.1'' et ''v2.0.6'' respectivement, MAJ à ''v2.0.8'').</note>
14 Guillemets typographiques fermants. => <note important>**Micro** est dans les dépôts officiels d'[[Focal|Ubuntu 20.04]] et [[Groovy|20.10]]. Toutefois, **il n'y est pas à jour** (''v2.0.1'' et ''v2.0.6'' respectivement, MAJ à ''v2.0.8'').</note>
14 Guillemets typographiques ouvrants. => <note important>**Micro** est dans les dépôts officiels d'[[Focal|Ubuntu 20.04]] et [[Groovy|20.10]]. Toutefois, **il n'y est pas à jour** (''v2.0.1'' et ''v2.0.6'' respectivement, MAJ à ''v2.0.8'').</note>
14 Mot inconnu : v2 => <note important>**Micro** est dans les dépôts officiels d'[[Focal|Ubuntu 20.04]] et [[Groovy|20.10]]. Toutefois, **il n'y est pas à jour** (''v2.0.1'' et ''v2.0.6'' respectivement, MAJ à ''v2.0.8'').</note>
14 Guillemets typographiques fermants. => <note important>**Micro** est dans les dépôts officiels d'[[Focal|Ubuntu 20.04]] et [[Groovy|20.10]]. Toutefois, **il n'y est pas à jour** (''v2.0.1'' et ''v2.0.6'' respectivement, MAJ à ''v2.0.8'').</note>
14 Guillemets typographiques ouvrants. => <note important>**Micro** est dans les dépôts officiels d'[[Focal|Ubuntu 20.04]] et [[Groovy|20.10]]. Toutefois, **il n'y est pas à jour** (''v2.0.1'' et ''v2.0.6'' respectivement, MAJ à ''v2.0.8'').</note>
14 Mot inconnu : v2 => <note important>**Micro** est dans les dépôts officiels d'[[Focal|Ubuntu 20.04]] et [[Groovy|20.10]]. Toutefois, **il n'y est pas à jour** (''v2.0.1'' et ''v2.0.6'' respectivement, MAJ à ''v2.0.8'').</note>
14 Guillemets typographiques fermants. => <note important>**Micro** est dans les dépôts officiels d'[[Focal|Ubuntu 20.04]] et [[Groovy|20.10]]. Toutefois, **il n'y est pas à jour** (''v2.0.1'' et ''v2.0.6'' respectivement, MAJ à ''v2.0.8'').</note>

16 Il manque un espace. => Il suffit d'[[:tutoriel:comment_installer_un_paquet|installer le paquet]] **[[apt>micro]]**.

18 Mot inconnu : bash => ==== Via un script bash ====

20 Il manque un espace insécable. => La solution la plus simple pour avoir la dernière version de micro : (voir les commentaires à droite)

23 Mot inconnu : curl => curl https://getmic.ro | bash            # télécharge micro dans le dossier courant
23 Mot inconnu : bash => curl https://getmic.ro | bash            # télécharge micro dans le dossier courant
23 Espace(s) surnuméraire(s) à supprimer. => curl https://getmic.ro | bash            # télécharge micro dans le dossier courant

24 Mot inconnu : mv => mv ./micro /usr/local/bin/               # lancez soit cette ligne : pour que tous les utilisateurs puissent l'exécuter
24 Il manque un espace insécable. => mv ./micro /usr/local/bin/               # lancez soit cette ligne : pour que tous les utilisateurs puissent l'exécuter

25 Mot inconnu : mv => mv ./micro ~/.local/bin/                 #        soit cette ligne : pour que seul votre utilisateur puisse l'exécuter
25 Il manque un espace insécable. => mv ./micro ~/.local/bin/                 #        soit cette ligne : pour que seul votre utilisateur puisse l'exécuter

29 Il manque un espace insécable. => Si vous voulez voir le code du script :

32 Mot inconnu : curl => curl https://getmic.ro | less
32 Mot inconnu : less => curl https://getmic.ro | less
39 Mot inconnu : install => snap install micro --classic
39 Mot inconnu : classic => snap install micro --classic

42 Mot inconnu : From => ==== From Source, autres ====

44 Mot inconnu : github => Voir sur le [[https://github.com/zyedidia/micro/tree/master#installation|github de micro]] pour plus d'infos.

48 Il manque un espace insécable. => Lancez la commande suivante dans un [[terminal]], suivie du nom d'un fichier et/ou d'autres arguments :

51 Mot inconnu : nom_du_fichier => micro nom_du_fichier

58 Espace(s) surnuméraire(s) à supprimer. => | Déplacer le curseur              | flèches + ''début'', ''fin'', etc |
102 Mot inconnu : ctrl-q => | Quitter micro (≈ ''ctrl-q'')                         | ''quit'' |
102 Guillemets typographiques fermants. => | Quitter micro (≈ ''ctrl-q'')                         | ''quit'' |
102 Guillemets typographiques ouvrants. => | Quitter micro (≈ ''ctrl-q'')                         | ''quit'' |
102 Mot inconnu : quit => | Quitter micro (≈ ''ctrl-q'')                         | ''quit'' |
102 Guillemets typographiques fermants. => | Quitter micro (≈ ''ctrl-q'')                         | ''quit'' |

104 Mot inconnu : Edition => === Edition ===

106 Typographie : points de suspension. Utilisez le caractère dédié. => | Remplacer ... par ...                                | ''replace <chercher> <remplacer_par> [<option>]'' |
106 Typographie : points de suspension. Utilisez le caractère dédié. => | Remplacer ... par ...                                | ''replace <chercher> <remplacer_par> [<option>]'' |
106 Espace(s) surnuméraire(s) à supprimer. => | Remplacer ... par ...                                | ''replace <chercher> <remplacer_par> [<option>]'' |
106 Guillemets typographiques ouvrants. => | Remplacer ... par ...                                | ''replace <chercher> <remplacer_par> [<option>]'' |

107 Typographie : points de suspension. Utilisez le caractère dédié. => | Remplacer tous les ... par ...                       | ''replaceall <chercher> <remplacer_par> [<option>]'' |
107 Typographie : points de suspension. Utilisez le caractère dédié. => | Remplacer tous les ... par ...                       | ''replaceall <chercher> <remplacer_par> [<option>]'' |
107 Espace(s) surnuméraire(s) à supprimer. => | Remplacer tous les ... par ...                       | ''replaceall <chercher> <remplacer_par> [<option>]'' |
107 Guillemets typographiques ouvrants. => | Remplacer tous les ... par ...                       | ''replaceall <chercher> <remplacer_par> [<option>]'' |
107 Mot inconnu : replaceall => | Remplacer tous les ... par ...                       | ''replaceall <chercher> <remplacer_par> [<option>]'' |

111 Espace(s) surnuméraire(s) à supprimer. => | Changer/définir un paramètre                         | ''set <paramètre> <valeur>'' |
111 Guillemets typographiques ouvrants. => | Changer/définir un paramètre                         | ''set <paramètre> <valeur>'' |

113 Mot inconnu : Splits => === Splits et Tabs (Onglets) ===
113 Mot inconnu : Tabs => === Splits et Tabs (Onglets) ===

115 Mot inconnu : split => | Créer un split (horizontal)                          | ''hsplit <fichier>'' |
115 Guillemets typographiques ouvrants. => | Créer un split (horizontal)                          | ''hsplit <fichier>'' |
115 Mot inconnu : hsplit => | Créer un split (horizontal)                          | ''hsplit <fichier>'' |

116 Mot inconnu : split => | Créer un split (vertical)                            | ''vsplit <fichier>'' |
116 Guillemets typographiques ouvrants. => | Créer un split (vertical)                            | ''vsplit <fichier>'' |
116 Mot inconnu : vsplit => | Créer un split (vertical)                            | ''vsplit <fichier>'' |

117 Espace(s) surnuméraire(s) à supprimer. => | Créer un onglet                                      | ''tab <fichier>'' |
117 Guillemets typographiques ouvrants. => | Créer un onglet                                      | ''tab <fichier>'' |
117 Mot inconnu : tab => | Créer un onglet                                      | ''tab <fichier>'' |

119 Espace(s) en fin de ligne à supprimer. => === Autres === 

124 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[https://micro-editor.github.io/|Site officiel]]
