
6 Mot inconnu : Pure-FTPd => ====== Serveur FTP Pure-FTPd ======

8 Mot inconnu : Pure-FTPd => Pure-FTPd est un serveur FTP sécurisé et fiable pour les systèmes dérivés d'UNIX. Il est sous licence BSD.

11 Mot inconnu : Pure-FTPd => Pure-FTPd propose comme fonctionnalités le contrôle de la bande passante, l'établissement de quotas de téléchargement, les alias de répertoires, la création d'hôtes virtuels. On peut également afficher des messages personnalisés (bannières et fortunes) lors de la connexion des utilisateurs.

13 Mot inconnu : Pure-FTPd => Pure-FTPd peut exécuter un script à la suite d'une upload. Il peut également refuser des utilisateurs si la charge système devient trop importante.
13 Mot inconnu : upload => Pure-FTPd peut exécuter un script à la suite d'une upload. Il peut également refuser des utilisateurs si la charge système devient trop importante.

15 Mot inconnu : Pluggable => Il supporte l'identification par Pluggable Authentication Modules (PAM), mais aussi à partir d'une base de données MySQL, PostgreSQL ou dans un annuaire LDAP. Il supporte également la création d'utilisateurs virtuels n'ayant pas de compte sur le système. Une option anti-warez permet de réagir face à un répertoire accessible en écriture.
15 Mot inconnu : Authentication => Il supporte l'identification par Pluggable Authentication Modules (PAM), mais aussi à partir d'une base de données MySQL, PostgreSQL ou dans un annuaire LDAP. Il supporte également la création d'utilisateurs virtuels n'ayant pas de compte sur le système. Une option anti-warez permet de réagir face à un répertoire accessible en écriture.
15 Mot inconnu : PAM => Il supporte l'identification par Pluggable Authentication Modules (PAM), mais aussi à partir d'une base de données MySQL, PostgreSQL ou dans un annuaire LDAP. Il supporte également la création d'utilisateurs virtuels n'ayant pas de compte sur le système. Une option anti-warez permet de réagir face à un répertoire accessible en écriture.
15 Mot inconnu : MySQL => Il supporte l'identification par Pluggable Authentication Modules (PAM), mais aussi à partir d'une base de données MySQL, PostgreSQL ou dans un annuaire LDAP. Il supporte également la création d'utilisateurs virtuels n'ayant pas de compte sur le système. Une option anti-warez permet de réagir face à un répertoire accessible en écriture.
15 Mot inconnu : PostgreSQL => Il supporte l'identification par Pluggable Authentication Modules (PAM), mais aussi à partir d'une base de données MySQL, PostgreSQL ou dans un annuaire LDAP. Il supporte également la création d'utilisateurs virtuels n'ayant pas de compte sur le système. Une option anti-warez permet de réagir face à un répertoire accessible en écriture.
15 Mot inconnu : LDAP => Il supporte l'identification par Pluggable Authentication Modules (PAM), mais aussi à partir d'une base de données MySQL, PostgreSQL ou dans un annuaire LDAP. Il supporte également la création d'utilisateurs virtuels n'ayant pas de compte sur le système. Une option anti-warez permet de réagir face à un répertoire accessible en écriture.
15 Mot inconnu : anti-warez => Il supporte l'identification par Pluggable Authentication Modules (PAM), mais aussi à partir d'une base de données MySQL, PostgreSQL ou dans un annuaire LDAP. Il supporte également la création d'utilisateurs virtuels n'ayant pas de compte sur le système. Une option anti-warez permet de réagir face à un répertoire accessible en écriture.

17 Mot inconnu : SSL => Les utilisateurs peuvent utiliser les protocoles SSL/TLS afin de chiffrer l'envoi de leur identifiant et mot de passe vers le serveur (nécessite un client FTP compatible).
17 Mot inconnu : TLS => Les utilisateurs peuvent utiliser les protocoles SSL/TLS afin de chiffrer l'envoi de leur identifiant et mot de passe vers le serveur (nécessite un client FTP compatible).

19 Mot inconnu : Pure-FTPd => Plusieurs serveurs FTP Pure-FTPd indépendants peuvent s'exécuter de façon concurrente sur la même machine.

22 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  

23 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Disposer des [[:sudo|droits d'administration]].

24 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Disposer d'une connexion à Internet configurée et activée.

27 Il manque un espace. => [[:tutoriel:comment_installer_un_paquet|Installez le paquet]] **[[apt>pure-ftpd]]**.
27 Mot inconnu : pure-ftpd => [[:tutoriel:comment_installer_un_paquet|Installez le paquet]] **[[apt>pure-ftpd]]**.

30 Mot inconnu : ftpgroup => Création du groupe ftpgroup :
30 Il manque un espace insécable. => Création du groupe ftpgroup :

32 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo groupadd ftpgroup
32 Mot inconnu : sudo =>   sudo groupadd ftpgroup
32 Mot inconnu : groupadd =>   sudo groupadd ftpgroup
32 Mot inconnu : ftpgroup =>   sudo groupadd ftpgroup

34 Mot inconnu : ftpuser => Création de l'utilisateur ftpuser :
34 Il manque un espace insécable. => Création de l'utilisateur ftpuser :

36 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo useradd -g ftpgroup -d /dev/null -s /usr/sbin/nologin ftpuser
36 Mot inconnu : sudo =>   sudo useradd -g ftpgroup -d /dev/null -s /usr/sbin/nologin ftpuser
36 Mot inconnu : useradd =>   sudo useradd -g ftpgroup -d /dev/null -s /usr/sbin/nologin ftpuser
36 Il manque un espace à côté du tiret. =>   sudo useradd -g ftpgroup -d /dev/null -s /usr/sbin/nologin ftpuser
36 Mot inconnu : ftpgroup =>   sudo useradd -g ftpgroup -d /dev/null -s /usr/sbin/nologin ftpuser
36 Il manque un espace à côté du tiret. =>   sudo useradd -g ftpgroup -d /dev/null -s /usr/sbin/nologin ftpuser
36 Il manque un espace à côté du tiret. =>   sudo useradd -g ftpgroup -d /dev/null -s /usr/sbin/nologin ftpuser
36 Mot inconnu : ftpuser =>   sudo useradd -g ftpgroup -d /dev/null -s /usr/sbin/nologin ftpuser

37 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   ou

38 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo useradd -g ftpgroup --system ftpuser
38 Mot inconnu : sudo =>   sudo useradd -g ftpgroup --system ftpuser
38 Mot inconnu : useradd =>   sudo useradd -g ftpgroup --system ftpuser
38 Il manque un espace à côté du tiret. =>   sudo useradd -g ftpgroup --system ftpuser
38 Mot inconnu : ftpgroup =>   sudo useradd -g ftpgroup --system ftpuser
38 Mot inconnu : system =>   sudo useradd -g ftpgroup --system ftpuser
38 Mot inconnu : ftpuser =>   sudo useradd -g ftpgroup --system ftpuser

42 Mot inconnu : ReadMe => Ces fichiers sont documentés dans le ReadMe officiel de PureFtpd (voir [[http://download.pureftpd.org/pub/pure-ftpd/doc/README|README Pure-ftpd]]). Ils prennent des valeurs de type: yes/no, chemin, valeur... 
42 Mot inconnu : PureFtpd => Ces fichiers sont documentés dans le ReadMe officiel de PureFtpd (voir [[http://download.pureftpd.org/pub/pure-ftpd/doc/README|README Pure-ftpd]]). Ils prennent des valeurs de type: yes/no, chemin, valeur... 
42 Mot inconnu : README => Ces fichiers sont documentés dans le ReadMe officiel de PureFtpd (voir [[http://download.pureftpd.org/pub/pure-ftpd/doc/README|README Pure-ftpd]]). Ils prennent des valeurs de type: yes/no, chemin, valeur... 
42 Mot inconnu : Pure-ftpd => Ces fichiers sont documentés dans le ReadMe officiel de PureFtpd (voir [[http://download.pureftpd.org/pub/pure-ftpd/doc/README|README Pure-ftpd]]). Ils prennent des valeurs de type: yes/no, chemin, valeur... 
42 Il manque un espace insécable. => Ces fichiers sont documentés dans le ReadMe officiel de PureFtpd (voir [[http://download.pureftpd.org/pub/pure-ftpd/doc/README|README Pure-ftpd]]). Ils prennent des valeurs de type: yes/no, chemin, valeur... 
42 Mot inconnu : yes => Ces fichiers sont documentés dans le ReadMe officiel de PureFtpd (voir [[http://download.pureftpd.org/pub/pure-ftpd/doc/README|README Pure-ftpd]]). Ils prennent des valeurs de type: yes/no, chemin, valeur... 
42 Typographie : points de suspension. Utilisez le caractère dédié. => Ces fichiers sont documentés dans le ReadMe officiel de PureFtpd (voir [[http://download.pureftpd.org/pub/pure-ftpd/doc/README|README Pure-ftpd]]). Ils prennent des valeurs de type: yes/no, chemin, valeur... 
42 Espace(s) en fin de ligne à supprimer. => Ces fichiers sont documentés dans le ReadMe officiel de PureFtpd (voir [[http://download.pureftpd.org/pub/pure-ftpd/doc/README|README Pure-ftpd]]). Ils prennent des valeurs de type: yes/no, chemin, valeur... 

48 Mot inconnu : LimitRecursion => Pour l'exemple LimitRecursion

49 Il manque un espace insécable. => (note : il faut respecter la casse)

51 Formatage des grands nombres. => ensuite vous renseignez ce fichier, pour 10000 fichiers et 50 répertoires

52 Formatage des grands nombres. => 10000 50

58 S’il s’agit de représenter un nombre négatif, utilisez le signe typographique “moins” [1]. S’il s’agit d’une incise, utilisez un tiret demi-cadratin [2] ou un tiret cadratin [3]. => | -0 | NoTruncate | Cette option permet de renommer automatiquement un fichier si un autre du même nom existe déjà sur le serveur.Cette option est incompatible avec les "Quotas virtuels"|
78 Mot inconnu : MaxDiskUsage => | -k | MaxDiskUsage | Interdit les chargements sur le serveur (upload) si la partition utilisée est chargée à plus de |
78 Mot inconnu : upload => | -k | MaxDiskUsage | Interdit les chargements sur le serveur (upload) si la partition utilisée est chargée à plus de |

79 Mot inconnu : KeepAllFiles => | -K | KeepAllFiles | Autorise les utilisateurs à charger des fichiers sur le serveur, mais les interdit de les renommer ou les supprimer. |

81 Mot inconnu : LimitRecursion => | -L | LimitRecursion | Cette option permet d'éviter le nombre de fichiers listes et le nombre de niveau de recherches pour éviter les déni de services.(Défaut = 2000 fichiers et 5 niveaux de répertoire) |
81 Accord de nombre erroné : « déni » devrait être au pluriel. => | -L | LimitRecursion | Cette option permet d'éviter le nombre de fichiers listes et le nombre de niveau de recherches pour éviter les déni de services.(Défaut = 2000 fichiers et 5 niveaux de répertoire) |

82 Mot inconnu : MaxLoad => | -m | MaxLoad | Interdit les téléchargements anonymes si la charge du CPU atteint |

83 Mot inconnu : AnonymousCanCreateDirs => | -M | AnonymousCanCreateDirs | Autorise les utilisateurs anonymes à créer des répertoires. |

85 Mot inconnu : NatMode => | -N | NatMode | Mode NAT |
85 Mot inconnu : NAT => | -N | NatMode | Mode NAT |

86 Mot inconnu : AltLog => | -O | AltLog | Enregistre les logs des fichiers transférés dans un fichier spécifique. Plusieurs formats sont supportés : CLF (Apache-like), Stats, W3C and xferlog.Par exemple le format "Stats" ressemble à  |
86 Il manque un espace insécable. => | -O | AltLog | Enregistre les logs des fichiers transférés dans un fichier spécifique. Plusieurs formats sont supportés : CLF (Apache-like), Stats, W3C and xferlog.Par exemple le format "Stats" ressemble à  |
86 Mot inconnu : CLF => | -O | AltLog | Enregistre les logs des fichiers transférés dans un fichier spécifique. Plusieurs formats sont supportés : CLF (Apache-like), Stats, W3C and xferlog.Par exemple le format "Stats" ressemble à  |
86 Mot inconnu : Stats => | -O | AltLog | Enregistre les logs des fichiers transférés dans un fichier spécifique. Plusieurs formats sont supportés : CLF (Apache-like), Stats, W3C and xferlog.Par exemple le format "Stats" ressemble à  |
86 Mot inconnu : and => | -O | AltLog | Enregistre les logs des fichiers transférés dans un fichier spécifique. Plusieurs formats sont supportés : CLF (Apache-like), Stats, W3C and xferlog.Par exemple le format "Stats" ressemble à  |
86 Mot inconnu : xferlog => | -O | AltLog | Enregistre les logs des fichiers transférés dans un fichier spécifique. Plusieurs formats sont supportés : CLF (Apache-like), Stats, W3C and xferlog.Par exemple le format "Stats" ressemble à  |
86 Il manque un espace. => | -O | AltLog | Enregistre les logs des fichiers transférés dans un fichier spécifique. Plusieurs formats sont supportés : CLF (Apache-like), Stats, W3C and xferlog.Par exemple le format "Stats" ressemble à  |
86 Guillemets typographiques ouvrants. => | -O | AltLog | Enregistre les logs des fichiers transférés dans un fichier spécifique. Plusieurs formats sont supportés : CLF (Apache-like), Stats, W3C and xferlog.Par exemple le format "Stats" ressemble à  |
86 Mot inconnu : Stats => | -O | AltLog | Enregistre les logs des fichiers transférés dans un fichier spécifique. Plusieurs formats sont supportés : CLF (Apache-like), Stats, W3C and xferlog.Par exemple le format "Stats" ressemble à  |
86 Guillemets typographiques fermants. => | -O | AltLog | Enregistre les logs des fichiers transférés dans un fichier spécifique. Plusieurs formats sont supportés : CLF (Apache-like), Stats, W3C and xferlog.Par exemple le format "Stats" ressemble à  |
86 Espace(s) surnuméraire(s) à supprimer. => | -O | AltLog | Enregistre les logs des fichiers transférés dans un fichier spécifique. Plusieurs formats sont supportés : CLF (Apache-like), Stats, W3C and xferlog.Par exemple le format "Stats" ressemble à  |

87 Mot inconnu : PassivePortRange => | -p | PassivePortRange | Permet de modifier les ports sur lesquels le serveur Écoute |

88 Mot inconnu : ForcePassiveIP => | -P | ForcePassiveIP | Force l'adresse IP ou le nom de la machine pour le retour |

89 Mot inconnu : AnonymousRatio => | -q | AnonymousRatio | Active les ratios pour les utilisateurs anonymes |

90 Mot inconnu : UserRatio => | -Q | UserRatio | Active les ratios pour tous les utilisateurs |

91 Mot inconnu : AutoRename => | -r | AutoRename | Ne jamais écraser un fichier existant. Le fichier est automatiquement renommé si c'est nécessaire. |

92 Mot inconnu : NoChmod => | -R | NoChmod | Interdit aux utilisateurs d'utiliser les commandes CHMOD |
92 Mot inconnu : CHMOD => | -R | NoChmod | Interdit aux utilisateurs d'utiliser les commandes CHMOD |

93 Mot inconnu : AntiWarez => | -s | AntiWarez | Interdit aux utilisateur anonymes de télécharger des fichiers |
93 Accord de nombre erroné : « utilisateur » devrait être au pluriel. => | -s | AntiWarez | Interdit aux utilisateur anonymes de télécharger des fichiers |

94 Mot inconnu : UserBandwidth => | -T | UserBandwidth or [] :[] | Active la limitation de la bande passante en kilobytes/seconds. Il est possible d'avoir une bande passante différente avec la syntaxe "-t [] :[]" |
94 Mot inconnu : kilobytes => | -T | UserBandwidth or [] :[] | Active la limitation de la bande passante en kilobytes/seconds. Il est possible d'avoir une bande passante différente avec la syntaxe "-t [] :[]" |

95 Mot inconnu : AnonymousBandwidth => | -t | AnonymousBandwidth | Active la limitation de la bande passante en kbps pour les utilisateurs anonymes. Il est possible d'avoir une bande passante différente avec la syntaxe "-t [] :[]" |
95 Mot inconnu : kbps => | -t | AnonymousBandwidth | Active la limitation de la bande passante en kbps pour les utilisateurs anonymes. Il est possible d'avoir une bande passante différente avec la syntaxe "-t [] :[]" |

96 Mot inconnu : MinUID => | -u | MinUID | Interdit les accès pour les utilisateurs ayant un uid inférieur à celui indiqué. |
96 Mot inconnu : uid => | -u | MinUID | Interdit les accès pour les utilisateurs ayant un uid inférieur à celui indiqué. |

97 Mot inconnu : Umask => | -U | Umask | Change le mask de création des dossiers et des fichiers. (Défaut = 133 022) |
97 Mot inconnu : mask => | -U | Umask | Change le mask de création des dossiers et des fichiers. (Défaut = 133 022) |
97 Grands nombres : utilisez des espaces insécables. => | -U | Umask | Change le mask de création des dossiers et des fichiers. (Défaut = 133 022) |

98 Mot inconnu : TrustedIP => | -V | TrustedIP | Autorise les accès non anonymes seulement pour l'adresse IP spécifiée. Les autres adresses IP auront un accès anonyme. |

99 Mot inconnu : ProhibitDotFilesWrite => | -x | ProhibitDotFilesWrite | Interdit les utilisateurs anonymes à écrire des fichiers commençant par un point. |

100 Mot inconnu : ProhibitDotFilesRead => | -X | ProhibitDotFilesRead | Interdit les utilisateurs anonymes à lire et écrire des fichiers commençant par un point. |

101 Mot inconnu : PerUserLimits => | -y | PerUserLimits | Permet de limiter le nombre de sessions simultanées qu'un utilisateur peut ouvrir (Défaut = 0 = illimités) |

102 Mot inconnu : AllowDotFiles => | -z | AllowDotFiles | Autorise les utilisateurs anonymes à lire les fichiers et les dossiers commençant par un point. |
105 Il manque un espace à côté du tiret. => Entrez la commande dans un [[:terminal]] : <code>sudo pure-pw useradd nom_utilisateur -u ftpuser -g ftpgroup -d /home/www/nom_utilisateur</code>
105 Il manque un espace à côté du tiret. => Entrez la commande dans un [[:terminal]] : <code>sudo pure-pw useradd nom_utilisateur -u ftpuser -g ftpgroup -d /home/www/nom_utilisateur</code>
105 Il manque un espace à côté du tiret. => Entrez la commande dans un [[:terminal]] : <code>sudo pure-pw useradd nom_utilisateur -u ftpuser -g ftpgroup -d /home/www/nom_utilisateur</code>

110 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo pure-pw mkdb
110 Mot inconnu : sudo =>   sudo pure-pw mkdb
110 Mot inconnu : pure-pw =>   sudo pure-pw mkdb
110 Mot inconnu : mkdb =>   sudo pure-pw mkdb

114 Il manque un espace insécable. => Pour activer l'authentification liée à Pure-FTP :

115 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo ln -s /etc/pure-ftpd/conf/PureDB /etc/pure-ftpd/auth/50pure
115 Mot inconnu : sudo =>   sudo ln -s /etc/pure-ftpd/conf/PureDB /etc/pure-ftpd/auth/50pure
115 Il manque un espace à côté du tiret. =>   sudo ln -s /etc/pure-ftpd/conf/PureDB /etc/pure-ftpd/auth/50pure

119 Il manque un espace insécable. => Si un mot de passe a été oublié ou doit être changé, utiliser cette commande :

121 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo pure-pw passwd nom_utilisateur
121 Mot inconnu : sudo =>   sudo pure-pw passwd nom_utilisateur
121 Mot inconnu : pure-pw =>   sudo pure-pw passwd nom_utilisateur
121 Mot inconnu : passwd =>   sudo pure-pw passwd nom_utilisateur
121 Mot inconnu : nom_utilisateur =>   sudo pure-pw passwd nom_utilisateur

123 Mot inconnu : Regénérer => Regénérer le fichier des utilisateurs

125 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo pure-pw mkdb
125 Mot inconnu : sudo =>   sudo pure-pw mkdb
125 Mot inconnu : pure-pw =>   sudo pure-pw mkdb
125 Mot inconnu : mkdb =>   sudo pure-pw mkdb

126 Mot inconnu : symlinks => ==== Autoriser les utilisateurs virtuels à suivre les liens symboliques (symlinks) ====

128 Guillemets typographiques ouvrants. => Pour cela, il faut activer le "virtualchroot" dans le fichier /etc/default/pure-ftpd-common
128 Mot inconnu : virtualchroot => Pour cela, il faut activer le "virtualchroot" dans le fichier /etc/default/pure-ftpd-common
128 Guillemets typographiques fermants. => Pour cela, il faut activer le "virtualchroot" dans le fichier /etc/default/pure-ftpd-common

131 Mot inconnu : VIRTUALCHROOT => VIRTUALCHROOT=true
131 Mot inconnu : true => VIRTUALCHROOT=true

136 Il manque un espace insécable. => On crée notre fichier contenant le ou les messages :

138 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   nano /home/user/nomfichier
138 Mot inconnu : nano =>   nano /home/user/nomfichier

144 Il manque un espace insécable. => On donne les droits nécessaires :

146 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo chmod 644 /home/user/nomfichier
146 Mot inconnu : sudo =>   sudo chmod 644 /home/user/nomfichier
146 Mot inconnu : chmod =>   sudo chmod 644 /home/user/nomfichier

148 Mot inconnu : Pureftpd => Une fois le fichier crée, on ajoute à la config de Pureftpd l'option -F (fortunesfile) :
148 Il manque un espace à côté du tiret. => Une fois le fichier crée, on ajoute à la config de Pureftpd l'option -F (fortunesfile) :
148 Mot inconnu : fortunesfile => Une fois le fichier crée, on ajoute à la config de Pureftpd l'option -F (fortunesfile) :
148 Il manque un espace insécable. => Une fois le fichier crée, on ajoute à la config de Pureftpd l'option -F (fortunesfile) :

150 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   nano /etc/pure-ftpd/conf/FortunesFile
150 Mot inconnu : nano =>   nano /etc/pure-ftpd/conf/FortunesFile

152 Il manque un espace insécable. => Et on y ajoute le chemin de notre message :

158 Il manque un espace insécable. => Il suffit ensuite de redémarrer le serveur:

160 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo /etc/init.d/pure-ftpd restart
160 Mot inconnu : sudo =>   sudo /etc/init.d/pure-ftpd restart
160 Mot inconnu : restart =>   sudo /etc/init.d/pure-ftpd restart

162 Il manque un espace à côté du tiret. => On retrouve alors notre option -F :
162 Il manque un espace insécable. => On retrouve alors notre option -F :

167 Accord de genre erroné avec « intervalles ». => Pour afficher l'espace disque on peut exécuter un script à intervalles régulières de type :
167 Il manque un espace insécable. => Pour afficher l'espace disque on peut exécuter un script à intervalles régulières de type :

168 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   df -H /dossierdepartage > /home/user/nomfichier
168 Mot inconnu : df =>   df -H /dossierdepartage > /home/user/nomfichier
168 Il manque un espace à côté du tiret. =>   df -H /dossierdepartage > /home/user/nomfichier
168 Mot inconnu : dossierdepartage =>   df -H /dossierdepartage > /home/user/nomfichier

174 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo pure-pw list
174 Mot inconnu : sudo =>   sudo pure-pw list
174 Mot inconnu : pure-pw =>   sudo pure-pw list
174 Mot inconnu : list =>   sudo pure-pw list

178 Il manque un espace insécable. => Pour ne pas avoir une erreur 530 (connexion refusée) à la connexion du client FTP il faut créer le lien symbolique:

180 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo ln -s /etc/pure-ftpd/conf/PureDB /etc/pure-ftpd/auth/75puredb
180 Mot inconnu : sudo =>   sudo ln -s /etc/pure-ftpd/conf/PureDB /etc/pure-ftpd/auth/75puredb
180 Il manque un espace à côté du tiret. =>   sudo ln -s /etc/pure-ftpd/conf/PureDB /etc/pure-ftpd/auth/75puredb

182 Il manque un espace insécable. => <note important>important</note>Attention :  pure-ftpd interdit le login pour les numéros inférieurs à celui paramétré dans : ///etc/pure-ftpd/conf/MinUID//.
182 Espace(s) surnuméraire(s) à supprimer. => <note important>important</note>Attention :  pure-ftpd interdit le login pour les numéros inférieurs à celui paramétré dans : ///etc/pure-ftpd/conf/MinUID//.
182 Mot inconnu : pure-ftpd => <note important>important</note>Attention :  pure-ftpd interdit le login pour les numéros inférieurs à celui paramétré dans : ///etc/pure-ftpd/conf/MinUID//.
182 Il manque un espace insécable. => <note important>important</note>Attention :  pure-ftpd interdit le login pour les numéros inférieurs à celui paramétré dans : ///etc/pure-ftpd/conf/MinUID//.

184 Il manque un espace insécable. => Si erreur : **530 Sorry, but I can't trust you**
184 Mot inconnu : Sorry => Si erreur : **530 Sorry, but I can't trust you**
184 Mot inconnu : can't => Si erreur : **530 Sorry, but I can't trust you**
184 Mot inconnu : you => Si erreur : **530 Sorry, but I can't trust you**

186 Il manque un espace insécable. => Modifier : /etc/pure-ftpd/conf/MinUID, avec un uid (1000 par défaut) inférieur à l'uid de l'utilisateur physique auquel est lié l'utilisateur virtuel.
186 Mot inconnu : uid => Modifier : /etc/pure-ftpd/conf/MinUID, avec un uid (1000 par défaut) inférieur à l'uid de l'utilisateur physique auquel est lié l'utilisateur virtuel.
186 Mot inconnu : uid => Modifier : /etc/pure-ftpd/conf/MinUID, avec un uid (1000 par défaut) inférieur à l'uid de l'utilisateur physique auquel est lié l'utilisateur virtuel.

188 Confusion probable. Pour dire “possiblement”, écrivez “peut-être”. => Il faut peut être redémarrer pour rendre la modification effective...
188 Après “être”, le verbe ne devrait pas être à l’infinitif. => Il faut peut être redémarrer pour rendre la modification effective...
188 Typographie : points de suspension. Utilisez le caractère dédié. => Il faut peut être redémarrer pour rendre la modification effective...

190 Mot inconnu : pure-ftpd => ==== Pour relancer le serveur pure-ftpd ====

192 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo /etc/init.d/pure-ftpd restart
192 Mot inconnu : sudo =>   sudo /etc/init.d/pure-ftpd restart
192 Mot inconnu : restart =>   sudo /etc/init.d/pure-ftpd restart

197 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo pure-ftpwho
197 Mot inconnu : sudo =>   sudo pure-ftpwho
197 Mot inconnu : pure-ftpwho =>   sudo pure-ftpwho

202 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[http://www.pureftpd.org/project/pure-ftpd|Pureftpd.org]]
202 Mot inconnu : Pureftpd =>   * [[http://www.pureftpd.org/project/pure-ftpd|Pureftpd.org]]

203 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[http://www.pureftpd.org/project/pure-ftpd/doc|Pureftpd.org - Documentations]]
203 Mot inconnu : Pureftpd =>   * [[http://www.pureftpd.org/project/pure-ftpd/doc|Pureftpd.org - Documentations]]
203 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   * [[http://www.pureftpd.org/project/pure-ftpd/doc|Pureftpd.org - Documentations]]

204 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[http://www.webmin.com/cgi-bin/search_third.cgi?search=ftpd|webmin.com - Module]]
204 Mot inconnu : webmin =>   * [[http://www.webmin.com/cgi-bin/search_third.cgi?search=ftpd|webmin.com - Module]]
204 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   * [[http://www.webmin.com/cgi-bin/search_third.cgi?search=ftpd|webmin.com - Module]]

208 Il manque un espace insécable. => //Contributeurs principaux : [[utilisateurs:zoph]],[[utilisateurs:snoopyp]].//
208 Il manque un espace. => //Contributeurs principaux : [[utilisateurs:zoph]],[[utilisateurs:snoopyp]].//
208 Il manque un espace. => //Contributeurs principaux : [[utilisateurs:zoph]],[[utilisateurs:snoopyp]].//
