
12 Mot inconnu : Ormis => Ormis quelques extensions que Ubuntu installe d'origine et ne sont pas directement désactivables, tel que le dock latéral par exemple, la session par défaut d'Ubuntu, à partir de la version 17.10, se personnalise comme la session GNOME Shell originelle (voir la partie suivante). | ormis
18 Espace(s) en fin de ligne à supprimer. => Depuis Ubuntu, pour retrouver l'interface épurée de GNOME Shell, vous pouvez installer gnome-session :  |   => suggestions : ['']

21 S’il s’agit de la préposition « à », il faut accentuer la majuscule. => A partir de la fenêtre de connexion, vous pourrez obtenir l'interface originelle de GNOME, sans le dock Ubuntu par exemple. | a => suggestions : ['À']

25 Mot inconnu : topbar => Barre supérieure ou topbar | topbar

27 Mot inconnu : topbar => La **barre supérieure** (//topbar//) se trouve en haut de l'écran. Par défaut, elle contient : | topbar
53 Guillemets typographiques ouvrants. => En pressant la touche //Super//, ou //Alt+F1//, ou en déplaçant (sans cliquer !) la souris dans le coin supérieur gauche (on parle de **coin actif**), ou en cliquant sur "Activités", on ouvre la **vue des Activités** (//overview//) : | " => suggestions : ['«\xa0', '“']
53 Guillemets typographiques fermants. => En pressant la touche //Super//, ou //Alt+F1//, ou en déplaçant (sans cliquer !) la souris dans le coin supérieur gauche (on parle de **coin actif**), ou en cliquant sur "Activités", on ouvre la **vue des Activités** (//overview//) : | " => suggestions : ['\xa0»', '”']
53 Mot inconnu : overview => En pressant la touche //Super//, ou //Alt+F1//, ou en déplaçant (sans cliquer !) la souris dans le coin supérieur gauche (on parle de **coin actif**), ou en cliquant sur "Activités", on ouvre la **vue des Activités** (//overview//) : | overview

58 Mot inconnu : dash => Le tableau de bord (dash) | dash

61 Mot inconnu : dash => À partir de la version 17.10, le dash est modifiable par les utilisateurs : il est étendu aux bords de l'écran, et est visible même hors de la vue des activités. On parle alors de **dock**, paramétrable depuis les paramètres système. | dash

63 Typographie : pas de virgule avant les points de suspension. => Le bouton situé en bas du tableau de bord permet d'accéder à la **vue applications** qui donne un accès direct aux applications moins couramment utilisées (utilitaires, jeux, …). Ces accès peuvent être regroupés au bon vouloir de l'utilisateur dans des dossiers d'application (//appfolders//). | , … => suggestions : ['…']
63 Mot inconnu : appfolders => Le bouton situé en bas du tableau de bord permet d'accéder à la **vue applications** qui donne un accès direct aux applications moins couramment utilisées (utilitaires, jeux, …). Ces accès peuvent être regroupés au bon vouloir de l'utilisateur dans des dossiers d'application (//appfolders//). | appfolders

73 Mot inconnu : headerbar => Les fonctionnalités secondaires sont généralement dans un menu-sandwich sur la droite de l'headerbar, les fonctionnalités relatives à l'application (préférences, nouvelle fenêtre, aide, raccourcis claviers, à propos, quitter) sont généralement dans l'appmenu qui se trouve par défaut dans la barre supérieure. | headerbar
73 Mot inconnu : appmenu => Les fonctionnalités secondaires sont généralement dans un menu-sandwich sur la droite de l'headerbar, les fonctionnalités relatives à l'application (préférences, nouvelle fenêtre, aide, raccourcis claviers, à propos, quitter) sont généralement dans l'appmenu qui se trouve par défaut dans la barre supérieure. | appmenu
93 Mot inconnu : dash => Apparence : permet de **changer de thème** d'icônes, de thème GTK+, de thème de curseur. Pour changer le [[#Thèmes|thème]] de Gnome Shell lui-même (barre supérieure, dash, menus de la barre supérieure, etc.), il faut activer l'extension "User Theme" (voir [[#Extensions|plus loin]]) puis installer un thème Gnome Shell. | dash
93 Guillemets typographiques ouvrants. => Apparence : permet de **changer de thème** d'icônes, de thème GTK+, de thème de curseur. Pour changer le [[#Thèmes|thème]] de Gnome Shell lui-même (barre supérieure, dash, menus de la barre supérieure, etc.), il faut activer l'extension "User Theme" (voir [[#Extensions|plus loin]]) puis installer un thème Gnome Shell. | " => suggestions : ['«\xa0', '“']
93 Mot inconnu : Theme => Apparence : permet de **changer de thème** d'icônes, de thème GTK+, de thème de curseur. Pour changer le [[#Thèmes|thème]] de Gnome Shell lui-même (barre supérieure, dash, menus de la barre supérieure, etc.), il faut activer l'extension "User Theme" (voir [[#Extensions|plus loin]]) puis installer un thème Gnome Shell. | theme
93 Guillemets typographiques fermants. => Apparence : permet de **changer de thème** d'icônes, de thème GTK+, de thème de curseur. Pour changer le [[#Thèmes|thème]] de Gnome Shell lui-même (barre supérieure, dash, menus de la barre supérieure, etc.), il faut activer l'extension "User Theme" (voir [[#Extensions|plus loin]]) puis installer un thème Gnome Shell. | " => suggestions : ['\xa0»', '”']
95 Mot inconnu : appmenu => Barre Supérieure : possibilité de régler ce qui apparaît dans le bouton de l'horloge (date, secondes, etc.) et possibilité de choisir si le **menu de l'application** (//appmenu//) doit apparaître dans la barre supérieure ou plutôt dans le coin de la fenêtre concernée. | appmenu
97 Il manque un trait d’union. => Bureau : activer les icônes sur le bureau** (et en ajouter quelques unes comme la corbeille). Choix et paramétrage du fond d'écran** et de **l'écran de verrouillage.** | quelques unes => suggestions : ['quelques-unes']
103 Guillemets typographiques ouvrants. => Fenêtres : paramètres de gestion des fenêtres (action des clics et des touches spéciales, **activation des boutons de fenêtres "minimiser" et "maximiser"**, etc.). Mise à l'échelle de l'interface pour écrans à haute densité de pixels. | " => suggestions : ['«\xa0', '“']
103 Guillemets typographiques fermants. => Fenêtres : paramètres de gestion des fenêtres (action des clics et des touches spéciales, **activation des boutons de fenêtres "minimiser" et "maximiser"**, etc.). Mise à l'échelle de l'interface pour écrans à haute densité de pixels. | " => suggestions : ['\xa0»', '”']
103 Guillemets typographiques ouvrants. => Fenêtres : paramètres de gestion des fenêtres (action des clics et des touches spéciales, **activation des boutons de fenêtres "minimiser" et "maximiser"**, etc.). Mise à l'échelle de l'interface pour écrans à haute densité de pixels. | " => suggestions : ['«\xa0', '“']
103 Guillemets typographiques fermants. => Fenêtres : paramètres de gestion des fenêtres (action des clics et des touches spéciales, **activation des boutons de fenêtres "minimiser" et "maximiser"**, etc.). Mise à l'échelle de l'interface pour écrans à haute densité de pixels. | " => suggestions : ['\xa0»', '”']
120 Guillemets typographiques ouvrants. => La **SEULE** source d'installation recommandée par les développeurs de Gnome Shell est le site officiel [[https://extensions.gnome.org|extensions.gnome.org]] : un vaste catalogue d'extension y est disponible (ci-contre), vous pouvez également y constater quelles sont les extensions les plus populaires, et y accéder à la liste des extensions présentes sur votre système (onglet "Installed Extensions"). | " => suggestions : ['«\xa0', '“']
120 Mot inconnu : Installed => La **SEULE** source d'installation recommandée par les développeurs de Gnome Shell est le site officiel [[https://extensions.gnome.org|extensions.gnome.org]] : un vaste catalogue d'extension y est disponible (ci-contre), vous pouvez également y constater quelles sont les extensions les plus populaires, et y accéder à la liste des extensions présentes sur votre système (onglet "Installed Extensions"). | installed
120 Guillemets typographiques fermants. => La **SEULE** source d'installation recommandée par les développeurs de Gnome Shell est le site officiel [[https://extensions.gnome.org|extensions.gnome.org]] : un vaste catalogue d'extension y est disponible (ci-contre), vous pouvez également y constater quelles sont les extensions les plus populaires, et y accéder à la liste des extensions présentes sur votre système (onglet "Installed Extensions"). | " => suggestions : ['\xa0»', '”']

133 Mot inconnu : Activities => | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Dash to Panel \\ - Activities Configurator \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator  \\ - Caffeine | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Pixel Saver \\ - Dash to Dock \\ - Activities Configurator \\ - Places status indicator \\ - Clipboard Indicator \\ - Caffeine \\ - etc. | **Thème du Shell :** Vertex \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - User Theme \\ - Dash to Dock \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator \\ - Emoji Selector \\ - Caffeine \\ - etc. |  | activities
133 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Dash to Panel \\ - Activities Configurator \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator  \\ - Caffeine | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Pixel Saver \\ - Dash to Dock \\ - Activities Configurator \\ - Places status indicator \\ - Clipboard Indicator \\ - Caffeine \\ - etc. | **Thème du Shell :** Vertex \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - User Theme \\ - Dash to Dock \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator \\ - Emoji Selector \\ - Caffeine \\ - etc. |  |  -  => suggestions : [' – ', ' — ', ' − ']
133 Mot inconnu : Lock => | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Dash to Panel \\ - Activities Configurator \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator  \\ - Caffeine | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Pixel Saver \\ - Dash to Dock \\ - Activities Configurator \\ - Places status indicator \\ - Clipboard Indicator \\ - Caffeine \\ - etc. | **Thème du Shell :** Vertex \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - User Theme \\ - Dash to Dock \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator \\ - Emoji Selector \\ - Caffeine \\ - etc. |  | lock
133 Mot inconnu : Keys => | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Dash to Panel \\ - Activities Configurator \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator  \\ - Caffeine | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Pixel Saver \\ - Dash to Dock \\ - Activities Configurator \\ - Places status indicator \\ - Clipboard Indicator \\ - Caffeine \\ - etc. | **Thème du Shell :** Vertex \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - User Theme \\ - Dash to Dock \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator \\ - Emoji Selector \\ - Caffeine \\ - etc. |  | keys
133 Mot inconnu : Indicator => | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Dash to Panel \\ - Activities Configurator \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator  \\ - Caffeine | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Pixel Saver \\ - Dash to Dock \\ - Activities Configurator \\ - Places status indicator \\ - Clipboard Indicator \\ - Caffeine \\ - etc. | **Thème du Shell :** Vertex \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - User Theme \\ - Dash to Dock \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator \\ - Emoji Selector \\ - Caffeine \\ - etc. |  | indicator
133 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Dash to Panel \\ - Activities Configurator \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator  \\ - Caffeine | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Pixel Saver \\ - Dash to Dock \\ - Activities Configurator \\ - Places status indicator \\ - Clipboard Indicator \\ - Caffeine \\ - etc. | **Thème du Shell :** Vertex \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - User Theme \\ - Dash to Dock \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator \\ - Emoji Selector \\ - Caffeine \\ - etc. |  |  -  => suggestions : [' – ', ' — ', ' − ']
133 Mot inconnu : Clipboard => | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Dash to Panel \\ - Activities Configurator \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator  \\ - Caffeine | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Pixel Saver \\ - Dash to Dock \\ - Activities Configurator \\ - Places status indicator \\ - Clipboard Indicator \\ - Caffeine \\ - etc. | **Thème du Shell :** Vertex \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - User Theme \\ - Dash to Dock \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator \\ - Emoji Selector \\ - Caffeine \\ - etc. |  | clipboard
133 Mot inconnu : Indicator => | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Dash to Panel \\ - Activities Configurator \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator  \\ - Caffeine | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Pixel Saver \\ - Dash to Dock \\ - Activities Configurator \\ - Places status indicator \\ - Clipboard Indicator \\ - Caffeine \\ - etc. | **Thème du Shell :** Vertex \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - User Theme \\ - Dash to Dock \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator \\ - Emoji Selector \\ - Caffeine \\ - etc. |  | indicator
133 Espace(s) surnuméraire(s) à supprimer. => | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Dash to Panel \\ - Activities Configurator \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator  \\ - Caffeine | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Pixel Saver \\ - Dash to Dock \\ - Activities Configurator \\ - Places status indicator \\ - Clipboard Indicator \\ - Caffeine \\ - etc. | **Thème du Shell :** Vertex \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - User Theme \\ - Dash to Dock \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator \\ - Emoji Selector \\ - Caffeine \\ - etc. |  |    => suggestions : [' ']
133 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Dash to Panel \\ - Activities Configurator \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator  \\ - Caffeine | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Pixel Saver \\ - Dash to Dock \\ - Activities Configurator \\ - Places status indicator \\ - Clipboard Indicator \\ - Caffeine \\ - etc. | **Thème du Shell :** Vertex \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - User Theme \\ - Dash to Dock \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator \\ - Emoji Selector \\ - Caffeine \\ - etc. |  |  -  => suggestions : [' – ', ' — ', ' − ']
133 Mot inconnu : Caffeine => | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Dash to Panel \\ - Activities Configurator \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator  \\ - Caffeine | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Pixel Saver \\ - Dash to Dock \\ - Activities Configurator \\ - Places status indicator \\ - Clipboard Indicator \\ - Caffeine \\ - etc. | **Thème du Shell :** Vertex \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - User Theme \\ - Dash to Dock \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator \\ - Emoji Selector \\ - Caffeine \\ - etc. |  | caffeine
133 Mot inconnu : Activities => | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Dash to Panel \\ - Activities Configurator \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator  \\ - Caffeine | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Pixel Saver \\ - Dash to Dock \\ - Activities Configurator \\ - Places status indicator \\ - Clipboard Indicator \\ - Caffeine \\ - etc. | **Thème du Shell :** Vertex \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - User Theme \\ - Dash to Dock \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator \\ - Emoji Selector \\ - Caffeine \\ - etc. |  | activities
133 Mot inconnu : Configurator => | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Dash to Panel \\ - Activities Configurator \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator  \\ - Caffeine | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Pixel Saver \\ - Dash to Dock \\ - Activities Configurator \\ - Places status indicator \\ - Clipboard Indicator \\ - Caffeine \\ - etc. | **Thème du Shell :** Vertex \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - User Theme \\ - Dash to Dock \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator \\ - Emoji Selector \\ - Caffeine \\ - etc. |  | configurator
133 Mot inconnu : Obsidian => | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Dash to Panel \\ - Activities Configurator \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator  \\ - Caffeine | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Pixel Saver \\ - Dash to Dock \\ - Activities Configurator \\ - Places status indicator \\ - Clipboard Indicator \\ - Caffeine \\ - etc. | **Thème du Shell :** Vertex \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - User Theme \\ - Dash to Dock \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator \\ - Emoji Selector \\ - Caffeine \\ - etc. |  | obsidian
133 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Dash to Panel \\ - Activities Configurator \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator  \\ - Caffeine | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Pixel Saver \\ - Dash to Dock \\ - Activities Configurator \\ - Places status indicator \\ - Clipboard Indicator \\ - Caffeine \\ - etc. | **Thème du Shell :** Vertex \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - User Theme \\ - Dash to Dock \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator \\ - Emoji Selector \\ - Caffeine \\ - etc. |  |  -  => suggestions : [' – ', ' — ', ' − ']
133 Mot inconnu : Saver => | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Dash to Panel \\ - Activities Configurator \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator  \\ - Caffeine | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Pixel Saver \\ - Dash to Dock \\ - Activities Configurator \\ - Places status indicator \\ - Clipboard Indicator \\ - Caffeine \\ - etc. | **Thème du Shell :** Vertex \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - User Theme \\ - Dash to Dock \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator \\ - Emoji Selector \\ - Caffeine \\ - etc. |  | saver
133 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Dash to Panel \\ - Activities Configurator \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator  \\ - Caffeine | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Pixel Saver \\ - Dash to Dock \\ - Activities Configurator \\ - Places status indicator \\ - Clipboard Indicator \\ - Caffeine \\ - etc. | **Thème du Shell :** Vertex \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - User Theme \\ - Dash to Dock \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator \\ - Emoji Selector \\ - Caffeine \\ - etc. |  |  -  => suggestions : [' – ', ' — ', ' − ']
133 Mot inconnu : Dash => | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Dash to Panel \\ - Activities Configurator \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator  \\ - Caffeine | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Pixel Saver \\ - Dash to Dock \\ - Activities Configurator \\ - Places status indicator \\ - Clipboard Indicator \\ - Caffeine \\ - etc. | **Thème du Shell :** Vertex \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - User Theme \\ - Dash to Dock \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator \\ - Emoji Selector \\ - Caffeine \\ - etc. |  | dash
133 Mot inconnu : to => | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Dash to Panel \\ - Activities Configurator \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator  \\ - Caffeine | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Pixel Saver \\ - Dash to Dock \\ - Activities Configurator \\ - Places status indicator \\ - Clipboard Indicator \\ - Caffeine \\ - etc. | **Thème du Shell :** Vertex \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - User Theme \\ - Dash to Dock \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator \\ - Emoji Selector \\ - Caffeine \\ - etc. |  | to
133 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Dash to Panel \\ - Activities Configurator \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator  \\ - Caffeine | **Thème du Shell :** aucun \\ (utilisation d'Activities Configurator) \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - Pixel Saver \\ - Dash to Dock \\ - Activities Configurator \\ - Places status indicator \\ - Clipboard Indicator \\ - Caffeine \\ - etc. | **Thème du Shell :** Vertex \\ **Thème GTK+ (fenêtres) :** Vertex-Dark \\ **Thème d'icônes :** Obsidian \\ **Extensions :** \\ - User Theme \\ - Dash to Dock \\ - Places status indicator \\ - Lock Keys Indicator \\ - Clipboard Indicator \\ - Emoji Selector \\ - Caffeine \\ - etc. |  |  -  => suggestions : [' – ', ' — ', ' − ']
