
7 Mot inconnu : XioRcaL => ====== XioRcaL  ====== | xiorcal
17 Mot inconnu : How-to => FIXME : How-to A6T-ap014h | how-to
17 Mot inconnu : A6T-ap014h => FIXME : How-to A6T-ap014h | a6t-ap014h

20 Mot inconnu : led => allumer la led de mail (bleue): echo 1 > /proc/acpi/asus/mled | led
20 Mot inconnu : echo => allumer la led de mail (bleue): echo 1 > /proc/acpi/asus/mled | echo
20 Mot inconnu : proc => allumer la led de mail (bleue): echo 1 > /proc/acpi/asus/mled | proc
20 Mot inconnu : acpi => allumer la led de mail (bleue): echo 1 > /proc/acpi/asus/mled | acpi
20 Mot inconnu : asus => allumer la led de mail (bleue): echo 1 > /proc/acpi/asus/mled | asus
20 Mot inconnu : mled => allumer la led de mail (bleue): echo 1 > /proc/acpi/asus/mled | mled

22 Espace(s) surnuméraire(s) à supprimer. => l'éteindre                      echo 0 > /proc/acpi/asus/mled |                        => suggestions : [' ']
22 Mot inconnu : echo => l'éteindre                      echo 0 > /proc/acpi/asus/mled | echo
22 Mot inconnu : proc => l'éteindre                      echo 0 > /proc/acpi/asus/mled | proc
22 Mot inconnu : acpi => l'éteindre                      echo 0 > /proc/acpi/asus/mled | acpi
22 Mot inconnu : asus => l'éteindre                      echo 0 > /proc/acpi/asus/mled | asus
22 Mot inconnu : mled => l'éteindre                      echo 0 > /proc/acpi/asus/mled | mled

29 Mot inconnu : Commençez => Commençez par télécharger la version d'Ubuntu dont nous avons besoin actuellement 6.10 (Edgy Eft) [[ftp://ubuntu.univ-nantes.fr/ubuntu-cd/edgy/]]. | commençez
29 Mot inconnu : Edgy => Commençez par télécharger la version d'Ubuntu dont nous avons besoin actuellement 6.10 (Edgy Eft) [[ftp://ubuntu.univ-nantes.fr/ubuntu-cd/edgy/]]. | edgy
29 Mot inconnu : Eft => Commençez par télécharger la version d'Ubuntu dont nous avons besoin actuellement 6.10 (Edgy Eft) [[ftp://ubuntu.univ-nantes.fr/ubuntu-cd/edgy/]]. | eft
29 Mot inconnu : univ-nantes => Commençez par télécharger la version d'Ubuntu dont nous avons besoin actuellement 6.10 (Edgy Eft) [[ftp://ubuntu.univ-nantes.fr/ubuntu-cd/edgy/]]. | univ-nantes
29 Mot inconnu : ubuntu-cd => Commençez par télécharger la version d'Ubuntu dont nous avons besoin actuellement 6.10 (Edgy Eft) [[ftp://ubuntu.univ-nantes.fr/ubuntu-cd/edgy/]]. | ubuntu-cd
29 Mot inconnu : edgy => Commençez par télécharger la version d'Ubuntu dont nous avons besoin actuellement 6.10 (Edgy Eft) [[ftp://ubuntu.univ-nantes.fr/ubuntu-cd/edgy/]]. | edgy

31 Guillemets typographiques ouvrants. => Sélectionnez "ubuntu-6.10-desktop-i386.iso" ou "ubuntu-6.10-desktop-i386.iso.torrent" selon si vous voulez utilisez ou non Bit torrent. | " => suggestions : ['«\xa0', '“']
31 Mot inconnu : ubuntu-6 => Sélectionnez "ubuntu-6.10-desktop-i386.iso" ou "ubuntu-6.10-desktop-i386.iso.torrent" selon si vous voulez utilisez ou non Bit torrent. | ubuntu-6
31 Mot inconnu : desktop-i386 => Sélectionnez "ubuntu-6.10-desktop-i386.iso" ou "ubuntu-6.10-desktop-i386.iso.torrent" selon si vous voulez utilisez ou non Bit torrent. | desktop-i386
31 Mot inconnu : iso => Sélectionnez "ubuntu-6.10-desktop-i386.iso" ou "ubuntu-6.10-desktop-i386.iso.torrent" selon si vous voulez utilisez ou non Bit torrent. | iso
31 Guillemets typographiques fermants. => Sélectionnez "ubuntu-6.10-desktop-i386.iso" ou "ubuntu-6.10-desktop-i386.iso.torrent" selon si vous voulez utilisez ou non Bit torrent. | " => suggestions : ['\xa0»', '”']
31 Guillemets typographiques ouvrants. => Sélectionnez "ubuntu-6.10-desktop-i386.iso" ou "ubuntu-6.10-desktop-i386.iso.torrent" selon si vous voulez utilisez ou non Bit torrent. | " => suggestions : ['«\xa0', '“']
31 Mot inconnu : ubuntu-6 => Sélectionnez "ubuntu-6.10-desktop-i386.iso" ou "ubuntu-6.10-desktop-i386.iso.torrent" selon si vous voulez utilisez ou non Bit torrent. | ubuntu-6
31 Mot inconnu : desktop-i386 => Sélectionnez "ubuntu-6.10-desktop-i386.iso" ou "ubuntu-6.10-desktop-i386.iso.torrent" selon si vous voulez utilisez ou non Bit torrent. | desktop-i386
31 Mot inconnu : iso => Sélectionnez "ubuntu-6.10-desktop-i386.iso" ou "ubuntu-6.10-desktop-i386.iso.torrent" selon si vous voulez utilisez ou non Bit torrent. | iso
31 Guillemets typographiques fermants. => Sélectionnez "ubuntu-6.10-desktop-i386.iso" ou "ubuntu-6.10-desktop-i386.iso.torrent" selon si vous voulez utilisez ou non Bit torrent. | " => suggestions : ['\xa0»', '”']

33 Mot inconnu : xxxxx => Gravez le fichier comme une image CD (xxxxx.iso). | xxxxx
33 Mot inconnu : iso => Gravez le fichier comme une image CD (xxxxx.iso). | iso

39 Mot inconnu : Instalation => ===== II) Instalation ===== | instalation

43 Mot inconnu : booter => Un menu ayant pour titre Ubuntu s'affiche (si ce n'est pas le cas vérifiez que votre BIOS est paramétré pour booter sur lecteur CD). | booter

45 Typographie des composés chimiques. => Appuyer alors sur F2 et sélectionnez "français". | f2 => suggestions : ['F₂']
45 Mot inconnu : F2 => Appuyer alors sur F2 et sélectionnez "français". | f2
45 Guillemets typographiques ouvrants. => Appuyer alors sur F2 et sélectionnez "français". | " => suggestions : ['«\xa0', '“']
45 Guillemets typographiques fermants. => Appuyer alors sur F2 et sélectionnez "français". | " => suggestions : ['\xa0»', '”']

47 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Vous pouvez sélectionner "Vérifier le CD", c'est long mais évite toutes sortes de problèmes, surtout si vous avez utilisé un graveur de portable pour graver le CD). Une fois le test du CD terminé (avec succès sinon reprenez au I...) redémarrez, re-appuyez sur F2 et re-sélectionnez "français", enfin...  |    => suggestions : ['']
47 Guillemets typographiques ouvrants. =>   * Vous pouvez sélectionner "Vérifier le CD", c'est long mais évite toutes sortes de problèmes, surtout si vous avez utilisé un graveur de portable pour graver le CD). Une fois le test du CD terminé (avec succès sinon reprenez au I...) redémarrez, re-appuyez sur F2 et re-sélectionnez "français", enfin...  | " => suggestions : ['«\xa0', '“']
47 Guillemets typographiques fermants. =>   * Vous pouvez sélectionner "Vérifier le CD", c'est long mais évite toutes sortes de problèmes, surtout si vous avez utilisé un graveur de portable pour graver le CD). Une fois le test du CD terminé (avec succès sinon reprenez au I...) redémarrez, re-appuyez sur F2 et re-sélectionnez "français", enfin...  | " => suggestions : ['\xa0»', '”']
47 Typographie : points de suspension. Utilisez le caractère dédié. =>   * Vous pouvez sélectionner "Vérifier le CD", c'est long mais évite toutes sortes de problèmes, surtout si vous avez utilisé un graveur de portable pour graver le CD). Une fois le test du CD terminé (avec succès sinon reprenez au I...) redémarrez, re-appuyez sur F2 et re-sélectionnez "français", enfin...  | ... => suggestions : ['…']
47 Typographie des composés chimiques. =>   * Vous pouvez sélectionner "Vérifier le CD", c'est long mais évite toutes sortes de problèmes, surtout si vous avez utilisé un graveur de portable pour graver le CD). Une fois le test du CD terminé (avec succès sinon reprenez au I...) redémarrez, re-appuyez sur F2 et re-sélectionnez "français", enfin...  | f2 => suggestions : ['F₂']
47 Mot inconnu : F2 =>   * Vous pouvez sélectionner "Vérifier le CD", c'est long mais évite toutes sortes de problèmes, surtout si vous avez utilisé un graveur de portable pour graver le CD). Une fois le test du CD terminé (avec succès sinon reprenez au I...) redémarrez, re-appuyez sur F2 et re-sélectionnez "français", enfin...  | f2
47 Guillemets typographiques ouvrants. =>   * Vous pouvez sélectionner "Vérifier le CD", c'est long mais évite toutes sortes de problèmes, surtout si vous avez utilisé un graveur de portable pour graver le CD). Une fois le test du CD terminé (avec succès sinon reprenez au I...) redémarrez, re-appuyez sur F2 et re-sélectionnez "français", enfin...  | " => suggestions : ['«\xa0', '“']
47 Guillemets typographiques fermants. =>   * Vous pouvez sélectionner "Vérifier le CD", c'est long mais évite toutes sortes de problèmes, surtout si vous avez utilisé un graveur de portable pour graver le CD). Une fois le test du CD terminé (avec succès sinon reprenez au I...) redémarrez, re-appuyez sur F2 et re-sélectionnez "français", enfin...  | " => suggestions : ['\xa0»', '”']
47 Typographie : points de suspension. Utilisez le caractère dédié. =>   * Vous pouvez sélectionner "Vérifier le CD", c'est long mais évite toutes sortes de problèmes, surtout si vous avez utilisé un graveur de portable pour graver le CD). Une fois le test du CD terminé (avec succès sinon reprenez au I...) redémarrez, re-appuyez sur F2 et re-sélectionnez "français", enfin...  | ... => suggestions : ['…']
47 Espace(s) en fin de ligne à supprimer. =>   * Vous pouvez sélectionner "Vérifier le CD", c'est long mais évite toutes sortes de problèmes, surtout si vous avez utilisé un graveur de portable pour graver le CD). Une fois le test du CD terminé (avec succès sinon reprenez au I...) redémarrez, re-appuyez sur F2 et re-sélectionnez "français", enfin...  |   => suggestions : ['']

49 Guillemets typographiques ouvrants. => Cliquez "Démarrer Ubuntu" pour lancer Ubuntu en version "Live". A ce stade, votre disque dur ne subit aucune transformation. Tout est chargé en mémoire. | " => suggestions : ['«\xa0', '“']
49 Guillemets typographiques fermants. => Cliquez "Démarrer Ubuntu" pour lancer Ubuntu en version "Live". A ce stade, votre disque dur ne subit aucune transformation. Tout est chargé en mémoire. | " => suggestions : ['\xa0»', '”']
49 Guillemets typographiques ouvrants. => Cliquez "Démarrer Ubuntu" pour lancer Ubuntu en version "Live". A ce stade, votre disque dur ne subit aucune transformation. Tout est chargé en mémoire. | " => suggestions : ['«\xa0', '“']
49 Guillemets typographiques fermants. => Cliquez "Démarrer Ubuntu" pour lancer Ubuntu en version "Live". A ce stade, votre disque dur ne subit aucune transformation. Tout est chargé en mémoire. | " => suggestions : ['\xa0»', '”']
49 S’il s’agit de la préposition « à », il faut accentuer la majuscule. => Cliquez "Démarrer Ubuntu" pour lancer Ubuntu en version "Live". A ce stade, votre disque dur ne subit aucune transformation. Tout est chargé en mémoire. | a => suggestions : ['À']

51 Guillemets typographiques ouvrants. => Sur le bureau, une fois Ubuntu lancée, double cliquez sur le fichier nommé "Install". | " => suggestions : ['«\xa0', '“']
51 Mot inconnu : Install => Sur le bureau, une fois Ubuntu lancée, double cliquez sur le fichier nommé "Install". | install
51 Guillemets typographiques fermants. => Sur le bureau, une fois Ubuntu lancée, double cliquez sur le fichier nommé "Install". | " => suggestions : ['\xa0»', '”']

55 S’il s’agit de la préposition « à », il faut accentuer la majuscule. => A la fin de l'installation redémarrez votre ordinateur. Ubuntu vous demandera d'extraire votre CD d'installation juste avant le redémarrage | a => suggestions : ['À']

57 Mot inconnu : __ => __**Remarque:**__  | __
57 Mot inconnu : __ => __**Remarque:**__  | __
57 Espace(s) en fin de ligne à supprimer. => __**Remarque:**__  |   => suggestions : ['']

61 Espace(s) surnuméraire(s) à supprimer. => Le fait de connecter l'ordinateur à internet avant le démarrage permet de surfer  pendant que le système s'installe et de télécharger les paquets pour le langage "fr".  |    => suggestions : [' ']
61 Guillemets typographiques ouvrants. => Le fait de connecter l'ordinateur à internet avant le démarrage permet de surfer  pendant que le système s'installe et de télécharger les paquets pour le langage "fr".  | " => suggestions : ['«\xa0', '“']
61 Guillemets typographiques fermants. => Le fait de connecter l'ordinateur à internet avant le démarrage permet de surfer  pendant que le système s'installe et de télécharger les paquets pour le langage "fr".  | " => suggestions : ['\xa0»', '”']
61 Espace(s) en fin de ligne à supprimer. => Le fait de connecter l'ordinateur à internet avant le démarrage permet de surfer  pendant que le système s'installe et de télécharger les paquets pour le langage "fr".  |   => suggestions : ['']

68 Espace(s) surnuméraire(s) à supprimer. => Toute cette partie se fait en  reseau cablé...si vous voulez activer le wifi avant, regardez plus bas. |    => suggestions : [' ']
68 Mot inconnu : reseau => Toute cette partie se fait en  reseau cablé...si vous voulez activer le wifi avant, regardez plus bas. | reseau
68 Mot inconnu : cablé => Toute cette partie se fait en  reseau cablé...si vous voulez activer le wifi avant, regardez plus bas. | cablé
68 Typographie : points de suspension. Utilisez le caractère dédié. => Toute cette partie se fait en  reseau cablé...si vous voulez activer le wifi avant, regardez plus bas. | ... => suggestions : ['…']

70 Mot inconnu : list => Avant de faire les mises à jour il est préférable de modifier son fichier source.list (liste des sources de mises à jour et des sources de paquets). | list

105 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  wget -q http://medibuntu.sos-sts.com/repo/medibuntu-key.gpg -O- | sudo apt-key add -</code> |   => suggestions : ['']
105 Mot inconnu : wget =>  wget -q http://medibuntu.sos-sts.com/repo/medibuntu-key.gpg -O- | sudo apt-key add -</code> | wget
105 Il manque un espace à côté du tiret. =>  wget -q http://medibuntu.sos-sts.com/repo/medibuntu-key.gpg -O- | sudo apt-key add -</code> |  - => suggestions : [' – ', ' — ']
105 Mot inconnu : sudo =>  wget -q http://medibuntu.sos-sts.com/repo/medibuntu-key.gpg -O- | sudo apt-key add -</code> | sudo
105 Mot inconnu : apt-key =>  wget -q http://medibuntu.sos-sts.com/repo/medibuntu-key.gpg -O- | sudo apt-key add -</code> | apt-key
105 Mot inconnu : add =>  wget -q http://medibuntu.sos-sts.com/repo/medibuntu-key.gpg -O- | sudo apt-key add -</code> | add
105 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>  wget -q http://medibuntu.sos-sts.com/repo/medibuntu-key.gpg -O- | sudo apt-key add -</code> |  -< => suggestions : [' – ', ' — ', ' − ']

107 Mot inconnu : medibuntu => (ajout du dépôt medibuntu) | medibuntu

121 Mot inconnu : Instalation => ===== IV) Instalation des drivers ===== | instalation

128 Guillemets typographiques ouvrants. => Ouvrez le Terminal et entrez ceci (chaque ligne doit être suivie de la touche "Entrée") : | " => suggestions : ['«\xa0', '“']
128 Guillemets typographiques fermants. => Ouvrez le Terminal et entrez ceci (chaque ligne doit être suivie de la touche "Entrée") : | " => suggestions : ['\xa0»', '”']

132 Mot inconnu : sudo => sudo ./ndiswrapper_setup</code> | sudo
132 Mot inconnu : ndiswrapper_setup => sudo ./ndiswrapper_setup</code> | ndiswrapper_setup

134 Guillemets typographiques ouvrants. => Installez le paquet "wifi-radar" (par Synaptic (Système--->Administration--->Gestionnaire de paquets Synaptic) | " => suggestions : ['«\xa0', '“']
134 Guillemets typographiques fermants. => Installez le paquet "wifi-radar" (par Synaptic (Système--->Administration--->Gestionnaire de paquets Synaptic) | " => suggestions : ['\xa0»', '”']
134 Mot inconnu : Synaptic => Installez le paquet "wifi-radar" (par Synaptic (Système--->Administration--->Gestionnaire de paquets Synaptic) | synaptic
134 Mot inconnu : Synaptic => Installez le paquet "wifi-radar" (par Synaptic (Système--->Administration--->Gestionnaire de paquets Synaptic) | synaptic

136 Guillemets typographiques ouvrants. => Lancez "wifi-radar" (Applications--->Internet--->Wifi radar) | " => suggestions : ['«\xa0', '“']
136 Guillemets typographiques fermants. => Lancez "wifi-radar" (Applications--->Internet--->Wifi radar) | " => suggestions : ['\xa0»', '”']

146 Mot inconnu : envy => === Installation d'envy en mode console === | envy

148 Mot inconnu : envy => **1.** Télécharger la dernière version d'envy //(au moins la 0.9.1)// : | envy

151 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => **2.** Installez le paquet //(double-cliquez sur le .deb sous Dapper et Edgy) ou tapez en console// : |  . => suggestions : ['. ', '.']
151 Mot inconnu : deb => **2.** Installez le paquet //(double-cliquez sur le .deb sous Dapper et Edgy) ou tapez en console// : | deb
151 Mot inconnu : Dapper => **2.** Installez le paquet //(double-cliquez sur le .deb sous Dapper et Edgy) ou tapez en console// : | dapper
151 Mot inconnu : Edgy => **2.** Installez le paquet //(double-cliquez sur le .deb sous Dapper et Edgy) ou tapez en console// : | edgy

161 Mot inconnu : nVidia => Choisissez d'installer ou de supprimer le pilote nVidia. | nvidia

163 Guillemets typographiques ouvrants. => Répondez "yes" à la première question posée pour que le script modifie automatiquement le fichier xorg.conf ; puis "yes" à la deuxième question pour démarrer directement l'interface graphique avec les nouveaux pilotes. | " => suggestions : ['«\xa0', '“']
163 Mot inconnu : yes => Répondez "yes" à la première question posée pour que le script modifie automatiquement le fichier xorg.conf ; puis "yes" à la deuxième question pour démarrer directement l'interface graphique avec les nouveaux pilotes. | yes
163 Guillemets typographiques fermants. => Répondez "yes" à la première question posée pour que le script modifie automatiquement le fichier xorg.conf ; puis "yes" à la deuxième question pour démarrer directement l'interface graphique avec les nouveaux pilotes. | " => suggestions : ['\xa0»', '”']
163 Mot inconnu : xorg => Répondez "yes" à la première question posée pour que le script modifie automatiquement le fichier xorg.conf ; puis "yes" à la deuxième question pour démarrer directement l'interface graphique avec les nouveaux pilotes. | xorg
163 Il manque un espace. => Répondez "yes" à la première question posée pour que le script modifie automatiquement le fichier xorg.conf ; puis "yes" à la deuxième question pour démarrer directement l'interface graphique avec les nouveaux pilotes. | conf => suggestions : [' conf']
163 Guillemets typographiques ouvrants. => Répondez "yes" à la première question posée pour que le script modifie automatiquement le fichier xorg.conf ; puis "yes" à la deuxième question pour démarrer directement l'interface graphique avec les nouveaux pilotes. | " => suggestions : ['«\xa0', '“']
163 Mot inconnu : yes => Répondez "yes" à la première question posée pour que le script modifie automatiquement le fichier xorg.conf ; puis "yes" à la deuxième question pour démarrer directement l'interface graphique avec les nouveaux pilotes. | yes
163 Guillemets typographiques fermants. => Répondez "yes" à la première question posée pour que le script modifie automatiquement le fichier xorg.conf ; puis "yes" à la deuxième question pour démarrer directement l'interface graphique avec les nouveaux pilotes. | " => suggestions : ['\xa0»', '”']

166 Mot inconnu : touchpad => ==== 3) Le touchpad ==== | touchpad

168 Mot inconnu : touchpad => Votre touchpad fonctionne mais la fonction "molette" (pour utiliser la fonction scroll) n'est pas activée par défaut. | touchpad
168 Guillemets typographiques ouvrants. => Votre touchpad fonctionne mais la fonction "molette" (pour utiliser la fonction scroll) n'est pas activée par défaut. | " => suggestions : ['«\xa0', '“']
168 Guillemets typographiques fermants. => Votre touchpad fonctionne mais la fonction "molette" (pour utiliser la fonction scroll) n'est pas activée par défaut. | " => suggestions : ['\xa0»', '”']
168 Mot inconnu : scroll => Votre touchpad fonctionne mais la fonction "molette" (pour utiliser la fonction scroll) n'est pas activée par défaut. | scroll

170 Guillemets typographiques ouvrants. => Pour installer cette fonctionnalité ouvrez le Terminal et entrez (en appuyant sur "Entrée" à chaque fin de ligne) : | " => suggestions : ['«\xa0', '“']
170 Guillemets typographiques fermants. => Pour installer cette fonctionnalité ouvrez le Terminal et entrez (en appuyant sur "Entrée" à chaque fin de ligne) : | " => suggestions : ['\xa0»', '”']

173 Mot inconnu : gksudo => gksudo gedit /etc/X11/xorg.conf</code> | gksudo
173 Mot inconnu : gedit => gksudo gedit /etc/X11/xorg.conf</code> | gedit

175 Guillemets typographiques ouvrants. => Ajoutez ceci entre les sections "keyboard" et "configred mouse" | " => suggestions : ['«\xa0', '“']
175 Mot inconnu : keyboard => Ajoutez ceci entre les sections "keyboard" et "configred mouse" | keyboard
175 Guillemets typographiques fermants. => Ajoutez ceci entre les sections "keyboard" et "configred mouse" | " => suggestions : ['\xa0»', '”']
175 Guillemets typographiques ouvrants. => Ajoutez ceci entre les sections "keyboard" et "configred mouse" | " => suggestions : ['«\xa0', '“']
175 Mot inconnu : configred => Ajoutez ceci entre les sections "keyboard" et "configred mouse" | configred
175 Mot inconnu : mouse => Ajoutez ceci entre les sections "keyboard" et "configred mouse" | mouse
175 Guillemets typographiques fermants. => Ajoutez ceci entre les sections "keyboard" et "configred mouse" | " => suggestions : ['\xa0»', '”']

185 Mot inconnu : EndSection => EndSection</code> | endsection

187 Guillemets typographiques ouvrants. => Ajoutez ceci dans "ServerLayout" (toujours entre keyboard et mouse) | " => suggestions : ['«\xa0', '“']
187 Mot inconnu : ServerLayout => Ajoutez ceci dans "ServerLayout" (toujours entre keyboard et mouse) | serverlayout
187 Guillemets typographiques fermants. => Ajoutez ceci dans "ServerLayout" (toujours entre keyboard et mouse) | " => suggestions : ['\xa0»', '”']
187 Mot inconnu : keyboard => Ajoutez ceci dans "ServerLayout" (toujours entre keyboard et mouse) | keyboard
187 Mot inconnu : mouse => Ajoutez ceci dans "ServerLayout" (toujours entre keyboard et mouse) | mouse

191 Mot inconnu : back => enfin redémarrez le serveur X (Ctrl+Alt+back space) | back
191 Mot inconnu : space => enfin redémarrez le serveur X (Ctrl+Alt+back space) | space

196 Mot inconnu : Beryl => ==== 1) Beryl ==== | beryl

200 Confusion probable : “a” est une conjugaison du verbe avoir. Pour la préposition, écrivez “à”. => Attention a bien modifier votre Xorg.conf comme indiqué en bas de la page beryl sinon vous n'aurez plus de barre en haut des fenêtres... | a => suggestions : ['à']
200 Incohérence probable avec “a” : “modifier” n’est pas un participe passé. => Attention a bien modifier votre Xorg.conf comme indiqué en bas de la page beryl sinon vous n'aurez plus de barre en haut des fenêtres... | modifier => suggestions : ['modifié']
200 Mot inconnu : Xorg => Attention a bien modifier votre Xorg.conf comme indiqué en bas de la page beryl sinon vous n'aurez plus de barre en haut des fenêtres... | xorg
200 Il manque un espace. => Attention a bien modifier votre Xorg.conf comme indiqué en bas de la page beryl sinon vous n'aurez plus de barre en haut des fenêtres... | conf => suggestions : [' conf']
200 Mot inconnu : beryl => Attention a bien modifier votre Xorg.conf comme indiqué en bas de la page beryl sinon vous n'aurez plus de barre en haut des fenêtres... | beryl
200 Typographie : points de suspension. Utilisez le caractère dédié. => Attention a bien modifier votre Xorg.conf comme indiqué en bas de la page beryl sinon vous n'aurez plus de barre en haut des fenêtres... | ... => suggestions : ['…']
