1 Mot inconnu : Evax => ====== Evax ====== | evax
29 Mot inconnu : uestion => J'avais lu sur clubic un article qui dévoilait ce que serais les boites de windos Vista et de office 2007, et je me suis posé serieusement la uestion: C'est ç'a l'avenir? | uestion
29 Confusion. Si vous voulez dire “cela”, écrivez “ça”. Pour le déterminant possessif, écrivez “sa”. => J'avais lu sur clubic un article qui dévoilait ce que serais les boites de windos Vista et de office 2007, et je me suis posé serieusement la uestion: C'est ç'a l'avenir? | ç'a => suggestions : ['ça', 'sa']
29 Confusion probable : “a” est une forme conjuguée du verbe “avoir”. Pour la préposition, écrivez “à”. => J'avais lu sur clubic un article qui dévoilait ce que serais les boites de windos Vista et de office 2007, et je me suis posé serieusement la uestion: C'est ç'a l'avenir? | a => suggestions : ['à']

31 Incohérence avec “on” : “conseil” devrait être un verbe, un pronom objet, un adverbe de négation, etc. => Bref je me renseigne pour passer à Linux et on me conseil Mandriva pour debuter. | conseil => suggestions : ['conseille']
31 Mot inconnu : Mandriva => Bref je me renseigne pour passer à Linux et on me conseil Mandriva pour debuter. | mandriva
31 Mot inconnu : debuter => Bref je me renseigne pour passer à Linux et on me conseil Mandriva pour debuter. | debuter

33 Après “être”, le verbe ne devrait pas être à l’infinitif. => Je suis finalement retourner sous Windows 2 semaine plus tard car je n'y arrivai pas du tout, je n'avai aucune connaissance en Linux et ne savait pa ce qu'était un depot ni ce que signifait l'utilisateur "root". | retourner => suggestions : ['retourné', 'retournée', 'retournées', 'retournés']
33 Accord de nombre erroné avec « 2 » : « semaine » devrait être au pluriel. => Je suis finalement retourner sous Windows 2 semaine plus tard car je n'y arrivai pas du tout, je n'avai aucune connaissance en Linux et ne savait pa ce qu'était un depot ni ce que signifait l'utilisateur "root". | semaine => suggestions : ['semaines']
33 Si « car » est la conjonction de coordination, une virgule est peut-être souhaitable. => Je suis finalement retourner sous Windows 2 semaine plus tard car je n'y arrivai pas du tout, je n'avai aucune connaissance en Linux et ne savait pa ce qu'était un depot ni ce que signifait l'utilisateur "root". |  car => suggestions : [', car']
33 Mot inconnu : avai => Je suis finalement retourner sous Windows 2 semaine plus tard car je n'y arrivai pas du tout, je n'avai aucune connaissance en Linux et ne savait pa ce qu'était un depot ni ce que signifait l'utilisateur "root". | avai
33 Confusion probable. Après “ne savait”, il est probable qu’il faille écrire l’adverbe de négation “pas” au lieu de la préposition “par”. => Je suis finalement retourner sous Windows 2 semaine plus tard car je n'y arrivai pas du tout, je n'avai aucune connaissance en Linux et ne savait pa ce qu'était un depot ni ce que signifait l'utilisateur "root". | pa => suggestions : ['pas']
33 Mot inconnu : pa => Je suis finalement retourner sous Windows 2 semaine plus tard car je n'y arrivai pas du tout, je n'avai aucune connaissance en Linux et ne savait pa ce qu'était un depot ni ce que signifait l'utilisateur "root". | pa
33 Mot inconnu : depot => Je suis finalement retourner sous Windows 2 semaine plus tard car je n'y arrivai pas du tout, je n'avai aucune connaissance en Linux et ne savait pa ce qu'était un depot ni ce que signifait l'utilisateur "root". | depot
33 Mot inconnu : signifait => Je suis finalement retourner sous Windows 2 semaine plus tard car je n'y arrivai pas du tout, je n'avai aucune connaissance en Linux et ne savait pa ce qu'était un depot ni ce que signifait l'utilisateur "root". | signifait
33 Guillemets typographiques ouvrants. => Je suis finalement retourner sous Windows 2 semaine plus tard car je n'y arrivai pas du tout, je n'avai aucune connaissance en Linux et ne savait pa ce qu'était un depot ni ce que signifait l'utilisateur "root". | " => suggestions : ['«\xa0', '“']
33 Mot inconnu : root => Je suis finalement retourner sous Windows 2 semaine plus tard car je n'y arrivai pas du tout, je n'avai aucune connaissance en Linux et ne savait pa ce qu'était un depot ni ce que signifait l'utilisateur "root". | root
33 Guillemets typographiques fermants. => Je suis finalement retourner sous Windows 2 semaine plus tard car je n'y arrivai pas du tout, je n'avai aucune connaissance en Linux et ne savait pa ce qu'était un depot ni ce que signifait l'utilisateur "root". | " => suggestions : ['\xa0»', '”']

34 Mot inconnu : étre => J'ai réinstallé Windows et me suis dit que Linux ne devait pas étre pour moi. | étre

38 Mot inconnu : XP => Je continue mon utilisation de Windows XP mais je me tiens informé sur Linux grace aux forums. | xp
38 Si « mais » est la conjonction de coordination, une virgule est souhaitable si elle introduit une nouvelle proposition. => Je continue mon utilisation de Windows XP mais je me tiens informé sur Linux grace aux forums. |  mais => suggestions : [', mais']
38 Mot inconnu : grace => Je continue mon utilisation de Windows XP mais je me tiens informé sur Linux grace aux forums. | grace

39 Pas de majuscule sur les jours de la semaine. => Lorsque le Dimanche 21 Janvvier 2007 je découvre ici: http://www.siteduzero.com/news-62-6455-virtualbox-un-nouvel-outil-libre-de-virtualisation.html qu'il était possible grace à la virtualisation de faire tourner plusieurs OS sur un mème PC et passer e l'un à l'autre sans avec à rebooter. | dimanche => suggestions : ['dimanche']
39 Mot inconnu : Janvvier => Lorsque le Dimanche 21 Janvvier 2007 je découvre ici: http://www.siteduzero.com/news-62-6455-virtualbox-un-nouvel-outil-libre-de-virtualisation.html qu'il était possible grace à la virtualisation de faire tourner plusieurs OS sur un mème PC et passer e l'un à l'autre sans avec à rebooter. | janvvier
39 Mot inconnu : grace => Lorsque le Dimanche 21 Janvvier 2007 je découvre ici: http://www.siteduzero.com/news-62-6455-virtualbox-un-nouvel-outil-libre-de-virtualisation.html qu'il était possible grace à la virtualisation de faire tourner plusieurs OS sur un mème PC et passer e l'un à l'autre sans avec à rebooter. | grace
39 Mot inconnu : rebooter => Lorsque le Dimanche 21 Janvvier 2007 je découvre ici: http://www.siteduzero.com/news-62-6455-virtualbox-un-nouvel-outil-libre-de-virtualisation.html qu'il était possible grace à la virtualisation de faire tourner plusieurs OS sur un mème PC et passer e l'un à l'autre sans avec à rebooter. | rebooter

41 Mot inconnu : virtualbox => Après une semaine et quelques recherches plus tard je me lance dans l'installation de virtualbox sur mo windows XP. | virtualbox
41 Mot inconnu : mo => Après une semaine et quelques recherches plus tard je me lance dans l'installation de virtualbox sur mo windows XP. | mo
41 Mot inconnu : XP => Après une semaine et quelques recherches plus tard je me lance dans l'installation de virtualbox sur mo windows XP. | xp

42 Mot inconnu : Mandriva => L'installation se passe sans problème et j'essaye de mettre mon Mandriva 2007 dont j'avais gardé la boite. | mandriva

44 Mot inconnu : mandriva => Après une heure d'installation mon mandriva virtualisé démmare enfin et je m'aperçois que je n'ai pas de son, j'ai cherché partout dans les menus en me repettant "mais la dernière fois ça marchait" | mandriva
44 Mot inconnu : démmare => Après une heure d'installation mon mandriva virtualisé démmare enfin et je m'aperçois que je n'ai pas de son, j'ai cherché partout dans les menus en me repettant "mais la dernière fois ça marchait" | démmare
44 Mot inconnu : repettant => Après une heure d'installation mon mandriva virtualisé démmare enfin et je m'aperçois que je n'ai pas de son, j'ai cherché partout dans les menus en me repettant "mais la dernière fois ça marchait" | repettant
44 Guillemets typographiques ouvrants. => Après une heure d'installation mon mandriva virtualisé démmare enfin et je m'aperçois que je n'ai pas de son, j'ai cherché partout dans les menus en me repettant "mais la dernière fois ça marchait" | " => suggestions : ['«\xa0', '“']
44 Guillemets typographiques fermants. => Après une heure d'installation mon mandriva virtualisé démmare enfin et je m'aperçois que je n'ai pas de son, j'ai cherché partout dans les menus en me repettant "mais la dernière fois ça marchait" | " => suggestions : ['\xa0»', '”']

46 Mot inconnu : decide => Je decide alors d'essayer Edgy recement sortie alors. | decide
46 Mot inconnu : Edgy => Je decide alors d'essayer Edgy recement sortie alors. | edgy
46 Mot inconnu : recement => Je decide alors d'essayer Edgy recement sortie alors. | recement
47 Mot inconnu : marhe => J'installe alors kubuntu 6.10 et je constate que le son ne marhe toujours pas. | marhe

50 Accord de genre erroné : « cette machine » est féminin, « virtuel » est masculin. => De toute façon cette machine virtuel ne me servirais que pour tester et essayer de faire les choses que je n'avais pas réussis sur Mandriva. Du moins c'et ce je me disais au debut, mais au bout d'un mois d'utilisation le premier reflexe lorsque je lançait mon C s'était de lancer virtualbox. | virtuel => suggestions : ['virtuelle']
50 Incohérence. Le sujet de cette forme verbale est introuvable. => De toute façon cette machine virtuel ne me servirais que pour tester et essayer de faire les choses que je n'avais pas réussis sur Mandriva. Du moins c'et ce je me disais au debut, mais au bout d'un mois d'utilisation le premier reflexe lorsque je lançait mon C s'était de lancer virtualbox. | servirais => suggestions : ['servirait']
50 Mot inconnu : Mandriva => De toute façon cette machine virtuel ne me servirais que pour tester et essayer de faire les choses que je n'avais pas réussis sur Mandriva. Du moins c'et ce je me disais au debut, mais au bout d'un mois d'utilisation le premier reflexe lorsque je lançait mon C s'était de lancer virtualbox. | mandriva
50 Incohérence avec « c’ » : « et » devrait être un verbe. => De toute façon cette machine virtuel ne me servirais que pour tester et essayer de faire les choses que je n'avais pas réussis sur Mandriva. Du moins c'et ce je me disais au debut, mais au bout d'un mois d'utilisation le premier reflexe lorsque je lançait mon C s'était de lancer virtualbox. | et => suggestions : ['hait', 'est', 'ait']
50 Incohérence : les mots “ce” et “je” ne devraient pas se succéder. => De toute façon cette machine virtuel ne me servirais que pour tester et essayer de faire les choses que je n'avais pas réussis sur Mandriva. Du moins c'et ce je me disais au debut, mais au bout d'un mois d'utilisation le premier reflexe lorsque je lançait mon C s'était de lancer virtualbox. | je => suggestions : []
50 Mot inconnu : debut => De toute façon cette machine virtuel ne me servirais que pour tester et essayer de faire les choses que je n'avais pas réussis sur Mandriva. Du moins c'et ce je me disais au debut, mais au bout d'un mois d'utilisation le premier reflexe lorsque je lançait mon C s'était de lancer virtualbox. | debut
50 Mot inconnu : reflexe => De toute façon cette machine virtuel ne me servirais que pour tester et essayer de faire les choses que je n'avais pas réussis sur Mandriva. Du moins c'et ce je me disais au debut, mais au bout d'un mois d'utilisation le premier reflexe lorsque je lançait mon C s'était de lancer virtualbox. | reflexe
50 Conjugaison erronée. Accord avec “je”. Le verbe devrait être à la 1ʳᵉ personne du singulier. => De toute façon cette machine virtuel ne me servirais que pour tester et essayer de faire les choses que je n'avais pas réussis sur Mandriva. Du moins c'et ce je me disais au debut, mais au bout d'un mois d'utilisation le premier reflexe lorsque je lançait mon C s'était de lancer virtualbox. | lançait => suggestions : ['lançais']
50 Mot inconnu : virtualbox => De toute façon cette machine virtuel ne me servirais que pour tester et essayer de faire les choses que je n'avais pas réussis sur Mandriva. Du moins c'et ce je me disais au debut, mais au bout d'un mois d'utilisation le premier reflexe lorsque je lançait mon C s'était de lancer virtualbox. | virtualbox

54 Mot inconnu : virtualbox => ==+ Il est mort, il est mort virtualbox === | virtualbox

57 Mot inconnu : virtualbox => On se demande alors pourquoi je n'utilise plus virtualbox? | virtualbox

59 Si « mais » est la conjonction de coordination, une virgule est souhaitable si elle introduit une nouvelle proposition. => La réponse est simple mais je me demande toujours pourquoi j'ai fais ce choix. j'ai acheter une ordinateur portable Toshiba Satellite A100-788 le 29 Fevrier 2007, un portable pré-équipé de Windows XP, et d'un étrange comportement de ma part je me suis mis à comparer les caractèristique de mes 2 PCs et en est conclu que mon portable était plus puissant. |  mais => suggestions : [', mais']
59 Ce verbe devrait être un participe passé au masculin singulier. => La réponse est simple mais je me demande toujours pourquoi j'ai fais ce choix. j'ai acheter une ordinateur portable Toshiba Satellite A100-788 le 29 Fevrier 2007, un portable pré-équipé de Windows XP, et d'un étrange comportement de ma part je me suis mis à comparer les caractèristique de mes 2 PCs et en est conclu que mon portable était plus puissant. | fais => suggestions : ['fait']
59 Après un point, une majuscule est généralement requise. => La réponse est simple mais je me demande toujours pourquoi j'ai fais ce choix. j'ai acheter une ordinateur portable Toshiba Satellite A100-788 le 29 Fevrier 2007, un portable pré-équipé de Windows XP, et d'un étrange comportement de ma part je me suis mis à comparer les caractèristique de mes 2 PCs et en est conclu que mon portable était plus puissant. | j => suggestions : ['J']
59 Incohérence probable avec “ai” : “acheter” n’est pas un participe passé. => La réponse est simple mais je me demande toujours pourquoi j'ai fais ce choix. j'ai acheter une ordinateur portable Toshiba Satellite A100-788 le 29 Fevrier 2007, un portable pré-équipé de Windows XP, et d'un étrange comportement de ma part je me suis mis à comparer les caractèristique de mes 2 PCs et en est conclu que mon portable était plus puissant. | acheter => suggestions : ['acheté']
59 Accord de genre erroné : « ordinateur » est masculin. => La réponse est simple mais je me demande toujours pourquoi j'ai fais ce choix. j'ai acheter une ordinateur portable Toshiba Satellite A100-788 le 29 Fevrier 2007, un portable pré-équipé de Windows XP, et d'un étrange comportement de ma part je me suis mis à comparer les caractèristique de mes 2 PCs et en est conclu que mon portable était plus puissant. | une => suggestions : ['un']
59 Accord de genre erroné : « une » est un déterminant féminin. => La réponse est simple mais je me demande toujours pourquoi j'ai fais ce choix. j'ai acheter une ordinateur portable Toshiba Satellite A100-788 le 29 Fevrier 2007, un portable pré-équipé de Windows XP, et d'un étrange comportement de ma part je me suis mis à comparer les caractèristique de mes 2 PCs et en est conclu que mon portable était plus puissant. | ordinateur => suggestions : ['ordinatrice']
59 Mot inconnu : A100-788 => La réponse est simple mais je me demande toujours pourquoi j'ai fais ce choix. j'ai acheter une ordinateur portable Toshiba Satellite A100-788 le 29 Fevrier 2007, un portable pré-équipé de Windows XP, et d'un étrange comportement de ma part je me suis mis à comparer les caractèristique de mes 2 PCs et en est conclu que mon portable était plus puissant. | a100-788
59 Mot inconnu : Fevrier => La réponse est simple mais je me demande toujours pourquoi j'ai fais ce choix. j'ai acheter une ordinateur portable Toshiba Satellite A100-788 le 29 Fevrier 2007, un portable pré-équipé de Windows XP, et d'un étrange comportement de ma part je me suis mis à comparer les caractèristique de mes 2 PCs et en est conclu que mon portable était plus puissant. | fevrier
59 Mot inconnu : XP => La réponse est simple mais je me demande toujours pourquoi j'ai fais ce choix. j'ai acheter une ordinateur portable Toshiba Satellite A100-788 le 29 Fevrier 2007, un portable pré-équipé de Windows XP, et d'un étrange comportement de ma part je me suis mis à comparer les caractèristique de mes 2 PCs et en est conclu que mon portable était plus puissant. | xp
59 Mot inconnu : caractèristique => La réponse est simple mais je me demande toujours pourquoi j'ai fais ce choix. j'ai acheter une ordinateur portable Toshiba Satellite A100-788 le 29 Fevrier 2007, un portable pré-équipé de Windows XP, et d'un étrange comportement de ma part je me suis mis à comparer les caractèristique de mes 2 PCs et en est conclu que mon portable était plus puissant. | caractèristique
59 Mot inconnu : PCs => La réponse est simple mais je me demande toujours pourquoi j'ai fais ce choix. j'ai acheter une ordinateur portable Toshiba Satellite A100-788 le 29 Fevrier 2007, un portable pré-équipé de Windows XP, et d'un étrange comportement de ma part je me suis mis à comparer les caractèristique de mes 2 PCs et en est conclu que mon portable était plus puissant. | pcs

61 Accord de genre erroné : « mème » est masculin. => Bien sur cela était une erreur de ma part, jamais un Portable n'a égalé une PC de bureau ayant la mème année de conception et le mème prix. | la => suggestions : ['le']

63 Mot inconnu : virtualbox => je me suis alors mis à utiliser mon portable plus que mon poste de bureau, (équipé de virtualbox) | virtualbox

67 Mot inconnu : cable => Je vous réponds que je n'avais qu'un cable ethernet, pas de hub et pas de wifi. | cable
67 Mot inconnu : ethernet => Je vous réponds que je n'avais qu'un cable ethernet, pas de hub et pas de wifi. | ethernet

69 Accord de nombre erroné : après « l’ », « abandons » devrait être au singulier. => Mon Linux était donc à l'abandons. | abandons => suggestions : ['abandon']

72 Mot inconnu : dual-boot => === Découverte du dual-boot === | dual-boot

74 Mot inconnu : dual-boot => Il faut dire que j'avais complètement oublié le dual-boot | dual-boot

78 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Courriel : mailatoufaire@yahoo.fr |    => suggestions : ['']

79 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Blog : http://evax.e3b.org |    => suggestions : ['']
