
4 Mot inconnu : Catalyst => ====== Pilote AMD Catalyst™ ====== | catalyst
145 Mot inconnu : GLXGEARS => ==== GLXGEARS ==== | glxgears

150 Mot inconnu : classement_glxgears => Un classement est disponible [[classement_glxgears | ici]] si vous voulez savoir où se situe votre carte. | classement_glxgears

154 Mot inconnu : FGL_GLXGEARS => ====FGL_GLXGEARS==== | fgl_glxgears

165 Mot inconnu : Catalyst => Le pilote Catalyst est fourni avec un panneau de contrôle, le "AMD Catalyst Control Center", destiné à vous permettre de personnaliser la configuration par défaut.\\ | catalyst
165 Guillemets typographiques ouvrants. => Le pilote Catalyst est fourni avec un panneau de contrôle, le "AMD Catalyst Control Center", destiné à vous permettre de personnaliser la configuration par défaut.\\ | " => suggestions : ['«\xa0', '“']
165 Mot inconnu : Catalyst => Le pilote Catalyst est fourni avec un panneau de contrôle, le "AMD Catalyst Control Center", destiné à vous permettre de personnaliser la configuration par défaut.\\ | catalyst
165 Mot inconnu : Control => Le pilote Catalyst est fourni avec un panneau de contrôle, le "AMD Catalyst Control Center", destiné à vous permettre de personnaliser la configuration par défaut.\\ | control
165 Guillemets typographiques fermants. => Le pilote Catalyst est fourni avec un panneau de contrôle, le "AMD Catalyst Control Center", destiné à vous permettre de personnaliser la configuration par défaut.\\ | " => suggestions : ['\xa0»', '”']

182 Mot inconnu : Catalyst => Dans //Catalyst Control Center > 3D > Plus de paramètres//, il est conseillé de fixer //Attendre le rafraîchissement vertical// sur **Toujours activé**, qui permet de synchroniser l'affichage sur la fréquence verticale de l'écran. Cette option est prise en compte immédiatement lors du clic sur la case à cocher. | catalyst
182 Mot inconnu : Control => Dans //Catalyst Control Center > 3D > Plus de paramètres//, il est conseillé de fixer //Attendre le rafraîchissement vertical// sur **Toujours activé**, qui permet de synchroniser l'affichage sur la fréquence verticale de l'écran. Cette option est prise en compte immédiatement lors du clic sur la case à cocher. | control

197 Guillemets typographiques ouvrants. => L'antialiasing permet de réduire les effets "escalier" __sur les contours__ des objets 3D. | " => suggestions : ['«\xa0', '“']
197 Guillemets typographiques fermants. => L'antialiasing permet de réduire les effets "escalier" __sur les contours__ des objets 3D. | " => suggestions : ['\xa0»', '”']
197 Mot inconnu : __sur => L'antialiasing permet de réduire les effets "escalier" __sur les contours__ des objets 3D. | __sur
197 Mot inconnu : contours__ => L'antialiasing permet de réduire les effets "escalier" __sur les contours__ des objets 3D. | contours__

204 Mot inconnu : Catalyst => Pour l'activer, dans //Catalyst Control Center > 3D > Anticrénelage//, cochez //Remplacer le réglage de l'application// et réglez la puissance du filtre. Un filtre plus fort sera plus efficace, mais demandera plus de ressources au système. | catalyst
204 Mot inconnu : Control => Pour l'activer, dans //Catalyst Control Center > 3D > Anticrénelage//, cochez //Remplacer le réglage de l'application// et réglez la puissance du filtre. Un filtre plus fort sera plus efficace, mais demandera plus de ressources au système. | control

209 Mot inconnu : anisotropic => === Filtre anisotrope (ou anisotropic) === | anisotropic

211 Guillemets typographiques ouvrants. => Le filtrage anisotrope permet de réduire les effets "escalier" __à l'intérieur des fenêtres__ (sur les textures). Son effet est d'autant plus visible que l'on regarde l'objet 3D (une fenêtre sur une face du cube par exemple) avec un angle proche de 90°. | " => suggestions : ['«\xa0', '“']
211 Guillemets typographiques fermants. => Le filtrage anisotrope permet de réduire les effets "escalier" __à l'intérieur des fenêtres__ (sur les textures). Son effet est d'autant plus visible que l'on regarde l'objet 3D (une fenêtre sur une face du cube par exemple) avec un angle proche de 90°. | " => suggestions : ['\xa0»', '”']
211 Mot inconnu : __à => Le filtrage anisotrope permet de réduire les effets "escalier" __à l'intérieur des fenêtres__ (sur les textures). Son effet est d'autant plus visible que l'on regarde l'objet 3D (une fenêtre sur une face du cube par exemple) avec un angle proche de 90°. | __à
211 Mot inconnu : fenêtres__ => Le filtrage anisotrope permet de réduire les effets "escalier" __à l'intérieur des fenêtres__ (sur les textures). Son effet est d'autant plus visible que l'on regarde l'objet 3D (une fenêtre sur une face du cube par exemple) avec un angle proche de 90°. | fenêtres__

213 Accord erroné : “anisotropie” et “désactivé” ne sont pas accordés. Mettez au féminin singulier. => Voici la différence de rendu **avec** et **sans** filtrage anisotrope (à gauche, l'anisotropie est désactivé, à droite, il est activé au maximum) : | désactivé => suggestions : ['désactivée']

217 Mot inconnu : Catalyst => Pour l'activer, dans //Catalyst Control Center > 3D > Filtrage anisotrope//, il suffit de cocher //Remplacer le réglage de l'application// et de régler la puissance du filtre. Cette option sera prise en compte au prochain démarrage de **compiz** (ou autre application 3D). | catalyst
217 Mot inconnu : Control => Pour l'activer, dans //Catalyst Control Center > 3D > Filtrage anisotrope//, il suffit de cocher //Remplacer le réglage de l'application// et de régler la puissance du filtre. Cette option sera prise en compte au prochain démarrage de **compiz** (ou autre application 3D). | control
217 Mot inconnu : compiz => Pour l'activer, dans //Catalyst Control Center > 3D > Filtrage anisotrope//, il suffit de cocher //Remplacer le réglage de l'application// et de régler la puissance du filtre. Cette option sera prise en compte au prochain démarrage de **compiz** (ou autre application 3D). | compiz

221 Élision de l’article devant un mot commençant par une voyelle. => Les commandes qui suivent demandent au préalable un lancement de aticonfig en mode root : | de  => suggestions : ['d’']
221 Mot inconnu : aticonfig => Les commandes qui suivent demandent au préalable un lancement de aticonfig en mode root : | aticonfig
221 Mot inconnu : root => Les commandes qui suivent demandent au préalable un lancement de aticonfig en mode root : | root

229 Mot inconnu : Radeon => Les séries des Radeon 4xxx ont tendance à chauffer énormément car le ventilateur tourne à 20% par défaut. Pour contrôler la vitesse du ventilateur une simple commande suffit : | radeon
229 Mot inconnu : xxx => Les séries des Radeon 4xxx ont tendance à chauffer énormément car le ventilateur tourne à 20% par défaut. Pour contrôler la vitesse du ventilateur une simple commande suffit : | xxx
229 Si « car » est la conjonction de coordination, une virgule est peut-être souhaitable. => Les séries des Radeon 4xxx ont tendance à chauffer énormément car le ventilateur tourne à 20% par défaut. Pour contrôler la vitesse du ventilateur une simple commande suffit : |  car => suggestions : [', car']

232 Mot inconnu : HD4850 => Sur une HD4850 on passe de 80°C à 56°C en poussant le ventilateur à 40%. | hd4850

236 Mot inconnu : xx => En revanche, sur la série des 36xx, le ventilateur est à vitesse trop élevée pour ce que l'on demande au GPU, entraînant des nuisances sonores inutiles. Si vous êtes possesseur de ce type de carte, vous pouvez baisser la vitesse à 30%, réduisant considérablement le niveau de décibels. La carte ne monte pas à plus de 30°C | xx
236 Mot inconnu : GPU => En revanche, sur la série des 36xx, le ventilateur est à vitesse trop élevée pour ce que l'on demande au GPU, entraînant des nuisances sonores inutiles. Si vous êtes possesseur de ce type de carte, vous pouvez baisser la vitesse à 30%, réduisant considérablement le niveau de décibels. La carte ne monte pas à plus de 30°C | gpu

238 Espace(s) surnuméraire(s) à supprimer. => Vous pouvez ajouter votre commande dans  "Applications au démarrage" pour que la carte graphique soit bien ventilée automatiquement à chaque démarrage. |    => suggestions : [' ']
238 Guillemets typographiques ouvrants. => Vous pouvez ajouter votre commande dans  "Applications au démarrage" pour que la carte graphique soit bien ventilée automatiquement à chaque démarrage. | " => suggestions : ['«\xa0', '“']
238 Guillemets typographiques fermants. => Vous pouvez ajouter votre commande dans  "Applications au démarrage" pour que la carte graphique soit bien ventilée automatiquement à chaque démarrage. | " => suggestions : ['\xa0»', '”']

257 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

260 Mot inconnu : Lucid => Avec les pilotes propriétaires et à partir de Lucid Lynx 10.04, la résolution au démarrage et à l'arrêt est très faible. | lucid

266 Mot inconnu : Catalyst => L'installation du pilote Catalyst s'est bien passée mais l'interface se fige,  ou alors se lance avec une résolution de 320x200. Avant de reprendre le Cd pour tout installer à nouveau, ouvrez une session en mode terminal avec CTRL+ALT+F1, vous pouvez aller jusqu’à F6, F7 étant l'interface graphique classique.  | catalyst
266 Espace(s) surnuméraire(s) à supprimer. => L'installation du pilote Catalyst s'est bien passée mais l'interface se fige,  ou alors se lance avec une résolution de 320x200. Avant de reprendre le Cd pour tout installer à nouveau, ouvrez une session en mode terminal avec CTRL+ALT+F1, vous pouvez aller jusqu’à F6, F7 étant l'interface graphique classique.  |    => suggestions : [' ']
266 Signe de multiplication typographique. => L'installation du pilote Catalyst s'est bien passée mais l'interface se fige,  ou alors se lance avec une résolution de 320x200. Avant de reprendre le Cd pour tout installer à nouveau, ouvrez une session en mode terminal avec CTRL+ALT+F1, vous pouvez aller jusqu’à F6, F7 étant l'interface graphique classique.  | 320x200 => suggestions : ['320\xa0×\xa0200']
266 Mot inconnu : x200 => L'installation du pilote Catalyst s'est bien passée mais l'interface se fige,  ou alors se lance avec une résolution de 320x200. Avant de reprendre le Cd pour tout installer à nouveau, ouvrez une session en mode terminal avec CTRL+ALT+F1, vous pouvez aller jusqu’à F6, F7 étant l'interface graphique classique.  | x200
266 Accord de genre erroné : « Cd » est féminin. => L'installation du pilote Catalyst s'est bien passée mais l'interface se fige,  ou alors se lance avec une résolution de 320x200. Avant de reprendre le Cd pour tout installer à nouveau, ouvrez une session en mode terminal avec CTRL+ALT+F1, vous pouvez aller jusqu’à F6, F7 étant l'interface graphique classique.  | le => suggestions : ['la']
266 Mot inconnu : F6 => L'installation du pilote Catalyst s'est bien passée mais l'interface se fige,  ou alors se lance avec une résolution de 320x200. Avant de reprendre le Cd pour tout installer à nouveau, ouvrez une session en mode terminal avec CTRL+ALT+F1, vous pouvez aller jusqu’à F6, F7 étant l'interface graphique classique.  | f6
266 Mot inconnu : F7 => L'installation du pilote Catalyst s'est bien passée mais l'interface se fige,  ou alors se lance avec une résolution de 320x200. Avant de reprendre le Cd pour tout installer à nouveau, ouvrez une session en mode terminal avec CTRL+ALT+F1, vous pouvez aller jusqu’à F6, F7 étant l'interface graphique classique.  | f7
266 Espace(s) en fin de ligne à supprimer. => L'installation du pilote Catalyst s'est bien passée mais l'interface se fige,  ou alors se lance avec une résolution de 320x200. Avant de reprendre le Cd pour tout installer à nouveau, ouvrez une session en mode terminal avec CTRL+ALT+F1, vous pouvez aller jusqu’à F6, F7 étant l'interface graphique classique.  |   => suggestions : ['']

267 Guillemets typographiques ouvrants. => <note>Il est aussi possible de passer en mode console, en sélectionnant le "mode de dépannage" depuis le sélecteur [[GRUB]]. S'il n'est pas visible, il est accessible en appuyant sur SHIFT ou ECHAP au démarrage</note> | " => suggestions : ['«\xa0', '“']
267 Guillemets typographiques fermants. => <note>Il est aussi possible de passer en mode console, en sélectionnant le "mode de dépannage" depuis le sélecteur [[GRUB]]. S'il n'est pas visible, il est accessible en appuyant sur SHIFT ou ECHAP au démarrage</note> | " => suggestions : ['\xa0»', '”']
267 Mot inconnu : GRUB => <note>Il est aussi possible de passer en mode console, en sélectionnant le "mode de dépannage" depuis le sélecteur [[GRUB]]. S'il n'est pas visible, il est accessible en appuyant sur SHIFT ou ECHAP au démarrage</note> | grub
267 Mot inconnu : SHIFT => <note>Il est aussi possible de passer en mode console, en sélectionnant le "mode de dépannage" depuis le sélecteur [[GRUB]]. S'il n'est pas visible, il est accessible en appuyant sur SHIFT ou ECHAP au démarrage</note> | shift
267 Mot inconnu : ECHAP => <note>Il est aussi possible de passer en mode console, en sélectionnant le "mode de dépannage" depuis le sélecteur [[GRUB]]. S'il n'est pas visible, il est accessible en appuyant sur SHIFT ou ECHAP au démarrage</note> | echap

280 Mot inconnu : xorg => Si cela ne fonctionne toujours pas vous pouvez essayer d’éditer le fichier de configuration xorg.conf directement | xorg
280 Il manque un espace. => Si cela ne fonctionne toujours pas vous pouvez essayer d’éditer le fichier de configuration xorg.conf directement | conf => suggestions : [' conf']

281 Accord avec la forme verbale “puissent” : “prise” devrait être au pluriel. => <note>Pour que les manipulations qui suivent puissent être prise en compte, un redémarrage complet est souvent nécessaire. </note> | prise => suggestions : ['prises']

282 Mot inconnu : xorg => === Ou réparer en modifiant directement le fichier de configuration xorg.conf:== | xorg
282 Il manque un espace. => === Ou réparer en modifiant directement le fichier de configuration xorg.conf:== | conf => suggestions : [' conf']

283 Mot inconnu : sudo => Tapez //sudo nano /etc/X11/xorg.conf//  et vous pourrez éditer le fichier. Rendez vous à la section //device//, à la ligne //Driver// et vous changez //"fglrx"// pour //"ati"//.  | sudo
283 Mot inconnu : nano => Tapez //sudo nano /etc/X11/xorg.conf//  et vous pourrez éditer le fichier. Rendez vous à la section //device//, à la ligne //Driver// et vous changez //"fglrx"// pour //"ati"//.  | nano
283 Forme interrogative ? Mettez un trait d’union. => Tapez //sudo nano /etc/X11/xorg.conf//  et vous pourrez éditer le fichier. Rendez vous à la section //device//, à la ligne //Driver// et vous changez //"fglrx"// pour //"ati"//.  | rendez vous => suggestions : ['Rendez-vous']
283 Mot inconnu : ice => Tapez //sudo nano /etc/X11/xorg.conf//  et vous pourrez éditer le fichier. Rendez vous à la section //device//, à la ligne //Driver// et vous changez //"fglrx"// pour //"ati"//.  | ice
283 Guillemets typographiques ouvrants. => Tapez //sudo nano /etc/X11/xorg.conf//  et vous pourrez éditer le fichier. Rendez vous à la section //device//, à la ligne //Driver// et vous changez //"fglrx"// pour //"ati"//.  | " => suggestions : ['«\xa0', '“']
283 Mot inconnu : fglrx => Tapez //sudo nano /etc/X11/xorg.conf//  et vous pourrez éditer le fichier. Rendez vous à la section //device//, à la ligne //Driver// et vous changez //"fglrx"// pour //"ati"//.  | fglrx
283 Guillemets typographiques fermants. => Tapez //sudo nano /etc/X11/xorg.conf//  et vous pourrez éditer le fichier. Rendez vous à la section //device//, à la ligne //Driver// et vous changez //"fglrx"// pour //"ati"//.  | " => suggestions : ['\xa0»', '”']
283 Guillemets typographiques ouvrants. => Tapez //sudo nano /etc/X11/xorg.conf//  et vous pourrez éditer le fichier. Rendez vous à la section //device//, à la ligne //Driver// et vous changez //"fglrx"// pour //"ati"//.  | " => suggestions : ['«\xa0', '“']
283 Mot inconnu : ati => Tapez //sudo nano /etc/X11/xorg.conf//  et vous pourrez éditer le fichier. Rendez vous à la section //device//, à la ligne //Driver// et vous changez //"fglrx"// pour //"ati"//.  | ati
283 Guillemets typographiques fermants. => Tapez //sudo nano /etc/X11/xorg.conf//  et vous pourrez éditer le fichier. Rendez vous à la section //device//, à la ligne //Driver// et vous changez //"fglrx"// pour //"ati"//.  | " => suggestions : ['\xa0»', '”']
283 Espace(s) en fin de ligne à supprimer. => Tapez //sudo nano /etc/X11/xorg.conf//  et vous pourrez éditer le fichier. Rendez vous à la section //device//, à la ligne //Driver// et vous changez //"fglrx"// pour //"ati"//.  |   => suggestions : ['']

287 Mot inconnu : xorg => === Ou réparer en rétablissant le fichier xorg.conf d'origine=== | xorg
287 Il manque un espace. => === Ou réparer en rétablissant le fichier xorg.conf d'origine=== | conf => suggestions : [' conf']

293 Mot inconnu : grub => //**Si vous n'avez pas accès au mode sans échec **//(grub n’apparaît pas malgré la touche ESC ou SHIFT): | grub
293 Mot inconnu : ESC => //**Si vous n'avez pas accès au mode sans échec **//(grub n’apparaît pas malgré la touche ESC ou SHIFT): | esc
293 Mot inconnu : SHIFT => //**Si vous n'avez pas accès au mode sans échec **//(grub n’apparaît pas malgré la touche ESC ou SHIFT): | shift

294 Conjugaison erronée. Accord avec « tout ». Le verbe devrait être à la 3ᵉ personne du singulier. => Tout d'abord reprenez votre cd d'installation et démarrez dessus, cliquez sur essayer ubuntu. une fois arrivé sur le bureau montez votre système de fichier '/' puis afin de rétablir le fichier de configuration d'origine tapez dans un terminal: | reprenez => suggestions : ['reprend']

297 Mot inconnu : Catalyst => ===Désinstaller le pilote Catalyst en cas d'échec=== | catalyst

298 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  Puisque vous êtes en ligne de commande, pensez à [[#desinstaller_proprement_le_pilote_catalyst | désinstaller proprement le pilote Catalyst]]. |   => suggestions : ['']
298 Mot inconnu : Catalyst =>  Puisque vous êtes en ligne de commande, pensez à [[#desinstaller_proprement_le_pilote_catalyst | désinstaller proprement le pilote Catalyst]]. | catalyst

301 Mot inconnu : Compiz => ==== Compiz ne se lance pas ==== | compiz

303 Mot inconnu : xorg => Si vous n'arrivez pas à activer les effets 3D du bureau éditez le fichier xorg.conf :  | xorg
303 Il manque un espace. => Si vous n'arrivez pas à activer les effets 3D du bureau éditez le fichier xorg.conf :  | conf => suggestions : [' conf']
303 Espace(s) en fin de ligne à supprimer. => Si vous n'arrivez pas à activer les effets 3D du bureau éditez le fichier xorg.conf :  |   => suggestions : ['']

305 Mot inconnu : termimal => Pour ce faire, entrez cette commande dans le termimal (Applications/Accessoires/Terminal). | termimal

310 Copier-coller pour la verbe ou l’action, copié-collé (et ses variantes) pour ce qui est copié-collé. => Puis, copier/coller les lignes suivantes à la fin du fichier : | copier/coller => suggestions : ['copier-coller', 'copié-collé', 'copiée-collée', 'copiés-collés', 'copiées-collées']

317 Mot inconnu : DRI => ==== DRI ou accélération 3D ==== | dri

334 Mot inconnu : fglrxinfo => Si fglrxinfo vous indique bien les pilotes ATI mais uniquement en root, vérifiez que le chemin d'accès aux modules DRI soit accessibles par vos utilisateurs. Pour cela, indiquer que les utilisateurs du groupe "video" ont le droit d'y accéder : | fglrxinfo
334 Mot inconnu : ATI => Si fglrxinfo vous indique bien les pilotes ATI mais uniquement en root, vérifiez que le chemin d'accès aux modules DRI soit accessibles par vos utilisateurs. Pour cela, indiquer que les utilisateurs du groupe "video" ont le droit d'y accéder : | ati
334 Mot inconnu : root => Si fglrxinfo vous indique bien les pilotes ATI mais uniquement en root, vérifiez que le chemin d'accès aux modules DRI soit accessibles par vos utilisateurs. Pour cela, indiquer que les utilisateurs du groupe "video" ont le droit d'y accéder : | root
334 Mot inconnu : DRI => Si fglrxinfo vous indique bien les pilotes ATI mais uniquement en root, vérifiez que le chemin d'accès aux modules DRI soit accessibles par vos utilisateurs. Pour cela, indiquer que les utilisateurs du groupe "video" ont le droit d'y accéder : | dri
334 Guillemets typographiques ouvrants. => Si fglrxinfo vous indique bien les pilotes ATI mais uniquement en root, vérifiez que le chemin d'accès aux modules DRI soit accessibles par vos utilisateurs. Pour cela, indiquer que les utilisateurs du groupe "video" ont le droit d'y accéder : | " => suggestions : ['«\xa0', '“']
334 Mot inconnu : video => Si fglrxinfo vous indique bien les pilotes ATI mais uniquement en root, vérifiez que le chemin d'accès aux modules DRI soit accessibles par vos utilisateurs. Pour cela, indiquer que les utilisateurs du groupe "video" ont le droit d'y accéder : | video
334 Guillemets typographiques fermants. => Si fglrxinfo vous indique bien les pilotes ATI mais uniquement en root, vérifiez que le chemin d'accès aux modules DRI soit accessibles par vos utilisateurs. Pour cela, indiquer que les utilisateurs du groupe "video" ont le droit d'y accéder : | " => suggestions : ['\xa0»', '”']

351 Mot inconnu : Lucid => Sous Lucid Lynx 10.04 AMD64, il se peut que les touches de fonction du portable soient sans effet, idem avec l'applet de réglage de la luminosité. | lucid
351 Mot inconnu : AMD64 => Sous Lucid Lynx 10.04 AMD64, il se peut que les touches de fonction du portable soient sans effet, idem avec l'applet de réglage de la luminosité. | amd64

353 Mot inconnu : Mobility => Ce problème a été répertorié avec des cartes Mobility Radeon HD 4300 Series / Mobility Radeon HD 4600 Series | mobility
353 Mot inconnu : Radeon => Ce problème a été répertorié avec des cartes Mobility Radeon HD 4300 Series / Mobility Radeon HD 4600 Series | radeon
353 Mot inconnu : Series => Ce problème a été répertorié avec des cartes Mobility Radeon HD 4300 Series / Mobility Radeon HD 4600 Series | series
353 Mot inconnu : Mobility => Ce problème a été répertorié avec des cartes Mobility Radeon HD 4300 Series / Mobility Radeon HD 4600 Series | mobility
353 Mot inconnu : Radeon => Ce problème a été répertorié avec des cartes Mobility Radeon HD 4300 Series / Mobility Radeon HD 4600 Series | radeon
353 Mot inconnu : Series => Ce problème a été répertorié avec des cartes Mobility Radeon HD 4300 Series / Mobility Radeon HD 4600 Series | series

367 Mot inconnu : chmod => n'oubliez pas de rendre votre script exécutable (chmod +x chemin/vers/votre/fichier/script) | chmod

371 Forme interrogative ? Mettez un trait d’union. => Si vous n'avez aucun son émis depuis la sortie HDMI de la carte graphique, assurez vous d'abord que le bon périphérique audio est sélectionné et actif. Pour cela, ouvrez le panneau "Préférences du son" et ensuite dans l'onglet "Matériel", sélectionnez "HDMI audio" et dans le menu déroulant, choisissez "Digital stéréo"(ou supérieur). Dans l'onglet "Sortie", cochez également le même périphérique. | assurez vous => suggestions : ['assurez-vous']
371 Guillemets typographiques ouvrants. => Si vous n'avez aucun son émis depuis la sortie HDMI de la carte graphique, assurez vous d'abord que le bon périphérique audio est sélectionné et actif. Pour cela, ouvrez le panneau "Préférences du son" et ensuite dans l'onglet "Matériel", sélectionnez "HDMI audio" et dans le menu déroulant, choisissez "Digital stéréo"(ou supérieur). Dans l'onglet "Sortie", cochez également le même périphérique. | " => suggestions : ['«\xa0', '“']
371 Guillemets typographiques fermants. => Si vous n'avez aucun son émis depuis la sortie HDMI de la carte graphique, assurez vous d'abord que le bon périphérique audio est sélectionné et actif. Pour cela, ouvrez le panneau "Préférences du son" et ensuite dans l'onglet "Matériel", sélectionnez "HDMI audio" et dans le menu déroulant, choisissez "Digital stéréo"(ou supérieur). Dans l'onglet "Sortie", cochez également le même périphérique. | " => suggestions : ['\xa0»', '”']
371 Guillemets typographiques ouvrants. => Si vous n'avez aucun son émis depuis la sortie HDMI de la carte graphique, assurez vous d'abord que le bon périphérique audio est sélectionné et actif. Pour cela, ouvrez le panneau "Préférences du son" et ensuite dans l'onglet "Matériel", sélectionnez "HDMI audio" et dans le menu déroulant, choisissez "Digital stéréo"(ou supérieur). Dans l'onglet "Sortie", cochez également le même périphérique. | " => suggestions : ['«\xa0', '“']
371 Guillemets typographiques fermants. => Si vous n'avez aucun son émis depuis la sortie HDMI de la carte graphique, assurez vous d'abord que le bon périphérique audio est sélectionné et actif. Pour cela, ouvrez le panneau "Préférences du son" et ensuite dans l'onglet "Matériel", sélectionnez "HDMI audio" et dans le menu déroulant, choisissez "Digital stéréo"(ou supérieur). Dans l'onglet "Sortie", cochez également le même périphérique. | " => suggestions : ['\xa0»', '”']
