7 Mot inconnu : Unity => Il existe diverses applications qui permettent de modifier l'apparence de votre curseur comme [[:unity-tweak-tool|Unity Tweak Tool]]. Commencez donc par installer une de ces applications. Ensuite vous pourrez trouver quelques thèmes fournis dans les dépôts, il suffit de les installer avec [[:gestionnaire_de_paquets|le gestionnaire de paquet]] (clé de recherche : "cursor").
7 Mot inconnu : Tweak => Il existe diverses applications qui permettent de modifier l'apparence de votre curseur comme [[:unity-tweak-tool|Unity Tweak Tool]]. Commencez donc par installer une de ces applications. Ensuite vous pourrez trouver quelques thèmes fournis dans les dépôts, il suffit de les installer avec [[:gestionnaire_de_paquets|le gestionnaire de paquet]] (clé de recherche : "cursor").
7 Mot inconnu : Tool => Il existe diverses applications qui permettent de modifier l'apparence de votre curseur comme [[:unity-tweak-tool|Unity Tweak Tool]]. Commencez donc par installer une de ces applications. Ensuite vous pourrez trouver quelques thèmes fournis dans les dépôts, il suffit de les installer avec [[:gestionnaire_de_paquets|le gestionnaire de paquet]] (clé de recherche : "cursor").
7 Il manque un espace insécable. => Il existe diverses applications qui permettent de modifier l'apparence de votre curseur comme [[:unity-tweak-tool|Unity Tweak Tool]]. Commencez donc par installer une de ces applications. Ensuite vous pourrez trouver quelques thèmes fournis dans les dépôts, il suffit de les installer avec [[:gestionnaire_de_paquets|le gestionnaire de paquet]] (clé de recherche : "cursor").
7 Guillemets typographiques ouvrants. => Il existe diverses applications qui permettent de modifier l'apparence de votre curseur comme [[:unity-tweak-tool|Unity Tweak Tool]]. Commencez donc par installer une de ces applications. Ensuite vous pourrez trouver quelques thèmes fournis dans les dépôts, il suffit de les installer avec [[:gestionnaire_de_paquets|le gestionnaire de paquet]] (clé de recherche : "cursor").
7 Mot inconnu : cursor => Il existe diverses applications qui permettent de modifier l'apparence de votre curseur comme [[:unity-tweak-tool|Unity Tweak Tool]]. Commencez donc par installer une de ces applications. Ensuite vous pourrez trouver quelques thèmes fournis dans les dépôts, il suffit de les installer avec [[:gestionnaire_de_paquets|le gestionnaire de paquet]] (clé de recherche : "cursor").
7 Guillemets typographiques fermants. => Il existe diverses applications qui permettent de modifier l'apparence de votre curseur comme [[:unity-tweak-tool|Unity Tweak Tool]]. Commencez donc par installer une de ces applications. Ensuite vous pourrez trouver quelques thèmes fournis dans les dépôts, il suffit de les installer avec [[:gestionnaire_de_paquets|le gestionnaire de paquet]] (clé de recherche : "cursor").

8 Il manque un espace insécable. => En voici quelques-uns : **[[apt>oxygen-cursor-theme]]**, **[[apt>dmz-cursor-theme]]**, **[[apt>xcursor-themes]]** et **[[apt>crystalcursors]]**.
8 Mot inconnu : oxygen-cursor-theme => En voici quelques-uns : **[[apt>oxygen-cursor-theme]]**, **[[apt>dmz-cursor-theme]]**, **[[apt>xcursor-themes]]** et **[[apt>crystalcursors]]**.
8 Mot inconnu : dmz-cursor-theme => En voici quelques-uns : **[[apt>oxygen-cursor-theme]]**, **[[apt>dmz-cursor-theme]]**, **[[apt>xcursor-themes]]** et **[[apt>crystalcursors]]**.
8 Mot inconnu : xcursor-themes => En voici quelques-uns : **[[apt>oxygen-cursor-theme]]**, **[[apt>dmz-cursor-theme]]**, **[[apt>xcursor-themes]]** et **[[apt>crystalcursors]]**.
8 Mot inconnu : crystalcursors => En voici quelques-uns : **[[apt>oxygen-cursor-theme]]**, **[[apt>dmz-cursor-theme]]**, **[[apt>xcursor-themes]]** et **[[apt>crystalcursors]]**.

13 Mot inconnu : tar => Vous pouvez télécharger différents thèmes de curseur sur [[http://www.gnome-look.org|Gnome-look.org]]. Faites votre choix et téléchargez le thème au format d'archive //tar.gz//.
13 Mot inconnu : gz => Vous pouvez télécharger différents thèmes de curseur sur [[http://www.gnome-look.org|Gnome-look.org]]. Faites votre choix et téléchargez le thème au format d'archive //tar.gz//.

16 Il manque un espace insécable. => Pour utiliser votre thème vous pouvez:

17 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Le rendre accessible uniquement à votre compte utilisateur en [[:archivage|décompressant]] l'archive dans le dossier caché //.icons// de votre **Dossier Personnel** si besoin créer le dossier //.icons//,
17 Mot inconnu : icons =>   * Le rendre accessible uniquement à votre compte utilisateur en [[:archivage|décompressant]] l'archive dans le dossier caché //.icons// de votre **Dossier Personnel** si besoin créer le dossier //.icons//,
17 Mot inconnu : icons =>   * Le rendre accessible uniquement à votre compte utilisateur en [[:archivage|décompressant]] l'archive dans le dossier caché //.icons// de votre **Dossier Personnel** si besoin créer le dossier //.icons//,

18 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Le rendre accessible à tous les utilisateurs en [[:archivage|décompressant]] l'archive avec les [[:sudo|droits d'administration]] dans le dossier ///usr/share/icons//.

22 Mot inconnu : Unity-tweak-tool => ===Avec Unity-tweak-tool===

23 Mot inconnu : Unity-tweak-tool => Lancez Unity-tweak-tool puis allez dans //Apparences -> Cursors// et choisissez le thème de votre choix.
23 Mot inconnu : Cursors => Lancez Unity-tweak-tool puis allez dans //Apparences -> Cursors// et choisissez le thème de votre choix.

26 Il manque un espace insécable. => Pour que l’écran de connexion de la variante standard d’Ubuntu affiche votre pointeur personnalisé, il faut effectuer la manipulation suivante :

27 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Éditez le fichier ''/etc/gdm3/greeter.dconf-defaults'' en lançant cette commande avec les droits d’aministrateur : <code>sudo nano /etc/gdm3/greeter.dconf-defaults</code>
27 Guillemets typographiques fermants. =>   * Éditez le fichier ''/etc/gdm3/greeter.dconf-defaults'' en lançant cette commande avec les droits d’aministrateur : <code>sudo nano /etc/gdm3/greeter.dconf-defaults</code>
27 Mot inconnu : aministrateur =>   * Éditez le fichier ''/etc/gdm3/greeter.dconf-defaults'' en lançant cette commande avec les droits d’aministrateur : <code>sudo nano /etc/gdm3/greeter.dconf-defaults</code>
27 Il manque un espace insécable. =>   * Éditez le fichier ''/etc/gdm3/greeter.dconf-defaults'' en lançant cette commande avec les droits d’aministrateur : <code>sudo nano /etc/gdm3/greeter.dconf-defaults</code>

28 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Dans le fichier ouvert, ajoutez la ligne <code>cursor-theme='nom-de-votre-theme'</code> après ''[org/gnome/desktop/interface]'' ;
28 Mot inconnu : desktop =>   * Dans le fichier ouvert, ajoutez la ligne <code>cursor-theme='nom-de-votre-theme'</code> après ''[org/gnome/desktop/interface]'' ;
28 Il manque un espace insécable. =>   * Dans le fichier ouvert, ajoutez la ligne <code>cursor-theme='nom-de-votre-theme'</code> après ''[org/gnome/desktop/interface]'' ;

29 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Lancez la commande <code>sudo dpkg-reconfigure gdm3</code> pour appliquer les modifications. Lors de votre prochaine connexion, le curseur personnalisé sera utilisé.

31 Il manque un espace insécable. => Source : [[https://askubuntu.com/questions/1152547/how-to-change-the-ubuntu-19-04-gdm3-cursor-theme|AskUbuntu]].

35 Mot inconnu : XCursorGen => ====XCursorGen====

36 Mot inconnu : XCursorGen => **XCursorGen** est installé par défaut dans Ubuntu (maintenant inclus dans le paquet x11-apps). Son utilisation nécessite 4 étapes:
36 Mot inconnu : x11-apps => **XCursorGen** est installé par défaut dans Ubuntu (maintenant inclus dans le paquet x11-apps). Son utilisation nécessite 4 étapes:
36 Il manque un espace insécable. => **XCursorGen** est installé par défaut dans Ubuntu (maintenant inclus dans le paquet x11-apps). Son utilisation nécessite 4 étapes:

37 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Créer une image:
37 Il manque un espace insécable. =>   * Créer une image:

38 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * la taille de l'image .png n'a pas d'importance, même s'il est préférable qu'au moins un côté de l'image corresponde à la taille déclarée. Par contre, la taille déclarée doit être de 24, 32 ou 48.
38 Majuscule en début de phrase, sauf éventuellement lors d’une énumération. =>     * la taille de l'image .png n'a pas d'importance, même s'il est préférable qu'au moins un côté de l'image corresponde à la taille déclarée. Par contre, la taille déclarée doit être de 24, 32 ou 48.
38 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). =>     * la taille de l'image .png n'a pas d'importance, même s'il est préférable qu'au moins un côté de l'image corresponde à la taille déclarée. Par contre, la taille déclarée doit être de 24, 32 ou 48.

39 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * Le nom de l'image .png n'a pas d'importance mais il est préférable que le nom du curseur y figure suivi si besoin du format et du numéro d'image (cas des pointeurs animés).
39 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). =>     * Le nom de l'image .png n'a pas d'importance mais il est préférable que le nom du curseur y figure suivi si besoin du format et du numéro d'image (cas des pointeurs animés).
39 Si « mais » est la conjonction de coordination, une virgule est souhaitable si elle introduit une nouvelle proposition. =>     * Le nom de l'image .png n'a pas d'importance mais il est préférable que le nom du curseur y figure suivi si besoin du format et du numéro d'image (cas des pointeurs animés).

40 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Créer un fichier **.cursor**. Le nom de ce fichier est obligatoirement celui d'un des curseurs tel que défini dans le tableau. Le plus simple étant de reprendre les noms de curseur d'un thème existant dans /usr/share/icons/nom_du_thème/cursors/
40 Mot inconnu : cursor =>   * Créer un fichier **.cursor**. Le nom de ce fichier est obligatoirement celui d'un des curseurs tel que défini dans le tableau. Le plus simple étant de reprendre les noms de curseur d'un thème existant dans /usr/share/icons/nom_du_thème/cursors/

41 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Transformer les images en curseur avec **XCursorGen** dans un [[:terminal]].
41 Mot inconnu : XCursorGen =>   * Transformer les images en curseur avec **XCursorGen** dans un [[:terminal]].

42 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Créer un thème et y placer le dossier //cursors//.
42 Mot inconnu : cursors =>   * Créer un thème et y placer le dossier //cursors//.

46 Mot inconnu : The => The Gimp est notre ami. Je vous renvoie à ce [[:gimp|tuto]] pour apprendre à vous en servir.

48 Il manque un espace insécable. => Deux petites astuces :

50 Il manque un espace insécable. => \\ * Pour avoir un pointeur net, dessiner une image de grande taille et lorsqu'elle est terminée, la réduire au bon format, cette action va « affiner » le trait.// </note>
50 Il manque un espace insécable. => \\ * Pour avoir un pointeur net, dessiner une image de grande taille et lorsqu'elle est terminée, la réduire au bon format, cette action va « affiner » le trait.// </note>

54 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Copier-coller une image ou dessiner son pointeur puis enregistrer **au format .png**.

57 Il manque un espace insécable. => == Liste des noms de pointeurs : ==

60 Mot inconnu : all-scroll => | all-scroll | ↑ arrow | ↥ based_arrow_up | bd_double_arrow |  bottom_left_corner |
97 Avec une unité de mesure, mettez un espace insécable. => Exemple pour un curseur animé avec 3 images et 2 formats, dont 2 durent 100ms et l'autre 50ms:
97 Il manque un espace insécable. => Exemple pour un curseur animé avec 3 images et 2 formats, dont 2 durent 100ms et l'autre 50ms:

98 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Attention, les fichiers .png des différentes étapes doivent avoir la même dimension en pixel.

107 Il manque un espace insécable. => Enregistrer sous le nom : left_ptr_watch.cursor
107 Mot inconnu : left_ptr_watch => Enregistrer sous le nom : left_ptr_watch.cursor
107 Mot inconnu : cursor => Enregistrer sous le nom : left_ptr_watch.cursor

109 Mot inconnu : XCursorGen => ===Lancer l'application XCursorGen===
110 Mot inconnu : cursor => Les fichiers **.png** et les fichiers ***.cursor** doivent se situer dans le même dossier.

111 Il manque un espace insécable. => Avec le [[:terminal]], se placer dans ce dossier avec la commande:

113 Il manque un espace insécable. => Puis transformer les curseurs un par un avec la commande suivante:

116 Il manque un espace insécable. => Exemple : <code>xcursorgen right_ptr.cursor right_ptr</code>

118 Mot inconnu : cursors => Placer tous ces fichiers sans extension dans un dossier nommé **cursors**.

121 Mot inconnu : xcursorgen => Pour voir ce que donnent les curseurs animés, ouvrir les curseurs transformés par xcursorgen dans Gimp, aller dans filtres-animation-rejouer l'animation puis lire. S'il y a 2 tailles, on verra l'animation des 2 tailles en suivant.

125 Mot inconnu : icons => Créer un dossier caché **.icons** dans votre **Dossier Personnel**, y créer un fichier du nom du thème sans espace.

126 Mot inconnu : theme => Créer un fichier **index.theme** qui contienne:
126 Il manque un espace insécable. => Créer un fichier **index.theme** qui contienne:

128 Mot inconnu : icon => [icon theme]
128 Mot inconnu : theme => [icon theme]

129 Mot inconnu : Name => Name =  Nom de mon thème en anglais

130 Mot inconnu : Name => Name[fr] = Nom de mon thème en français

133 Mot inconnu : Inherits => Inherits = Thème_si_le_curseur_n'existe_pas</file>
133 Mot inconnu : Thème_si_le_curseur_n'existe_pas => Inherits = Thème_si_le_curseur_n'existe_pas</file>

136 Il manque un espace insécable. => Remarque: Si on ne met pas la ligne "Inherits", le système prendra, pour les curseurs absents, ceux du dernier thème utilisé.
136 Guillemets typographiques ouvrants. => Remarque: Si on ne met pas la ligne "Inherits", le système prendra, pour les curseurs absents, ceux du dernier thème utilisé.
136 Mot inconnu : Inherits => Remarque: Si on ne met pas la ligne "Inherits", le système prendra, pour les curseurs absents, ceux du dernier thème utilisé.
136 Guillemets typographiques fermants. => Remarque: Si on ne met pas la ligne "Inherits", le système prendra, pour les curseurs absents, ceux du dernier thème utilisé.

138 Mot inconnu : cursors => Déplacer le dossier **cursors** contenant les curseurs sans extension dans votre dossier de thème. 
138 Espace(s) en fin de ligne à supprimer. => Déplacer le dossier **cursors** contenant les curseurs sans extension dans votre dossier de thème. 

140 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => <note important>Vous ne pouvez pas rajouter de curseur directement dans le dossier .icons/thème/cursors/ car cela n'aura aucun effet sur votre thème. 
140 Mot inconnu : icons => <note important>Vous ne pouvez pas rajouter de curseur directement dans le dossier .icons/thème/cursors/ car cela n'aura aucun effet sur votre thème. 
140 Mot inconnu : cursors => <note important>Vous ne pouvez pas rajouter de curseur directement dans le dossier .icons/thème/cursors/ car cela n'aura aucun effet sur votre thème. 
140 Espace(s) en fin de ligne à supprimer. => <note important>Vous ne pouvez pas rajouter de curseur directement dans le dossier .icons/thème/cursors/ car cela n'aura aucun effet sur votre thème. 

142 Mot inconnu : cursors => Pour ajouter ou modifier des curseurs, il vous faut sélectionner un autre thème de souris dans votre configuration, déplacer votre dossier **cursors** dans vos documents, redémarrer votre ordinateur puis replacer le dossier **cursors** complété des nouveaux curseurs dans votre dossier de thème.
142 Mot inconnu : cursors => Pour ajouter ou modifier des curseurs, il vous faut sélectionner un autre thème de souris dans votre configuration, déplacer votre dossier **cursors** dans vos documents, redémarrer votre ordinateur puis replacer le dossier **cursors** complété des nouveaux curseurs dans votre dossier de thème.

147 Espace(s) en fin de ligne à supprimer. => \\ [[http://www.ehow.com/how_5026012_make-cursors-file-ubuntu.html|Un autre tuto]] avec des photos (en anglais) 

148 Mot inconnu : perl => ====Avec un script perl====

149 Il manque un espace insécable. => Vous n'êtes toujours pas satisfait, vous en voulez plus ? C'est possible, mais il va falloir mouiller sa chemise ...
149 Typographie : points de suspension. Utilisez le caractère dédié. => Vous n'êtes toujours pas satisfait, vous en voulez plus ? C'est possible, mais il va falloir mouiller sa chemise ...

151 Mot inconnu : perl => Il existe un script perl **104659-sd2xc-2.5.pl** qui permet de créer ses propres pointeur. Il est multiplate-forme et parait activement maintenu.
151 Mot inconnu : sd2xc-2 => Il existe un script perl **104659-sd2xc-2.5.pl** qui permet de créer ses propres pointeur. Il est multiplate-forme et parait activement maintenu.

158 Mot inconnu : sd2xc-2 => Pour utiliser **104659-sd2xc-2.5.pl**:
158 Il manque un espace insécable. => Pour utiliser **104659-sd2xc-2.5.pl**:

159 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Commencez par installer les dépendances suivantes : **[[apt>libconfig-inifiles-perl, perlmagick, imagemagick, x11-apps, unzip]]**,
159 Il manque un espace insécable. =>   * Commencez par installer les dépendances suivantes : **[[apt>libconfig-inifiles-perl, perlmagick, imagemagick, x11-apps, unzip]]**,
159 Mot inconnu : libconfig-inifiles-perl =>   * Commencez par installer les dépendances suivantes : **[[apt>libconfig-inifiles-perl, perlmagick, imagemagick, x11-apps, unzip]]**,
159 Mot inconnu : perlmagick =>   * Commencez par installer les dépendances suivantes : **[[apt>libconfig-inifiles-perl, perlmagick, imagemagick, x11-apps, unzip]]**,
159 Mot inconnu : imagemagick =>   * Commencez par installer les dépendances suivantes : **[[apt>libconfig-inifiles-perl, perlmagick, imagemagick, x11-apps, unzip]]**,
159 Mot inconnu : x11-apps =>   * Commencez par installer les dépendances suivantes : **[[apt>libconfig-inifiles-perl, perlmagick, imagemagick, x11-apps, unzip]]**,
159 Mot inconnu : unzip =>   * Commencez par installer les dépendances suivantes : **[[apt>libconfig-inifiles-perl, perlmagick, imagemagick, x11-apps, unzip]]**,

160 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Téléchargez le [[:tutoriel:script_shell?redirect=1|script]] à cette [[http://gnome-look.org/content/show.php/CursorXP+to+X11+Mouse+Theme+Converter?content=104659|adresse]],
160 S’il s’agit d’un impératif, mettez un trait d’union. =>   * Téléchargez le [[:tutoriel:script_shell?redirect=1|script]] à cette [[http://gnome-look.org/content/show.php/CursorXP+to+X11+Mouse+Theme+Converter?content=104659|adresse]],
160 Il manque un espace. =>   * Téléchargez le [[:tutoriel:script_shell?redirect=1|script]] à cette [[http://gnome-look.org/content/show.php/CursorXP+to+X11+Mouse+Theme+Converter?content=104659|adresse]],
160 Il manque un espace insécable. =>   * Téléchargez le [[:tutoriel:script_shell?redirect=1|script]] à cette [[http://gnome-look.org/content/show.php/CursorXP+to+X11+Mouse+Theme+Converter?content=104659|adresse]],
160 Il manque un espace. =>   * Téléchargez le [[:tutoriel:script_shell?redirect=1|script]] à cette [[http://gnome-look.org/content/show.php/CursorXP+to+X11+Mouse+Theme+Converter?content=104659|adresse]],
160 Mot inconnu : redirect =>   * Téléchargez le [[:tutoriel:script_shell?redirect=1|script]] à cette [[http://gnome-look.org/content/show.php/CursorXP+to+X11+Mouse+Theme+Converter?content=104659|adresse]],

161 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    * [[:tutoriel:script_shell#Exécuter un script|Le rendre exécutable]].
161 Il manque un espace. =>    * [[:tutoriel:script_shell#Exécuter un script|Le rendre exécutable]].
165 Mot inconnu : CurXPTheme => 1. [[:formats_archives|Décompresser l'archive]] et le conteneur (CurXPTheme) du thème sélectionné. Le but étant d'avoir tous les fichiers images qui composent le thème, ainsi qu'un fichier ''Scheme.ini'' regroupés dans un seul dossier.
165 Guillemets typographiques ouvrants. => 1. [[:formats_archives|Décompresser l'archive]] et le conteneur (CurXPTheme) du thème sélectionné. Le but étant d'avoir tous les fichiers images qui composent le thème, ainsi qu'un fichier ''Scheme.ini'' regroupés dans un seul dossier.
165 Mot inconnu : Scheme => 1. [[:formats_archives|Décompresser l'archive]] et le conteneur (CurXPTheme) du thème sélectionné. Le but étant d'avoir tous les fichiers images qui composent le thème, ainsi qu'un fichier ''Scheme.ini'' regroupés dans un seul dossier.
165 Mot inconnu : ini => 1. [[:formats_archives|Décompresser l'archive]] et le conteneur (CurXPTheme) du thème sélectionné. Le but étant d'avoir tous les fichiers images qui composent le thème, ainsi qu'un fichier ''Scheme.ini'' regroupés dans un seul dossier.
165 Guillemets typographiques fermants. => 1. [[:formats_archives|Décompresser l'archive]] et le conteneur (CurXPTheme) du thème sélectionné. Le but étant d'avoir tous les fichiers images qui composent le thème, ainsi qu'un fichier ''Scheme.ini'' regroupés dans un seul dossier.

167 Il manque un espace. => \\ 3. Dans le [[:terminal|Le terminal GNU/Linux]] placez vous ([[:tutoriel:console_commandes_de_base#cd]]) **en simple utilisateur** dans ce dossier.

169 Il manque un espace insécable. => 4. Enfin lancez le script (toujours en mode simple utilisateur) :

171 Mot inconnu : name => <note> L'option ''--name'' demande au script d'attribuer un nom choisi par l'utilisateur au thème. Bien que le script soit prévu pour donner un nom par défaut au thème// (voir les détails de cette option, ainsi que d'autres possibilités, dans le commentaire en en-tête du script)//, cette option est intéressante, sachant que les concepteurs de thèmes n'attribuent pas toujours de nom et que l'installation de deux thèmes ayant le même nom est impossible. </note>
171 Guillemets typographiques fermants. => <note> L'option ''--name'' demande au script d'attribuer un nom choisi par l'utilisateur au thème. Bien que le script soit prévu pour donner un nom par défaut au thème// (voir les détails de cette option, ainsi que d'autres possibilités, dans le commentaire en en-tête du script)//, cette option est intéressante, sachant que les concepteurs de thèmes n'attribuent pas toujours de nom et que l'installation de deux thèmes ayant le même nom est impossible. </note>

172 Mot inconnu : Nom_Du_Theme => 5. Vous obtenez un nouveau dossier **Nom_Du_Theme** et une archive **Nom_Du_Theme.tar.gz** qu'il suffit de dans le dossier des thèmes de curseurs.

177 Mot inconnu : tar => Les sources peuvent être dans l'archive (tar.gz ou autre) et il suffit alors de la décompresser.
177 Mot inconnu : gz => Les sources peuvent être dans l'archive (tar.gz ou autre) et il suffit alors de la décompresser.

185 Guillemets typographiques ouvrants. => Pour "animer" un pointeur, il suffit de créer plusieurs images (toujours au format png) qui décomposent le mouvement qu'on veut obtenir et enregister chaqu'une de ces images individuellement.
185 Guillemets typographiques fermants. => Pour "animer" un pointeur, il suffit de créer plusieurs images (toujours au format png) qui décomposent le mouvement qu'on veut obtenir et enregister chaqu'une de ces images individuellement.
185 Mot inconnu : enregister => Pour "animer" un pointeur, il suffit de créer plusieurs images (toujours au format png) qui décomposent le mouvement qu'on veut obtenir et enregister chaqu'une de ces images individuellement.
185 Mot inconnu : chaqu'une => Pour "animer" un pointeur, il suffit de créer plusieurs images (toujours au format png) qui décomposent le mouvement qu'on veut obtenir et enregister chaqu'une de ces images individuellement.

189 Il manque un espace insécable. => //Contributeurs principaux : MonokumaFR, Télio
189 Mot inconnu : MonokumaFR => //Contributeurs principaux : MonokumaFR, Télio
189 Mot inconnu : Télio => //Contributeurs principaux : MonokumaFR, Télio
