2 Mot inconnu : FIXME => tag>wiki FIXME mettre qu'une fois en place

6 Si “Cette page” est le sujet de “est”, la virgule est superflue (on ne sépare pas le verbe du sujet). Sinon “est” devrait être à l’impératif (à moins d’une inversion verbe-sujet). => Cette page, n'est en rien didactique. Elle sert uniquement aux [[:groupes/ubuntu-fr-doc|contributeurs]] qui veulent un accès direct aux divers pages qui peuvent leur être nécessaires, notamment pour la [[:wiki/checklist|bonne rédaction d'une page]].
6 Si “Cette page” est le sujet de “est”, la virgule est superflue (on ne sépare pas le verbe du sujet). Sinon “est” devrait être à l’impératif (à moins d’une inversion verbe-sujet). => Cette page, n'est en rien didactique. Elle sert uniquement aux [[:groupes/ubuntu-fr-doc|contributeurs]] qui veulent un accès direct aux divers pages qui peuvent leur être nécessaires, notamment pour la [[:wiki/checklist|bonne rédaction d'une page]].
6 Mot inconnu : ubuntu-fr-doc => Cette page, n'est en rien didactique. Elle sert uniquement aux [[:groupes/ubuntu-fr-doc|contributeurs]] qui veulent un accès direct aux divers pages qui peuvent leur être nécessaires, notamment pour la [[:wiki/checklist|bonne rédaction d'une page]].
6 Accord de nombre erroné avec « leur être » : « nécessaires » devrait être au singulier. => Cette page, n'est en rien didactique. Elle sert uniquement aux [[:groupes/ubuntu-fr-doc|contributeurs]] qui veulent un accès direct aux divers pages qui peuvent leur être nécessaires, notamment pour la [[:wiki/checklist|bonne rédaction d'une page]].

8 Il manque un espace. => Elle ne remplace en rien la page [[:wiki:participer_wiki|participer au wiki]] qui reste indispensable de lire.
8 Mot inconnu : participer_wiki => Elle ne remplace en rien la page [[:wiki:participer_wiki|participer au wiki]] qui reste indispensable de lire.

10 Il manque un espace insécable. => <note tip>Vous trouverez d'autres pages utiles depuis le [[:Accueil?do=index|Plan du site]] accessible depuis le menu de gauche, section **wiki**</note>
10 Il manque un espace. => <note tip>Vous trouverez d'autres pages utiles depuis le [[:Accueil?do=index|Plan du site]] accessible depuis le menu de gauche, section **wiki**</note>

15 Mot inconnu : FIXME => FIXME suite remarque aldian / Copier coller ici la checklist. A retravailler donc
15 Mot inconnu : aldian => FIXME suite remarque aldian / Copier coller ici la checklist. A retravailler donc
15 S’il s’agit de la préposition « à », il faut accentuer la majuscule. => FIXME suite remarque aldian / Copier coller ici la checklist. A retravailler donc

17 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Avez vous bien suivi l'un des [[:wiki|modèle]] ? 
25 Forme interrogative ? Mettez un trait d’union. =>   * Avez vous tenu compte de la [[wiki:ligne_editoriale|ligne éditoriale]] (qui indique ce que doit contenir le doc), et de la [[wiki:ligne_ethique|ligne éthique]] (vis à vis des questions légales) ?
25 Il manque un espace. =>   * Avez vous tenu compte de la [[wiki:ligne_editoriale|ligne éditoriale]] (qui indique ce que doit contenir le doc), et de la [[wiki:ligne_ethique|ligne éthique]] (vis à vis des questions légales) ?
25 Mot inconnu : ligne_editoriale =>   * Avez vous tenu compte de la [[wiki:ligne_editoriale|ligne éditoriale]] (qui indique ce que doit contenir le doc), et de la [[wiki:ligne_ethique|ligne éthique]] (vis à vis des questions légales) ?
25 Il manque un espace. =>   * Avez vous tenu compte de la [[wiki:ligne_editoriale|ligne éditoriale]] (qui indique ce que doit contenir le doc), et de la [[wiki:ligne_ethique|ligne éthique]] (vis à vis des questions légales) ?
25 Mot inconnu : ligne_ethique =>   * Avez vous tenu compte de la [[wiki:ligne_editoriale|ligne éditoriale]] (qui indique ce que doit contenir le doc), et de la [[wiki:ligne_ethique|ligne éthique]] (vis à vis des questions légales) ?
25 Il manque les traits d’union. =>   * Avez vous tenu compte de la [[wiki:ligne_editoriale|ligne éditoriale]] (qui indique ce que doit contenir le doc), et de la [[wiki:ligne_ethique|ligne éthique]] (vis à vis des questions légales) ?
25 Il manque un espace insécable. =>   * Avez vous tenu compte de la [[wiki:ligne_editoriale|ligne éditoriale]] (qui indique ce que doit contenir le doc), et de la [[wiki:ligne_ethique|ligne éthique]] (vis à vis des questions légales) ?

26 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Avez vous utilisé les [[wiki:mini-tutoriels|mini-tutoriels]] ? (par exemple à la place d'un sudo apt-get install ou d'un sudo gedit, lequel est à honnir )
26 Forme interrogative ? Mettez un trait d’union. =>   * Avez vous utilisé les [[wiki:mini-tutoriels|mini-tutoriels]] ? (par exemple à la place d'un sudo apt-get install ou d'un sudo gedit, lequel est à honnir )
26 Il manque un espace. =>   * Avez vous utilisé les [[wiki:mini-tutoriels|mini-tutoriels]] ? (par exemple à la place d'un sudo apt-get install ou d'un sudo gedit, lequel est à honnir )
26 Il manque un espace insécable. =>   * Avez vous utilisé les [[wiki:mini-tutoriels|mini-tutoriels]] ? (par exemple à la place d'un sudo apt-get install ou d'un sudo gedit, lequel est à honnir )
26 Mot inconnu : sudo =>   * Avez vous utilisé les [[wiki:mini-tutoriels|mini-tutoriels]] ? (par exemple à la place d'un sudo apt-get install ou d'un sudo gedit, lequel est à honnir )
26 Mot inconnu : apt-get =>   * Avez vous utilisé les [[wiki:mini-tutoriels|mini-tutoriels]] ? (par exemple à la place d'un sudo apt-get install ou d'un sudo gedit, lequel est à honnir )
26 Mot inconnu : install =>   * Avez vous utilisé les [[wiki:mini-tutoriels|mini-tutoriels]] ? (par exemple à la place d'un sudo apt-get install ou d'un sudo gedit, lequel est à honnir )
26 Mot inconnu : sudo =>   * Avez vous utilisé les [[wiki:mini-tutoriels|mini-tutoriels]] ? (par exemple à la place d'un sudo apt-get install ou d'un sudo gedit, lequel est à honnir )
26 Mot inconnu : gedit =>   * Avez vous utilisé les [[wiki:mini-tutoriels|mini-tutoriels]] ? (par exemple à la place d'un sudo apt-get install ou d'un sudo gedit, lequel est à honnir )
26 Pas d’espace avant ce signe. =>   * Avez vous utilisé les [[wiki:mini-tutoriels|mini-tutoriels]] ? (par exemple à la place d'un sudo apt-get install ou d'un sudo gedit, lequel est à honnir )

27 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Avez vous mis à jour les [[wiki:tags|« tags »]] de la page ?
27 Forme interrogative ? Mettez un trait d’union. =>   * Avez vous mis à jour les [[wiki:tags|« tags »]] de la page ?
27 Incohérence. Le sujet de cette forme verbale est introuvable. =>   * Avez vous mis à jour les [[wiki:tags|« tags »]] de la page ?
27 Il manque un espace. =>   * Avez vous mis à jour les [[wiki:tags|« tags »]] de la page ?
27 Il manque un espace insécable. =>   * Avez vous mis à jour les [[wiki:tags|« tags »]] de la page ?
27 Il manque un espace insécable. =>   * Avez vous mis à jour les [[wiki:tags|« tags »]] de la page ?
27 Il manque un espace insécable. =>   * Avez vous mis à jour les [[wiki:tags|« tags »]] de la page ?

28 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Avez vous utilisé un ton neutre ? (pas de phrase à la première personne, "je, j'ai, moi, me")
28 Forme interrogative ? Mettez un trait d’union. =>   * Avez vous utilisé un ton neutre ? (pas de phrase à la première personne, "je, j'ai, moi, me")
28 Il manque un espace insécable. =>   * Avez vous utilisé un ton neutre ? (pas de phrase à la première personne, "je, j'ai, moi, me")
28 Guillemets typographiques ouvrants. =>   * Avez vous utilisé un ton neutre ? (pas de phrase à la première personne, "je, j'ai, moi, me")
28 Guillemets typographiques fermants. =>   * Avez vous utilisé un ton neutre ? (pas de phrase à la première personne, "je, j'ai, moi, me")

29 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Avez vous fait un bon emploi du [[:sudo|sudo]] ? (notamment pour passer en invite de commande administrateur, cf aussi [[:sudo-annexe#differences_entre_sudo_-i_et_sudo_-s_et_pourquoi_il_est_preferable_de_ne_jamais_lancer_sudo_su|sudo-annexe]]).
29 Forme interrogative ? Mettez un trait d’union. =>   * Avez vous fait un bon emploi du [[:sudo|sudo]] ? (notamment pour passer en invite de commande administrateur, cf aussi [[:sudo-annexe#differences_entre_sudo_-i_et_sudo_-s_et_pourquoi_il_est_preferable_de_ne_jamais_lancer_sudo_su|sudo-annexe]]).
29 Il manque un espace insécable. =>   * Avez vous fait un bon emploi du [[:sudo|sudo]] ? (notamment pour passer en invite de commande administrateur, cf aussi [[:sudo-annexe#differences_entre_sudo_-i_et_sudo_-s_et_pourquoi_il_est_preferable_de_ne_jamais_lancer_sudo_su|sudo-annexe]]).

30 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Avez vous traduit les anglicismes ? (les anglicismes courants sont tolérés, ceux pour lesquels il existe un mot français, moins)
30 Forme interrogative ? Mettez un trait d’union. =>   * Avez vous traduit les anglicismes ? (les anglicismes courants sont tolérés, ceux pour lesquels il existe un mot français, moins)
30 Il manque un espace insécable. =>   * Avez vous traduit les anglicismes ? (les anglicismes courants sont tolérés, ceux pour lesquels il existe un mot français, moins)

31 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Avez vous mentionné uniquement des versions d'ubuntu dont le support est encore actif ? (liste à jour [[:versions|ici]]).
31 Forme interrogative ? Mettez un trait d’union. =>   * Avez vous mentionné uniquement des versions d'ubuntu dont le support est encore actif ? (liste à jour [[:versions|ici]]).
31 Mot inconnu : ubuntu =>   * Avez vous mentionné uniquement des versions d'ubuntu dont le support est encore actif ? (liste à jour [[:versions|ici]]).
31 Il manque un espace insécable. =>   * Avez vous mentionné uniquement des versions d'ubuntu dont le support est encore actif ? (liste à jour [[:versions|ici]]).

32 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Avez vous vérifié que la page peut s'afficher sans déformation sur un écran de faible largeur ? (en changeant la largeur de la fenêtre de votre navigateur). Les déformations sont souvent liées à des liens mal mis en forme. 
32 Forme interrogative ? Mettez un trait d’union. =>   * Avez vous vérifié que la page peut s'afficher sans déformation sur un écran de faible largeur ? (en changeant la largeur de la fenêtre de votre navigateur). Les déformations sont souvent liées à des liens mal mis en forme. 
32 Il manque un espace insécable. =>   * Avez vous vérifié que la page peut s'afficher sans déformation sur un écran de faible largeur ? (en changeant la largeur de la fenêtre de votre navigateur). Les déformations sont souvent liées à des liens mal mis en forme. 
32 Espace(s) en fin de ligne à supprimer. =>   * Avez vous vérifié que la page peut s'afficher sans déformation sur un écran de faible largeur ? (en changeant la largeur de la fenêtre de votre navigateur). Les déformations sont souvent liées à des liens mal mis en forme. 

34 Espace(s) en fin de ligne à supprimer. => ---- 

36 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[:wiki:bac_a_sable|Bac à sable]] "officiel"
36 Il manque un espace. =>   * [[:wiki:bac_a_sable|Bac à sable]] "officiel"
36 Mot inconnu : bac_a_sable =>   * [[:wiki:bac_a_sable|Bac à sable]] "officiel"
36 Guillemets typographiques ouvrants. =>   * [[:wiki:bac_a_sable|Bac à sable]] "officiel"
36 Guillemets typographiques fermants. =>   * [[:wiki:bac_a_sable|Bac à sable]] "officiel"

37 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[:wiki:playground|Playground1]]
37 Il manque un espace. =>   * [[:wiki:playground|Playground1]]
37 Mot inconnu : playground =>   * [[:wiki:playground|Playground1]]

38 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[:playground/playground|Playground2]]

41 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[:wiki:chantiers|Les chantiers]]
41 Il manque un espace. =>   * [[:wiki:chantiers|Les chantiers]]

44 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[:wiki/liste_discussion#coordination_de_la_documentation|Liste de diffusion]] (mail)
44 Mot inconnu : liste_discussion =>   * [[:wiki/liste_discussion#coordination_de_la_documentation|Liste de diffusion]] (mail)

45 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[https://framateam.org/ubuntu|Mattermost]] (chat)

47 Mot inconnu : Icones => ===== Liste des Icones ====

48 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[:wiki:liste_icones|Liste des icones]]
48 Il manque un espace. =>   * [[:wiki:liste_icones|Liste des icones]]
48 Mot inconnu : liste_icones =>   * [[:wiki:liste_icones|Liste des icones]]
48 Mot inconnu : icones =>   * [[:wiki:liste_icones|Liste des icones]]

51 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    * [[:wiki/mini-tutoriels|Les mini-tutos]]

55 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[:wiki:modeles:Portail]] : Pour référencer plusieurs pages liées par un [[:thesaurus|thème]] ou [[:wiki:tags|tag]] commun.
55 Il manque un espace. =>   * [[:wiki:modeles:Portail]] : Pour référencer plusieurs pages liées par un [[:thesaurus|thème]] ou [[:wiki:tags|tag]] commun.
55 Mot inconnu : modeles =>   * [[:wiki:modeles:Portail]] : Pour référencer plusieurs pages liées par un [[:thesaurus|thème]] ou [[:wiki:tags|tag]] commun.
55 Il manque un espace insécable. =>   * [[:wiki:modeles:Portail]] : Pour référencer plusieurs pages liées par un [[:thesaurus|thème]] ou [[:wiki:tags|tag]] commun.
55 Il manque un espace. =>   * [[:wiki:modeles:Portail]] : Pour référencer plusieurs pages liées par un [[:thesaurus|thème]] ou [[:wiki:tags|tag]] commun.

56 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[:wiki:modeles:Application]] : Description, installation, configuration et utilisation d'un logiciel donné.
56 Il manque un espace. =>   * [[:wiki:modeles:Application]] : Description, installation, configuration et utilisation d'un logiciel donné.
56 Mot inconnu : modeles =>   * [[:wiki:modeles:Application]] : Description, installation, configuration et utilisation d'un logiciel donné.
56 Il manque un espace insécable. =>   * [[:wiki:modeles:Application]] : Description, installation, configuration et utilisation d'un logiciel donné.

57 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     *  [[:utilisateurs/fabux/brouillons/modele_bidule|Exemple de page toute faite]] pour une application
57 Mot inconnu : fabux =>     *  [[:utilisateurs/fabux/brouillons/modele_bidule|Exemple de page toute faite]] pour une application
57 Mot inconnu : modele_bidule =>     *  [[:utilisateurs/fabux/brouillons/modele_bidule|Exemple de page toute faite]] pour une application

58 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[:wiki:modeles:Tutoriel]] : Démarche pas à pas pour une problématique précise.
58 Il manque un espace. =>   * [[:wiki:modeles:Tutoriel]] : Démarche pas à pas pour une problématique précise.
58 Mot inconnu : modeles =>   * [[:wiki:modeles:Tutoriel]] : Démarche pas à pas pour une problématique précise.
58 Il manque un espace insécable. =>   * [[:wiki:modeles:Tutoriel]] : Démarche pas à pas pour une problématique précise.

59 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[:wiki:modeles:Matériel]] : Compatibilité, configuration et utilisation d'un périphérique spécifique.
59 Il manque un espace. =>   * [[:wiki:modeles:Matériel]] : Compatibilité, configuration et utilisation d'un périphérique spécifique.
59 Mot inconnu : modeles =>   * [[:wiki:modeles:Matériel]] : Compatibilité, configuration et utilisation d'un périphérique spécifique.
59 Il manque un espace insécable. =>   * [[:wiki:modeles:Matériel]] : Compatibilité, configuration et utilisation d'un périphérique spécifique.

60 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[:wiki:modeles:Portable]] : Compatibilité, installation d'Ubuntu, configurations et optimisations pour un modèle donné.
60 Il manque un espace. =>   * [[:wiki:modeles:Portable]] : Compatibilité, installation d'Ubuntu, configurations et optimisations pour un modèle donné.
60 Mot inconnu : modeles =>   * [[:wiki:modeles:Portable]] : Compatibilité, installation d'Ubuntu, configurations et optimisations pour un modèle donné.
60 Il manque un espace insécable. =>   * [[:wiki:modeles:Portable]] : Compatibilité, installation d'Ubuntu, configurations et optimisations pour un modèle donné.

61 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[:utilisateurs:modele|Utilisateur]] : Créez votre page personnelle en suivant ce [[:wiki:modeles:utilisateur|mode d'emploi]].
61 Il manque un espace. =>   * [[:utilisateurs:modele|Utilisateur]] : Créez votre page personnelle en suivant ce [[:wiki:modeles:utilisateur|mode d'emploi]].
61 Il manque un espace insécable. =>   * [[:utilisateurs:modele|Utilisateur]] : Créez votre page personnelle en suivant ce [[:wiki:modeles:utilisateur|mode d'emploi]].
61 Il manque un espace. =>   * [[:utilisateurs:modele|Utilisateur]] : Créez votre page personnelle en suivant ce [[:wiki:modeles:utilisateur|mode d'emploi]].
61 Mot inconnu : modeles =>   * [[:utilisateurs:modele|Utilisateur]] : Créez votre page personnelle en suivant ce [[:wiki:modeles:utilisateur|mode d'emploi]].

67 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[:wiki:syntaxe|Syntaxe]]
67 Il manque un espace. =>   * [[:wiki:syntaxe|Syntaxe]]

68 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[https://www.dokuwiki.org/fr:wiki:syntax|Syntaxe sur dokuwiki]]
68 Il manque un espace. =>   * [[https://www.dokuwiki.org/fr:wiki:syntax|Syntaxe sur dokuwiki]]
68 Mot inconnu : syntax =>   * [[https://www.dokuwiki.org/fr:wiki:syntax|Syntaxe sur dokuwiki]]
68 Mot inconnu : dokuwiki =>   * [[https://www.dokuwiki.org/fr:wiki:syntax|Syntaxe sur dokuwiki]]
