
5 Mot inconnu : LDAP => ====== LDAP client ====== | ldap
78 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   account	required	pam_unix.so |    => suggestions : ['']
78 Mot inconnu : account =>   account	required	pam_unix.so | account
78 Mot inconnu : required =>   account	required	pam_unix.so | required
78 Mot inconnu : pam_unix =>   account	required	pam_unix.so | pam_unix
78 Mot inconnu : so =>   account	required	pam_unix.so | so

83 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo vi /etc/pam.d/common-auth |    => suggestions : ['']
83 Mot inconnu : sudo =>   sudo vi /etc/pam.d/common-auth | sudo
83 Mot inconnu : vi =>   sudo vi /etc/pam.d/common-auth | vi

87 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   auth	sufficient	pam_ldap.so |    => suggestions : ['']
87 Mot inconnu : auth =>   auth	sufficient	pam_ldap.so | auth
87 Mot inconnu : sufficient =>   auth	sufficient	pam_ldap.so | sufficient
87 Mot inconnu : pam_ldap =>   auth	sufficient	pam_ldap.so | pam_ldap
87 Mot inconnu : so =>   auth	sufficient	pam_ldap.so | so

88 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   auth	required	pam_unix.so nullok_secure use_first_pass |    => suggestions : ['']
88 Mot inconnu : auth =>   auth	required	pam_unix.so nullok_secure use_first_pass | auth
88 Mot inconnu : required =>   auth	required	pam_unix.so nullok_secure use_first_pass | required
88 Mot inconnu : pam_unix =>   auth	required	pam_unix.so nullok_secure use_first_pass | pam_unix
88 Mot inconnu : so =>   auth	required	pam_unix.so nullok_secure use_first_pass | so
88 Mot inconnu : nullok_secure =>   auth	required	pam_unix.so nullok_secure use_first_pass | nullok_secure
88 Mot inconnu : use_first_pass =>   auth	required	pam_unix.so nullok_secure use_first_pass | use_first_pass

95 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo vi /etc/pam.d/common-password |    => suggestions : ['']
95 Mot inconnu : sudo =>   sudo vi /etc/pam.d/common-password | sudo
95 Mot inconnu : vi =>   sudo vi /etc/pam.d/common-password | vi

100 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   password	sufficient	pam_ldap.so |    => suggestions : ['']
100 Mot inconnu : password =>   password	sufficient	pam_ldap.so | password
100 Mot inconnu : sufficient =>   password	sufficient	pam_ldap.so | sufficient
100 Mot inconnu : pam_ldap =>   password	sufficient	pam_ldap.so | pam_ldap
100 Mot inconnu : so =>   password	sufficient	pam_ldap.so | so

101 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   password	required	pam_unix.so nullok obscure min=4 max=8 md5 |    => suggestions : ['']
101 Mot inconnu : password =>   password	required	pam_unix.so nullok obscure min=4 max=8 md5 | password
101 Mot inconnu : required =>   password	required	pam_unix.so nullok obscure min=4 max=8 md5 | required
101 Mot inconnu : pam_unix =>   password	required	pam_unix.so nullok obscure min=4 max=8 md5 | pam_unix
101 Mot inconnu : so =>   password	required	pam_unix.so nullok obscure min=4 max=8 md5 | so
101 Mot inconnu : nullok =>   password	required	pam_unix.so nullok obscure min=4 max=8 md5 | nullok
101 Si “md5” est une unité de mesure, il manque un espace insécable. Si le nombre se rapporte au mot suivant, c’est aussi valable. =>   password	required	pam_unix.so nullok obscure min=4 max=8 md5 | 8 md5 => suggestions : ['8\xa0md5']
101 Mot inconnu : md5 =>   password	required	pam_unix.so nullok obscure min=4 max=8 md5 | md5

106 Guillemets typographiques ouvrants. => Pour l'utilisation de mots de passe plus difficiles à casser, il vous suffit d'installer le paquet ''libpam-cracklib'' : | '' => suggestions : ['«\xa0', '“']
106 Mot inconnu : libpam-cracklib => Pour l'utilisation de mots de passe plus difficiles à casser, il vous suffit d'installer le paquet ''libpam-cracklib'' : | libpam-cracklib
106 Guillemets typographiques fermants. => Pour l'utilisation de mots de passe plus difficiles à casser, il vous suffit d'installer le paquet ''libpam-cracklib'' : | '' => suggestions : ['\xa0»', '”']

108 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo apt-get install libpam-cracklib |    => suggestions : ['']
108 Mot inconnu : sudo =>   sudo apt-get install libpam-cracklib | sudo
108 Mot inconnu : apt-get =>   sudo apt-get install libpam-cracklib | apt-get
108 Mot inconnu : install =>   sudo apt-get install libpam-cracklib | install
108 Mot inconnu : libpam-cracklib =>   sudo apt-get install libpam-cracklib | libpam-cracklib

113 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo vi /etc/pam.d/common-password |    => suggestions : ['']
113 Mot inconnu : sudo =>   sudo vi /etc/pam.d/common-password | sudo
113 Mot inconnu : vi =>   sudo vi /etc/pam.d/common-password | vi

118 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   password        required        pam_cracklib.so retry=3 minlen=6 difok=3 |    => suggestions : ['']
118 Mot inconnu : password =>   password        required        pam_cracklib.so retry=3 minlen=6 difok=3 | password
118 Espace(s) surnuméraire(s) à supprimer. =>   password        required        pam_cracklib.so retry=3 minlen=6 difok=3 |          => suggestions : [' ']
118 Mot inconnu : required =>   password        required        pam_cracklib.so retry=3 minlen=6 difok=3 | required
118 Espace(s) surnuméraire(s) à supprimer. =>   password        required        pam_cracklib.so retry=3 minlen=6 difok=3 |          => suggestions : [' ']
118 Mot inconnu : pam_cracklib =>   password        required        pam_cracklib.so retry=3 minlen=6 difok=3 | pam_cracklib
118 Mot inconnu : so =>   password        required        pam_cracklib.so retry=3 minlen=6 difok=3 | so
118 Mot inconnu : retry =>   password        required        pam_cracklib.so retry=3 minlen=6 difok=3 | retry
118 Mot inconnu : minlen =>   password        required        pam_cracklib.so retry=3 minlen=6 difok=3 | minlen
118 Mot inconnu : difok =>   password        required        pam_cracklib.so retry=3 minlen=6 difok=3 | difok

119 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   password        sufficient      pam_ldap.so use_authtok nullok md5 |    => suggestions : ['']
119 Mot inconnu : password =>   password        sufficient      pam_ldap.so use_authtok nullok md5 | password
119 Espace(s) surnuméraire(s) à supprimer. =>   password        sufficient      pam_ldap.so use_authtok nullok md5 |          => suggestions : [' ']
119 Mot inconnu : sufficient =>   password        sufficient      pam_ldap.so use_authtok nullok md5 | sufficient
119 Espace(s) surnuméraire(s) à supprimer. =>   password        sufficient      pam_ldap.so use_authtok nullok md5 |        => suggestions : [' ']
119 Mot inconnu : pam_ldap =>   password        sufficient      pam_ldap.so use_authtok nullok md5 | pam_ldap
119 Mot inconnu : so =>   password        sufficient      pam_ldap.so use_authtok nullok md5 | so
119 Mot inconnu : use_authtok =>   password        sufficient      pam_ldap.so use_authtok nullok md5 | use_authtok
119 Mot inconnu : nullok =>   password        sufficient      pam_ldap.so use_authtok nullok md5 | nullok
119 Mot inconnu : md5 =>   password        sufficient      pam_ldap.so use_authtok nullok md5 | md5

120 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   password        required        pam_unix.so use_authtok use_first_pass |    => suggestions : ['']
120 Mot inconnu : password =>   password        required        pam_unix.so use_authtok use_first_pass | password
120 Espace(s) surnuméraire(s) à supprimer. =>   password        required        pam_unix.so use_authtok use_first_pass |          => suggestions : [' ']
120 Mot inconnu : required =>   password        required        pam_unix.so use_authtok use_first_pass | required
120 Espace(s) surnuméraire(s) à supprimer. =>   password        required        pam_unix.so use_authtok use_first_pass |          => suggestions : [' ']
120 Mot inconnu : pam_unix =>   password        required        pam_unix.so use_authtok use_first_pass | pam_unix
120 Mot inconnu : so =>   password        required        pam_unix.so use_authtok use_first_pass | so
120 Mot inconnu : use_authtok =>   password        required        pam_unix.so use_authtok use_first_pass | use_authtok
120 Mot inconnu : use_first_pass =>   password        required        pam_unix.so use_authtok use_first_pass | use_first_pass

127 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo vi /etc/pam.d/common-session |    => suggestions : ['']
127 Mot inconnu : sudo =>   sudo vi /etc/pam.d/common-session | sudo
127 Mot inconnu : vi =>   sudo vi /etc/pam.d/common-session | vi

132 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   session	sufficient	pam_ldap.so |    => suggestions : ['']
132 Mot inconnu : sufficient =>   session	sufficient	pam_ldap.so | sufficient
132 Mot inconnu : pam_ldap =>   session	sufficient	pam_ldap.so | pam_ldap
132 Mot inconnu : so =>   session	sufficient	pam_ldap.so | so

133 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   session	required	pam_unix.so |    => suggestions : ['']
133 Mot inconnu : required =>   session	required	pam_unix.so | required
133 Mot inconnu : pam_unix =>   session	required	pam_unix.so | pam_unix
133 Mot inconnu : so =>   session	required	pam_unix.so | so

138 Mot inconnu : common-session => Si vous voulez que la création automatique du répertoire home soit faite à la première connexion vous allez devoir éditer **common-session** encore une fois : | common-session

140 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo vi /etc/pam.d/common-session |    => suggestions : ['']
140 Mot inconnu : sudo =>   sudo vi /etc/pam.d/common-session | sudo
140 Mot inconnu : vi =>   sudo vi /etc/pam.d/common-session | vi

145 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   session required        pam_unix.so |    => suggestions : ['']
145 Mot inconnu : required =>   session required        pam_unix.so | required
145 Espace(s) surnuméraire(s) à supprimer. =>   session required        pam_unix.so |          => suggestions : [' ']
145 Mot inconnu : pam_unix =>   session required        pam_unix.so | pam_unix
145 Mot inconnu : so =>   session required        pam_unix.so | so

146 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   session required        pam_mkhomedir.so skel=/etc/skel/ |    => suggestions : ['']
146 Mot inconnu : required =>   session required        pam_mkhomedir.so skel=/etc/skel/ | required
146 Espace(s) surnuméraire(s) à supprimer. =>   session required        pam_mkhomedir.so skel=/etc/skel/ |          => suggestions : [' ']
146 Mot inconnu : pam_mkhomedir =>   session required        pam_mkhomedir.so skel=/etc/skel/ | pam_mkhomedir
146 Mot inconnu : so =>   session required        pam_mkhomedir.so skel=/etc/skel/ | so
146 Mot inconnu : skel =>   session required        pam_mkhomedir.so skel=/etc/skel/ | skel

147 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   session optional        pam_ldap.so |    => suggestions : ['']
147 Mot inconnu : optional =>   session optional        pam_ldap.so | optional
147 Espace(s) surnuméraire(s) à supprimer. =>   session optional        pam_ldap.so |          => suggestions : [' ']
147 Mot inconnu : pam_ldap =>   session optional        pam_ldap.so | pam_ldap
147 Mot inconnu : so =>   session optional        pam_ldap.so | so

150 Mot inconnu : nscd => Il faut maintenant redémarrer le service nscd pour prendre en compte les modifications : | nscd

152 Mot inconnu : LDAP => Vous pouvez vérifier que votre machine interroge bien la base LDAP en tapant la commande  | ldap
152 Espace(s) en fin de ligne à supprimer. => Vous pouvez vérifier que votre machine interroge bien la base LDAP en tapant la commande  |   => suggestions : ['']

154 Mot inconnu : LDAP => qui listera l'ensemble des comptes locaux mais aussi LDAP! | ldap

157 Mot inconnu : LDAP => Il est judicieux d'avoir un groupe nommé admin dans votre base LDAP. En effet si votre utilisateur LDAP appartient à ce groupe, il devient possible de lui attribuer les droits sudo sur la machine grâce au fichier /etc/sudoers. | ldap
157 Mot inconnu : LDAP => Il est judicieux d'avoir un groupe nommé admin dans votre base LDAP. En effet si votre utilisateur LDAP appartient à ce groupe, il devient possible de lui attribuer les droits sudo sur la machine grâce au fichier /etc/sudoers. | ldap
157 Mot inconnu : sudo => Il est judicieux d'avoir un groupe nommé admin dans votre base LDAP. En effet si votre utilisateur LDAP appartient à ce groupe, il devient possible de lui attribuer les droits sudo sur la machine grâce au fichier /etc/sudoers. | sudo

163 Conjugaison erronée. Accord avec “un…”. Le verbe devrait être à la 3ᵉ personne du singulier. => Si elle n'est pas commentée, un user LDAP appartenant au groupe admin pour prendre les droits root ! | user => suggestions : ['use', 'usa', 'usait']
163 Mot inconnu : LDAP => Si elle n'est pas commentée, un user LDAP appartenant au groupe admin pour prendre les droits root ! | ldap
163 Mot inconnu : root => Si elle n'est pas commentée, un user LDAP appartenant au groupe admin pour prendre les droits root ! | root

165 Mot inconnu : LDAP => ===== Se connecter en tant qu'utilisateur LDAP ===== | ldap

167 Mot inconnu : LDAP => Votre machine est maintenant capable d'accepter une authentification LDAP sans que l'utilisateur n'existe préalablement sur la machine (en local). | ldap

168 Mot inconnu : SSH => Pour le tester, vous pouvez tenter d'ouvrir une session SSH sur cette machine. Par exemple pour l'utilisateur monty : | ssh
168 Mot inconnu : monty => Pour le tester, vous pouvez tenter d'ouvrir une session SSH sur cette machine. Par exemple pour l'utilisateur monty : | monty

174 Mot inconnu : LDAP => ===== Permettre l'authentification LDAP en mode déconnecté ===== | ldap

175 Mot inconnu : laptop => Et oui, les laptop ayant la facheuse tendance à être utilisés aussi en mode déconnecté, voici de quoi garder une copie locale de votre base LDAP afin de pouvoir ouvrir une session même si votre serveur LDAP n'est pas joignable. Et en cas de panne du serveur LDAP, c'est aussi bien pratique ;) | laptop
175 Mot inconnu : facheuse => Et oui, les laptop ayant la facheuse tendance à être utilisés aussi en mode déconnecté, voici de quoi garder une copie locale de votre base LDAP afin de pouvoir ouvrir une session même si votre serveur LDAP n'est pas joignable. Et en cas de panne du serveur LDAP, c'est aussi bien pratique ;) | facheuse
175 Mot inconnu : LDAP => Et oui, les laptop ayant la facheuse tendance à être utilisés aussi en mode déconnecté, voici de quoi garder une copie locale de votre base LDAP afin de pouvoir ouvrir une session même si votre serveur LDAP n'est pas joignable. Et en cas de panne du serveur LDAP, c'est aussi bien pratique ;) | ldap
175 Mot inconnu : LDAP => Et oui, les laptop ayant la facheuse tendance à être utilisés aussi en mode déconnecté, voici de quoi garder une copie locale de votre base LDAP afin de pouvoir ouvrir une session même si votre serveur LDAP n'est pas joignable. Et en cas de panne du serveur LDAP, c'est aussi bien pratique ;) | ldap
175 Mot inconnu : LDAP => Et oui, les laptop ayant la facheuse tendance à être utilisés aussi en mode déconnecté, voici de quoi garder une copie locale de votre base LDAP afin de pouvoir ouvrir une session même si votre serveur LDAP n'est pas joignable. Et en cas de panne du serveur LDAP, c'est aussi bien pratique ;) | ldap

177 Mot inconnu : Offline => === Offline mode (Serveur LDAP inaccessible - Laptop itinérants) === | offline
177 Mot inconnu : LDAP => === Offline mode (Serveur LDAP inaccessible - Laptop itinérants) === | ldap
177 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => === Offline mode (Serveur LDAP inaccessible - Laptop itinérants) === |  -  => suggestions : [' – ', ' — ', ' − ']
177 Mot inconnu : Laptop => === Offline mode (Serveur LDAP inaccessible - Laptop itinérants) === | laptop

179 Mot inconnu : necessaire => Commençons par installer le necessaire : | necessaire

184 Mot inconnu : Editer => Editer le fichier /etc/nsswitch.conf tel que: | editer

186 Mot inconnu : passwd => passwd:         files ldap [NOTFOUND=return] db | passwd
186 Espace(s) surnuméraire(s) à supprimer. => passwd:         files ldap [NOTFOUND=return] db |           => suggestions : [' ']
186 Mot inconnu : ldap => passwd:         files ldap [NOTFOUND=return] db | ldap
186 Mot inconnu : NOTFOUND => passwd:         files ldap [NOTFOUND=return] db | notfound
186 Mot inconnu : return => passwd:         files ldap [NOTFOUND=return] db | return
186 Mot inconnu : db => passwd:         files ldap [NOTFOUND=return] db | db

187 Mot inconnu : group => group:          files ldap [NOTFOUND=return] db | group
187 Espace(s) surnuméraire(s) à supprimer. => group:          files ldap [NOTFOUND=return] db |            => suggestions : [' ']
187 Mot inconnu : ldap => group:          files ldap [NOTFOUND=return] db | ldap
187 Mot inconnu : NOTFOUND => group:          files ldap [NOTFOUND=return] db | notfound
187 Mot inconnu : return => group:          files ldap [NOTFOUND=return] db | return
187 Mot inconnu : db => group:          files ldap [NOTFOUND=return] db | db

189 Mot inconnu : pam => ensuite éditer etc/pam.d/common-account pour remplacer la ligne  | pam
189 Mot inconnu : common-account => ensuite éditer etc/pam.d/common-account pour remplacer la ligne  | common-account
189 Espace(s) en fin de ligne à supprimer. => ensuite éditer etc/pam.d/common-account pour remplacer la ligne  |   => suggestions : ['']

191 Mot inconnu : account => account	[success=1 default=ignore]	pam_ldap.so  | account
191 Mot inconnu : success => account	[success=1 default=ignore]	pam_ldap.so  | success
191 Mot inconnu : default => account	[success=1 default=ignore]	pam_ldap.so  | default
191 Mot inconnu : pam_ldap => account	[success=1 default=ignore]	pam_ldap.so  | pam_ldap
191 Mot inconnu : so => account	[success=1 default=ignore]	pam_ldap.so  | so
191 Espace(s) en fin de ligne à supprimer. => account	[success=1 default=ignore]	pam_ldap.so  |   => suggestions : ['']

195 Mot inconnu : account => account    [success=1 authinfo_unavail=1 default=ignore]    pam_ldap.so | account
195 Espace(s) surnuméraire(s) à supprimer. => account    [success=1 authinfo_unavail=1 default=ignore]    pam_ldap.so |      => suggestions : [' ']
195 Mot inconnu : success => account    [success=1 authinfo_unavail=1 default=ignore]    pam_ldap.so | success
195 Mot inconnu : authinfo_unavail => account    [success=1 authinfo_unavail=1 default=ignore]    pam_ldap.so | authinfo_unavail
195 Mot inconnu : default => account    [success=1 authinfo_unavail=1 default=ignore]    pam_ldap.so | default
195 Mot inconnu : pam_ldap => account    [success=1 authinfo_unavail=1 default=ignore]    pam_ldap.so | pam_ldap
195 Mot inconnu : so => account    [success=1 authinfo_unavail=1 default=ignore]    pam_ldap.so | so

199 Mot inconnu : users => pour mettre à jour la copie locale des users LDAP | users
199 Mot inconnu : LDAP => pour mettre à jour la copie locale des users LDAP | ldap

200 Confusion probable : “a” est la conjugaison du verbe “avoir”. Utilisez la préposition “à”. => <note help>a noter que pour qu'un utilisateur puisse se connecter hors ligne, il aura du préalablement se logguer sur cette machine alors qu'elle pouvait contacter le serveur LDAP pour un premier check du mot de passe</note> | a => suggestions : ['à']
200 Incohérence probable avec “a” : “noter” n’est pas un participe passé. => <note help>a noter que pour qu'un utilisateur puisse se connecter hors ligne, il aura du préalablement se logguer sur cette machine alors qu'elle pouvait contacter le serveur LDAP pour un premier check du mot de passe</note> | noter => suggestions : ['noté']
200 Participe passé de devoir : “dû”. => <note help>a noter que pour qu'un utilisateur puisse se connecter hors ligne, il aura du préalablement se logguer sur cette machine alors qu'elle pouvait contacter le serveur LDAP pour un premier check du mot de passe</note> | du => suggestions : ['dû']
200 Mot inconnu : logguer => <note help>a noter que pour qu'un utilisateur puisse se connecter hors ligne, il aura du préalablement se logguer sur cette machine alors qu'elle pouvait contacter le serveur LDAP pour un premier check du mot de passe</note> | logguer
200 Mot inconnu : LDAP => <note help>a noter que pour qu'un utilisateur puisse se connecter hors ligne, il aura du préalablement se logguer sur cette machine alors qu'elle pouvait contacter le serveur LDAP pour un premier check du mot de passe</note> | ldap
